Gene = PPP1R15B
index = 1059
Annotated 5SS: [2300]
Annotated 3SS: [5477]
SMsplice 5SS: [ 557 2300]
SMsplice 3SS: [2203 6502]
top_k =  500
Partition function (log Z): -10.426712203318633

Sorted 5' Splice Sites (High to Low Probability):
Position 2300: 0.925060327610915
Position 557: 0.586193355277829
Position 3976: 0.3196227758622559
Position 3238: 0.3058883450699203
Position 3655: 0.18186112207232047
Position 23: 0.15928021132447476
Position 1713: 0.1542758477491465
Position 620: 0.151946923566645
Position 5570: 0.05156675610508725
Position 3503: 0.025449400482313644
Position 301: 0.013863101875169787
Position 3707: 0.012532533104853829
Position 1611: 0.011946189805513088
Position 7038: 0.011302910688898563
Position 1118: 0.011053121371470666
Position 1034: 0.009007350727562301
Position 3230: 0.008012554192789213
Position 4015: 0.007880010993022555
Position 56: 0.005952852963742385
Position 436: 0.00492585035662516
Position 2246: 0.003454374427460965
Position 1542: 0.0030712498983421297
Position 4121: 0.0022408462418493985
Position 2954: 0.0019116172148752025
Position 114: 0.0016855359357149673
Position 1493: 0.001408988130881302
Position 3367: 0.0012466743797368098
Position 104: 0.0009799430573957041
Position 785: 0.0009731046795455997
Position 3347: 0.000840606706457321
Position 4057: 0.0006454323871191452
Position 753: 0.0006152357403198653
Position 3923: 0.0006113127403784246
Position 645: 0.0005996489121376413
Position 1414: 0.0005381550650984101
Position 2903: 0.00036106364771055013
Position 2701: 0.0003400074651740403
Position 2556: 0.0002571680428790486
Position 2662: 0.000235295211602122
Position 2204: 0.00014686394622120507
Position 2943: 0.0001232788115042802
Position 2840: 0.00011854581520991277
Position 3234: 0.00010396783857654728
Position 3169: 8.91611101795902e-05
Position 4112: 8.112485992091273e-05
Position 3074: 4.169092661259515e-05
Position 5260: 2.6529513146894222e-05
Position 2199: 2.492859558909592e-05
Position 83: 6.4099202180300854e-06
Position 2517: 1.6963681868055268e-06
Position 3105: 1.4866757971490506e-06
Position 942: 1.0128852017225116e-06
Position 957: 9.999164435254272e-07
Position 186: 9.876230531881713e-07
Position 164: 9.815249876023276e-07
Position 155: 8.009382207700842e-07
Position 106: 6.518921069561015e-07
Position 652: 6.109655369597776e-07
Position 198: 5.614035316523518e-07
Position 232: 2.769980331706267e-07
Position 321: 2.74607482145726e-07
Position 561: 2.7128745728359545e-07
Position 873: 2.4458921808649923e-07
Position 14: 1.3661507287792946e-07
Position 60: 1.3604235218482116e-07
Position 919: 6.479560931528622e-08
Position 961: 6.328314720527171e-08
Position 1085: 4.36516026620729e-08
Position 365: 3.590501048263986e-08
Position 196: 1.6954683522920273e-08
Position 484: 1.2067514990287151e-08
Position 1674: 2.4016353822581494e-09
Position 30: 3.7662471507893814e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2203: 0.7791988962961144
Position 6502: 0.3309041673800785
Position 3466: 0.28144607521887816
Position 3122: 0.28117511024100295
Position 5477: 0.2750360690960326
Position 3902: 0.20415316482785387
Position 3792: 0.12721187033694398
Position 1632: 0.08921196064468322
Position 7313: 0.07860648716036003
Position 2095: 0.07838024342825509
Position 3570: 0.056217703751879095
Position 5045: 0.042597530739677175
Position 2209: 0.039803806099470374
Position 3168: 0.032844806562871004
Position 6954: 0.028027608452712592
Position 5066: 0.020778007645429464
Position 7178: 0.01971892974689309
Position 6321: 0.015419662476017398
Position 7792: 0.015361682848852315
Position 2114: 0.01522244087841932
Position 7037: 0.014996417554983313
Position 3749: 0.011813556942867212
Position 6646: 0.009099846954601604
Position 5935: 0.007463849704510385
Position 7309: 0.0072330642403302435
Position 3023: 0.006570189566879728
Position 7916: 0.006006642659613006
Position 3392: 0.005492696974059376
Position 1827: 0.005173911045656873
Position 2778: 0.005136771550609067
Position 5376: 0.0043678903822960465
Position 1333: 0.0041972247477969765
Position 1398: 0.003936286640777217
Position 7591: 0.0038362931993330585
Position 2179: 0.003729723602195508
Position 1637: 0.0032290717448241724
Position 1490: 0.0032186757778460365
Position 3184: 0.0032112801065677975
Position 544: 0.0031882191049824728
Position 1542: 0.003067776087068054
Position 5801: 0.0026472609519575876
Position 1077: 0.002594091961110602
Position 3493: 0.0025651502007138782
Position 4222: 0.0024953354195834223
Position 6199: 0.0022184600985686673
Position 4922: 0.0021403974912735943
Position 2919: 0.002125176628426249
Position 1607: 0.0019597897089067276
Position 908: 0.001952341431724959
Position 6465: 0.0017204048870491492
Position 1511: 0.0017146574208103363
Position 3073: 0.001443207545047575
Position 6133: 0.0013637753287563856
Position 3258: 0.0012740392478054563
Position 7473: 0.0012646605452885924
Position 2650: 0.0012435500082124127
Position 2407: 0.0012248221771176276
Position 1658: 0.0011933882622336364
Position 4788: 0.0010997246706906836
Position 8251: 0.0010876885145914602
Position 3851: 0.0009220190764624653
Position 4049: 0.0009139420134176876
Position 1453: 0.0008877250252646035
Position 890: 0.000859080338971852
Position 1219: 0.00083821803150457
Position 5116: 0.0007744383529277251
Position 1433: 0.0007237635575628955
Position 4642: 0.0007069708774415332
Position 1514: 0.0005793148313105214
Position 6573: 0.0005775219206610347
Position 1610: 0.0005595916478994419
Position 3006: 0.0005546041950052167
Position 3502: 0.0005304425273139618
Position 6842: 0.0005115624071420336
Position 332: 0.0004420554253777902
Position 2563: 0.0004344156637325997
Position 2362: 0.00042022261362260075
Position 1244: 0.00041085779551148393
Position 3046: 0.0003757761664595582
Position 1849: 0.0003706052266391823
Position 1297: 0.0003600779174707741
Position 5208: 0.0003447016717301923
Position 3099: 0.0003441689759992202
Position 254: 0.0003284267040646415
Position 5535: 0.00028981093834675245
Position 1183: 0.0002876136447024361
Position 4981: 0.00028571210911507535
Position 1673: 0.00027569805544474727
Position 5041: 0.0002486747347880094
Position 913: 0.0002348436488730075
Position 3542: 0.00021872680845662362
Position 2745: 0.00021403521372395583
Position 2585: 0.00020403917791723077
Position 147: 0.0001957222275101421
Position 1683: 0.0001861561499561784
Position 2021: 0.00018385223595485494
Position 3426: 0.00016868020920221332
Position 1019: 0.00015548683351853507
Position 616: 0.00014038397863741929
Position 895: 0.00013783998609468833
Position 2270: 0.0001323094771180793
Position 1832: 0.00013122159390078613
Position 2251: 0.00010148168265485516
Position 1698: 9.390370314764922e-05
Position 2384: 8.499900205128775e-05
Position 2673: 8.026454193894212e-05
Position 2274: 7.958301402361979e-05
Position 473: 7.495845404722e-05
Position 1516: 7.377147397950954e-05
Position 3137: 7.059160500196388e-05
Position 737: 7.017097566612176e-05
Position 2403: 6.996628584862342e-05
Position 2016: 6.703478994299403e-05
Position 842: 6.661957680005388e-05
Position 663: 5.947425109828029e-05
Position 1350: 5.907203879343621e-05
Position 1709: 5.710979675819439e-05
Position 586: 4.581142818472709e-05
Position 3028: 3.4656809998819884e-05
Position 690: 2.532608176252856e-05
Position 2000: 2.182097897088514e-05
Position 1859: 2.1557187910919715e-05
Position 3201: 2.126471458469683e-05
Position 1910: 2.092860387951727e-05
Position 2881: 1.94143308685176e-05
Position 1196: 7.448789814043791e-06
Position 2517: 6.058567960758196e-06
Position 945: 5.894352172798013e-07
Position 470: 5.456896856500412e-07
Position 550: 4.087949831441275e-07
Position 1518: 3.001069088493706e-07
Position 361: 2.909394849550741e-07
Position 916: 2.755770711167984e-07
Position 112: 2.74182782109863e-07
Position 1029: 2.6214781751932244e-07
Position 1930: 2.13525713389679e-07
Position 269: 2.1244123194290107e-07
Position 1895: 1.5437140743325997e-07
Position 2365: 1.0908038412084435e-08
Position 809: 2.8623648833913187e-11
Position 742: 1.747646068362049e-11
Position 776: 1.4711161282194496e-11
Position 792: 1.4238798630793094e-11
Position 910: 1.3969422339695094e-11
Position 289: 1.345490725831571e-11
Position 304: 1.0319021767030649e-11
Position 484: 8.726089005231755e-12
Position 619: 4.331065322051132e-12
Position 763: 4.313606751573125e-12
Position 561: 3.649205755778282e-12
Position 385: 2.6752382676331343e-12
Position 395: 2.5993350982765305e-12
