Gene = PTPDC1
index = 1098
Annotated 5SS: [  346   994  3483  3835 11026 14151 17323 19957]
Annotated 3SS: [  821  3401  3715 10887 12891 17136 19845 23398]
SMsplice 5SS: [  276   994  3483  3835 11026 17323]
SMsplice 3SS: [  821  3401  3715 10887 17136 23398]
top_k =  500
Partition function (log Z): -0.9061952111070646

Sorted 5' Splice Sites (High to Low Probability):
Position 11026: 0.9897086549764118
Position 17323: 0.9889177765006765
Position 3835: 0.9853901468286896
Position 3483: 0.8198073770270383
Position 994: 0.8078906391196525
Position 276: 0.7039436078151261
Position 10330: 0.5477665479232955
Position 13008: 0.5221262755108137
Position 19275: 0.35579209767316183
Position 21957: 0.2866103882501052
Position 54: 0.28146993635956363
Position 15759: 0.2492559130169754
Position 15426: 0.22204255641462473
Position 19957: 0.20156054029481296
Position 7301: 0.1833737285092443
Position 10516: 0.1588991250624877
Position 5744: 0.09612154470720102
Position 9691: 0.09305272258918512
Position 706: 0.07629812893374777
Position 9286: 0.07222901515732656
Position 346: 0.05962216461723843
Position 24026: 0.048382496987201734
Position 3509: 0.04835918053044145
Position 340: 0.04588225086599074
Position 7845: 0.04318481613781071
Position 9723: 0.03697222704195409
Position 1945: 0.03673326408819616
Position 16683: 0.03327053148336736
Position 20056: 0.02947441876412773
Position 4020: 0.02840578412006667
Position 14136: 0.027976192964609337
Position 931: 0.02183276073248081
Position 23528: 0.021627027599915555
Position 11967: 0.021109976462170107
Position 609: 0.019511113791731722
Position 19297: 0.019248885389826106
Position 108: 0.01458288906010756
Position 6374: 0.013467895797488826
Position 918: 0.012369698381617103
Position 14151: 0.01213454522050893
Position 12064: 0.011133606127638026
Position 954: 0.010990979417589775
Position 1369: 0.010838896459111323
Position 15458: 0.010646632595253207
Position 2264: 0.010423417595617795
Position 11518: 0.009734772418621331
Position 14591: 0.008719529447657842
Position 10415: 0.008620075587761566
Position 9055: 0.006186699933322817
Position 16164: 0.005764863924186407
Position 10074: 0.005634414415806646
Position 20641: 0.005559184976732534
Position 10710: 0.005549912994477978
Position 6078: 0.005315672476131749
Position 16298: 0.0049694189967007495
Position 1180: 0.004902570537888524
Position 10959: 0.004829730169091325
Position 9891: 0.004304878497956966
Position 10574: 0.004120915296405365
Position 11590: 0.0040278048178176585
Position 20168: 0.003992397022758715
Position 3999: 0.0034046679938183966
Position 20062: 0.003146366953905418
Position 2223: 0.003108687018117263
Position 10350: 0.0030288837955125404
Position 11647: 0.003006204480823448
Position 11471: 0.002295316164820046
Position 2290: 0.0019168246814302307
Position 12383: 0.0018659368312829929
Position 1118: 0.001813412943897314
Position 3115: 0.0016155674944032016
Position 3754: 0.001565006275586704
Position 11030: 0.0015526740799652469
Position 5937: 0.0011759835345919723
Position 282: 0.0010416337721347933
Position 12339: 0.0008182896145566024
Position 545: 0.0007721307007492637
Position 192: 0.0005477620159294416
Position 378: 0.0005338198539123166
Position 12703: 0.0004993451333739055
Position 11040: 0.0004723189270039793
Position 1906: 0.00026067060525515763
Position 2937: 0.00024689690307046463
Position 138: 0.00020294062368299517
Position 3948: 0.00019649314684464482
Position 297: 0.00015988699975179302
Position 288: 0.00015789987310761697
Position 4772: 0.00011762002632065097
Position 631: 0.0001071356502414754
Position 386: 9.455490585075952e-05
Position 857: 8.273735974171606e-05
Position 5064: 7.92294761753728e-05
Position 3984: 7.804665793679529e-05
Position 4225: 6.89728973776282e-05
Position 1185: 6.492203131194577e-05
Position 22373: 5.272173562582975e-05
Position 484: 4.748006506298201e-05
Position 58: 4.4768017653978535e-05
Position 613: 4.080845851613863e-05
Position 466: 3.8127378717808174e-05
Position 410: 3.728839165980628e-05
Position 1050: 3.6236457441312616e-05
Position 568: 3.1805195220216604e-05
Position 36: 2.2964605845464416e-05
Position 6022: 2.0120868004057862e-05
Position 1365: 1.114931709510156e-05
Position 440: 8.491801657756706e-06
Position 681: 5.682706347870198e-06
Position 470: 4.135314978643207e-06
Position 1816: 2.872433194250957e-06
Position 1897: 1.779795104823157e-06
Position 1849: 1.6465913068248865e-06
Position 847: 1.0653978997982528e-06
Position 42: 6.604483624279146e-07
Position 588: 2.5556441219437787e-07
Position 408: 8.162184934667523e-08
Position 97: 3.892686805931351e-08
Position 415: 1.4656276486305083e-08
Position 413: 9.790077702500301e-09
Position 257: 2.601002331859595e-09
Position 517: 1.3478840160607858e-09
Position 615: 5.1017287291834974e-12
Position 263: 2.8160783871825263e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10887: 0.9895884601659815
Position 3715: 0.9253663487881436
Position 821: 0.8328317737868024
Position 3401: 0.807850832501584
Position 17136: 0.5568619995585157
Position 12891: 0.5198061942008986
Position 10123: 0.4842905216391348
Position 23398: 0.46242432216501117
Position 21822: 0.4565916193985627
Position 17207: 0.43539898047413017
Position 23945: 0.2207911001062662
Position 19845: 0.21674084964882664
Position 15329: 0.21131583300082768
Position 19153: 0.20743362263096138
Position 15649: 0.17677477610439873
Position 10445: 0.1413454661600406
Position 19170: 0.13877780050096442
Position 7214: 0.13851784833572278
Position 9613: 0.11150427611544664
Position 10264: 0.09580393771860886
Position 5597: 0.09452223627464196
Position 9005: 0.07079636832850789
Position 15507: 0.06595441400278446
Position 164: 0.057474849978983625
Position 544: 0.05667357938269845
Position 3680: 0.05461914211472026
Position 24170: 0.049473600680376525
Position 275: 0.03507016697310034
Position 1815: 0.035068802563599115
Position 14042: 0.03295804984057324
Position 3908: 0.03134556778268739
Position 19994: 0.02987785365983811
Position 16534: 0.025318486674178506
