Gene = HMMR
index = 658
Annotated 5SS: [  189  3405  4253  7199  9280 10722 10914 12704 13008 13656 15123 18251
 22239 22623 22818 23696 30003]
Annotated 3SS: [ 3305  4172  7150  9090 10634 10812 12628 12828 13506 14907 18133 22091
 22469 22717 23518 29839 30561]
SMsplice 5SS: [  189  3405 10722 10914 12704 13008 18251 22239 22623 22818 30003]
SMsplice 3SS: [ 3305 10634 10795 12628 12828 18133 22091 22469 22717 29839 30561]
top_k =  500
Partition function (log Z): 5.360849950165342

Sorted 5' Splice Sites (High to Low Probability):
Position 22818: 0.9922915303393329
Position 3405: 0.9882275467033428
Position 22623: 0.9840721840544808
Position 10722: 0.8588722572249999
Position 30003: 0.8509880674555836
Position 189: 0.7987060437064454
Position 10914: 0.7669318177890586
Position 22239: 0.7501106433346781
Position 18251: 0.7026858494370335
Position 13008: 0.6787780597576817
Position 12704: 0.6701078359732122
Position 9280: 0.6559366939466571
Position 4253: 0.5916260081587574
Position 15123: 0.44834796364406754
Position 13656: 0.35956806104456446
Position 7199: 0.29817923978298033
Position 18382: 0.29701894886440194
Position 15532: 0.27067985069322065
Position 23696: 0.19361902361525546
Position 10918: 0.1820868070126089
Position 193: 0.1653070048417347
Position 29131: 0.1620330902217626
Position 25529: 0.13528299011295644
Position 8025: 0.07276051026810816
Position 1373: 0.06082109061609953
Position 14737: 0.043432847377340766
Position 7386: 0.038044047791067515
Position 30691: 0.03241919586373049
Position 24671: 0.02791281398057001
Position 12240: 0.015147864181024463
Position 4601: 0.012494048089791902
Position 446: 0.01245161288561406
Position 11209: 0.011158928170453752
Position 3925: 0.010896874347809801
Position 24701: 0.009878848364845648
Position 24830: 0.009690509957488998
Position 10742: 0.00873316639210905
Position 11670: 0.00794409783016231
Position 6771: 0.007042508719115206
Position 12267: 0.006203684704449625
Position 1312: 0.005259654490742624
Position 70: 0.0049537889888576275
Position 8169: 0.004940231632349891
Position 32: 0.004423986270934986
Position 6351: 0.003885552009919243
Position 9749: 0.0037811649426694937
Position 494: 0.003499531090070832
Position 12311: 0.0031984527110114104
Position 30611: 0.003095915141448944
Position 23116: 0.002814092490213596
Position 287: 0.0027327539908494993
Position 3835: 0.0026917638539847204
Position 6799: 0.002300939399566594
Position 25507: 0.002248499106611337
Position 3641: 0.0020202532237414126
Position 3023: 0.0018989602429301884
Position 932: 0.0018824470959223367
Position 29964: 0.0018085112952713595
Position 4311: 0.0017847562579399675
Position 3456: 0.0017148994975811575
Position 3431: 0.0016967917822720635
Position 905: 0.0014462935240206556
Position 3935: 0.001395855359114944
Position 12085: 0.001379477317590187
Position 772: 0.001253229496476436
Position 4352: 0.001245643889171948
Position 513: 0.0011530574853127731
Position 1030: 0.0011442554825160593
Position 13422: 0.001113451726683029
Position 22959: 0.0010401243967461064
Position 1656: 0.0009337168991089077
Position 18543: 0.000659666103800119
Position 12716: 0.0006259602985393913
Position 2064: 0.0006226980310674586
Position 3: 0.0006122576691347192
Position 1303: 0.0005668220592656439
Position 22234: 0.0005665437897086658
Position 1516: 0.000537643382216517
Position 2762: 0.0005055995228905744
Position 1624: 0.0004784383625524359
Position 22822: 0.00047714041010546313
Position 3107: 0.00039354137952769255
Position 4289: 0.00039137564511864244
Position 36: 0.0003475777199702619
Position 20309: 0.00029394717190546395
Position 23153: 0.0002497548831937276
Position 23262: 0.0002368817316760018
Position 2220: 0.00023341433864035478
Position 2096: 0.00022406327528577317
Position 3885: 0.00021718758527312305
Position 19594: 0.00020752418737233043
Position 18498: 0.00019716335362059405
Position 22826: 0.00018614386188344
Position 1352: 0.00018207312354801176
Position 1380: 0.0001475345060361089
Position 490: 0.00014298038160231137
Position 3554: 0.00014174514036367463
Position 3365: 0.0001414825420898974
Position 3436: 0.0001395961100856061
Position 1018: 0.00012173410537862148
Position 1253: 0.00012102428979563137
Position 3685: 0.00010731606517199455
Position 4047: 0.00010621732353360212
Position 2113: 9.265188788594809e-05
Position 21705: 9.088939962273343e-05
Position 19947: 9.076514427650974e-05
Position 1576: 7.879237767746577e-05
Position 2214: 6.771530935873493e-05
Position 2415: 6.154866300912236e-05
Position 616: 6.081708583855187e-05
Position 2995: 5.798450211114185e-05
Position 1863: 5.5202153347691334e-05
Position 3324: 5.2688205866398514e-05
Position 4340: 5.0079138894471146e-05
Position 546: 4.691289735088018e-05
Position 18940: 4.290582511641395e-05
Position 3930: 3.4028964236848387e-05
Position 4359: 3.378595091736858e-05
Position 45: 3.1850711268304056e-05
Position 1471: 3.0526999499038336e-05
Position 307: 2.7791114324105428e-05
Position 22833: 2.481628537109435e-05
Position 2145: 2.423122362534741e-05
Position 679: 2.208019746269602e-05
Position 2521: 2.1383721162773614e-05
Position 29922: 1.957253019267304e-05
Position 1357: 1.7690800865107116e-05
Position 22769: 7.711422627144713e-06
Position 6022: 6.558120199649801e-06
Position 22774: 6.262811316994053e-06
Position 4232: 5.505454381081821e-06
Position 4333: 4.778319981679225e-06
Position 145: 2.7861606886266925e-07
Position 121: 2.62205144219147e-07
Position 742: 7.567328665448253e-08
Position 94: 5.414964845108719e-08
Position 77: 3.9622693834269334e-08
Position 97: 5.59774134924509e-09
Position 111: 5.0298201052239904e-09
Position 105: 1.742565075131256e-09
Position 137: 7.070679446433354e-10
Position 343: 7.945215467321285e-12
Position 392: 1.5646253782203773e-13
Position 403: 6.157280060646871e-15
Position 555: 3.0395943629708886e-15
Position 384: 9.531455957393908e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 22717: 0.9957062356755135
Position 3305: 0.9791109425019564
Position 29839: 0.8605236644420434
Position 18133: 0.8482047784105482
Position 22091: 0.750889436789888
Position 22469: 0.741327110020138
Position 30561: 0.6530854290670735
Position 10634: 0.6487704010631522
Position 12828: 0.6115191338829552
Position 12628: 0.604052415293719
Position 10795: 0.5196057150836909
Position 10812: 0.42159641887028704
Position 4172: 0.40767979669342663
Position 9090: 0.358907549644868
Position 9108: 0.2902301053836938
Position 13506: 0.2685573795312971
Position 15372: 0.2676000249616847
Position 22563: 0.2425462218290554
Position 14907: 0.23704149218636258
Position 7150: 0.22498606658067533
Position 23518: 0.1902390562227652
Position 10595: 0.1894670696447808
Position 14852: 0.17751351868404733
Position 4122: 0.16900161216468412
Position 18194: 0.1515000198908873
Position 30447: 0.14386200968747184
Position 25431: 0.12422074779548752
Position 28985: 0.11099204395375523
Position 30854: 0.09673782525713623
Position 12639: 0.058966552717253026
Position 7913: 0.05800955733437013
Position 28820: 0.051852884771599904
Position 30528: 0.04951273903335249
Position 13480: 0.0435272691288844
Position 24639: 0.04323609865584257
Position 12795: 0.04002040185721602
Position 14666: 0.038408150636307134
Position 10592: 0.036677420417569745
Position 1337: 0.03617140860355989
Position 13509: 0.03376236758022563
Position 15024: 0.026387330446335774
Position 7041: 0.023883375026014227
Position 6997: 0.023870671104471965
Position 12839: 0.020144415426291234
Position 7153: 0.01861810769621881
Position 7282: 0.01816487914513519
Position 30348: 0.016919144119234456
Position 12188: 0.015443754058894905
Position 1298: 0.015115990991725371
Position 4223: 0.014964960752496613
Position 7130: 0.013673034306531686
Position 7873: 0.012495039080096018
Position 3323: 0.010600669319836565
Position 30058: 0.010032148073307313
Position 7024: 0.009972424542920551
Position 31156: 0.009088727398858286
Position 6598: 0.00838555601177939
Position 14812: 0.007405622327322005
Position 30211: 0.007357712779919182
Position 8000: 0.007196145485991922
Position 3765: 0.0071165037184195415
Position 25507: 0.007047906083204062
Position 13554: 0.0069909738616514994
