Gene = SSUH2
index = 1345
Annotated 5SS: [   85 16316 16775 18409 20026 21270 22411 24377 25846 26533 28526]
Annotated 3SS: [16216 16692 18132 19964 21144 22347 24290 25752 26426 28417 32059]
SMsplice 5SS: [  147  3852  7344 12127 13229 14002 16316 16775 18409 20026 22411 24377
 25846 26533 28626]
SMsplice 3SS: [ 3739  7303 12004 13147 13836 16216 16692 18278 19964 22321 24290 25752
 26426 28417 30447]
top_k =  500
Partition function (log Z): 23.461994241409574

Sorted 5' Splice Sites (High to Low Probability):
Position 16316: 0.9894588085876136
Position 16775: 0.9865995479580643
Position 20026: 0.9019573113210825
Position 26533: 0.8940602210844725
Position 12127: 0.8882707037777168
Position 24377: 0.8819021307822874
Position 13229: 0.8613447008355236
Position 25846: 0.8489992211984412
Position 28626: 0.8233473653847847
Position 18409: 0.8070157477224251
Position 21270: 0.7982732668770447
Position 3852: 0.7125580817266853
Position 7344: 0.5906558874992585
Position 22411: 0.5321369694211268
Position 14002: 0.5187363672338656
Position 1313: 0.4998503410624127
Position 22807: 0.476381350353477
Position 22433: 0.4229790206391629
Position 147: 0.417093085268889
Position 20769: 0.37627414813587673
Position 85: 0.3520431959804172
Position 19886: 0.34829012127234504
Position 9731: 0.328331537905517
Position 9040: 0.28494082111041047
Position 12284: 0.2774107297654234
Position 29489: 0.26644110054014036
Position 10164: 0.25646706122381907
Position 9512: 0.25148574156577624
Position 18224: 0.21831004381504823
Position 7911: 0.21213876871998635
Position 20895: 0.19592760536325035
Position 9944: 0.17884291419336965
Position 1796: 0.17664894210130058
Position 28526: 0.17345549526856394
Position 50: 0.16950452379698966
Position 6868: 0.15350526574629075
Position 20840: 0.15145504217314662
Position 1823: 0.14624744296154432
Position 27547: 0.1458426802961808
Position 26351: 0.1381166457427351
Position 19123: 0.1336504696919439
Position 8948: 0.1335491902356467
Position 9031: 0.11306289391525386
Position 17882: 0.10300286201869359
Position 858: 0.10232625504541071
Position 27045: 0.09367397941359493
Position 5724: 0.08212919594005288
Position 17677: 0.07908729554782919
Position 29763: 0.07777995633847515
Position 25161: 0.07769370111334335
Position 2346: 0.07648176744361773
Position 18700: 0.07475426912454297
Position 2816: 0.06869538579788666
Position 7985: 0.06300214586097479
Position 11869: 0.05860536308906626
Position 9141: 0.058538843095575874
