Gene = AKNA
index = 48
Annotated 5SS: [   49 13346 17940 20313 25967 26863 29846 32000 32702 34510 34812 36485
 37543 38481 43547 46682 47737 48543 50698 52397 52873]
Annotated 3SS: [12958 16872 20237 25809 26707 29785 31871 32493 34342 34610 36237 37435
 38268 43383 46504 47620 48395 50601 52279 52679 57098]
SMsplice 5SS: [   49  8573 13051 13346 19322 20313 21371 24532 25757 25967 26206 26863
 32000 32702 34510 34697 36485 38481 43136 43547 46682 47737 48543 49954
 50698 52397]
SMsplice 3SS: [ 8455 12958 13226 19223 20237 21238 24450 25619 25905 26155 26753 31871
 32493 34342 34610 36371 38313 42974 43383 46504 47620 48395 49799 50601
 52279 57098]
top_k =  500
Partition function (log Z): 32.09660796322042

Sorted 5' Splice Sites (High to Low Probability):
Position 36485: 0.9856661234084583
Position 48543: 0.9729884694928319
Position 25967: 0.9690440528083867
Position 13051: 0.9688773316857919
Position 34510: 0.9676220534859662
Position 20313: 0.9674721568327825
Position 32000: 0.9621868791473606
Position 43547: 0.9439846702645872
Position 49: 0.9319483917705312
Position 32702: 0.915482236124898
Position 38481: 0.9090946032386259
Position 19322: 0.9039224455254723
Position 13346: 0.8632265676528135
Position 26863: 0.8610594685352857
Position 34697: 0.8169730504940917
Position 25757: 0.8117417261786108
Position 50698: 0.7378635852856322
Position 8573: 0.6971340663952172
Position 46682: 0.6812034366494806
Position 21371: 0.6663400583858095
Position 24532: 0.6137176692813342
Position 47737: 0.5962885347722011
Position 26206: 0.5796484715690122
Position 49954: 0.5630515482293925
Position 52397: 0.5535230795656096
Position 19969: 0.5408952570138077
Position 43136: 0.5375561575923249
Position 17033: 0.4840157744092006
Position 52873: 0.4269674939736659
Position 45209: 0.4118323961898151
Position 17027: 0.39379563988098415
Position 44957: 0.3672109587778594
Position 4911: 0.3619225563605479
Position 17940: 0.33434344802273247
Position 40543: 0.327853645761721
Position 28621: 0.3029545440744079
Position 34277: 0.2673266646906648
Position 40089: 0.23389813537226498
Position 22904: 0.23024693868321583
Position 24538: 0.21376082163391
Position 6546: 0.20031020930065527
Position 34812: 0.18230894592040658
Position 9207: 0.16717440047793622
Position 52467: 0.15736215671126147
Position 29846: 0.1352936716282777
Position 27451: 0.13497042668575188
Position 33916: 0.1262243008764109
Position 21390: 0.11576754873140492
Position 27333: 0.11255426568280763
Position 4349: 0.09966484361630884
Position 8565: 0.09684732133743124
Position 43046: 0.0943867096596496
Position 37543: 0.09376980329997787
Position 53495: 0.07969891846589879
Position 23513: 0.07952861043325926
Position 37351: 0.07758903227160281
Position 4951: 0.07296119052791993
Position 47543: 0.07140286364649888
Position 5893: 0.0708059942233859
Position 57379: 0.06840601166835275
Position 23533: 0.06667869880962465
Position 23493: 0.06358729389824694
Position 23474: 0.06299157172598358
Position 50201: 0.0600629726256991
Position 54588: 0.05993639868889214
Position 25: 0.053838074564626276
Position 25699: 0.05336719134368107
Position 24562: 0.05322557269608738
Position 57383: 0.051380022198788955
Position 42346: 0.049787184677970275
Position 1745: 0.049493876752125555
Position 6437: 0.04917191788292104
Position 25810: 0.04891271552935537
Position 44213: 0.04819749920030124
Position 8485: 0.04497877627219056
Position 5483: 0.04475797168483232
Position 52783: 0.043408800405814435
Position 3094: 0.04089228051888777
Position 54749: 0.03959266852942517
Position 25720: 0.03939739707490469
Position 44570: 0.0389216457182242
Position 54777: 0.03761026932870941
Position 49950: 0.036404529475398045
Position 26365: 0.035805017652878114
Position 43054: 0.035049742016131556
Position 11948: 0.03464322971148365
Position 47644: 0.03311715879483499
Position 24607: 0.03280087988118768
Position 36276: 0.032363331972393224
Position 24746: 0.031125677620577337
Position 23435: 0.03030008574138088
Position 24731: 0.03020234285393777
Position 24779: 0.030030295831335953
Position 49916: 0.02945454673836954
Position 7979: 0.029407214862860208
Position 32587: 0.028897926052240876
Position 20158: 0.02823107486024152
Position 48911: 0.026653703019550366
Position 35646: 0.02617157014324
Position 52570: 0.02562219008285251
Position 20361: 0.02324483927601284
Position 46146: 0.023209754498521272
Position 3964: 0.02250786197214726
Position 5686: 0.021848487251385683
Position 54161: 0.021531943274642425
Position 48188: 0.020813386812867696
Position 33728: 0.01999361051773213
Position 37638: 0.01882724983663217
Position 23913: 0.018693584495417588
Position 6381: 0.018293817171032498
Position 48491: 0.018186920695212966
Position 36257: 0.016287051970074063
Position 19338: 0.015998149255351212
Position 8104: 0.015838018422572042
Position 35587: 0.015752610210115005
Position 20928: 0.013517810788825134
Position 34403: 0.012512880087136366
Position 24547: 0.012478520292091504
Position 24632: 0.012209837190001321
Position 33744: 0.01138689977182624
Position 34224: 0.011047856806363577
Position 24719: 0.010943007036057037
Position 47718: 0.010810509473116708
Position 21164: 0.010809660272672127
Position 53603: 0.00983995996171646
Position 24511: 0.00977853175618002
Position 53591: 0.009630040816933865
Position 38682: 0.008966988375900415
Position 24674: 0.008949978788023203
Position 50407: 0.008821704452498339
Position 25400: 0.008638204913709587
Position 35540: 0.008198519772088266
Position 5884: 0.0077280694156765025
Position 22670: 0.007454093582163982
Position 46084: 0.007112991333323027
Position 53212: 0.006781368856458604
Position 47656: 0.006489134224092282
Position 154: 0.006370111410910784
Position 25284: 0.005964205720048162
Position 54: 0.005840900996932952
Position 34046: 0.005499593878826329
Position 49662: 0.005462220468086454
Position 19423: 0.005180175960250797
Position 4353: 0.005132829502366837
Position 50195: 0.0047032620740638745
Position 493: 0.004513322726404371
Position 53630: 0.004410536426785604
Position 48547: 0.004040491129088831
