Gene = SPINK6
index = 1318
Annotated 5SS: [  100   361  3265 11232]
Annotated 3SS: [  226  3241 11115 12110]
SMsplice 5SS: [  361 11232]
SMsplice 3SS: [11115 12110]
top_k =  500
Partition function (log Z): -8.278219319700773

Sorted 5' Splice Sites (High to Low Probability):
Position 11232: 0.7469224223441268
Position 361: 0.7108136789631239
Position 956: 0.5032643290494273
Position 100: 0.3625522285772354
Position 7950: 0.3083929661763528
Position 5159: 0.2992441791662442
Position 521: 0.2581982598672278
Position 6964: 0.11603844960010845
Position 3265: 0.10040714098674886
Position 9181: 0.08607732258380402
Position 11219: 0.08534514450808817
Position 286: 0.03074699952129434
Position 2865: 0.01961604909506261
Position 6780: 0.01800262839129058
Position 6947: 0.017753498818838122
Position 5652: 0.013833422390106712
Position 11306: 0.009118817065842503
Position 11126: 0.008926911569297235
Position 54: 0.005863133686532535
Position 11659: 0.00554674985879497
Position 576: 0.0040150130882096935
Position 6641: 0.0037499270684184264
Position 619: 0.003349981007543403
Position 34: 0.0020092314121918963
Position 2918: 0.001202219346787192
Position 515: 0.00040181977805198995
Position 1903: 0.0003208241277953648
Position 218: 0.00025799497236800176
Position 2898: 0.00024998102522474366
Position 43: 0.00023379166916743396
Position 746: 0.00018306350457857664
Position 1751: 0.00017763765715274557
Position 542: 0.00017457393990159375
Position 1746: 0.00017182500365197064
Position 40: 0.00017135385795152171
Position 311: 0.0001515663453690585
Position 919: 0.00014722043498646632
Position 2753: 0.00013811690812697393
Position 696: 0.00013722201572468674
Position 1069: 0.000134574360543392
Position 455: 0.00010539269691712236
Position 1032: 0.00010225880003082324
Position 2550: 9.828959883655565e-05
Position 163: 8.07687903471047e-05
Position 416: 5.918303825337357e-05
Position 210: 5.3910135278910893e-05
Position 1007: 4.967000678609133e-05
Position 699: 4.337839501791794e-05
Position 65: 4.019930822595854e-05
Position 1447: 3.4159485984763726e-05
Position 500: 3.074321037393608e-05
Position 3425: 2.7519991032810888e-05
Position 3062: 2.0233846168433245e-05
Position 165: 9.448382567434485e-06
Position 207: 6.538682491221592e-06
Position 3: 2.075074151801265e-06
Position 117: 1.771800312488955e-06
Position 549: 1.7186314635588343e-06
Position 242: 1.7905126194190294e-07
Position 1473: 1.7161131470149216e-07
Position 320: 1.5198646313415266e-07
Position 365: 1.2326178536183913e-07
Position 1344: 7.881854584265424e-08
Position 1002: 2.1812868867117052e-09
Position 419: 7.595892114062795e-10
Position 422: 1.0723693722169322e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11115: 0.8884759849187204
Position 12110: 0.8459790688506136
Position 5053: 0.2987872158352195
Position 809: 0.26585907585706064
Position 836: 0.2316623915869676
Position 7860: 0.17880994329644187
Position 226: 0.15794109419247523
Position 7836: 0.12715428414359803
Position 360: 0.11920475823557695
Position 6721: 0.10490148501805474
Position 3241: 0.09825725078075481
Position 9014: 0.08691440258864527
Position 251: 0.06357186267121372
Position 6883: 0.04536123081291435
Position 11569: 0.04085961792761878
Position 11337: 0.04077259952520863
Position 461: 0.02426311709512298
Position 2665: 0.02067365027232568
Position 5236: 0.00794297783069284
Position 5609: 0.0070951099784212456
Position 383: 0.00703470976942344
Position 11782: 0.006594726715981268
Position 6487: 0.00619688293258925
Position 172: 0.005757882266984442
Position 12048: 0.005741871549632807
Position 3059: 0.004921865991982039
Position 11652: 0.004910043095343259
Position 11473: 0.004824745485194894
Position 7776: 0.0036310806481761665
Position 646: 0.00251288805785667
Position 199: 0.002309945390601506
Position 872: 0.0021984965423879825
