Gene = ANKRD55
index = 83
Annotated 5SS: [   119    504  49848  57208  62666  73527  89559 106438 116745 122242
 130866]
Annotated 3SS: [   412  49724  57076  62555  73465  89429 106252 116576 121576 130772
 133054]
SMsplice 5SS: [   119    504  27890  28483  49848  62666  71379  72572  73527  89193
  89559  94064 106438 106943 116745 121516 121812 122242 130334 130866]
SMsplice 3SS: [   412  27734  28392  49724  62555  71281  72527  73465  89038  89429
  93992 106252 106741 116599 121286 121607 122153 130216 130803 133054]
top_k =  500
Partition function (log Z): -68.92320286628632

Sorted 5' Splice Sites (High to Low Probability):
Position 123: 0.8023800398790367
Position 504: 0.7131331719333551
Position 3668: 0.5318507009827896
Position 251: 0.09281007567272745
Position 3659: 0.08799268349762962
Position 1105: 0.07288857677667272
Position 556: 0.05759042421181771
Position 380: 0.02679282509262206
Position 1804: 0.025571925028434153
Position 879: 0.02349650863557791
Position 160: 0.01610781255908095
Position 385: 0.014390240542977713
Position 340: 0.0047611007812832385
Position 4171: 0.004633335104069745
Position 3446: 0.004387841736815267
Position 442: 0.0034559130016973668
Position 5392: 0.0027106067427161104
Position 6273: 0.0013414110989338835
Position 4686: 0.0011143835317785247
Position 2775: 0.00099253471212442
Position 1070: 0.0004912339871009576
Position 206: 0.0004467344433562966
Position 232: 0.00041317441350872453
Position 618: 0.00037578210536205455
Position 572: 0.00033194908397428543
Position 888: 0.00023923183774085343
Position 950: 9.666739367078576e-05
Position 55: 9.280551261853715e-05
Position 1529: 8.461015530973865e-05
Position 154: 6.960425452593538e-05
Position 49: 6.462707407012669e-05
Position 1026: 6.24947289254395e-05
Position 191: 5.5888765743068215e-05
Position 19: 3.773964417585289e-05
Position 590: 3.083607900971459e-05
Position 85: 2.557462882634309e-05
Position 184: 2.2101394862522536e-05
Position 622: 1.7496581107538628e-05
Position 193: 1.6517799972048404e-05
Position 592: 1.3138237346949352e-05
Position 626: 9.398768787539311e-06
Position 1131: 8.234392032422312e-06
Position 1447: 8.084394145069163e-06
Position 95: 7.0180565092410345e-06
Position 1418: 4.900170403603412e-06
Position 53: 3.722314975794235e-06
Position 166: 2.886757184419469e-06
Position 775: 2.8168453269943724e-06
Position 598: 2.037449697911178e-06
Position 594: 1.956852873695966e-06
Position 600: 1.9460834201166744e-06
Position 596: 1.910483063791033e-06
Position 602: 1.78832555234264e-06
Position 604: 1.5937714869899183e-06
Position 606: 1.344907994873344e-06
Position 168: 1.019676165050939e-06
Position 532: 9.761799387486555e-07
Position 9: 8.968041618155437e-07
Position 1828: 8.48749395728341e-07
Position 535: 6.133187750750544e-07
Position 1244: 4.857652571159416e-07
Position 395: 3.574588091508705e-07
Position 97: 3.1066915804843454e-07
Position 608: 1.4218889575147457e-07
Position 373: 4.593082788006542e-08
Position 368: 2.6225071816220165e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 412: 0.651256167800682
Position 3540: 0.32934108578649124
Position 3421: 0.22554004151834395
Position 13002: 0.11003794008057957
Position 15817: 0.09311678850008455
Position 6806: 0.08498722299874159
Position 974: 0.07562083771670905
Position 11055: 0.07326109703548236
Position 4006: 0.06425481361062978
Position 3582: 0.04875125005430228
Position 10192: 0.043996312514197056
Position 12312: 0.04342672851781018
Position 4989: 0.04255132614951265
Position 10624: 0.03740190305943387
Position 2444: 0.03622431220795928
Position 250: 0.03610580917172989
Position 6132: 0.03518127862427376
Position 10003: 0.034460927769353784
Position 1716: 0.03292943423763003
Position 3308: 0.02979598701707489
Position 380: 0.027971068824522882
Position 7328: 0.027756447863233304
Position 3790: 0.02662151070301732
Position 10687: 0.025168434807627885
Position 8763: 0.02382938608200891
Position 6027: 0.017881644695349266
Position 2186: 0.01707699505737038
Position 10399: 0.015680273775309984
Position 1483: 0.012661677849396468
Position 877: 0.011290434458576809
Position 4052: 0.010766364646511145
Position 707: 0.008947742874375294
Position 5979: 0.00789555438843131
Position 1367: 0.007525754518635387
Position 650: 0.007196964032004849
Position 3609: 0.007165710177969728
Position 211: 0.006922408078404288
Position 10473: 0.0068155437980946055
Position 247: 0.006718962038211454
Position 414: 0.00627146649127857
Position 4594: 0.006105498775210813
Position 1348: 0.006043629375255954
Position 9970: 0.00581566872700394
Position 2702: 0.004874881833175168
Position 2879: 0.0045485189959681375
Position 5104: 0.004398495074009654
Position 309: 0.0041506094564559975
Position 7150: 0.0037103425547097245
Position 8347: 0.003331637562299459
Position 5295: 0.0033011930953441154
Position 8630: 0.0030335646308316073
Position 337: 0.0024755020469526463
Position 496: 0.0022914150117660315
Position 3879: 0.0022043148511962122
Position 7621: 0.002150168172474508
Position 4445: 0.0020744913279250035
Position 1025: 0.001862012382947187
Position 1926: 0.0017911305213484767
Position 7544: 0.0016997578241294035
Position 2233: 0.0015893901406149116
Position 2012: 0.0013660851877822192
Position 757: 0.0012878396912983346
Position 1306: 0.0011598637860235803
Position 1752: 0.0011335325660721083
Position 1068: 0.0010996130141126962
Position 5694: 0.0009869514554166924
Position 260: 0.0009569128453352978
Position 924: 0.0007587795121030537
Position 775: 0.0007010386954593496
Position 2188: 0.0006640603965336662
Position 3713: 0.0005777163813311149
Position 4954: 0.0005153377995759694
Position 457: 0.00046722396432060016
Position 384: 0.000438123652134605
Position 2528: 0.0002872304946401443
Position 829: 0.0002373098949829893
Position 728: 0.00019452323390058005
Position 1994: 0.00017218634951195896
Position 569: 0.00017111271773285886
Position 3360: 0.00014964304261785982
Position 339: 5.7564397462915045e-05
Position 474: 4.7174562570999374e-05
Position 812: 4.377462822519754e-05
Position 230: 4.16344366075609e-05
Position 539: 2.8682382736531962e-05
Position 833: 2.4990526484664482e-05
Position 954: 7.030456913148756e-06
Position 675: 6.913504243131541e-06
Position 980: 4.556577893292351e-06
Position 391: 4.267362802233648e-06
Position 266: 4.242546809076462e-06
Position 453: 1.3199175307258392e-06
Position 189: 3.771626666654795e-07
Position 223: 1.5092236398186966e-07
Position 501: 4.678060439136163e-08
Position 106: 8.244478148438725e-09
Position 232: 5.44839533255577e-09
Position 111: 1.4085783423244914e-09
Position 154: 7.330593197456546e-10
Position 160: 2.0851531186873017e-12
Position 71: 1.955595913923227e-12
Position 122: 1.9192580362112115e-12
Position 118: 1.899242559456898e-12
Position 80: 5.567253143235282e-13
