Gene = WIPF3
index = 1572
Annotated 5SS: [  125 28261 69409 72587 78040 81664 82854 97809]
Annotated 3SS: [ 28113  69275  72454  77295  81513  82751  97731 107938]
SMsplice 5SS: [  125 28261 59932 69409 72587 81664 82500 82854 89519 97809]
SMsplice 3SS: [ 28113  59821  69275  72454  81304  82241  82751  89438  97731 107938]
top_k =  500
Partition function (log Z): -55.399714336782104

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.9575343296213285
Position 5182: 0.4580823112515737
Position 3224: 0.2856480735785184
Position 8696: 0.23410005319598734
Position 7494: 0.1706690170048897
Position 8358: 0.17064990781464368
Position 12873: 0.05132940751534381
Position 8601: 0.038890573418656336
Position 144: 0.020282688704842185
Position 150: 0.017696650912124034
Position 3962: 0.009517956271255408
Position 2780: 0.009216961733360727
Position 3892: 0.0075893316092167555
Position 452: 0.006473351165261646
Position 2666: 0.005784842770842331
Position 3847: 0.005475164744036461
Position 3487: 0.004960764376912505
Position 7362: 0.004498014169418538
Position 3916: 0.0038957898395785375
Position 7468: 0.0020555427518696937
Position 200: 0.002036092515800012
Position 2979: 0.0015369637078409303
Position 5967: 0.001461832025943872
Position 6672: 0.0013953062588829793
Position 2269: 0.0013244885025932348
Position 6281: 0.0011668225295590928
Position 1013: 0.001127271707031742
Position 1996: 0.0010126369093018148
Position 3514: 0.000994853927053188
Position 2137: 0.0009736764682601386
Position 2079: 0.0008722521125937755
Position 1435: 0.0007106876278885304
Position 1482: 0.0005778207336635202
Position 2139: 0.0005330735506124145
Position 2975: 0.0003342325708589306
Position 1287: 0.0002700420385459196
Position 2745: 0.0002368231314356189
Position 1763: 0.00023230813472424806
Position 2347: 0.00015336205253311467
Position 1755: 0.00013571418920529403
Position 1612: 0.00012003305018485248
Position 2145: 0.00011406830530487187
Position 2143: 0.0001101345371413812
Position 2147: 0.00011001444017406291
Position 2141: 0.0001094133352783903
Position 2149: 0.00010753350637606932
Position 2151: 0.00010708927313554871
Position 1017: 9.926458418413022e-05
Position 2153: 9.849571059599048e-05
Position 2159: 8.688781841716333e-05
Position 2157: 8.639480368957309e-05
Position 2155: 8.574670459441415e-05
Position 2161: 8.476635793435923e-05
Position 1589: 8.347217233524878e-05
Position 2163: 8.217584777359619e-05
Position 2165: 8.13688769388057e-05
Position 3239: 1.53482157103857e-05
Position 761: 7.887877023341065e-06
Position 180: 7.2820359169846285e-06
Position 840: 7.198945508842195e-06
Position 844: 6.843326274811646e-06
Position 204: 3.2470868842390264e-06
Position 154: 3.199028724238553e-06
Position 719: 1.6869114570907255e-06
Position 92: 1.5790881312420675e-06
Position 3409: 1.353355227550955e-06
Position 836: 1.3310537525881615e-06
Position 5368: 1.2867322391168542e-06
Position 690: 1.2281666817562735e-06
Position 3332: 1.218788289788979e-06
Position 541: 6.13137891528235e-07
Position 76: 1.59281067548921e-07
Position 789: 1.4987527978702354e-07
Position 298: 8.632403479277408e-08
Position 395: 8.276172676555453e-08
Position 648: 5.386787492047953e-08
Position 6: 4.8635396277417206e-08
Position 488: 4.121540724156226e-08
Position 164: 3.69555569571723e-08
Position 407: 2.367065319904394e-08
Position 249: 1.2679107894338305e-08
Position 617: 1.265266789240189e-08
Position 97: 8.836328406726038e-09
Position 217: 5.95816248948693e-09
Position 182: 2.1134195816810607e-09
Position 307: 6.586281207118004e-14
Position 301: 5.274319094600648e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 5088: 0.43263913327794007
Position 13025: 0.3033115985892847
Position 7391: 0.25661375238758866
Position 3130: 0.2085255927166356
Position 12536: 0.17355781875308696
Position 8236: 0.17267907002360242
Position 8548: 0.15877203374059742
Position 8564: 0.11239705426508742
Position 3146: 0.06563421286383482
Position 12911: 0.06371380864494108
Position 6415: 0.05592562980414598
