Gene = ALKBH4
index = 76
Annotated 5SS: [ 163 5273]
Annotated 3SS: [5074 6894]
SMsplice 5SS: [ 163 5273]
SMsplice 3SS: [5165 6894]
top_k =  500
Partition function (log Z): -2.0354444028280967

Sorted 5' Splice Sites (High to Low Probability):
Position 5273: 0.9852526722245034
Position 163: 0.9676952743188106
Position 2942: 0.337522950496126
Position 2215: 0.20849083849448619
Position 2597: 0.1657372507640689
Position 1001: 0.09836772986683037
Position 4378: 0.046310268653939925
Position 6979: 0.02752513885543069
Position 800: 0.02550289091628206
Position 1033: 0.021730752104683386
Position 276: 0.020242342600304542
Position 5459: 0.019594740383780042
Position 7242: 0.017614338511278513
Position 7114: 0.01601260038952533
Position 5856: 0.01597006621072168
Position 2021: 0.011440917515754472
Position 6976: 0.009486159690512006
Position 2592: 0.007284995176564482
Position 1048: 0.006826183107919693
Position 607: 0.005831078646494082
Position 4677: 0.0051652022250632795
Position 2880: 0.004492784861748205
Position 5216: 0.0039012745834155972
Position 5379: 0.0037905275418474173
Position 5440: 0.00299753062902008
Position 503: 0.002829370769713325
Position 772: 0.0027365623039531948
Position 2755: 0.002389963451991023
Position 3093: 0.002350395290503215
Position 989: 0.0022679397148516727
Position 2806: 0.002053716684336204
Position 292: 0.001959177629684772
Position 1298: 0.00195848461133744
Position 2035: 0.001756477022204594
Position 2030: 0.001685647776558644
Position 2553: 0.0016572018029454819
Position 3047: 0.00157794742438701
Position 2799: 0.0011803812578785092
Position 1122: 0.0007082409549486175
Position 4158: 0.000696763941928315
Position 6569: 0.0006768121947284292
Position 4320: 0.0006687147291974498
Position 260: 0.0006660064342876586
Position 1316: 0.0006525683201851211
Position 2903: 0.0006206981897653686
Position 1805: 0.0005738601862494208
Position 170: 0.0005655338897551862
Position 351: 0.0005349176231010688
Position 5890: 0.0005238802242214087
Position 1506: 0.0005233585338459054
Position 2959: 0.0004816353924095528
Position 5990: 0.000475900455906043
Position 5706: 0.0003791121509937975
Position 5383: 0.0003430195804225662
Position 1393: 0.00032261489249464924
Position 1765: 0.00031962655036785854
Position 5808: 0.0002924697613898875
Position 6041: 0.0002750702135721067
Position 2350: 0.00027281134906715244
Position 6417: 0.0002673370735463038
Position 780: 0.00017789534497038664
Position 2854: 0.0001546940524098959
Position 541: 9.001813470422381e-05
Position 347: 6.812112364529579e-05
Position 1727: 6.556467038838105e-05
Position 732: 4.447673305431333e-05
Position 2156: 4.390352040656997e-05
Position 2358: 4.2363584574240076e-05
Position 482: 4.134685700253898e-05
Position 5534: 3.742078477411935e-05
Position 1253: 1.94367514123661e-05
Position 5442: 1.4167097558363557e-05
Position 5444: 1.2767568793185542e-05
Position 5840: 1.112897533356171e-05
Position 222: 7.732971991797323e-06
Position 134: 5.927673153716713e-06
Position 355: 3.839549662097524e-06
Position 422: 3.4594728561608938e-06
Position 367: 2.999904762230433e-06
Position 282: 2.68204204965734e-06
Position 840: 2.3343362661953418e-06
Position 551: 2.0992811201014166e-06
Position 70: 3.9120164048146526e-07
Position 86: 2.6403095704224207e-08
Position 823: 8.297085837355854e-09
Position 107: 7.485962870521634e-09
Position 398: 5.840207177272162e-09
Position 328: 5.59281341734504e-09
Position 196: 2.5696874206610657e-10
Position 410: 8.679798696358554e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5165: 0.9310003951377781
Position 6894: 0.6173576925732791
Position 2679: 0.3400289672497657
Position 2111: 0.1959819762072874
Position 2539: 0.10949663668709307
Position 7467: 0.07824766505506692
Position 6312: 0.06949517871395232
Position 5074: 0.06185585980676296
Position 5377: 0.059093470975318835
Position 6146: 0.05391252436304092
Position 5737: 0.048839828348042805
Position 4310: 0.0472828150371931
Position 2460: 0.045445637638217
Position 954: 0.04080358118479934
Position 870: 0.035035959503419395
Position 896: 0.035015162536810904
Position 1943: 0.03329448695076778
Position 5709: 0.028019444501746593
Position 7349: 0.0278643888166547
Position 5356: 0.02707415093545933
Position 6833: 0.014675354774438498
Position 452: 0.01325426075395692
Position 7501: 0.011642914779305538
Position 6335: 0.010468288864932312
Position 2730: 0.008684369121645538
Position 5519: 0.008490607494462088
Position 366: 0.007386595474996874
Position 2371: 0.007386311442257512
Position 8117: 0.006780930057175012
Position 7209: 0.005564175549516348
Position 4558: 0.005171009807895997
Position 926: 0.0049723022794545425
Position 799: 0.0046835524581121295
Position 6962: 0.004409749719554859
Position 512: 0.003842651002036703
Position 6609: 0.003617537473704214
Position 6142: 0.003399677666623836
Position 7032: 0.0032691499314264046
Position 6473: 0.0030382485389084846
Position 1205: 0.0028677367050933458
Position 5421: 0.002708296228281187
Position 851: 0.0025353690337951264
Position 5733: 0.002472552859466694
Position 6635: 0.002428880500413531
Position 6927: 0.002333719841716595
Position 2820: 0.0021670766064355814
Position 958: 0.002081836947472671
Position 2426: 0.001894511031712251
Position 7257: 0.001703947390153962
Position 6122: 0.0016011473653418482
Position 7602: 0.0015384166444542264
Position 5168: 0.001486776372582372
Position 6499: 0.0014614554311575003
Position 6861: 0.0014554200185526195
Position 2472: 0.00128481608385283
Position 6370: 0.0011825084336365387
Position 2644: 0.0010590921007776893
Position 1659: 0.001022705743960716
Position 724: 0.000985963689823153
Position 413: 0.0009736896942008535
Position 636: 0.0009617336787549915
Position 2755: 0.0009257572249185668
Position 8243: 0.000921364861144716
Position 2377: 0.0009042861800222187
Position 916: 0.0008434208950238067
Position 575: 0.0007907231638667333
Position 591: 0.0007902389921351584
Position 2242: 0.0007591962084420253
Position 6166: 0.000752159402926143
Position 6308: 0.000743223489642898
Position 4062: 0.0006814575481095413
Position 5022: 0.0006801314543378411
Position 5757: 0.0006499756208993837
Position 566: 0.0006184418013536619
Position 2345: 0.0006000778313914525
Position 241: 0.0005798269579248678
Position 2524: 0.0005690352075306886
Position 7326: 0.0005657793441549059
Position 743: 0.00045445117727023346
Position 2417: 0.00043027538676016213
Position 5563: 0.000407775229265276
Position 1135: 0.0003857075444964033
Position 672: 0.00036832984416699697
Position 878: 0.0003498293642347908
Position 495: 0.0003355670328378511
Position 5557: 0.00031271174539460484
Position 600: 0.0002956845944474503
Position 5456: 0.0002646832184418504
Position 2812: 0.00026182473434255315
Position 758: 0.00019592164749261765
Position 6215: 0.00019574167449867532
Position 5425: 0.00016743797423194413
Position 1872: 0.00016135804635644845
Position 980: 0.00014936398656778245
Position 5436: 0.00011456032171947958
Position 2214: 0.00010761165599597241
Position 5126: 0.00010609760688535718
Position 2117: 9.506234345808331e-05
Position 648: 9.322973709160758e-05
Position 1415: 9.15162038389256e-05
Position 5204: 8.36956784457716e-05
Position 5207: 7.594812718095546e-05
Position 937: 7.54881126795086e-05
Position 2587: 7.511159863556094e-05
Position 929: 7.360242010777698e-05
Position 551: 6.833072669606905e-05
Position 1280: 6.314782042254035e-05
Position 436: 5.368176801610777e-05
Position 1039: 4.7099052364790026e-05
Position 839: 4.593774579784444e-05
Position 695: 4.2231607825378424e-05
Position 4578: 3.985940485485769e-05
Position 2125: 3.787724054834776e-05
Position 534: 3.59420648884053e-05
