Gene = SERTAD4
index = 1248
Annotated 5SS: [ 213 5337 6810]
Annotated 3SS: [5144 6693 8758]
SMsplice 5SS: [  213  5337  6810 13129]
SMsplice 3SS: [ 5144  6693 13000 13248]
top_k =  500
Partition function (log Z): 0.11060847630649961

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.9997278471917465
Position 5337: 0.893865830866612
Position 6810: 0.8793286638383706
Position 1985: 0.5616351320073452
Position 13129: 0.5453169608539141
Position 569: 0.5267984136536235
Position 1127: 0.30531201338773994
Position 1790: 0.23630436724103082
Position 2577: 0.1420243566751762
Position 11005: 0.10141822978577078
Position 3666: 0.09594303387740503
Position 1945: 0.08095303532692891
Position 3107: 0.0726567399047938
Position 551: 0.06137119636986165
Position 7062: 0.05233710102110744
Position 5487: 0.05093527975416641
Position 8528: 0.04775952170228479
Position 2886: 0.04424187544561838
Position 2108: 0.03604924115151671
Position 5233: 0.02857377142198733
Position 5519: 0.027151049638862886
Position 1401: 0.016610539586489132
Position 8914: 0.014025072246904703
Position 671: 0.013146490596592765
Position 556: 0.012078878908565002
Position 3357: 0.010980872912481803
Position 4670: 0.009000648231466162
Position 8663: 0.007902524392329802
Position 6758: 0.007322656421015789
Position 1456: 0.006438501236039404
Position 456: 0.005548512898423392
Position 646: 0.004658500129148244
Position 610: 0.0042168277815072186
Position 1651: 0.0041696608036102985
Position 2240: 0.0034435293199453396
Position 1028: 0.0023664134737545147
Position 983: 0.002261584569570271
Position 3795: 0.00204607537810878
Position 6984: 0.0016123440794151734
Position 1631: 0.0008826429571309465
Position 355: 0.0007635151026904267
Position 7378: 0.0006283112620111967
Position 582: 0.0005250986714932626
Position 7661: 0.0005147720770857751
Position 1428: 0.00042137467568089727
Position 1409: 0.00026512426028068
Position 627: 0.0002381647393935995
Position 622: 0.00022501103790287442
Position 399: 0.00017748298218197377
Position 6799: 0.00010440963391355438
Position 1784: 0.00010231635166879553
Position 1653: 8.841316770049562e-05
Position 8561: 4.2372663947026705e-05
Position 8544: 3.899604499592416e-05
Position 388: 3.711306799070677e-05
Position 7665: 2.233949588283305e-05
Position 636: 6.793308896531236e-06
Position 1973: 5.026280598692222e-06
Position 694: 2.5275383038351373e-06
Position 363: 2.089955840061538e-06
Position 600: 1.8696023752957296e-06
Position 733: 1.8080897880094706e-06
Position 123: 3.561405182460158e-07
Position 262: 6.804846197608861e-08
Position 125: 2.8090512954600143e-08
Position 347: 1.9004200511381154e-08
Position 38: 2.423337295685487e-09
Position 86: 1.9686748658901283e-09
Position 9: 1.1212916871049949e-09
Position 868: 7.37099478280338e-10

