Gene = NPPB
index = 957
Annotated 5SS: [230 718]
Annotated 3SS: [ 461 1259]
SMsplice 5SS: [230 718]
SMsplice 3SS: [ 461 1259]
top_k =  500
Partition function (log Z): -4.635081522557515

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.9634444605045721
Position 718: 0.8716159386800785
Position 1195: 0.17702533678966423
Position 573: 0.05832402885650827
Position 412: 0.027826289577185293
Position 1176: 0.014464028372367883
Position 553: 0.00754958266202949
Position 168: 0.002579591495631598
Position 978: 0.0018504052258857704
Position 504: 0.0015895512493289145
Position 195: 0.001303723405729987
Position 656: 0.0011497038841661075
Position 370: 0.0010342947618032826
Position 15: 0.0010264051490460036
Position 424: 0.0006955659376139734
Position 217: 0.0005683214513482384
Position 648: 0.0004249861456747055
Position 357: 0.0003570962805689202
Position 386: 0.0003460426919321757
Position 890: 0.00033834109974581553
Position 278: 0.00023391026709589408
Position 382: 0.0002004795986825006
Position 896: 0.0001883471908898069
Position 223: 0.00013460823977223745
Position 563: 0.00011527876283177118
Position 788: 0.00011436323630071295
Position 609: 0.0001024805388029937
Position 592: 8.649072041277709e-05
Position 396: 7.760274224432558e-05
Position 759: 7.24107042796418e-05
Position 1353: 4.6291018073189187e-05
Position 873: 3.742003782016238e-05
Position 1173: 3.229621191362682e-05
Position 1156: 2.9850025549281963e-05
Position 825: 1.2770457078203753e-05
Position 771: 1.1509578369294551e-05
Position 1371: 1.0855203534441015e-05
Position 555: 1.0614304684526956e-05
Position 325: 7.610805270598509e-06
Position 1338: 2.477592128074519e-06
Position 84: 1.758820589273759e-06
Position 291: 1.0998301120627264e-08
Position 428: 3.342611731332796e-09
Position 491: 5.157676058541735e-10
Position 761: 2.939241626720987e-10
Position 1008: 1.5163182840329735e-10
Position 171: 1.1923470710862559e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1259: 0.8768598573441166
Position 461: 0.8438456279956256
Position 1113: 0.11097847421079421
Position 997: 0.06366741539644039
Position 552: 0.059720946058995285
Position 1060: 0.042736263559743255
Position 482: 0.03801340905940472
Position 856: 0.022511392102596936
Position 957: 0.01890466786477198
Position 325: 0.017404947741770913
Position 503: 0.007653224633546559
Position 637: 0.007526967006306194
Position 1404: 0.005234879132603047
Position 824: 0.00390108495559417
Position 677: 0.0028655509701908015
Position 759: 0.0014612857498046898
Position 298: 0.0014134051572904202
Position 1013: 0.0012001736909619067
Position 1171: 0.0010838260780860944
Position 1005: 0.0010565713711570882
Position 467: 0.0009455923983355229
Position 300: 0.000811344459066941
Position 1318: 0.0006285913178782852
Position 963: 0.0005353612137164026
Position 533: 0.00050030976383879
Position 378: 0.0004819399480475139
Position 464: 0.0003577585291771002
Position 406: 0.0002581640881673288
Position 333: 0.00025806914577365675
Position 673: 0.00021196600193907126
Position 1068: 0.0001868270607555293
Position 890: 0.00017871163252633572
Position 863: 0.00017713606035517574
Position 1449: 0.00016323658801965565
Position 1072: 0.0001127113784079057
Position 644: 0.0001047158277187518
Position 1423: 9.143803821499057e-05
Position 819: 8.247395439162422e-05
Position 700: 7.732461670075342e-05
Position 1295: 6.848905557163012e-05
Position 1079: 6.618383346334031e-05
Position 1017: 5.576696379331188e-05
Position 576: 5.33529956672383e-05
Position 512: 5.1885978597097307e-05
Position 572: 5.183861183234105e-05
Position 1266: 5.170483189805413e-05
Position 563: 4.8713327562211004e-05
Position 382: 4.429915460720132e-05
Position 1353: 3.99727591606464e-05
Position 1462: 3.705602775355658e-05
Position 189: 3.376405194097739e-05
Position 691: 2.7762890152602632e-05
Position 536: 2.3934171769722793e-05
Position 93: 1.9462272723136583e-05
Position 421: 1.9375810572560556e-05
Position 340: 1.8674356477896536e-05
Position 538: 1.5735318815213105e-05
Position 1074: 1.359321678856525e-05
Position 229: 1.1738108299247056e-05
Position 1277: 9.792309973412264e-06
Position 167: 9.75623294336384e-06
Position 1118: 9.333633024058431e-06
Position 654: 8.838918920075556e-06
Position 775: 8.281706694576628e-06
Position 436: 8.204307639649581e-06
Position 1133: 7.270566509743517e-06
Position 109: 6.864391947243695e-06
Position 509: 6.130244924097795e-06
Position 870: 4.374549075090829e-06
Position 584: 2.185675707018301e-06
Position 113: 1.7482122161388921e-06
Position 84: 1.1407396816380788e-06
Position 200: 8.281172292422707e-07
Position 267: 6.428050535198921e-07
Position 95: 3.3053325245195505e-07
Position 524: 2.1378022235034128e-07
Position 264: 1.4489131692177413e-07
Position 351: 4.697960614784488e-08
Position 276: 2.958075390935692e-08
Position 497: 1.449089955329334e-08
Position 349: 8.994563079668609e-09
Position 251: 3.596367112245963e-09
Position 246: 2.961118109200266e-09
Position 241: 1.0371081468486852e-09
Position 234: 2.7049682462488385e-10
Position 416: 2.670686795523939e-10
Position 236: 6.408658913397998e-11
