Gene = PLPPR1
index = 1041
Annotated 5SS: [   394 156849 241360 257528 280753 284266 288788]
Annotated 3SS: [156740 241170 257394 280501 284088 288655 295315]
SMsplice 5SS: [   394   1010   2029  13293  49479  72801  90314 102284 110974 134592
 139962 156849 168940 239330 241360 246779 257528 280357 280753 281599
 284266 288550 288788]
SMsplice 3SS: [   911   1927  13136  49353  72733  90211 102173 110849 134490 139879
 156740 168743 239199 241233 246692 257394 280162 280501 281524 284088
 288435 288655 295315]
top_k =  500
Partition function (log Z): -140.7706693516039

Sorted 5' Splice Sites (High to Low Probability):
Position 13293: 0.91542385184995
Position 394: 0.8999738844177303
Position 2029: 0.7537607880318196
Position 1010: 0.7003764744140119
Position 9434: 0.4716180328111649
Position 13029: 0.3837568967408487
Position 12717: 0.35682381207339514
Position 17390: 0.29889011399929005
Position 15722: 0.2344733650550822
Position 14326: 0.16173938377269248
Position 12581: 0.14839719298015183
Position 8452: 0.12057090388632055
Position 13842: 0.09113955495692136
Position 999: 0.08498097271324326
Position 782: 0.07228823038935062
Position 7595: 0.0349183096394988
Position 753: 0.015412316712557292
Position 13584: 0.010474696284985303
Position 2023: 0.009224293408787552
Position 360: 0.004227325606316289
Position 1521: 0.003901543442635196
Position 1390: 0.0030721365188184626
Position 1014: 0.002559282810297304
Position 1513: 0.002415311156076986
Position 491: 0.0015584031465602874
Position 1586: 0.0012677802147208416
Position 757: 0.0011711865589415392
Position 839: 0.0011408434313956346
Position 2906: 0.0011150289792616432
Position 591: 0.0006941954078066568
Position 982: 0.0006195777280186333
Position 2060: 0.0005116151721197978
Position 398: 0.00047615478876644816
Position 2913: 0.00044043640849492625
Position 1102: 0.00039987435284931497
Position 1598: 0.00036322692210060195
Position 521: 0.0002398304289898667
Position 446: 0.00021408848560022578
Position 796: 9.202100715137866e-05
Position 330: 7.848169418509341e-05
Position 509: 6.088537372849073e-05
Position 429: 5.458151095628329e-05
Position 816: 2.783419863978864e-05
Position 593: 1.7356039660614637e-05
Position 576: 1.3810726151726189e-05
Position 143: 1.0158399716729605e-05
Position 2196: 8.411632343864787e-06
Position 309: 7.733866295903765e-06
Position 663: 7.276250524948219e-06
Position 924: 5.174540775942819e-06
Position 759: 2.752491934109613e-06
Position 2212: 2.532429913526066e-06
Position 307: 1.7235578126186807e-06
Position 513: 1.5797424519652337e-06
Position 748: 1.413063142584166e-06
Position 547: 8.72308034042581e-07
Position 515: 7.504476829406393e-07
Position 845: 5.528143975715257e-07
Position 1232: 5.02215577136383e-07
Position 1281: 2.7334544493160944e-07
Position 1703: 2.5997891699149274e-07
Position 1216: 2.158120092423774e-09
Position 1172: 1.63734134570863e-09
Position 928: 9.871728218800953e-10
Position 1243: 4.6056013313140405e-10
Position 926: 2.8250556966182546e-10
Position 74: 1.430763728752317e-10
