Gene = ANKUB1
index = 85
Annotated 5SS: [  547  2043 12585 22264 25667]
Annotated 3SS: [ 1898 12367 22148 24727 31209]
SMsplice 5SS: [  547  1612  2043 12503 19418 22264 27254 30224]
SMsplice 3SS: [ 1525  1926 12367 19344 22148 27143 30162 30863]
top_k =  500
Partition function (log Z): -12.696023017239252

Sorted 5' Splice Sites (High to Low Probability):
Position 2043: 0.9792370542117165
Position 547: 0.9724192362353262
Position 12503: 0.8028724810674369
Position 1612: 0.5276304754058958
Position 446: 0.40573956184906285
Position 924: 0.1362856585066233
Position 12923: 0.11955845298143217
Position 12479: 0.10319015011105556
Position 9737: 0.08964524925704839
Position 7335: 0.08688111884460967
Position 5667: 0.07885270841362754
Position 13161: 0.06749847083396936
Position 7752: 0.04806123713331151
Position 15249: 0.042594228321235085
Position 9372: 0.039368630514522475
Position 3531: 0.03203219690164251
Position 211: 0.029648663911883092
Position 9320: 0.02836143545180553
Position 5870: 0.024416816846994944
Position 10136: 0.016919983731611098
Position 12585: 0.015670847433066785
Position 1857: 0.009044810347410386
Position 2214: 0.007671060010975541
Position 2383: 0.00692132893696543
Position 112: 0.006919750986831292
Position 984: 0.006527467955588869
Position 5853: 0.005082992322599163
Position 4896: 0.004637807007896409
Position 9295: 0.004346628042293432
Position 64: 0.00335710737895894
Position 1650: 0.0029516925833445906
Position 82: 0.002795028489761528
Position 1082: 0.001434581958569632
Position 256: 0.0014117887141814152
Position 726: 0.0012662136019246705
Position 805: 0.0009547114932469627
Position 526: 0.0008891569744452314
Position 292: 0.0007098371706757772
Position 422: 0.0005991203013072874
Position 195: 0.0005093799374408165
Position 1684: 0.0004978867581308725
Position 638: 0.00047737885777234895
Position 622: 0.00041595465115931886
Position 577: 0.0004086148314498116
Position 263: 0.0004012646143346687
Position 134: 0.00039512579300478914
Position 1033: 0.0003694689381222878
Position 1821: 0.0003692689316230128
Position 1601: 0.0003667804014012764
Position 1655: 0.0003199613704849579
Position 1322: 0.000304878801376631
Position 56: 0.00028452554965732453
Position 265: 0.0002608016013670065
Position 1852: 0.0002444174319534303
Position 86: 0.00022670917534746454
Position 378: 0.00020155944851001404
Position 41: 0.0001990206427099573
Position 181: 0.0001916467839348125
Position 1435: 0.0001772713751279856
Position 4285: 0.00017004520091978058
Position 7997: 0.0001355485169840272
Position 3756: 0.0001028678659279032
Position 3597: 0.00010109634986145899
Position 613: 7.390850024928402e-05
Position 551: 6.359902144566173e-05
Position 1087: 5.563932311163335e-05
Position 803: 5.407990267153822e-05
Position 123: 5.176930396019619e-05
Position 2204: 4.704317007804602e-05
Position 4: 4.351979824080353e-05
Position 2051: 3.768368016828633e-05
Position 340: 3.592127164811171e-05
Position 189: 3.3917835645633535e-05
Position 10: 2.4450003312979094e-05
Position 1958: 1.869673499121862e-05
Position 110: 1.7498964989546547e-05
Position 2484: 1.2914104579209281e-05
Position 1943: 8.596051139318268e-06
Position 2117: 7.836294559338022e-06
Position 717: 7.3961363306374716e-06
Position 176: 2.1917918543155086e-06
Position 368: 2.104036233248741e-06
Position 284: 1.984124653732852e-06
Position 2096: 1.2637394883034586e-06
Position 436: 1.1897362940434009e-06
Position 154: 1.0591729648722291e-06
Position 271: 8.18638688824345e-07
Position 3607: 7.814050561352565e-07
Position 269: 6.333313685801748e-07
Position 781: 5.447134662501653e-07
Position 2183: 4.0775093916439147e-07
Position 3490: 3.0204272450436773e-07
Position 2001: 2.6956556189956084e-07
Position 2037: 2.656802615134813e-07
Position 2017: 2.341110379535275e-07
Position 3526: 2.014536914233606e-07
Position 452: 8.629365084203874e-09
Position 599: 2.9207510424037144e-09
Position 1984: 4.228554657882847e-10
Position 520: 3.3211860960510123e-10
Position 731: 8.379673642176984e-11
Position 495: 7.846031685886025e-12
Position 529: 2.708489735626318e-12
Position 502: 2.442135955717103e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12367: 0.962666184684291
Position 1926: 0.7182899101771951
Position 1525: 0.5203706759079253
Position 14843: 0.292826952570858
Position 1898: 0.2606619681478221
Position 508: 0.22901994521057123
Position 17151: 0.21427323536335166
Position 17527: 0.17902901922996023
Position 511: 0.17085198937589025
Position 22148: 0.10415804561095277
Position 12831: 0.09889176298180032
Position 797: 0.07205263335287194
Position 5552: 0.06445704021364174
Position 13032: 0.04805453978377871
Position 7250: 0.04561103922659057
Position 7115: 0.03754727839413017
Position 9538: 0.03737684023423869
Position 13050: 0.03700135822804025
Position 14110: 0.03546587322445675
Position 9319: 0.033955341076894
Position 7669: 0.031522381649036396
Position 8929: 0.03140716992706443
Position 5721: 0.030262484937782153
Position 819: 0.029484028610097888
Position 17954: 0.02869527745575973
Position 9601: 0.02803043843767133
Position 12852: 0.02758650354707269
Position 15853: 0.02707709114203124
Position 9493: 0.02445807389638097
Position 701: 0.023865186014781062
Position 3424: 0.02090918967742385
Position 445: 0.017836445377970012
Position 7605: 0.01742488769045974
Position 9972: 0.016919983731611132
Position 16675: 0.016165352380462156
Position 852: 0.015367027985906506
Position 8066: 0.012809789582777375
Position 481: 0.01165246220632131
Position 2182: 0.011176552461826816
Position 9276: 0.011073216543120715
Position 3329: 0.010456459132235486
Position 14773: 0.010310100022667622
Position 14066: 0.009991191675397781
