Gene = ZZZ3
index = 1628
Annotated 5SS: [    74  41137  41275  43210  50809  98142 100680 100883 101661 103132
 103885 106591 114327 116578]
Annotated 3SS: [ 41002  41211  43055  49252  98002 100531 100766 101588 103029 103788
 106437 114191 116476 116873]
SMsplice 5SS: [    74   7144  41137  60967  79237  97892  98142 100680 100883 101661
 103132 103885 106591 114327]
SMsplice 3SS: [  6968  41002  60868  79147  97828  98002 100531 100766 101588 103029
 103788 106437 114191 115634]
top_k =  500
Partition function (log Z): -63.874377752207636

Sorted 5' Splice Sites (High to Low Probability):
Position 7144: 0.7306766937209312
Position 638: 0.5107314712503904
Position 2628: 0.28476875349446984
Position 612: 0.26302025210248076
Position 367: 0.22011202409325972
Position 2851: 0.12642677136495195
Position 3749: 0.10313090549735059
Position 2650: 0.08959432604565304
Position 6018: 0.08644469652852262
Position 5581: 0.07201844675617139
Position 6510: 0.06022258086426645
Position 247: 0.05964430702845337
Position 2791: 0.03796065846641705
Position 4008: 0.015208809374905
Position 719: 0.014370652427923564
Position 6761: 0.00922480373555304
Position 163: 0.008593253520072307
Position 1063: 0.008089674657814992
Position 7118: 0.006298273874314104
Position 78: 0.005061554252252727
Position 6459: 0.004004586625283838
Position 581: 0.0036697243447108016
Position 1293: 0.00335911775726675
Position 2007: 0.002251783495361267
Position 411: 0.0021155009136208727
Position 3320: 0.00203154713417314
Position 2044: 0.0020261107257950315
Position 296: 0.0019579832674563222
Position 81: 0.0017248120659267667
Position 398: 0.0013254262094635893
Position 529: 0.001323449102690173
Position 2187: 0.0010387371784579054
Position 2201: 0.0009291653750046528
Position 113: 0.0006089994545164406
Position 1039: 0.0005081703602343144
Position 1075: 0.0003612487564080774
Position 1370: 0.00032992753172817873
Position 2469: 0.0002985416238054112
Position 361: 0.0002476566822571039
Position 4113: 0.00022353240766042614
Position 3651: 0.00020952597212108584
Position 3626: 0.00019942002837243237
Position 37: 0.00018221215207522157
Position 4180: 0.00015321368476868552
Position 2540: 0.00015248213842391074
Position 1766: 0.00012115004236554273
Position 1772: 0.00011919690837802363
Position 869: 0.00010935731280162496
Position 2838: 8.69553363541315e-05
Position 371: 5.898539533457019e-05
Position 441: 2.647415934423764e-05
Position 125: 1.7636920988706748e-05
Position 264: 1.61851345592355e-05
Position 103: 1.098591606842055e-05
Position 423: 8.738168023106177e-06
Position 454: 4.293031772165852e-06
Position 421: 2.250872912256288e-06
Position 12: 2.167458940117232e-06
Position 146: 2.1265102819465384e-06
Position 15: 1.4866012122109335e-06
Position 342: 5.961559958342796e-07
Position 669: 4.948636555423402e-07
Position 493: 4.936728272378061e-07
Position 684: 1.9556370850487906e-07
Position 520: 1.2950578260502388e-07
Position 280: 1.262897271339145e-07
Position 270: 8.6734347864147e-08
Position 542: 7.636377810678806e-08
Position 643: 5.7551625900507766e-08
Position 307: 5.259182515791893e-08
Position 695: 4.74114080034295e-08
Position 631: 3.2167189045444234e-08
Position 705: 3.1245457735967284e-08
Position 495: 7.4501781446622e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6968: 0.7805832353660459
Position 2562: 0.3117165311870722
Position 15972: 0.21424635796801542
Position 7568: 0.1501944443481459
Position 5327: 0.11941015872885546
Position 3603: 0.09494477968472452
Position 2740: 0.09476328885386887
Position 441: 0.09358693412533645
Position 6360: 0.07163694748349668
Position 14017: 0.06586708817691658
Position 2507: 0.05752334073130036
Position 2715: 0.05748498025392331
Position 5908: 0.05291657027907173
Position 11228: 0.04837983621581809
Position 12717: 0.046777479271136346
Position 6159: 0.04270013219507819
Position 11299: 0.036840610940080946
Position 11276: 0.03019757771374626
Position 5935: 0.0272922167699379
Position 7077: 0.025369734610206387
