Gene = GSTK1
index = 626
Annotated 5SS: [ 143  725 1234 1650 1854 4291 4742]
Annotated 3SS: [ 642 1104 1548 1817 4173 4647 5344]
SMsplice 5SS: [ 143  725 1650 1854 4291 4742]
SMsplice 3SS: [ 642 1548 1817 4173 4647 5344]
top_k =  500
Partition function (log Z): 4.1491236828688836

Sorted 5' Splice Sites (High to Low Probability):
Position 1650: 0.9980746341601918
Position 1854: 0.9388362019859565
Position 143: 0.9048532745821279
Position 725: 0.8088468895761063
Position 4742: 0.6787355190161998
Position 4291: 0.38975573212791437
Position 4746: 0.2094881024019829
Position 4243: 0.18435701136045365
Position 1234: 0.1273241564686296
Position 4058: 0.08952121114569096
Position 4307: 0.07118204032347104
Position 943: 0.06056137829083848
Position 3659: 0.05430889879331825
Position 1918: 0.050839800657472
Position 2352: 0.02734845038073978
Position 1436: 0.022261458823210352
Position 199: 0.02178266450733298
Position 738: 0.020699406926320028
Position 530: 0.018807487490390507
Position 1259: 0.012026440842274383
Position 3770: 0.011586613345430444
Position 224: 0.011431345957060269
Position 289: 0.010399345615459207
Position 181: 0.008937977714218906
Position 2105: 0.006088311163034871
Position 495: 0.005909219326971816
Position 4774: 0.005105248615737592
Position 2109: 0.004876681240739953
Position 4054: 0.004792769765351898
Position 684: 0.003940325941787191
Position 654: 0.0038180867541407993
Position 492: 0.0035745963517533914
Position 4190: 0.0035059358811124343
Position 2047: 0.0033363142528114206
Position 4569: 0.0023386913353522602
Position 4583: 0.0022186644112885297
Position 366: 0.001873825924557404
Position 1120: 0.0017408248334277044
Position 231: 0.001520267035606371
Position 1955: 0.0015173152966915895
Position 750: 0.0014320944073429784
Position 255: 0.0012588121697431121
Position 1043: 0.0011363377649856797
Position 4481: 0.0010858627798768276
Position 110: 0.0010416009045120967
Position 3178: 0.0009359988652514242
Position 864: 0.0007933465551924144
Position 5501: 0.0007550969418063253
Position 1382: 0.0007133678817202848
Position 5177: 0.0006340602246197717
Position 1934: 0.0006250117422126998
Position 535: 0.0005993733479097181
Position 786: 0.000583763895213549
Position 158: 0.0005137346748615337
Position 537: 0.0004443752443025181
Position 937: 0.0004302241553010817
Position 2327: 0.0004202477707414329
Position 3859: 0.00037738264162685787
Position 722: 0.00034752291576390027
Position 2912: 0.0003012232225225685
Position 1066: 0.0002849678379216793
Position 1333: 0.0002233981633789606
Position 1643: 0.00021460974352874846
Position 2936: 0.00017157983615604722
Position 172: 0.0001516159855051519
Position 1037: 0.00014953739411101272
Position 1214: 0.00014801303066625118
Position 1243: 0.00014427093866693313
Position 4809: 0.00012921494748747726
Position 1656: 0.00012337884943918178
Position 356: 0.0001206830632480064
Position 3763: 0.00012019868748195228
Position 2291: 0.00010928850940144002
Position 1250: 0.0001026041624204766
Position 1420: 0.00010171643463817406
Position 21: 8.617695288629508e-05
Position 1218: 5.623354447615844e-05
Position 1654: 4.3977745670368885e-05
Position 861: 2.7151400021206353e-05
Position 2344: 2.3512771913626312e-05
Position 830: 2.1991834974967694e-05
Position 92: 1.7401341822567073e-05
Position 115: 1.6189539765415768e-05
Position 170: 1.6077322238924734e-05
Position 504: 1.4262607792897227e-05
Position 442: 1.2376814223053231e-05
Position 369: 1.1068547851194582e-05
Position 297: 3.4247830784161994e-06
Position 317: 3.216164088283547e-06
Position 1904: 2.185733890680446e-06
Position 1638: 2.1383266034494145e-06
Position 1725: 1.201656456326857e-06
Position 1552: 7.050248488102372e-07
