Gene = ZDHHC23
index = 1600
Annotated 5SS: [  290  1063  6510  8606 10638]
Annotated 3SS: [  892  5798  8437 10461 12818]
SMsplice 5SS: [ 290 1063]
SMsplice 3SS: [  892 11619]
top_k =  500
Partition function (log Z): -10.627600888275891

Sorted 5' Splice Sites (High to Low Probability):
Position 290: 0.923202327456953
Position 1063: 0.8506575208016294
Position 6510: 0.3336226593720984
Position 11700: 0.2372463045528802
Position 7081: 0.21247241205017556
Position 9585: 0.18606078916564547
Position 2493: 0.13323183464777405
Position 7189: 0.11292893615853218
Position 562: 0.10645452192703814
Position 9951: 0.0383091174796817
Position 9626: 0.03787756235263842
Position 8606: 0.02841532519829107
Position 7311: 0.023584405400846026
Position 3727: 0.019894527948515452
Position 834: 0.01979757113652172
Position 1374: 0.014963032200447384
Position 666: 0.01363802728851117
Position 11492: 0.012920602473059012
Position 794: 0.012842194276037038
Position 4867: 0.011539037156576627
Position 116: 0.01057040252182145
Position 9715: 0.00937837146124942
Position 307: 0.005157249701774357
Position 441: 0.0037196915031660655
Position 2906: 0.0028338573690159623
Position 629: 0.002540999393818271
Position 9720: 0.001424088452067514
Position 603: 0.001387145432876448
Position 327: 0.001370966719730454
Position 214: 0.0008876208916877408
Position 57: 0.0004401107965120979
Position 2257: 0.000250523555880501
Position 2529: 0.00019712202531503535
Position 2952: 0.0001964667393468361
Position 156: 0.00019149922353156812
Position 1054: 0.00017409031934586617
Position 1425: 0.00011484697245019298
Position 893: 0.00010373629278923694
Position 982: 9.559917446393419e-05
Position 706: 4.304888637821193e-05
Position 1742: 4.1333811719645207e-05
Position 1647: 2.8086124407540884e-05
Position 600: 2.1802635852957878e-05
Position 1339: 1.9953435546451197e-05
Position 218: 1.8402458562172037e-05
Position 708: 1.2679322136722923e-05
Position 1023: 4.744296533543193e-06
Position 1029: 3.601624974448095e-06
Position 399: 2.352596112442758e-06
Position 886: 1.273749730966462e-06
Position 1120: 1.1536454113769188e-06
Position 445: 9.306603493423871e-07
Position 1210: 8.581748854699101e-07
Position 193: 7.286803750497153e-07
Position 19: 5.809460983584153e-07
Position 324: 4.3718562498792695e-07
Position 174: 8.753988772855164e-08
Position 109: 5.4249561625268824e-08
Position 443: 5.0143174081335337e-08
Position 266: 2.8154473789769768e-08
Position 106: 5.2816665175042206e-09
Position 1485: 3.887115771852085e-09
Position 918: 6.166364421736818e-10
Position 346: 3.694919599619827e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 892: 0.7542672111630078
Position 11619: 0.5505060647105198
Position 10461: 0.2357433103206263
Position 6187: 0.20757794875273913
Position 7035: 0.20429505701008388
Position 9381: 0.19042768236306928
Position 6916: 0.10470086854906753
Position 487: 0.0914436835174682
Position 9584: 0.0878350319981288
Position 6378: 0.08164187215611117
Position 9467: 0.07482078517828886
Position 12537: 0.0662455430806041
Position 2441: 0.054087196961920075
Position 2374: 0.052034828077503516
Position 11388: 0.04670428968196161
Position 13719: 0.04566363631207272
Position 6111: 0.04273173272994418
Position 12884: 0.03845828118761337
Position 867: 0.03546450222343422
Position 8437: 0.02841532519829107
Position 2355: 0.025017191043327957
Position 561: 0.02303876225588014
Position 13626: 0.021928289384547807
Position 910: 0.02161364190852807
Position 7260: 0.020452880814813713
Position 6998: 0.018755900278271627
Position 1273: 0.017062395484505787
Position 14372: 0.016231044599517165
Position 13150: 0.01510382960414456
Position 5798: 0.014682379346648637
Position 7222: 0.01273236638078987
Position 12860: 0.012642544232146728
Position 12299: 0.010268993093989022
Position 4815: 0.010078179443838245
Position 3572: 0.00946698325870577
Position 6795: 0.008900413789250656
Position 6612: 0.00848262463404479
Position 784: 0.008463429603177657
Position 12387: 0.00840819025036407
Position 913: 0.007107269547003547
Position 11892: 0.006455920051231979
Position 3546: 0.006147296506537303
Position 10004: 0.006122412555207157
Position 2169: 0.005527893736652034
Position 6147: 0.005099460744061761
Position 9950: 0.004667840257366192
Position 1040: 0.004287703292958106
Position 6035: 0.003268235426057926
Position 548: 0.0029290100800997304
Position 2771: 0.0024336078383201116
Position 4798: 0.002297169934617268
Position 7525: 0.0021906861219427557
Position 4534: 0.0020846067004852953
Position 10537: 0.0019742974529909675
Position 9162: 0.0019246120988718337
Position 8842: 0.001704346379700949
Position 2025: 0.0016573127939985715
Position 3401: 0.0015932920997264524
Position 10159: 0.0015440134308862005
Position 715: 0.0015324039062497206
Position 3449: 0.0014098037784465672
Position 9017: 0.001082145238548744
Position 2807: 0.001058327129063978
Position 940: 0.001047518644229078
Position 3497: 0.0010193653058067982
Position 5192: 0.00100268587365991
Position 432: 0.0009638962507449315
Position 9190: 0.0008648068624650463
Position 619: 0.000782851316805535
Position 1585: 0.0007630397050178252
Position 5823: 0.0006897161776085407
Position 1515: 0.0006806435489291179
Position 3286: 0.000664802319024447
Position 5699: 0.0006629020920678901
Position 1176: 0.000645744335729769
Position 2852: 0.0005671737652192588
Position 2514: 0.0005150181923378066
Position 989: 0.0005079371671424713
Position 7902: 0.0004675924850801053
Position 3444: 0.00045869133958600076
Position 3421: 0.0004469533874533371
Position 3988: 0.0004263729242217945
Position 3157: 0.0004023688328028032
Position 1876: 0.00032091634353315524
Position 5732: 0.0003181360426116233
Position 3712: 0.00031624179705028134
Position 399: 0.0003084150960616174
Position 651: 0.0002706852099576237
Position 196: 0.0002590669011775373
Position 5489: 0.00024017297218552518
Position 517: 0.00021051437938579684
Position 3430: 0.00020114717562090168
Position 2447: 0.00019447329150257473
Position 5885: 0.00019165606315649935
Position 494: 0.00016026155832027134
Position 4565: 0.00015504117974981157
Position 510: 0.0001489897203238873
Position 3726: 0.0001392190392319699
Position 3172: 0.0001337085983850774
Position 1985: 0.00012882964801282218
Position 459: 0.0001102175897412658
Position 4582: 0.00010055582670358028
Position 1647: 8.740987969637876e-05
Position 3772: 8.150578108443444e-05
Position 266: 8.014252439936098e-05
Position 3324: 7.624605492370754e-05
Position 3344: 5.527763065355219e-05
Position 387: 4.838217851671983e-05
Position 7177: 4.8244421804128464e-05
Position 199: 4.6699930241650225e-05
Position 934: 4.554103582301318e-05
Position 2637: 4.520503654874414e-05
Position 918: 4.2915884733922705e-05
Position 449: 4.161160584794944e-05
Position 1134: 3.651871940074883e-05
Position 1422: 2.0888714735251246e-05
Position 950: 1.7180064203292495e-05
Position 1294: 1.6192464153323456e-05
Position 838: 1.4729869318437194e-05
Position 636: 1.340624704483774e-05
Position 925: 1.295478294894226e-05
Position 831: 1.1566083122170956e-05
Position 2810: 1.0439983852105541e-05
Position 530: 8.843987119208298e-06
Position 306: 6.296966828221726e-06
Position 982: 5.659158000687331e-06
Position 964: 5.175691223197172e-06
Position 1208: 4.803736641193353e-06
Position 436: 3.720388581194465e-06
Position 232: 3.441767678377372e-06
Position 721: 3.183603964864978e-06
Position 689: 2.8050784732529784e-06
Position 373: 2.179158963023471e-06
Position 500: 1.9850583238909922e-06
Position 727: 1.748831584664376e-06
Position 699: 1.489515091458864e-06
Position 799: 1.2883619068453845e-06
Position 423: 1.0923290294482448e-06
Position 793: 9.994651833419067e-07
Position 675: 9.50078928200517e-07
Position 164: 5.994746752658151e-07
Position 371: 5.573787592617465e-07
Position 1052: 5.234116677857285e-07
Position 115: 3.523798969837603e-07
Position 802: 2.837128300879156e-07
Position 566: 2.605439937333238e-07
Position 671: 2.0598617172933472e-07
Position 2273: 1.8828910251992402e-07
Position 282: 1.7913365705770178e-07
Position 1222: 1.61589137960034e-07
Position 201: 1.287160408570316e-07
Position 730: 1.2548132966691442e-07
Position 680: 9.123055172286097e-08
Position 660: 1.689090051445787e-08
Position 525: 7.281583367577377e-09
Position 284: 4.822356152685251e-09
Position 289: 4.167578171288526e-10
Position 137: 1.38365596921241e-10
Position 133: 1.0714379570441697e-10
Position 335: 2.857220151038589e-12
Position 145: 8.214650496170902e-13
Position 150: 8.254940548765437e-14
Position 209: 3.8360368977538034e-14
