Gene = IFNLR1
index = 677
Annotated 5SS: [   71  6531 17845 25720 27788 28210]
Annotated 3SS: [ 6406 17659 25576 27627 28078 29369]
SMsplice 5SS: [   71  6531 17845 21501 21893 25720 27788 28238 32246]
SMsplice 3SS: [ 6406 17659 21396 21709 25576 27627 28078 32082 32383]
top_k =  500
Partition function (log Z): -0.6897783259352295

Sorted 5' Splice Sites (High to Low Probability):
Position 71: 0.9626064948532599
Position 27788: 0.9068545951591747
Position 6531: 0.8870355711427698
Position 17845: 0.7547714893287676
Position 25720: 0.6804438092456332
Position 21893: 0.6378308916446812
Position 10451: 0.6329988369188301
Position 19065: 0.6271266879931571
Position 32246: 0.5374645517681859
Position 21501: 0.5003181445253795
Position 28238: 0.44910501021888843
Position 7723: 0.38542656381774154
Position 25324: 0.38518538522006074
Position 6763: 0.3593882661377917
Position 30128: 0.33244106898650416
Position 18838: 0.2985223550718635
Position 21561: 0.2567238521337425
Position 17857: 0.23502805161167797
Position 25680: 0.2287370532142135
Position 28210: 0.20736626670411848
Position 25172: 0.20362372491308162
Position 29116: 0.1499591032004075
Position 27358: 0.11172632751607862
Position 955: 0.10040824273646119
Position 24956: 0.09512158892224493
Position 10011: 0.09025879664397896
Position 30458: 0.06874573677515783
Position 25881: 0.0655883767335461
Position 704: 0.05936676899350028
Position 6740: 0.053129088723116176
Position 875: 0.047646497640551885
Position 25687: 0.045062850110805575
Position 31343: 0.0418614610157963
Position 1700: 0.04124750188105209
Position 8839: 0.03627488506139911
Position 22925: 0.035817165640629325
Position 25216: 0.03498105112624315
Position 1707: 0.03281166485254833
Position 187: 0.03213092210301903
Position 12265: 0.031780379403096054
Position 24973: 0.027091681622605546
Position 14268: 0.02615910351021425
Position 488: 0.022175923989711036
Position 4247: 0.022073630182397996
Position 628: 0.02011229455410575
Position 31582: 0.018860125492712564
Position 26241: 0.018386555454474998
Position 767: 0.017137603094495007
Position 4243: 0.016507083499932216
Position 26130: 0.015971795561086213
Position 6574: 0.015615856470146296
Position 13856: 0.01469739956994867
Position 10401: 0.014357029527411679
Position 7794: 0.011721998306708932
Position 6698: 0.011621011771673332
Position 22268: 0.0113708811287432
Position 5753: 0.011063814449513864
Position 23962: 0.010779697232002639
Position 1250: 0.01060365899618337
Position 363: 0.009584210934557798
Position 29074: 0.009048445712288907
Position 2505: 0.009014506058660108
Position 2156: 0.008333566808251381
Position 6706: 0.006909908924079348
Position 1016: 0.005789741220545834
Position 26798: 0.005478199158409905
Position 25184: 0.005379146336590188
Position 28227: 0.004932582053376902
Position 11013: 0.004873726406386151
Position 32961: 0.0046521173953377815
Position 17849: 0.004598628455032375
Position 17775: 0.004558121138260146
Position 29656: 0.004254248509902209
Position 28255: 0.00396537581409967
Position 5986: 0.0032060142815491218
Position 2461: 0.002961242255304255
Position 25975: 0.0028798125083019347
Position 5573: 0.0027170354395552134
Position 7435: 0.002466140892481645
Position 6505: 0.0024613266851332264
Position 27792: 0.002425158144364522
Position 8793: 0.0022835959651253124
Position 616: 0.0021951589668449166
Position 445: 0.001957847984345317
Position 5967: 0.0018597901539563098
Position 761: 0.0018131358329005135
Position 5647: 0.001609567328213553
Position 4693: 0.0014579828197956704
Position 2639: 0.001292352719354329
Position 5721: 0.0010597050262928578
Position 17784: 0.00104370946626309
Position 2740: 0.000989280382638434
Position 1144: 0.0008697794191688961
Position 29284: 0.0007833678595932707
Position 548: 0.00017284517660305442
Position 166: 0.00012952295203526768
Position 403: 0.00012837540160855144
Position 375: 0.00012045254557804503
Position 504: 9.699759768738376e-05
Position 621: 9.460187224473621e-05
Position 545: 9.423409752681141e-05
Position 427: 6.180597607973273e-05
Position 551: 5.072144848254479e-05
Position 249: 4.8680641920961205e-05
Position 336: 4.089930546173387e-05
Position 749: 3.682660248704857e-05
Position 511: 2.1030752392060256e-05
Position 1317: 1.905899366571686e-05
Position 11673: 1.579745159029744e-05
Position 645: 1.5527771387045608e-05
Position 285: 1.4036120715588209e-05
Position 1129: 1.354080281768714e-05
Position 735: 3.858618957898412e-06
