Gene = DMAP1
index = 450
Annotated 5SS: [  73  404  987 1444 5015 5301 5787 6023 6424 6855]
Annotated 3SS: [ 293  894 1247 4855 5132 5600 5950 6350 6561 7103]
SMsplice 5SS: [  73  404 5015 5301 5787 6023 6424 6855]
SMsplice 3SS: [ 293 4855 5132 5600 5950 6350 6561 7103]
top_k =  500
Partition function (log Z): 17.816776610600417

Sorted 5' Splice Sites (High to Low Probability):
Position 5301: 0.9969173692851402
Position 6424: 0.9966479118009043
Position 5787: 0.8961650148878222
Position 73: 0.7959138684158922
Position 6855: 0.7836836138115372
Position 1444: 0.7609027057695944
Position 6023: 0.596842557959429
Position 404: 0.584809204287025
Position 5015: 0.518652352731823
Position 6027: 0.3913499321701312
Position 1865: 0.3689056438556256
Position 1851: 0.24889709246986996
Position 2044: 0.2374610375764647
Position 1162: 0.17657613122094204
Position 1015: 0.1668681012117614
Position 440: 0.14237050762781386
Position 3974: 0.13238350809516025
Position 6665: 0.1185993469466214
Position 5795: 0.07186520682776217
Position 3722: 0.0616974718671533
Position 604: 0.0469216539220956
Position 991: 0.0444096640959711
Position 6989: 0.04295208934497548
Position 499: 0.0412120519190803
Position 208: 0.03940297228398259
Position 6715: 0.03695611869348335
Position 95: 0.03279181912424012
Position 3773: 0.01894315445848415
Position 1324: 0.01825933869963541
Position 4993: 0.018021194038591384
Position 128: 0.011904137993254491
Position 4865: 0.009934410885700441
Position 2687: 0.0074244390705253535
Position 317: 0.007016355155118421
Position 1167: 0.006784015087796987
Position 6102: 0.006380337972759905
Position 3931: 0.006200123511436431
Position 1869: 0.004620940512089145
Position 1434: 0.0032060348228371478
Position 6624: 0.0027566741752951306
Position 3215: 0.002623057997490213
Position 2671: 0.002537890383737961
Position 2069: 0.0022065658425549327
Position 3197: 0.0021397657240283534
Position 802: 0.0020793570283937687
Position 6898: 0.0016864846685086107
Position 6180: 0.0016580216392346034
Position 6828: 0.001522041588708919
Position 81: 0.0013906184325742038
Position 6420: 0.0012430417547035914
Position 590: 0.0011571697250131936
Position 6418: 0.0009209387898518265
Position 6995: 0.0008316030020680832
Position 1006: 0.0006811051777667503
Position 5193: 0.0006213953288545059
Position 44: 0.0006204141752512327
Position 806: 0.0004904880928759281
Position 639: 0.00045013684684865296
Position 110: 0.00043614570160492095
Position 6000: 0.0003398261722462129
Position 5162: 0.00030387576185706165
Position 1703: 0.0002880728891833731
Position 5816: 0.00026937605875440346
Position 6141: 0.0002515542643974579
Position 425: 0.00022967428600238
Position 641: 0.00019677259953330324
Position 1524: 0.00018925847762384231
Position 6969: 0.0001753169697472648
Position 6048: 0.00016943776082241116
Position 5867: 0.00016627480487806478
Position 5389: 0.0001549025017146014
Position 700: 0.00014253782822128028
Position 7007: 0.0001160767954817436
