Gene = DNAJC11
index = 454
Annotated 5SS: [  196 21017 23531 34216 48014 49096 50396 56136 56884 57367 62023 63630
 64478 64727 65808]
Annotated 3SS: [20886 23456 34113 47884 48972 50321 55945 56797 57249 61866 63559 64419
 64583 65677 66223]
SMsplice 5SS: [  196 20692 21017 23531 34216 36035 48014 49096 50396 56136 56884 57367
 62023 63630 64478 64727 65808]
SMsplice 3SS: [20605 20886 23456 34113 35857 47884 48972 50321 55945 56797 57249 61866
 63559 64309 64583 65677 66223]
top_k =  500
Partition function (log Z): 7.723523580199907

Sorted 5' Splice Sites (High to Low Probability):
Position 48014: 1.0000000000000013
Position 34216: 1.0000000000000009
Position 196: 0.9956856496582717
Position 57367: 0.9942827097141317
Position 23531: 0.9729107565630589
Position 21017: 0.9710817397184968
Position 56884: 0.9473655417052526
Position 56136: 0.9076400120630072
Position 64727: 0.8974521768177192
Position 64478: 0.7868154066072909
Position 62023: 0.7738878740329925
Position 50396: 0.7379853893408523
Position 63630: 0.591435935389104
Position 65808: 0.5240362675104847
Position 4308: 0.5229452182978847
Position 36035: 0.49454607423065433
Position 20692: 0.4924515625755975
Position 59894: 0.4374463113376165
Position 49096: 0.3441175684683935
Position 26358: 0.3171075838543459
Position 60137: 0.27522074726174367
Position 23814: 0.25643396321014106
Position 62362: 0.21815747485502807
Position 66143: 0.16066369579280382
Position 64420: 0.1485641627828199
Position 7675: 0.12596467650203588
Position 63842: 0.12261947756180853
Position 61222: 0.11961217071612724
Position 36007: 0.0942240142854543
Position 65765: 0.08879197265635265
Position 50248: 0.08506838204166775
Position 16461: 0.07933972737006958
Position 66368: 0.070014126010726
Position 40442: 0.06719113688779854
Position 38975: 0.059071004184150705
Position 63450: 0.0586779747805033
Position 3486: 0.056566324677321866
Position 39482: 0.04794276870899471
Position 39363: 0.042127507418642005
Position 64606: 0.04100571133333778
Position 64649: 0.03917330421869696
Position 22227: 0.03697278622325592
Position 14845: 0.03528287219159194
Position 64655: 0.033119201690141355
Position 21234: 0.03136248407392814
Position 14841: 0.030752796800534762
Position 7478: 0.029378747925967827
Position 56919: 0.024919275540532575
Position 64321: 0.021975856809725584
Position 64034: 0.02191805748421677
Position 65422: 0.02000053058140069
Position 64508: 0.019946511106257097
Position 21689: 0.01844755121596995
Position 48897: 0.017396292592281603
Position 61637: 0.01696430499279298
Position 23543: 0.015301005386122462
Position 13023: 0.013732317995403325
Position 66137: 0.01328024314795259
Position 21116: 0.013223649923717511
Position 1293: 0.012563581363170956
Position 21052: 0.012140294793871593
Position 66696: 0.010960355374536877
Position 65781: 0.01046227760110955
Position 66171: 0.009183129422120968
Position 22911: 0.009121047801223992
Position 56956: 0.008505995798614245
Position 60354: 0.007968135393971721
Position 21481: 0.007866677278075537
Position 57167: 0.007447895217331351
Position 62688: 0.007197442064044091
Position 61713: 0.006771819719327549
Position 3437: 0.006691995280942613
Position 21511: 0.00666542866430216
Position 59836: 0.0056564934980257355
Position 60119: 0.005205810085182356
Position 60311: 0.005188893916535435
Position 66007: 0.004047172730924325
Position 61311: 0.003908816782953038
Position 59138: 0.0036062320360372825
Position 59278: 0.003246894273589545
Position 448: 0.0030912474094065287
Position 184: 0.0028370570068525273
Position 59345: 0.0026429364491778553
Position 62118: 0.002584703629330621
Position 66103: 0.0025242889394473285
Position 2540: 0.0022270070345441514
Position 63712: 0.0018754802336843515
Position 59750: 0.0017766742788525884
Position 66431: 0.0014135132252836718
Position 1585: 0.0012525330363583266
Position 64488: 0.001005718903078325
Position 57435: 0.0007177176993901417
Position 58417: 0.0007023799875051849
Position 64369: 0.0005605339149457309
Position 36039: 0.0005314616968552187
Position 36021: 0.0005265992970656792
Position 4132: 0.0005083880172720584
Position 3551: 0.00038994155777135264
Position 1122: 0.0003626519629671939
Position 3535: 0.00035413484601425375
Position 23988: 0.0003404187803356116
Position 2212: 0.00032722738254597025
Position 58449: 0.00031134572519378846
Position 57714: 0.00029933679321346587
Position 21077: 0.000299110574935107
Position 57822: 0.000247381140245887
Position 57761: 0.00024076711045072267
Position 58573: 0.00023600758029652198
Position 65366: 0.00019921157877113467
Position 2711: 0.0001734670663163317
Position 1556: 0.00015869113695675792
Position 2818: 0.00014797080288961962
Position 65771: 0.0001397361960911839
Position 57805: 0.00013001667673245281
Position 1111: 0.0001227092226230812
Position 66371: 0.00010998363550238712
Position 3442: 0.00010675671573972371
