Gene = ZMAT3
index = 1602
Annotated 5SS: [  685  4797 41400 44634 44857]
Annotated 3SS: [ 4469 41279 44466 44755 47050]
SMsplice 5SS: [  685 41400 44857]
SMsplice 3SS: [41279 44755 50233]
top_k =  500
Partition function (log Z): -32.933841468356974

Sorted 5' Splice Sites (High to Low Probability):
Position 685: 0.8205620150953726
Position 953: 0.47225911691808253
Position 4797: 0.39965052458484834
Position 6065: 0.21176080189459068
Position 4433: 0.07623598552660268
Position 1938: 0.06829055481002837
Position 4604: 0.04647625597469821
Position 1393: 0.04162466658170027
Position 1433: 0.017429777195090857
Position 10571: 0.01484572669277256
Position 965: 0.014488363074206282
Position 463: 0.012452298333299599
Position 2630: 0.01002582038271869
Position 4105: 0.00944764403139227
Position 495: 0.008888614681557334
Position 4726: 0.008768958026936656
Position 996: 0.008023020321024784
Position 2791: 0.007304212464956124
Position 3148: 0.007203892645826436
Position 1466: 0.006730812813876748
Position 861: 0.006530301043937724
Position 1899: 0.0057310221031493915
Position 4382: 0.0055692541937587235
Position 2059: 0.005269059543237158
Position 4589: 0.00483260433145578
Position 41: 0.004087032954489533
Position 1954: 0.003018342532519842
Position 2653: 0.0025943229059043832
Position 1404: 0.0021538404128558924
Position 1175: 0.0013255017068943059
Position 1671: 0.0011153730903607235
Position 504: 0.000639369069983424
Position 1570: 0.000534340425001898
Position 499: 0.00048286411627463256
Position 5542: 0.0003595631392397518
Position 123: 0.0003285286970991876
Position 440: 0.0002869760973220099
Position 751: 0.00026720002660609687
Position 850: 0.00022802378367089738
Position 1312: 0.00020694316964334854
Position 1001: 0.00019039077175332308
Position 961: 0.00016132166473295824
Position 689: 0.00016125053247527133
Position 973: 0.00014588869009678494
Position 947: 9.069732587574515e-05
Position 957: 7.067453212593852e-05
Position 591: 5.819267220403839e-05
Position 487: 5.6985882596091695e-05
Position 18: 4.384860367813703e-05
Position 151: 2.608710057895063e-05
Position 928: 2.4737614529022708e-05
Position 1247: 1.2726072667684236e-05
Position 969: 1.0048487467344455e-05
Position 2248: 9.739962478048818e-06
Position 679: 8.731219085158811e-06
Position 786: 7.85288655514015e-06
Position 523: 7.137756829003388e-06
Position 225: 7.072095784549519e-06
Position 471: 2.3161774467386353e-06
Position 902: 1.9800921046420718e-06
Position 55: 1.3606942575312207e-06
Position 3144: 1.0177469497259218e-06
Position 570: 9.783444638011583e-07
Position 959: 7.916828341518435e-07
Position 33: 7.737949364339393e-07
Position 817: 3.8450374295366487e-07
Position 414: 3.797223182240579e-07
Position 1007: 3.08159218929275e-07
Position 1352: 1.142421662282295e-08
Position 1397: 1.121000699708596e-08
Position 274: 9.047335240044284e-10
Position 266: 9.041940490049618e-10
Position 46: 3.0164675333855605e-10
Position 841: 2.886192655842522e-10
Position 865: 2.2415089003675565e-10
Position 670: 1.0286454772872172e-10
Position 635: 7.99326894355023e-11
Position 626: 7.150346958289633e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5959: 0.43757131670081595
Position 4671: 0.3004704098601337
Position 4469: 0.23293369024251342
Position 831: 0.20957481791308272
Position 11014: 0.1701441010252041
Position 11940: 0.13062690785814338
Position 4160: 0.07750908536923397
Position 1792: 0.05397669135363225
Position 10530: 0.05010984137676827
Position 10407: 0.04649872117292518
