Gene = PIFO
index = 1026
Annotated 5SS: [ 384  762 1485 2359 3936]
Annotated 3SS: [ 621 1385 2227 3817 4970]
SMsplice 5SS: [ 202  384 3668 3936]
SMsplice 3SS: [ 293 3529 3817 6003]
top_k =  500
Partition function (log Z): -5.0728010431623085

Sorted 5' Splice Sites (High to Low Probability):
Position 384: 0.8884632688863112
Position 3936: 0.843261579949094
Position 202: 0.6829662321897455
Position 3668: 0.5168191178779721
Position 762: 0.3372724217084658
Position 2359: 0.12909045759108093
Position 1084: 0.126218079772145
Position 2261: 0.10674405949300453
Position 3562: 0.06898618675596609
Position 422: 0.0664672849927872
Position 1485: 0.036892151568286784
Position 4785: 0.03669296928793649
Position 4773: 0.02766908955371864
Position 3900: 0.02762785288065207
Position 5256: 0.025307106437675964
Position 2251: 0.024415769766948925
Position 583: 0.018880784464518276
Position 5601: 0.017386290080938168
Position 2415: 0.017160516057158102
Position 2845: 0.013701137444275046
Position 4754: 0.012572717617685355
Position 5260: 0.012244733889912289
Position 3991: 0.011974435259686106
Position 707: 0.010434239592452677
Position 4131: 0.009739729449825239
Position 5648: 0.009290034899116867
Position 5046: 0.004089122450506772
Position 6151: 0.0038653477447318234
Position 3726: 0.0033639648436913448
Position 2792: 0.0026501604003213363
Position 3624: 0.0019873882831272574
Position 1152: 0.0017488657995400395
Position 2104: 0.0016059792886094163
Position 4800: 0.0014089631544998104
Position 4751: 0.0010700944411149026
Position 1673: 0.000747588593683804
Position 505: 0.0004867132713167365
Position 516: 0.0002706255430893486
Position 208: 0.00022363076725372792
Position 171: 0.00022259514158652846
Position 829: 0.000221292146279882
Position 220: 5.263184968233233e-05
Position 367: 5.224439849276886e-05
Position 231: 5.1105091800407214e-05
Position 766: 5.007915636364533e-05
Position 411: 3.910869372732517e-05
Position 434: 3.517740808826021e-05
Position 821: 1.8114587789376738e-05
Position 343: 1.7049009173628283e-05
Position 573: 1.1365685165213984e-05
Position 12: 1.0877447326932873e-05
Position 538: 2.0609456425030607e-06
Position 335: 1.045617540553753e-06
Position 457: 6.846772117347075e-07
Position 467: 4.7295510001465487e-07
Position 597: 3.8307901681377827e-07
Position 472: 2.801208154721788e-07
Position 107: 1.615658431306038e-07
Position 500: 1.4270999811032782e-07
Position 46: 1.219062886916929e-07
