Gene = ZNHIT6
index = 1626
Annotated 5SS: [  790  1977  2170  2341  6262 27583 29718 31183 50572]
Annotated 3SS: [ 1910  2062  2254  6157 27513 29636 31104 50446 54319]
SMsplice 5SS: [  126  1977  2170  2341  6262 29046 29358 29718 31183 37913 50572 54442]
SMsplice 3SS: [ 1910  2062  2254  6157 28969 29132 29636 31104 37775 50446 54319 54681]
top_k =  500
Partition function (log Z): -14.631331436952578

Sorted 5' Splice Sites (High to Low Probability):
Position 2170: 0.9976181108964685
Position 6262: 0.9853121627504858
Position 1977: 0.9629911441115828
Position 2341: 0.9305157878467822
Position 790: 0.3272550619923028
Position 126: 0.3266046320690811
Position 5249: 0.3013101377117213
Position 4301: 0.19211129948675854
Position 2764: 0.18507327235438487
Position 393: 0.15761056879986612
Position 2840: 0.08321422984009041
Position 557: 0.08238029475545837
Position 527: 0.06147346597064383
Position 569: 0.04299035691462217
Position 5262: 0.040332601200786855
Position 542: 0.03922380008538817
Position 4114: 0.035895595122767014
Position 8814: 0.03511190245611897
Position 3210: 0.027868949839688642
Position 758: 0.027611515493215107
Position 60: 0.02378096496838448
Position 362: 0.014054544533083501
Position 6290: 0.012708599202569846
Position 728: 0.012363836024383753
Position 4059: 0.011963445907716546
Position 2854: 0.011474781723255745
Position 4978: 0.011443432054944079
Position 7149: 0.006716393910478081
Position 935: 0.006313497137801212
Position 4497: 0.006274062547934119
Position 1985: 0.005597213863599117
Position 197: 0.005323863528255849
Position 3593: 0.005067457824232883
Position 406: 0.004859439787811432
Position 2897: 0.004573114934253388
Position 174: 0.004503296678384763
Position 1524: 0.00409872535836805
Position 4176: 0.004046116578275876
Position 44: 0.0031492819716107904
Position 2489: 0.002833863171786622
Position 3371: 0.002232022327795304
Position 10310: 0.002051004219734467
Position 48: 0.0019853422212824786
Position 512: 0.001979436100780002
Position 4118: 0.0017599058370016945
Position 2550: 0.0015497493860591933
Position 10: 0.0013753213175689107
Position 2698: 0.001269999729444767
Position 1958: 0.0011282337544505055
Position 230: 0.0011066329252747797
Position 8546: 0.0010979706613558782
Position 1105: 0.0010843578262012912
Position 5341: 0.0010246569188502893
Position 4475: 0.0009723019073737424
Position 4544: 0.0008892161013790837
Position 482: 0.0007750506463106573
Position 7453: 0.0007380008417744237
Position 2367: 0.0006144018462489347
Position 1346: 0.0005986968956294963
Position 6543: 0.0005628811128926292
Position 1016: 0.00047114336838280764
Position 5070: 0.0004439330504876633
Position 5764: 0.0004375956902680134
Position 3172: 0.0004021489986572098
Position 580: 0.00039861071805823026
Position 452: 0.00031065116650375697
Position 6322: 0.00030880930454274395
