Gene = RGS7BP
index = 1136
Annotated 5SS: [  491  1579 69606 88559 92137]
Annotated 3SS: [  1411  69474  88410  92065 102861]
SMsplice 5SS: [  224   491  9370 29564 36763 41507 56471 69606 84141 88559 92137]
SMsplice 3SS: [   391   9250  29426  36643  41389  56359  69474  84005  88410  92065
 104199]
top_k =  500
Partition function (log Z): -47.76375279581275

Sorted 5' Splice Sites (High to Low Probability):
Position 491: 0.9909270578961978
Position 9370: 0.9783745990261723
Position 1579: 0.4941526670436355
Position 10385: 0.40414470212818326
Position 224: 0.40020102731071777
Position 11473: 0.28504919417354646
Position 206: 0.24655393328628475
Position 6325: 0.16284536099735486
Position 12322: 0.14079005366903455
Position 6318: 0.13758411763120418
Position 6298: 0.09485735032633438
Position 817: 0.07340918616797423
Position 4748: 0.06605300472250443
Position 5045: 0.06601019647087018
Position 10024: 0.06064251089857896
Position 968: 0.05917899446704614
Position 729: 0.05413083399019421
Position 7996: 0.05339311771491799
Position 175: 0.03901068180702513
Position 67: 0.03500548085477894
Position 12413: 0.03289285970351033
Position 320: 0.03258149889213928
Position 12915: 0.02609332473685378
Position 12000: 0.016692978847846773
Position 1320: 0.012534222773853942
Position 2935: 0.01199876231352495
Position 5748: 0.011160195697654479
Position 4646: 0.009914814010851905
Position 1481: 0.00784308208412789
Position 1601: 0.007270834695364272
Position 13311: 0.0060669967868176855
Position 3210: 0.005827852446340352
Position 495: 0.005553019604300387
Position 2097: 0.004262102542050566
Position 4723: 0.004255732685579342
Position 675: 0.003573489479596401
Position 312: 0.0032716974327370364
Position 5056: 0.002927470811032395
Position 4739: 0.0021161461429073684
Position 1164: 0.002087816780535411
Position 742: 0.001633249458375867
Position 733: 0.0015184669888669907
Position 3761: 0.0012612225731996503
Position 948: 0.0011360959876778973
Position 1174: 0.0010412175400204347
Position 760: 0.0009458058358871963
Position 4506: 0.0005300348658354728
Position 975: 0.000528272948041402
Position 552: 0.0004948566549299655
Position 661: 0.0004186310032273345
Position 318: 0.0002555439356017442
Position 895: 0.00023502602374263272
Position 778: 0.000215180136043166
Position 1114: 0.00018700254108634025
Position 672: 0.00015098343515226634
Position 30: 9.673572514103919e-05
Position 1381: 8.351027627646596e-05
Position 538: 7.384900650497954e-05
Position 696: 3.632598367536001e-05
Position 4316: 2.405978108639976e-05
Position 330: 2.3176024258403815e-05
Position 2449: 2.1456939102672107e-05
Position 117: 4.712825202846117e-06
Position 1257: 3.322750639159794e-07
Position 367: 8.029141261074176e-08
Position 556: 1.3270392001438599e-09
Position 710: 9.448434965092152e-10
Position 547: 5.969189890181278e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 21790: 0.9874158684427369
Position 9250: 0.9788667599390475
Position 391: 0.7376131960198735
Position 1411: 0.48405327462269493
Position 6206: 0.39564917633395025
Position 11312: 0.240193596839296
Position 12289: 0.17652119950430273
Position 10318: 0.17093717045620135
Position 10205: 0.1342079865572084
Position 597: 0.11550545029277391
Position 9878: 0.060730291009215495
Position 10274: 0.059868623752693716
Position 7765: 0.05341785108839048
Position 11335: 0.046135364378363075
Position 4611: 0.044483828688034674
Position 842: 0.03318028251399405
Position 4678: 0.032265501326108066
Position 12754: 0.02618106827424653
Position 645: 0.022377540658985548
Position 4925: 0.02145718676016345
Position 5008: 0.01854615331475386
Position 10332: 0.017762321473815387
Position 11917: 0.017058174921667557
Position 689: 0.01462100555273131
Position 1283: 0.014207349413211653
Position 4980: 0.013250864152043147
Position 1355: 0.011718625261342633
Position 10126: 0.011676000059587093
