Gene = FAIM
index = 522
Annotated 5SS: [   87 12689 13566 20306]
Annotated 3SS: [12555 13336 20255 24078]
SMsplice 5SS: [   87 10920 12689 13566 20160 20306 23586]
SMsplice 3SS: [10782 12555 13336 20046 20255 23469 24078]
top_k =  500
Partition function (log Z): -2.771038116383518

Sorted 5' Splice Sites (High to Low Probability):
Position 20306: 0.9740618800806882
Position 12689: 0.8940516206382356
Position 87: 0.7987801715523923
Position 13566: 0.6780212919852908
Position 20160: 0.5481732586931085
Position 23586: 0.46842979829573483
Position 20486: 0.3521486969569735
Position 13542: 0.3037425785670888
Position 6597: 0.30276872000615307
Position 1562: 0.20932927076237784
Position 23743: 0.15414016543137443
Position 20867: 0.08653632396850838
Position 20181: 0.0759563115330005
Position 269: 0.07581197732215766
Position 385: 0.06252542654742763
Position 14995: 0.04363773219223479
Position 22801: 0.03404891711363965
Position 284: 0.03197655615257719
Position 15509: 0.024008304369931285
Position 23761: 0.02332867910229096
Position 296: 0.02308221831387479
Position 15725: 0.017085888323061734
Position 14796: 0.014783603227934095
Position 1104: 0.012449154862162509
Position 21505: 0.011323220160845337
Position 23090: 0.009524919174525543
Position 20620: 0.009272133596579381
Position 20481: 0.008601190888021568
Position 20654: 0.008065274448443684
Position 22602: 0.007423509881265969
Position 2187: 0.007158968988923558
Position 23631: 0.006506170841418586
Position 24277: 0.005050213137110458
Position 7304: 0.00466857196866333
Position 22768: 0.004066358132789371
Position 5726: 0.003513816429462764
Position 16978: 0.0035020374954485064
Position 13674: 0.0033544054405052876
Position 18997: 0.0025587094626028754
Position 379: 0.00249729661826411
Position 6655: 0.0016916644468870565
Position 20286: 0.0011301744541549598
Position 890: 0.001095815717317371
Position 265: 0.0009026343720856114
Position 21165: 0.0007398423345557005
Position 20572: 0.0004186114773609453
Position 423: 0.0003064890061183833
Position 109: 0.0002572162843327556
Position 13526: 7.839731368505778e-05
Position 1051: 4.375741007664388e-05
Position 328: 3.433190557547663e-05
Position 104: 3.390279373872577e-05
Position 45: 8.663129754538521e-06
Position 602: 1.8801706262445763e-06
Position 37: 5.340998890761892e-07
Position 590: 5.086927416106932e-08
Position 254: 2.784689143829387e-08
Position 604: 2.003795589516875e-08
Position 113: 2.1458275578821675e-09
Position 805: 1.5954553741061728e-09
Position 814: 1.5792870989681293e-09
Position 115: 9.457298582876687e-10
Position 40: 7.381654180605353e-10
Position 23: 3.7859920540501455e-10
Position 256: 2.0045767319515049e-10
Position 192: 1.542332982117825e-11
Position 300: 5.80729909986838e-12
Position 486: 5.324414949773079e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13336: 0.9851150471137772
Position 20255: 0.9049767513246778
Position 12555: 0.8940516206382356
Position 24078: 0.8054548351897983
Position 23469: 0.5504555501676359
Position 20046: 0.48955392089072475
Position 20383: 0.287111505400356
Position 6566: 0.2500796220891024
Position 20087: 0.12190218368696827
Position 23506: 0.11769417160655642
Position 1344: 0.10238510483867572
Position 20736: 0.1000491307717841
Position 20026: 0.07568123635898509
Position 23521: 0.06775022389941938
Position 1440: 0.04185734038026478
Position 20470: 0.038122500559306265
Position 22639: 0.037596059916819954
Position 20220: 0.0317942907967316
Position 6423: 0.03075353307668038
Position 14905: 0.025902806996350114
Position 6348: 0.0236272292872573
Position 15412: 0.022547844414326803
Position 22924: 0.022331040966329818
Position 1455: 0.018286604069870233
Position 14535: 0.016013357176455027
Position 14938: 0.015903600281409833
Position 20762: 0.015434496775377645
Position 15468: 0.015298703866082224
Position 1179: 0.01439886160770749
Position 23853: 0.013260362358459789
Position 20450: 0.012433422433872975
Position 20427: 0.012147520818927154
Position 1422: 0.011535666597394698
Position 23818: 0.011445699868155136
Position 1515: 0.011282099288513961
Position 20617: 0.008617974112368585
Position 20403: 0.008412620817003334
Position 22458: 0.008047501951686296
Position 21404: 0.007633217027120178
Position 1104: 0.007335679010003774
Position 985: 0.00614764927248683
Position 7191: 0.0046685719686633325
Position 21029: 0.004628379706414813
Position 2045: 0.0035538030958025806
Position 5632: 0.0035138164294627665
Position 16901: 0.0035020374954485038
Position 24443: 0.0031562209718633575
Position 20556: 0.0031438680281992383
Position 22673: 0.0029432339818705367
Position 22416: 0.002789994455554859
Position 18946: 0.002558709462602873
Position 24344: 0.0024075819777989596
Position 24144: 0.0019597085257317733
