Gene = KRTCAP2
index = 754
Annotated 5SS: [ 113  596  769 3543]
Annotated 3SS: [ 440  704 3475 3772]
SMsplice 5SS: [ 17 769]
SMsplice 3SS: [ 660 2661]
top_k =  500
Partition function (log Z): -7.439642913775722

Sorted 5' Splice Sites (High to Low Probability):
Position 769: 0.9672207372155803
Position 17: 0.38563798071283756
Position 596: 0.28693389081461806
Position 1010: 0.15306719447015066
Position 447: 0.14623560494849605
Position 250: 0.1336319972783072
Position 3562: 0.12389491759758531
Position 125: 0.08215667172449777
Position 113: 0.08110418139946446
Position 86: 0.07949723488757433
Position 567: 0.047200011040100444
Position 3325: 0.046634190345737785
Position 983: 0.040441491282752345
Position 443: 0.03891816549706901
Position 3543: 0.03066271659263639
Position 54: 0.022164743247383257
Position 1601: 0.018569823275535982
Position 573: 0.017145972629454644
Position 278: 0.015340100765516602
Position 295: 0.011369297964756624
Position 259: 0.007443206542630871
Position 2906: 0.00684096986452762
Position 345: 0.004659754560635177
Position 153: 0.002583074340023825
Position 257: 0.001687701087370324
Position 204: 0.0014333951046549777
Position 629: 0.0013067589256293968
Position 511: 0.000936689317623639
Position 1736: 0.0008495890646988501
Position 2662: 0.000744193083235906
Position 159: 0.0006560478332453427
Position 10: 0.00027134178186613285
Position 1423: 0.000266415520206145
Position 519: 0.00013928696580480415
Position 130: 0.00012787143010785146
Position 773: 0.00012543447439679483
Position 141: 0.00011552179718006906
Position 538: 6.378471236961101e-05
Position 304: 5.6345263366153176e-05
Position 297: 4.892564802416843e-05
Position 213: 4.549252879470768e-05
Position 852: 4.5322197308951584e-05
Position 859: 4.399976460142647e-05
Position 284: 4.2062442559879034e-05
Position 165: 3.767606907062773e-05
Position 382: 2.0654094948687122e-05
Position 791: 1.1528508531356089e-05
Position 206: 1.08310879368383e-05
Position 583: 6.798606273436558e-06
Position 637: 5.797294026790649e-06
Position 314: 5.568604939363767e-06
Position 2394: 4.08873521529037e-06
Position 1127: 3.6368383923677135e-06
Position 332: 3.4833807698837446e-06
Position 323: 3.201194580286843e-06
Position 1122: 2.9642187207945936e-06
Position 2177: 2.562931238771096e-06
Position 1238: 2.4425198831322847e-06
Position 440: 1.102082738879671e-06
Position 3: 5.465092872249963e-07
Position 312: 4.2128627520888655e-07
Position 418: 1.940395009192689e-08
Position 182: 3.5148176119307094e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 660: 0.8146567127614779
Position 2661: 0.31711669886537786
Position 3475: 0.2803321918770143
Position 440: 0.1931592818019137
Position 843: 0.1889739975671791
Position 3772: 0.1746981865059626
Position 196: 0.16003624088059806
Position 704: 0.08454930247542715
Position 508: 0.07578853627492468
Position 3205: 0.0630287889357813
Position 932: 0.05910393542244729
Position 3833: 0.04195623207284748
Position 3713: 0.03889240022007608
Position 1488: 0.02932917637874998
Position 2693: 0.02815112679577182
Position 1917: 0.02234826812209215
Position 1083: 0.01573653784090053
Position 1783: 0.015535566655980847
Position 3370: 0.01457582492762467
Position 1086: 0.01256277013696527
Position 887: 0.011497755354043099
Position 901: 0.009959056900100806
Position 2603: 0.009620632080893822
Position 3701: 0.009464324131335945
Position 2996: 0.009424939369400916
Position 1512: 0.009220783672113628
Position 385: 0.00879766336138476
Position 323: 0.006942275316522395
Position 3020: 0.006875497636654172
Position 3557: 0.004773519151793705
Position 2732: 0.00428110740965435
Position 3180: 0.0039038839696136692
Position 1862: 0.003660336274379378
Position 897: 0.003038948804226476
Position 3420: 0.0024130537415765325
Position 3367: 0.0023643259152246574
Position 610: 0.002279586184954022
Position 851: 0.002124875757217219
Position 1803: 0.0018468653002696779
Position 2158: 0.001828221913264097
Position 137: 0.001508654408921177
Position 741: 0.0013997594159089407
Position 2854: 0.001194394564410778
Position 2696: 0.0011214265973566904
Position 2202: 0.0009265221087103952
Position 3324: 0.0009006006534804159
Position 1711: 0.0006652219386807812
Position 1305: 0.000571910919310126
Position 997: 0.0005331803438736449
Position 1576: 0.0005162745813673568
Position 198: 0.0005065639391840487
Position 553: 0.0004742268924242419
Position 1212: 0.0003684785431637741
Position 3248: 0.00035049425411971504
Position 1493: 0.0003412487033952331
Position 1324: 0.000306800122214356
Position 870: 0.0002851994166909725
Position 2810: 0.00026239737106295325
Position 1209: 0.00024161634272471934
Position 1089: 0.0002273830677529475
Position 2257: 0.00019375448023604456
Position 2081: 0.00018248231824759048
Position 1814: 0.00017957862578373276
Position 173: 0.00016419224918734382
Position 281: 4.5096598321211223e-05
Position 858: 3.8631569171199866e-05
Position 141: 2.5744917060936277e-05
Position 341: 1.807615466634224e-05
Position 119: 1.52881935213736e-05
Position 304: 1.3678799474534341e-05
Position 248: 8.842545072041333e-06
Position 867: 7.180271338544586e-06
Position 147: 6.452060369862804e-06
Position 632: 6.365634412781026e-06
Position 399: 5.9521218768236535e-06
Position 523: 5.138105117066213e-06
Position 538: 3.968630989971579e-06
Position 332: 3.0172397400576256e-06
Position 358: 2.445366015783949e-06
Position 225: 1.8352129799015946e-06
Position 722: 9.751955048869233e-07
Position 1004: 9.390503021008866e-07
Position 79: 8.212659168511383e-07
Position 516: 5.645912860591269e-07
Position 395: 4.575406079682016e-07
Position 755: 1.5805307817654754e-07
Position 77: 6.901092801899377e-09
Position 149: 3.4133158638566218e-09
Position 406: 1.2545189517487136e-09
