Gene = ARGFX
index = 93
Annotated 5SS: [  113  6197 14362]
Annotated 3SS: [ 6079 14212 15317]
SMsplice 5SS: [ 113 6197]
SMsplice 3SS: [ 6079 15317]
top_k =  500
Partition function (log Z): -9.705329282871086

Sorted 5' Splice Sites (High to Low Probability):
Position 113: 0.9528901695453538
Position 6197: 0.7097504822023617
Position 14362: 0.1892028800174064
Position 8463: 0.17946795670506496
Position 10044: 0.17479744144477422
Position 12966: 0.16616607528505442
Position 9392: 0.1313307410230443
Position 14914: 0.09430800613352143
Position 4245: 0.08683768330460878
Position 11697: 0.051598752170656216
Position 418: 0.04524050319180208
Position 10557: 0.02826055635996493
Position 4188: 0.025209224524916585
Position 82: 0.021821636711612323
Position 3324: 0.017599421013504094
Position 14386: 0.017103975608286092
Position 7386: 0.01506619233874471
Position 342: 0.01385354398357489
Position 6951: 0.009759839150996272
Position 15318: 0.0068977729385652714
Position 525: 0.004604315221554597
Position 4433: 0.004223000010849282
Position 3397: 0.0038798452208763487
Position 5194: 0.0027380091755238147
Position 8913: 0.002713000693176158
Position 5778: 0.002662163439072824
Position 3914: 0.0021000473465638807
Position 10147: 0.0020290825579652033
Position 987: 0.0018008185101786086
Position 4157: 0.001646908455049645
Position 3389: 0.001370816075613112
Position 4919: 0.0012256601735873233
Position 730: 0.000986488125893752
Position 117: 0.0007826060616194534
Position 8861: 0.0006783652511430235
Position 3558: 0.0005547184554339313
Position 7701: 0.0005095243536271717
Position 3492: 0.00046838737832504925
Position 2564: 0.00040178822955980344
Position 3588: 0.00027933538841518806
Position 4979: 0.00027108312455900176
Position 4213: 0.00021287301096865449
Position 5076: 0.00020916192984005413
Position 1220: 0.00016393095390220764
Position 5610: 0.00016328345729933134
Position 293: 8.459978609583224e-07
Position 484: 3.975179158763418e-07
Position 492: 2.1273349889530626e-07
Position 500: 1.9744395935297884e-07
Position 236: 4.6491647765280577e-08
Position 828: 3.353508080287262e-08
Position 107: 2.8539251961782723e-08
Position 535: 2.5978393578232447e-08
Position 598: 2.434817803155882e-08
Position 487: 2.4083412143298503e-08
Position 132: 2.1558763191805666e-08
Position 629: 1.6347004701444523e-08
Position 213: 2.3628965463757617e-10
Position 192: 8.20757425135944e-11
Position 350: 2.2526062468937536e-11
Position 425: 5.3552594872654605e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 15317: 0.622290588405291
Position 6079: 0.6210639171199658
Position 12757: 0.1861191898652086
Position 8348: 0.17945275653084783
Position 15192: 0.17314795344781467
Position 9921: 0.1679902755757979
Position 14212: 0.15949634048779246
Position 9274: 0.12945498532000232
Position 14820: 0.12056454462962819
Position 15468: 0.1010119487760602
Position 6075: 0.09232197466023338
Position 4116: 0.08106524860016606
Position 14259: 0.0641724857352599
Position 11544: 0.051769621425388435
Position 199: 0.026390230500941574
Position 10320: 0.017448105294861693
Position 9945: 0.01359316418309267
Position 3284: 0.013285038609173867
Position 15025: 0.012440886157827149
Position 10296: 0.010787469509632887
Position 4138: 0.01038543273470943
Position 9270: 0.008799281765202156
Position 7266: 0.008784250595024908
Position 359: 0.008678177558432346
Position 4152: 0.006344918720303855
Position 3254: 0.006299739310984199
Position 8721: 0.006289338852924776
Position 7125: 0.004813327505583861
Position 4003: 0.004743541128620931
Position 3993: 0.004367423902806841
Position 6817: 0.004254655245088784
Position 4171: 0.004133563851421851
Position 8758: 0.0029520937689274302
Position 4961: 0.0027993577269133517
Position 8672: 0.0022081164231208
Position 6731: 0.002199906458023772
Position 5679: 0.0020686940996461614
Position 203: 0.0018055206790931057
Position 7272: 0.0017327243553546604
Position 4284: 0.00169976016131314
Position 253: 0.0015827976167271283
Position 6099: 0.001351160772028295
Position 4089: 0.0013303877236457953
Position 15059: 0.001292963495013784
Position 3200: 0.0012649664022398382
Position 3741: 0.001262324614517292
Position 3203: 0.0012583806168717866
Position 8809: 0.0011884678988530295
Position 6734: 0.0011589079111852586
Position 6594: 0.0011480866682059714
Position 6760: 0.0011355959865057793
Position 885: 0.0011020899139231094
Position 4056: 0.0010284050687797512
Position 7446: 0.0009262695453601653
Position 4778: 0.0009242467428693885
Position 4149: 0.0007844869392730488
Position 236: 0.0006874905834102856
Position 5655: 0.0006386199927123041
Position 3703: 0.0006175361447103519
Position 3230: 0.0006148560633174518
Position 3551: 0.0005928844792300657
Position 11858: 0.0005230029141192856
Position 4330: 0.0005031969801985629
Position 8236: 0.0004887076938525798
Position 881: 0.0004637705764241741
Position 4763: 0.000453275460926794
Position 1582: 0.00044977086254840775
Position 4334: 0.00042678535200740445
Position 10948: 0.00041632555896444173
Position 3943: 0.00041549401792060204
Position 12350: 0.0003929433247894577
Position 413: 0.0003890881331356025
Position 417: 0.0003743692105456523
