Gene = RP11-229P13.27
index = 1165
Annotated 5SS: [  31  417 7652 8409]
Annotated 3SS: [ 319 7507 8324 8661]
SMsplice 5SS: [  31  417 1163]
SMsplice 3SS: [ 319 1037 8825]
top_k =  500
Partition function (log Z): -1.276213299945148

Sorted 5' Splice Sites (High to Low Probability):
Position 417: 0.9992080930847692
Position 31: 0.9350736602116274
Position 1163: 0.9030709159077887
Position 1453: 0.3901990963207348
Position 239: 0.2074005911195688
Position 874: 0.17133622581231112
Position 1403: 0.06180545650380943
Position 878: 0.0594467654147435
Position 2043: 0.01845028828553578
Position 8409: 0.011257407143382891
Position 538: 0.010960888964464168
Position 3485: 0.005582585875217286
Position 1435: 0.005244237019649112
Position 1585: 0.0038420162063743345
Position 3530: 0.003120972464616924
Position 988: 0.0029537558532860626
Position 3990: 0.00259199686973939
Position 821: 0.0013157172429715466
Position 1186: 0.0008608228270759734
Position 949: 0.0008493782660316971
Position 3506: 0.0008421640369610007
Position 3522: 0.0007238413294071269
Position 816: 0.00043982677548085617
Position 2860: 0.00037067124431222707
Position 1907: 0.00029927027612964104
Position 1262: 0.00024333319030346326
Position 570: 0.00018179797429334504
Position 857: 0.00016136222040854262
Position 798: 9.593583129268335e-05
Position 392: 8.673949085170407e-05
Position 906: 8.14783467397712e-05
Position 712: 7.836098400764411e-05
Position 1286: 7.198587924004356e-05
Position 431: 4.8683175305496046e-05
Position 552: 2.9831218027763683e-05
Position 714: 2.0124762046307942e-05
Position 3195: 1.4936597318547252e-05
Position 475: 1.4642764247524201e-05
Position 212: 1.3229972807180176e-05
Position 2684: 1.2931306507491666e-05
Position 1207: 9.850538955386419e-06
Position 1181: 9.778354603528087e-06
Position 701: 8.45566479398368e-06
Position 248: 7.478996360633477e-06
Position 1004: 6.951215516275533e-06
Position 3061: 3.6685912613667156e-06
Position 3470: 2.9509475179603603e-06
Position 3433: 2.4572719455968397e-06
Position 2069: 2.047010813763164e-06
Position 19: 1.621562548138834e-06
Position 35: 1.3114576864184149e-06
Position 390: 1.0801908341139067e-06
Position 398: 3.1085241259897413e-07
Position 421: 7.759046787822272e-09
Position 460: 1.6348336644136138e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 319: 0.8703066583502217
Position 1037: 0.5045488975327395
Position 1067: 0.4338334181278246
Position 1306: 0.35472486561482913
Position 125: 0.17253215474765232
Position 8825: 0.12705965371360242
Position 3408: 0.12253615213538988
Position 8661: 0.10979090764532334
Position 786: 0.09653656128820186
Position 231: 0.08772608206381957
Position 6225: 0.07773024272969692
Position 761: 0.07754451782149867
Position 1248: 0.06333290678501843
Position 3611: 0.05409029246361724
Position 4123: 0.0525876280188973
Position 3432: 0.05126498867425256
Position 1808: 0.05047752294716672
Position 6428: 0.05036667499577353
Position 8048: 0.04555444771076604
Position 5970: 0.0311764234711195
Position 8832: 0.027775943010061657
Position 6060: 0.023765287398418485
Position 522: 0.02148640417361703
Position 7507: 0.021256433364970368
Position 741: 0.020890095249558437
Position 826: 0.020666818768438282
Position 2944: 0.01774249172586323
Position 4012: 0.014450690366688293
Position 1375: 0.014101339880527874
Position 5579: 0.011912262026517288
Position 3975: 0.011509541560025724
Position 4602: 0.011388198422482032
Position 502: 0.011321541425512737
Position 5136: 0.010140798940964485
Position 7530: 0.009631633440707641
Position 593: 0.009630646371596602
Position 5417: 0.009588525131697903
Position 1366: 0.009235495363384427
Position 3955: 0.006565092712456773
Position 6118: 0.006487114716629629
Position 1783: 0.005884458192808987
Position 261: 0.00581667891081353
Position 3607: 0.005231195073642043
Position 7625: 0.005202117634334005
Position 1310: 0.004862206975430292
Position 1250: 0.004755304307959668
Position 6103: 0.0042869588532321486
Position 1227: 0.003875019389779732
Position 4842: 0.0033092562373187636
Position 327: 0.0029316361192993677
Position 1858: 0.00259657268355494
Position 4283: 0.0024061917278433817
Position 4217: 0.0023492628304204867
Position 2702: 0.0018950618136237634
Position 2488: 0.001857005614394338
