Gene = DOLPP1
index = 461
Annotated 5SS: [ 108 3669 4008 4207 4517 5168 5699]
Annotated 3SS: [3567 3922 4106 4417 5038 5608 7870]
SMsplice 5SS: [ 108 3669 4008 4207 4517 5699]
SMsplice 3SS: [3567 3922 4106 4417 5608 7870]
top_k =  500
Partition function (log Z): 10.929235379799525

Sorted 5' Splice Sites (High to Low Probability):
Position 3669: 0.9922633452351246
Position 5699: 0.9573770243244418
Position 4008: 0.9309779738404493
Position 4517: 0.9275597237383422
Position 4207: 0.78182577188756
Position 108: 0.4932928174220642
Position 5168: 0.4654433001870103
Position 27: 0.4222494268354252
Position 1570: 0.28544421593867325
Position 1870: 0.24190514042794722
Position 7044: 0.20415329430597415
Position 4325: 0.17611327274678054
Position 5901: 0.12067241324932187
Position 7211: 0.07968926559851384
Position 5905: 0.07847393348607658
Position 1915: 0.05867064642669354
Position 1020: 0.05280099826892427
Position 5133: 0.044516147921663106
Position 7034: 0.04291960340865632
Position 2647: 0.042728029788471275
Position 3785: 0.03809353850525797
Position 8062: 0.036121387158364736
Position 370: 0.03282274814759442
Position 5679: 0.03157811057896768
Position 6174: 0.031154958181467657
Position 5443: 0.030348207015940577
Position 7671: 0.023947053471107635
Position 4132: 0.02373554995193628
Position 7911: 0.01781363515577566
Position 2006: 0.017594373048791554
Position 5434: 0.017527566167236597
Position 5997: 0.017224871474873966
Position 8021: 0.015895698921732013
Position 2930: 0.015717235663036136
Position 961: 0.014755672576507154
Position 77: 0.014534453230476236
Position 3423: 0.014444567316667064
Position 7724: 0.013878489807177452
Position 833: 0.012728442504339752
Position 4223: 0.012098226612145295
Position 5921: 0.012070512010954021
Position 3216: 0.00952568818351191
Position 8365: 0.0091099356550749
Position 530: 0.008642586346134686
Position 5070: 0.00851790421437686
Position 1193: 0.00850737756581078
Position 4045: 0.00841488377268731
Position 4035: 0.008195761825372228
Position 6060: 0.007067407750903716
Position 2719: 0.00684605756933646
Position 759: 0.006676094815294448
Position 7021: 0.005893876921046363
Position 8498: 0.005081569841563672
Position 7071: 0.005047847923155085
Position 7258: 0.004456466116824442
Position 8661: 0.004214768366978943
Position 2246: 0.004184967577083407
Position 7747: 0.004153975836246994
Position 1404: 0.004107577758939744
Position 4787: 0.003998372379791636
Position 2791: 0.003444766459580437
Position 1575: 0.0033265540231640443
Position 7915: 0.0032360050267786072
Position 2678: 0.0031306907814756613
Position 4949: 0.002612418067772489
