Gene = RP5-862P8.2
index = 1187
Annotated 5SS: [ 1066 18855 26188 27244 34526 44393 48299 48760 51943]
Annotated 3SS: [18673 26038 27067 34284 44269 48147 48661 51162 54536]
SMsplice 5SS: [ 1066  4690  9139 11149 16324 27244 34450 44393 45015 48299 48760 51943]
SMsplice 3SS: [ 4571  8971 11066 16169 27067 34329 44269 44884 48147 48661 51851 56283]
top_k =  500
Partition function (log Z): -23.680109783135755

Sorted 5' Splice Sites (High to Low Probability):
Position 27244: 0.957483806222494
Position 11149: 0.9149928409813711
Position 1066: 0.8890852782379484
Position 9139: 0.7509203376313501
Position 4690: 0.6099144935193194
Position 18855: 0.4887430523581591
Position 16324: 0.48471005934508865
Position 5685: 0.4669406857344927
Position 18910: 0.40253661028022114
Position 16310: 0.3245286037826561
Position 10643: 0.2919575814613703
Position 19598: 0.24128894863594202
Position 28992: 0.21953847458572448
Position 10697: 0.14868484308140295
Position 10817: 0.12561606230191774
Position 14042: 0.11110902600073513
Position 7764: 0.10297268069999835
Position 16392: 0.10124171517166392
Position 28413: 0.096985472289152
Position 5595: 0.07711057052064227
Position 18534: 0.0730544597099931
Position 20079: 0.07186568463047711
Position 9982: 0.06458079724260848
Position 20289: 0.06431070252680421
Position 16595: 0.06171532749485118
Position 1523: 0.05305767823821076
Position 5562: 0.03975138559607292
Position 5800: 0.036623076416904946
Position 500: 0.03356908529855581
Position 10353: 0.030301619642906247
Position 2021: 0.02611041809638504
Position 459: 0.022184204251839965
Position 513: 0.022133042863085647
Position 1086: 0.019808019929765133
Position 1510: 0.01800025003305659
Position 9160: 0.01790618456791469
Position 29188: 0.01722854725758909
Position 609: 0.015535555510510106
Position 4521: 0.014882482144056344
Position 4105: 0.014380208038725518
Position 4475: 0.013435922757940331
Position 9588: 0.009588888203585694
Position 9832: 0.009476070350793075
Position 29586: 0.008150687034434008
Position 27947: 0.007763300429322235
Position 1515: 0.0065280079715365905
Position 16293: 0.0062770631443401625
Position 2905: 0.004353919886819839
Position 9954: 0.004204050761517748
Position 17749: 0.0039242203544348365
Position 672: 0.003714489946171438
Position 9809: 0.002706824749527899
Position 2808: 0.002376378920292938
Position 3761: 0.002204469067758002
Position 16578: 0.002065649631354854
Position 16601: 0.0018826509569607418
Position 5006: 0.0016186814464770134
Position 2283: 0.0013034130824789636
Position 3163: 0.0012402954569538647
Position 2237: 0.0009681925829902341
Position 9114: 0.0007162969206463793
Position 4821: 0.0005197086497650742
Position 1153: 0.00021546218221139623
Position 482: 0.00021439827687995587
Position 702: 0.00017851840378412128
Position 21: 0.00012589000181689443
Position 1247: 7.843377689963542e-05
Position 1055: 6.0390782818439726e-05
Position 1871: 4.168443495226267e-05
Position 1398: 3.675953193701712e-05
Position 674: 3.610080049859164e-05
Position 300: 3.531537988118476e-05
Position 762: 3.070684329833066e-05
Position 1385: 1.9070058859343867e-05
Position 453: 1.5195716054123767e-05
Position 972: 1.344252147359569e-05
Position 855: 1.2497756117836424e-05
Position 1070: 9.354759852626462e-06
Position 1655: 8.616883120540924e-06
Position 1277: 8.436544628425638e-06
Position 1212: 3.4779430522764945e-06
Position 3804: 3.0291567396087596e-06
