Gene = SPATA31D4
index = 1303
Annotated 5SS: [ 186  988 1647]
Annotated 3SS: [ 941 1585 1940]
SMsplice 5SS: [ 186 1647 1841]
SMsplice 3SS: [1585 1731 1940]
top_k =  500
Partition function (log Z): -6.213630906286189

Sorted 5' Splice Sites (High to Low Probability):
Position 186: 0.9465587460386482
Position 1841: 0.790119459846814
Position 1647: 0.6836246870039161
Position 2032: 0.5022773338154722
Position 988: 0.2828157672439576
Position 458: 0.22524251135088685
Position 3685: 0.08134278307172818
Position 1336: 0.08083969955946552
Position 1860: 0.026346543687834213
Position 903: 0.010067491518547885
Position 440: 0.009548658426280054
Position 268: 0.006817490333875804
Position 97: 0.005014558522453514
Position 196: 0.003760973482190862
Position 135: 0.0019951263544913406
Position 5580: 0.0018173589533905712
Position 586: 0.0017065427323692487
Position 2639: 0.0009687492458955898
Position 371: 0.0007900051497613418
Position 200: 0.0007555288608757505
Position 1020: 0.000669170344904671
Position 649: 0.0005219362018454495
Position 1202: 0.0004877096959219461
Position 338: 0.0004411239865372375
Position 101: 0.0004330142072708763
Position 1256: 0.0003853345511756382
Position 1072: 0.0003567497645454432
Position 1298: 0.00032059100724617665
Position 1816: 0.00022861312361460728
Position 1821: 0.00022682275277102626
Position 1391: 0.00013093658805100764
Position 1361: 0.00011945559705476897
Position 1189: 0.00010258476427771722
Position 723: 9.217618961711814e-05
Position 993: 6.950540832193431e-05
Position 1865: 4.3171409183532466e-05
Position 119: 1.824445548471671e-05
Position 349: 1.6690065883289534e-05
Position 107: 1.0858937665742265e-05
Position 568: 4.812107114650761e-06
Position 355: 4.514459805376905e-06
Position 272: 4.465109058558963e-06
Position 263: 3.439387791505366e-06
Position 64: 3.2500053085719954e-06
Position 230: 1.1251017368537548e-06
Position 146: 8.077475975674134e-07
Position 2036: 2.8522035950716646e-08
Position 2027: 2.8429467669330417e-08
Position 110: 2.7377569029155824e-08
Position 2007: 2.527352048019531e-08
Position 125: 2.380463049800102e-08
Position 224: 1.3365403561214592e-08
Position 298: 1.096248420626248e-08
Position 2023: 9.884421898039084e-09
Position 381: 2.8453613885736594e-09
Position 284: 1.2620754142313277e-09
Position 16: 1.210063165152592e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1585: 0.738000369145076
Position 1731: 0.6767019362536794
Position 1940: 0.5884624899456139
Position 337: 0.2156739085124687
Position 941: 0.21028632306812392
Position 2125: 0.16788612758103008
Position 6009: 0.12312041545089976
Position 1964: 0.08776527727036199
Position 1519: 0.07138008120496142
Position 6265: 0.06878684590417951
Position 5540: 0.056102108956597146
Position 5858: 0.05355672071676621
Position 3461: 0.04870159761373532
Position 2861: 0.04638663615837449
Position 4948: 0.045116373853074515
Position 1068: 0.04227890341163998
Position 5388: 0.04166762696804165
Position 831: 0.03922456838990646
Position 3598: 0.03419950113922877
Position 2364: 0.030022666169675204
Position 4741: 0.02340675675196624
Position 5426: 0.02005542203957644
Position 1491: 0.01606749324889409
Position 5752: 0.0134149578249596
Position 2629: 0.011825028196859823
Position 5173: 0.011380545545073461
Position 384: 0.010626778752185161
Position 2170: 0.01048321319722954
Position 2017: 0.010006697831074532
Position 3579: 0.008993715715043074
Position 2701: 0.008700674899340082
Position 1271: 0.007919485071436385
Position 1507: 0.00779074031044625
Position 1045: 0.006651665895186186
Position 762: 0.006594440083370532
Position 1899: 0.006479216216031464
Position 2042: 0.006220546116453396
Position 3752: 0.006021511050796025
Position 662: 0.005966496744976044
Position 754: 0.005749101798456518
Position 737: 0.005720988056360265
Position 3437: 0.005163888678630865
Position 1156: 0.005122154790344305
Position 947: 0.0044944427070948085
Position 4506: 0.0038903419188635827
Position 3173: 0.0032870492359045513
Position 4523: 0.003015554700784303
Position 2809: 0.002954592069634896
Position 3308: 0.002896975339969883
Position 890: 0.0025171357316248096
Position 1744: 0.0024899684018289876
Position 6090: 0.0015765856466886615
Position 2671: 0.0015366463921957965
Position 1076: 0.0014505246586923057
Position 263: 0.0013767393828012205
Position 2838: 0.0013570897639879238
Position 2479: 0.0013206952076028722
Position 3528: 0.001293491644217308
Position 2310: 0.0012443540066171348
Position 2490: 0.0012175566411424864
Position 4427: 0.001190070410905433
Position 2560: 0.0011688950617448162
Position 683: 0.0010898410179833438
Position 4893: 0.0008562890463221577
Position 740: 0.0008499366474329999
Position 272: 0.0008463493263556585
Position 1189: 0.0007964137180254166
Position 3677: 0.0007827302564077236
Position 290: 0.0007520040801537391
Position 3620: 0.0007240823425752108
Position 2334: 0.0006713758837968856
Position 1136: 0.0006567182332721146
Position 1243: 0.0006555968609033356
Position 4625: 0.0006501613234760939
Position 4704: 0.0006385679648399979
Position 457: 0.0006008579294295255
Position 1116: 0.0005831367366238419
Position 4308: 0.0005500427097135816
Position 811: 0.0005280135854235961
Position 1298: 0.0004978058777142192
Position 653: 0.0004972982278811199
Position 4270: 0.0004901513276562368
Position 1083: 0.00045056669518702314
Position 2263: 0.00043919854672041863
Position 723: 0.00042699053848976274
Position 833: 0.0003922630525732227
Position 1977: 0.0003862175494118943
Position 1754: 0.0003849429465098049
Position 1052: 0.00034086512075839285
Position 556: 0.00030529081340131825
Position 1109: 0.00027671223857490747
Position 3056: 0.00026601725697942603
Position 2966: 0.00021696632153682345
Position 2604: 0.0002169038390198345
Position 1018: 0.00020016552361496492
Position 1602: 0.00019841809407252018
Position 1907: 0.0001853381815485488
Position 352: 0.00017795378254046532
Position 1267: 0.0001734705219995687
Position 581: 0.00017249988219030348
Position 1646: 0.00016576199629440245
Position 2211: 0.0001493017530975686
Position 1809: 0.00013716591713166395
Position 346: 0.00013697414880327232
Position 491: 0.00012134736475165507
Position 609: 0.00011259507641792666
