Gene = GAPT
index = 573
Annotated 5SS: [ 107 2249]
Annotated 3SS: [2183 2811]
SMsplice 5SS: [ 107 2404]
SMsplice 3SS: [2275 5287]
top_k =  500
Partition function (log Z): -5.04777036943479

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.9195930224879152
Position 2404: 0.7969169257919472
Position 396: 0.1078767268116978
Position 622: 0.10025039360766436
Position 699: 0.08841894942782728
Position 129: 0.055783828276030935
Position 2397: 0.026656764629553364
Position 111: 0.019443691808052454
Position 3904: 0.014039457543197909
Position 3397: 0.007419084117283711
Position 2249: 0.007094350112262782
Position 3267: 0.006072280387279304
Position 455: 0.0056333095275322015
Position 229: 0.004304904379557212
Position 1457: 0.003922194030924177
Position 521: 0.0037998895176146155
Position 817: 0.0029795070970532063
Position 3064: 0.002196051809412595
Position 1150: 0.0017276135942476103
Position 831: 0.00165350937640021
Position 3236: 0.0013809246329637137
Position 1062: 0.0013174918246832944
Position 1950: 0.0011067632577694364
Position 977: 0.0005557594493526498
Position 733: 0.0004976657419050511
Position 2061: 0.00043313222029102227
Position 449: 0.0002799889284262796
Position 391: 0.00014346205471022034
Position 53: 0.0001131771195024247
Position 161: 6.035994112620598e-05
Position 472: 4.1170087546817446e-05
Position 6: 4.080608025383607e-05
Position 3185: 1.2996774678957536e-05
Position 3271: 1.2404120502114543e-05
Position 491: 7.4326927180128224e-06
Position 2870: 6.128688252739642e-06
Position 867: 3.7760479072345783e-06
Position 470: 3.7675289248497005e-06
Position 260: 3.461443431343877e-06
Position 351: 3.0202426768772285e-06
Position 546: 2.8520371529208142e-06
Position 860: 2.7694621137352276e-06
Position 433: 2.4587605479146687e-06
Position 265: 1.7976353439026283e-06
Position 661: 1.4343907113258458e-06
Position 403: 1.388356503848555e-06
Position 36: 1.2305099397559041e-06
Position 19: 1.1080921466308423e-06
Position 525: 7.51867680175205e-07
Position 595: 6.404982731204532e-07
Position 308: 3.50762129205389e-07
Position 383: 3.3781603021757867e-07
Position 300: 9.955625239399717e-08
Position 271: 9.42772622066732e-08
Position 223: 6.325576162162058e-08
Position 200: 1.9507783623621954e-08
Position 165: 1.5121605535688787e-09
Position 602: 1.8819044060727552e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2275: 0.7668085727461207
Position 5287: 0.343710284560672
Position 545: 0.18144701554025874
Position 4308: 0.09596207030496776
Position 3168: 0.08539592293251912
Position 319: 0.07686841075216784
Position 5361: 0.06339934839358666
Position 3635: 0.053232142739958015
Position 2183: 0.046765093866233794
Position 4574: 0.045028854340318246
Position 5209: 0.04386127988052264
Position 2709: 0.03851814102274224
Position 5181: 0.03726872130743576
Position 5334: 0.023053959917203076
Position 200: 0.022235280091863187
Position 2712: 0.021712251011694033
Position 322: 0.018565333524680656
Position 4531: 0.015406983539821183
Position 4534: 0.012963755873503544
Position 4706: 0.0124309949044232
Position 2212: 0.010884569244007623
Position 521: 0.010802687763586312
Position 2322: 0.010782932503876689
Position 4494: 0.010149048188933316
Position 4281: 0.008711365758694255
Position 2811: 0.008412472982678032
Position 4073: 0.007786212938767959
Position 1932: 0.0076274145126046826
Position 964: 0.006215987942100858
Position 524: 0.00546337009307595
Position 4601: 0.00449569784426892
Position 3512: 0.003878532464443615
Position 2948: 0.003839027542472961
Position 940: 0.0036870033936725524
Position 3030: 0.003574193326887765
Position 4147: 0.0035101485747371245
Position 3144: 0.0034074383646216315
Position 4735: 0.003405705902536476
Position 3099: 0.0031663788951614715
Position 3674: 0.003165599325835116
Position 351: 0.002866224144262239
Position 2752: 0.0027236068489755938
Position 5315: 0.002695398816618554
Position 3355: 0.0026488705293178424
Position 3788: 0.002448438834636053
Position 755: 0.0024200365989534567
Position 4267: 0.002236022484380255
Position 1805: 0.0021199325215144013
Position 226: 0.0016423623426317854
Position 4750: 0.0015718361944522432
Position 2727: 0.0015582507524690612
Position 636: 0.0014533522533801125
Position 602: 0.001367976514359047
Position 729: 0.0013142757702242552
Position 2848: 0.0013108526494588879
Position 1414: 0.0011986311780224006
Position 1380: 0.0011787983453259581
Position 3235: 0.001023648828450093
Position 4346: 0.0009933804585040443
Position 3310: 0.0009750740126670128
Position 4425: 0.0009026667745641915
Position 1322: 0.0008721464533738555
Position 2100: 0.0008637856238511153
Position 5386: 0.0008613053615811847
Position 2974: 0.0008390274404056475
Position 4928: 0.0008218664574591596
Position 395: 0.000816667199943518
Position 2372: 0.0007690083544549466
Position 376: 0.0007358659900706976
Position 2672: 0.0007283016512120106
Position 3447: 0.0006893886122317648
Position 811: 0.000622659532225262
Position 2041: 0.0006219766007322488
Position 685: 0.0005955940334867958
Position 2612: 0.0005849325515092836
Position 2293: 0.0005772112191313882
Position 3564: 0.0005582909990600342
Position 572: 0.0005420640216181226
Position 5422: 0.0004974470993098262
Position 3062: 0.0004547125139863157
Position 3531: 0.00044957992119404284
Position 4174: 0.0003748743704215244
Position 2609: 0.0003605652697558212
Position 2123: 0.0003368137565161281
Position 4611: 0.00029974425619305127
Position 1319: 0.0002787547309780344
Position 2536: 0.00027570811672969947
Position 1833: 0.00024077435618373466
Position 968: 0.00019332473599391266
Position 1025: 0.0001811261000561559
Position 3085: 0.0001631569425766054
Position 1784: 0.00015406799320709453
Position 3396: 0.00014882187124021703
Position 207: 0.0001486728715499543
Position 3247: 0.0001473597284999429
Position 431: 0.0001436480122141366
Position 3129: 0.00013342148712843738
Position 667: 9.561893686178194e-05
Position 2459: 8.177412621652786e-05
Position 2591: 7.614165823119881e-05
Position 1600: 6.767782463443492e-05
Position 3756: 5.275719663543223e-05
Position 2061: 4.7097363244199734e-05
Position 1044: 4.488863350988758e-05
Position 233: 1.0009823848844925e-05
Position 260: 7.0124070221186535e-06
Position 2107: 4.524723342375823e-06
Position 258: 3.0771350228915584e-06
Position 761: 1.630102901188452e-07
Position 72: 1.1901150741581485e-07
Position 128: 3.9033753674614e-08
Position 433: 3.855483028537208e-08
Position 455: 3.6561844528716235e-08
Position 470: 3.228959411895632e-08
Position 106: 1.514529376089959e-08
Position 80: 6.79070838283838e-09
Position 86: 3.427206397384939e-09
Position 154: 8.546320284677027e-11
Position 161: 5.034029709909012e-11
Position 111: 4.66950087332215e-12
Position 82: 6.820653179113719e-14
Position 84: 9.3579945443121e-15
Position 115: 6.407842893452555e-15
