Gene = ETF1
index = 512
Annotated 5SS: [  204   468 24609 25740 29733 30537 31826 32256 32736 34632]
Annotated 3SS: [  363 24432 25599 29593 30345 31695 32099 32670 34483 34912]
SMsplice 5SS: [  204   468 13746 24609 25740 29733 32256]
SMsplice 3SS: [  363 13621 24432 25599 29593 32099 34912]
top_k =  500
Partition function (log Z): -4.914164983835893

Sorted 5' Splice Sites (High to Low Probability):
Position 13746: 0.9999819111791539
Position 25740: 0.9998967518065502
Position 468: 0.9978364012898067
Position 204: 0.9975949010441021
Position 29733: 0.9341392058883969
Position 32256: 0.8535878249104841
Position 24609: 0.673493113913974
Position 9190: 0.41964325093670174
Position 34632: 0.31997132464260436
Position 27573: 0.3150651905578611
Position 10898: 0.31186107382618966
Position 30537: 0.2648005474927368
Position 4237: 0.19323732828238765
Position 1129: 0.1889880168244336
Position 9267: 0.09258155043922225
Position 13298: 0.09143967944759326
Position 7232: 0.06720663171991276
Position 6344: 0.06536720646436973
Position 1782: 0.06090066813982467
Position 9740: 0.04857160021335021
Position 2731: 0.04732819026788578
Position 34996: 0.03827139646696947
Position 32736: 0.03280093391027836
Position 926: 0.019945015855776467
Position 32811: 0.018716024326456818
Position 6511: 0.016954915130819204
Position 6530: 0.016880647771948996
Position 4031: 0.013597972559634316
Position 10973: 0.011686829229281466
Position 782: 0.0109105147797669
Position 1104: 0.009129004324630242
Position 6085: 0.008902612984999744
Position 3924: 0.00866667749721736
Position 35177: 0.00828417262836286
Position 6966: 0.005315745884823968
Position 35009: 0.005113073605720848
Position 2775: 0.004488839819878675
Position 1115: 0.0033902502668057646
Position 3273: 0.0015436232117846972
Position 2065: 0.001540205073682884
Position 78: 0.0013420750300657926
Position 229: 0.00074440678380842
Position 596: 0.0005003605278428841
Position 667: 0.0003536630825917597
Position 801: 0.0003231176449758393
Position 1157: 0.00019479936726456916
Position 959: 0.00019035826734117872
Position 930: 0.0001671397488595581
Position 760: 0.00016523607403082805
Position 1178: 0.0001400711451853084
Position 1906: 0.00012662646375071558
Position 1568: 0.00011833259689992772
Position 819: 0.00011236834402108363
Position 2043: 0.00011035278843063025
Position 2113: 8.91579389519106e-05
Position 479: 8.616296505302399e-05
Position 1938: 8.424307584295968e-05
Position 623: 5.488247371440145e-05
Position 714: 4.7545140879064e-05
Position 59: 2.4343106664644643e-05
Position 132: 1.4748354842843771e-05
Position 1290: 9.376159575969392e-06
Position 123: 9.051475273823447e-06
Position 935: 6.801603628530191e-06
Position 1348: 5.988637627185232e-06
Position 1352: 5.587990434698778e-06
Position 599: 5.4621316619481095e-06
Position 1133: 3.823048792844978e-06
Position 1122: 3.0809183092706684e-06
Position 415: 1.0889238314328023e-06
Position 754: 7.180367403190217e-07
Position 14057: 5.978431215024692e-07
Position 125: 5.960453730424992e-07
Position 632: 2.9716210622865555e-07
Position 688: 1.8094159395924e-07
Position 238: 9.293110062081438e-08
Position 504: 5.4898121546666066e-08
Position 336: 3.399056862095287e-08
Position 648: 3.269294677588316e-08
Position 328: 2.618560848559444e-08
Position 334: 1.4270781330493999e-08
Position 64: 1.3543970723902255e-08
Position 493: 3.5731265710115297e-09
Position 398: 3.2324953644274054e-09
Position 325: 1.5877555403068998e-09
Position 711: 1.203590755418761e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 13621: 0.9999989569492789
Position 25599: 0.9999719342644158
Position 363: 0.9638134971089705
Position 34912: 0.9618572735447458
Position 29593: 0.935254664438141
Position 24432: 0.673493113913974
Position 9061: 0.4453507677473197
Position 32099: 0.4353392630873923
Position 32056: 0.4232265679139312
Position 10734: 0.32354823219787227
Position 34483: 0.3231287212459132
Position 27472: 0.3150651905578611
Position 30385: 0.1641381031114894
Position 4164: 0.14424603786392992
Position 1018: 0.12045494961790795
Position 30345: 0.101378883434738
Position 13159: 0.09143967944759329
Position 35702: 0.04518729880426189
Position 4120: 0.04174555086006148
Position 7132: 0.03857382389003644
Position 1661: 0.03589643720210829
Position 2672: 0.03571408239114852
Position 877: 0.034576137095825195
Position 32670: 0.03259392578536809
Position 9618: 0.03198630722351999
Position 8994: 0.026499371173730073
Position 6443: 0.025427000800215333
Position 6264: 0.024377466562920384
Position 308: 0.023055945149561646
Position 6180: 0.02295856085680247
Position 9095: 0.0212289707434695
Position 32697: 0.019639473429507857
Position 9165: 0.018862160876756438
Position 7052: 0.018764248626761865
Position 1066: 0.01832480699572452
Position 693: 0.018247233073653196
Position 5985: 0.017772809570415785
Position 3842: 0.01563583039376645
Position 781: 0.01484845673938391
Position 36521: 0.014064686541009539
Position 9641: 0.01265453387446817
Position 1033: 0.011925031490235698
Position 1494: 0.011554410999971376
Position 6941: 0.00986856840563186
Position 410: 0.009624821571672375
Position 838: 0.009442200721326949
Position 6311: 0.009160990549178223
Position 37120: 0.008683953231307825
Position 6424: 0.008408623989648218
Position 2587: 0.007733851226265655
Position 3983: 0.006014096001465343
Position 35608: 0.005400035992786571
Position 6800: 0.0053157668617311365
Position 2565: 0.00422072431195062
Position 9517: 0.003930807550333758
Position 2501: 0.0038105260924500475
Position 1666: 0.0036098487984870696
Position 3709: 0.00313623336384467
Position 1633: 0.00263550327666898
Position 1517: 0.002443690121917917
Position 1587: 0.0019363864011043516
Position 32377: 0.0018315589389492552
Position 3772: 0.0017620558315688353
Position 1685: 0.0015922047665151357
Position 398: 0.0015338252696474272
Position 754: 0.0015303921822089534
Position 4023: 0.0014936419194840195
Position 881: 0.0013216073407720812
Position 717: 0.0012172551474038135
Position 3938: 0.0011733146456507498
Position 1699: 0.0011387191241597299
Position 1970: 0.00103170970488339
Position 32896: 0.0009990162489029268
Position 33908: 0.0009240281696988574
Position 3215: 0.000775299092249814
Position 3123: 0.0007683263644662019
Position 34326: 0.0007383572741494331
Position 1075: 0.0005202077837559611
Position 2000: 0.0005088557072501415
Position 919: 0.00040626183557064966
Position 1817: 0.00039389157327048485
Position 1052: 0.0003592628640012633
Position 2611: 0.00033380646068237205
Position 32442: 0.00031582172337608677
Position 27902: 0.0002875222247877102
Position 935: 0.0002838326427518206
Position 8881: 0.00028357621049855436
Position 373: 0.0002660899918983706
Position 370: 0.00020757863113273652
Position 27720: 0.0001670177811292808
Position 3778: 0.00015719960127768485
Position 29098: 0.00014683663206567884
Position 520: 0.00013994290617368415
Position 4204: 0.0001380265235344069
Position 30257: 0.00011675858714558093
Position 759: 0.00010326927504460664
Position 25932: 9.409636163898729e-05
Position 1610: 6.694102087308109e-05
Position 1746: 5.302766436972251e-05
Position 25956: 4.9350258889792776e-05
Position 1500: 4.920359142517159e-05
Position 367: 4.136167229230264e-05
Position 1543: 3.839108637113653e-05
Position 671: 2.1446644585003497e-05
Position 26285: 1.804091723552933e-05
Position 1865: 1.1275344959013299e-05
Position 602: 7.639261025807927e-06
Position 972: 5.08357684797176e-06
Position 1166: 5.024746660164061e-06
Position 599: 4.63659623487183e-06
Position 1707: 4.504677063260863e-06
Position 2298: 4.052391600633852e-06
Position 14174: 3.912687198454057e-06
Position 956: 3.882530051325714e-06
Position 1197: 2.5101133347999068e-06
Position 953: 2.5077510507260208e-06
Position 20297: 2.4727980699136957e-06
Position 1440: 2.141685453436972e-06
Position 645: 2.113008612179885e-06
Position 1436: 1.945906446285533e-06
Position 642: 1.7176760882218946e-06
Position 15099: 1.2312572678218952e-06
Position 420: 1.1771294637779548e-06
Position 817: 1.1578412785659302e-06
Position 17096: 1.0360676010807284e-06
Position 1258: 9.400370194516711e-07
Position 13953: 7.197487414563288e-07
Position 381: 6.848127204909125e-07
Position 614: 5.824043479346146e-07
Position 266: 5.733001791581378e-07
Position 15052: 5.656527409501268e-07
Position 14598: 4.189539688600004e-07
Position 286: 3.75381312437424e-07
Position 562: 3.611902085915817e-07
Position 290: 3.55874817926934e-07
Position 14048: 3.056855142433029e-07
Position 1212: 2.9748309883513473e-07
Position 1595: 2.6757115340993447e-07
Position 1592: 2.615040446522491e-07
Position 11969: 1.9388094679862774e-07
Position 429: 1.6087516755109783e-07
Position 1169: 1.3538699762887234e-07
Position 556: 1.3194990599036544e-07
Position 621: 1.3018359338245748e-07
Position 553: 9.944449784816672e-08
Position 13818: 8.829503437710177e-08
Position 10579: 4.122783410914462e-08
Position 8729: 2.1888082042148912e-08
Position 435: 1.1876950714020963e-08
Position 438: 5.7390496177702155e-09
Position 569: 5.570633950863424e-09
Position 447: 5.03358625581567e-09
Position 189: 4.4360819407204195e-09
Position 203: 3.743493645682415e-09
Position 4647: 3.538476729707619e-09
Position 378: 2.6049550848722544e-09
Position 4456: 2.1743387210163116e-09
Position 3376: 1.4031729481806009e-09
Position 4561: 1.1690331565280989e-09
Position 456: 6.682981065161086e-10
Position 4236: 4.937888376415222e-10
Position 2152: 4.1128685390583576e-10
Position 2971: 3.8685144603059486e-10
Position 3484: 3.25118225921262e-10
Position 2868: 3.0225331407063146e-10
Position 175: 2.9840239117702003e-10
Position 2343: 2.2331484951367355e-10
Position 2245: 2.1855077018882742e-10
Position 261: 1.5804351652036e-10
Position 472: 1.4340215410229456e-10
Position 136: 1.3228842077742108e-10
Position 155: 1.0119090584803999e-10
Position 449: 6.007847568122258e-11
Position 245: 5.282540117431906e-11
Position 264: 4.385756589200812e-11
Position 172: 1.5272181444987683e-11
Position 214: 4.1871817129011035e-12
Position 138: 2.967737653975634e-12
Position 1768: 2.5606847761274753e-12
Position 224: 2.391020008721099e-12
Position 169: 1.3688840727761431e-12
Position 208: 4.633558649022973e-15
Position 218: 5.0919086705290036e-18
