Gene = PDAP1
index = 1006
Annotated 5SS: [  294  3968  5432  8527 10968]
Annotated 3SS: [ 3875  5323  8404 10815 12088]
SMsplice 5SS: [  294  3968  5432  8527 10968]
SMsplice 3SS: [ 3875  5303  8404 10815 12088]
top_k =  500
Partition function (log Z): -1.665480565360469

Sorted 5' Splice Sites (High to Low Probability):
Position 5432: 0.9877098645730261
Position 10968: 0.9755278474077824
Position 294: 0.950025556418236
Position 8527: 0.7740001544615757
Position 3968: 0.5337351223964496
Position 2123: 0.3161189855100238
Position 3972: 0.09946259329245817
Position 9096: 0.09754655237985381
Position 7962: 0.09220820143865464
Position 7866: 0.07268442775358369
Position 1518: 0.07049337425327254
Position 1195: 0.051296518738405184
Position 1524: 0.04292811700454274
Position 6523: 0.03730734362565601
Position 3770: 0.03424238862340616
Position 11777: 0.03252810069983346
Position 8116: 0.027055402690958495
Position 3763: 0.018571892180863876
Position 3219: 0.0181996478240233
Position 11374: 0.01817665191455701
Position 10: 0.017435951783150223
Position 3394: 0.01719872955517733
Position 4607: 0.01664858418928029
Position 7879: 0.016178752066560116
Position 8260: 0.013346982077157721
Position 142: 0.013254734886449073
Position 3774: 0.012829000526282608
Position 3527: 0.012670481593915149
Position 341: 0.010774099365640385
Position 11728: 0.0098528146498861
Position 491: 0.009388651030454746
Position 988: 0.007375178695491331
Position 11068: 0.00700525087772094
Position 7694: 0.006946868515285735
Position 775: 0.006859287002007754
Position 11550: 0.00676220955643164
Position 5406: 0.006607327314216122
Position 4729: 0.00531442041398821
Position 11208: 0.004954687761383859
Position 5837: 0.004417775918307999
Position 1780: 0.004353232102711942
Position 11554: 0.0034438824628850967
Position 8098: 0.0033403968663158912
Position 764: 0.0032712307032171785
Position 113: 0.002652784924153393
Position 7859: 0.0023837796523107748
Position 7909: 0.002371728197224829
Position 5364: 0.0023275265777619276
Position 7625: 0.002298749678638005
Position 4952: 0.002109183459012335
Position 5825: 0.001910004951053027
Position 4739: 0.001719548681999226
Position 12454: 0.0012272134232871913
Position 1531: 0.0011991184124199407
Position 3136: 0.0011161410993447347
Position 8136: 0.0010964623157043603
Position 12639: 0.0010381058858958776
Position 12904: 0.0009545542227657897
Position 1131: 0.000879129442506578
Position 885: 0.0007978660501687637
Position 4107: 0.0007725020927006037
Position 8477: 0.0007486908854510056
Position 2236: 0.0006993205822410545
Position 2960: 0.0005966996717032921
Position 11809: 0.0005547178922021026
Position 11175: 0.0005296571674695586
Position 11804: 0.0005236865462285513
Position 4109: 0.0005231226183943319
Position 8595: 0.0005063223597455165
Position 2263: 0.0004419054117418233
Position 4857: 0.0004362681755871323
Position 235: 0.00040563549783198164
Position 2148: 0.0003975555028448332
Position 5601: 0.0003010302919270473
Position 11471: 0.00020748380806212565
Position 2328: 0.00018938920756523945
Position 227: 0.00013900373683876878
Position 992: 0.000120014163271402
Position 7615: 7.975874717027524e-05
Position 1260: 7.005577995821125e-05
Position 687: 5.420929849993835e-05
Position 507: 4.914315317520067e-05
Position 148: 4.768683868354214e-05
Position 5518: 4.1901492385667535e-05
Position 946: 3.3479983155959025e-05
Position 5767: 2.0536180121904044e-05
Position 9571: 2.0086450281580472e-05
Position 6209: 1.4656606003883762e-05
Position 6028: 1.1968163710888429e-05
Position 1313: 1.170427927188096e-05
Position 11293: 1.0846641075374825e-05
Position 667: 9.92700785916184e-06
Position 123: 9.39681752349311e-06
Position 660: 6.654460709657789e-06
Position 11304: 6.458060051593258e-06
Position 239: 5.303434214079724e-06
Position 568: 4.107430819036399e-06
Position 311: 3.966415727785016e-06
Position 745: 3.3011646174367053e-06
Position 233: 3.217038129259837e-06
Position 368: 3.147479260452032e-06
Position 523: 2.2487462833974846e-06
Position 759: 2.162926046336595e-06
Position 810: 2.055240582260755e-06
Position 498: 1.6650724991612262e-06
Position 899: 1.604752851190977e-06
Position 576: 8.188217844621618e-07
Position 473: 8.066454346839866e-07
Position 14: 1.7049723446461758e-07
Position 206: 1.1119637150045409e-07
Position 2455: 1.0621050566104224e-09
Position 63: 4.5637618643165814e-10
Position 60: 3.4784145352386874e-11
Position 402: 1.142380464968007e-11
Position 374: 1.2122463137944315e-12
Position 33: 3.493067707765925e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 10815: 0.9370637726618928
Position 5303: 0.8608074868113471
Position 8404: 0.7004423281369933
Position 12088: 0.6053207340028489
Position 3875: 0.5739133472934982
Position 2011: 0.2681805749135044
Position 7767: 0.17481617843696087
Position 5323: 0.13546411311463724
Position 11450: 0.11713467624835748
Position 1444: 0.09217581858431569
Position 8801: 0.08864672463851211
