Gene = RAB29
index = 1107
Annotated 5SS: [ 174  614 2951 3975 4714]
Annotated 3SS: [ 359 2878 3792 4591 4992]
SMsplice 5SS: [ 614 2951 3975 4714]
SMsplice 3SS: [2878 3792 4591 4992]
top_k =  500
Partition function (log Z): 1.704665972543657

Sorted 5' Splice Sites (High to Low Probability):
Position 3975: 0.9844315733329196
Position 4714: 0.9469166222298644
Position 614: 0.9018630277036096
Position 2951: 0.8287695542669969
Position 174: 0.36134441943729817
Position 5141: 0.140854206138947
Position 178: 0.12095520541609847
Position 1249: 0.06140139300677744
Position 6273: 0.059300757260606775
Position 5104: 0.057034147925597044
Position 1334: 0.05588807218993397
Position 3690: 0.031599652946037865
Position 7233: 0.02840296695977167
Position 845: 0.02116869127741535
Position 1013: 0.0210249130753193
Position 607: 0.02081261810805144
Position 2686: 0.020778064448401
Position 2424: 0.020420768116488568
Position 4838: 0.017121596253839192
Position 1008: 0.01656420500404367
Position 239: 0.013677149085496543
Position 4115: 0.013540702915141128
Position 4434: 0.013467053250355241
Position 5080: 0.012728175118747798
Position 372: 0.011638079857398806
Position 5092: 0.010486395418699161
Position 286: 0.009090678508479376
Position 5221: 0.007684000917175253
Position 118: 0.006698793800226342
Position 6309: 0.0053630441997817675
Position 6353: 0.005256562804947754
Position 4745: 0.004364400743212475
Position 183: 0.0042555157288404885
Position 1438: 0.00352893315393152
Position 4273: 0.0034993416033860065
Position 3948: 0.0028480200826790114
Position 73: 0.0028303049706309108
Position 1850: 0.00275475364059639
Position 5109: 0.002605120083445383
Position 7230: 0.002206987812380186
Position 6525: 0.0020059768690872644
Position 45: 0.0018799779172979701
Position 7142: 0.0014903881232567957
Position 3613: 0.0014203887067957362
Position 6238: 0.001337589553497461
Position 3899: 0.00115103113757533
Position 3097: 0.0010220360435704704
Position 4662: 0.0007664862123497489
Position 3171: 0.000721627347979864
Position 318: 0.0005911416654314268
Position 6681: 0.0004428141107370159
Position 3194: 0.0004156899991733309
Position 406: 0.00039128121276846116
Position 4019: 0.0003736323982936435
Position 230: 0.0003546471138570786
Position 4521: 0.00029150504842873504
Position 2956: 0.000268951153119318
Position 4410: 0.000253186285319486
Position 3219: 0.00024526145999013266
Position 376: 0.00017472759923119538
Position 7240: 0.000172283813501357
Position 630: 0.00016842784806648677
Position 2288: 0.0001556458740431845
Position 730: 0.0001500882205725916
Position 1064: 0.00013641819013381765
Position 1838: 0.00012619136084632878
Position 168: 0.00011125710095892313
Position 1139: 7.480025705668136e-05
Position 5150: 6.643194718134745e-05
Position 198: 5.652547080532411e-05
Position 422: 4.716509412444032e-05
Position 330: 4.7145918361132776e-05
Position 5810: 4.277330764016437e-05
Position 312: 3.859674905208111e-05
Position 214: 2.1628946684953503e-05
Position 93: 2.16256295433704e-05
Position 600: 7.175221842431357e-06
Position 203: 6.2457623868146264e-06
Position 323: 6.213543325063334e-06
Position 621: 6.0081521845721815e-06
Position 559: 4.238166480869093e-06
Position 4718: 4.0303379706433635e-06
Position 350: 3.6813368841221953e-06
Position 6188: 2.769322677256445e-06
Position 738: 2.607562042709158e-06
Position 4636: 2.365663199746774e-06
Position 4641: 1.9088466357993646e-06
Position 116: 1.3827008324359625e-06
Position 688: 1.378751722952807e-06
Position 693: 6.584419693326791e-07
Position 4031: 4.6987826694229713e-07
Position 77: 4.2370251784242243e-07
Position 113: 3.5253817277011075e-07
Position 5324: 3.397677883065039e-08
Position 140: 1.096920155749638e-08
Position 5131: 3.125912052128186e-09
Position 30: 1.0357576404688688e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3792: 0.9748079993308671
Position 4992: 0.697386656600452
Position 4591: 0.4886447572625151
Position 2878: 0.45779014273806923
Position 4613: 0.4557767201983474
Position 6998: 0.27278905280755705
Position 2840: 0.26193913461152757
Position 487: 0.22815519051756375
Position 7326: 0.12375010602608301
Position 354: 0.10949139599712877
Position 6118: 0.10739691899579128
Position 2895: 0.09318382573546553
Position 517: 0.058614656531708866
Position 915: 0.05793441000803852
Position 6432: 0.03994892934091137
Position 1248: 0.0335238101427608
Position 3566: 0.029607906636288164
Position 285: 0.02623294245553958
Position 2221: 0.021999343974809498
Position 7141: 0.020777812924896638
Position 1082: 0.020102549755998848
Position 5531: 0.018426456234338657
Position 6187: 0.017004183888612443
Position 1190: 0.01620667478392106
Position 810: 0.015106902037050599
Position 541: 0.01413286598725004
Position 4074: 0.012377511472550536
Position 359: 0.0121348601897142
Position 4551: 0.01138407373763668
Position 2616: 0.010580344267949446
Position 6202: 0.0096939364849879
Position 3886: 0.008944572825194785
Position 4150: 0.008681242488645831
Position 2856: 0.008085683461252671
Position 734: 0.007447022834169862
Position 2600: 0.007418523283491181
Position 5054: 0.0066123112254309465
Position 3797: 0.006272500811681365
Position 6597: 0.006066644253583421
Position 2791: 0.005402477188174255
Position 4545: 0.0050798202272406235
Position 1012: 0.0048397368583149225
Position 497: 0.004746254475369574
Position 4617: 0.004346382368957568
Position 5544: 0.004126725815340534
Position 1123: 0.004058856753501897
Position 395: 0.003934097827547502
Position 4521: 0.002847366133805515
Position 756: 0.0026099081335383004
Position 1115: 0.0023772383555638534
Position 7158: 0.002291308546563071
Position 7133: 0.0022346387895567053
Position 4313: 0.002196108609378622
Position 1674: 0.002143998196257831
Position 419: 0.0020285752363405104
Position 3736: 0.001774999347877649
Position 1154: 0.0017478190593905084
Position 5588: 0.0016586278184268024
Position 1053: 0.0016260230327577799
Position 976: 0.001588210882850945
Position 2563: 0.0015649141269371484
Position 2904: 0.0014893397707506754
Position 2168: 0.0014769691509775647
Position 3665: 0.0013349315218522124
Position 4316: 0.0012042917606091398
Position 3531: 0.001123292506961838
Position 4383: 0.0011180074136293867
Position 1049: 0.001114585367906145
Position 837: 0.0010448565952191759
Position 3375: 0.0010155823468309126
Position 5751: 0.000996454198460361
Position 4104: 0.0009343800153324187
Position 1194: 0.0009243070989418965
Position 4641: 0.0009139773768241329
Position 4224: 0.0008569950164189498
Position 3131: 0.00084637971488116
Position 4661: 0.000711235232450148
Position 576: 0.000685511900563162
Position 3054: 0.0006660482414577631
Position 1095: 0.0006495516465864606
Position 356: 0.0006379840688073118
Position 1504: 0.0006047193138581292
Position 6645: 0.0005974307753264086
Position 5701: 0.0005585074025418643
Position 4964: 0.0005270073742559707
Position 5221: 0.0005054521480741176
Position 5290: 0.0004985664987553816
Position 4794: 0.00047847545757736176
Position 7301: 0.00041506371502079465
Position 402: 0.00041199970207733173
Position 1270: 0.0004109249665944705
Position 4407: 0.00034875852236632485
Position 1333: 0.000343230318556837
Position 1330: 0.0003423709085456332
Position 1031: 0.0003410412901913366
Position 564: 0.0003259622209844018
Position 7330: 0.0003216389667629835
Position 4338: 0.000303578169853769
Position 404: 0.00030335989031080995
Position 4174: 0.0003007573128224022
Position 2197: 0.00021559616429653186
Position 5416: 0.00020013238455821546
Position 5628: 0.00019111022002795373
Position 1063: 0.0001696902678137091
Position 973: 0.00016775529184668886
Position 4248: 0.00015539210295581916
Position 5008: 0.00014813073519163704
Position 799: 0.0001407081151174861
Position 2150: 0.00013887627972259021
Position 4972: 0.0001379101828761984
Position 688: 0.00013721321466868286
Position 3892: 0.00013538494382895906
Position 4292: 0.00013056481542981585
Position 1682: 0.00012845538183081025
Position 581: 0.0001007020429752543
Position 4828: 9.693316270707625e-05
Position 4211: 7.234837786620227e-05
Position 5318: 6.903936017488601e-05
Position 4807: 6.694590610052174e-05
Position 1174: 4.515718624602979e-05
Position 4342: 4.410190597840084e-05
Position 4734: 3.963713146509941e-05
Position 4467: 3.537325323228691e-05
Position 4742: 2.426213937035768e-05
Position 4453: 1.6410357340127737e-05
Position 113: 1.4828575467602008e-05
Position 203: 1.478866469864799e-05
Position 368: 1.0670419739596392e-05
Position 948: 8.0296638921493e-06
Position 432: 7.851413347863053e-06
Position 738: 7.466218040213763e-06
Position 940: 6.923269335174999e-06
Position 844: 6.212966830644431e-06
Position 308: 5.503894438875498e-06
Position 840: 4.599801630194981e-06
Position 675: 4.316917279507137e-06
Position 214: 4.0582915778280035e-06
Position 1628: 3.7721094959479117e-06
Position 304: 2.9906240000357965e-06
Position 317: 2.810918954075914e-06
Position 1407: 2.7565265297751967e-06
Position 933: 2.2188879496114767e-06
Position 549: 2.0526557681476217e-06
Position 5027: 1.8567758228767167e-06
Position 4156: 1.0598213794762008e-06
Position 826: 4.963211901325035e-07
Position 122: 4.6639549878303037e-07
Position 218: 3.29400619245358e-07
Position 168: 3.291207353427351e-07
Position 364: 3.0421864019939515e-07
Position 140: 2.903384523146093e-07
Position 587: 1.8572810219878318e-07
Position 248: 1.3441035016155012e-07
Position 238: 1.340112017032027e-07
Position 4994: 8.383917913276815e-08
Position 5030: 6.105348246910639e-08
Position 154: 5.759434747840811e-08
Position 262: 4.842051331017926e-08
Position 223: 1.8418334678114117e-08
Position 1434: 1.63573306112856e-08
Position 330: 1.4271461640258244e-08
Position 600: 9.136671446889136e-09
Position 4393: 3.2574266091755503e-09
Position 182: 2.3316742231063017e-09
Position 323: 1.3554544040808307e-09
Position 125: 7.19793820128649e-10
Position 226: 8.087393464385199e-13
