Gene = PCSK9
index = 1005
Annotated 5SS: [  497  4487  7099 12864 13244 16642 17967 18662 19100 20116 22009]
Annotated 3SS: [ 4294  6974 12729 13101 16444 17782 18487 18950 19937 21826 23820]
SMsplice 5SS: [  497  4487  7099 12864 13244 16642 17967 18662 19100 20116]
SMsplice 3SS: [ 4384  6974 12762 13101 16444 17782 18487 18950 20008 24242]
top_k =  500
Partition function (log Z): 7.9233749733640355

Sorted 5' Splice Sites (High to Low Probability):
Position 19100: 0.9445516315987773
Position 17967: 0.939574876578292
Position 497: 0.9184974356308524
Position 13244: 0.9176853051801771
Position 16642: 0.9043478854174373
Position 18662: 0.8965290711932026
Position 7099: 0.8859370302515712
Position 4487: 0.8832926974373301
Position 20116: 0.8658648284528555
Position 10348: 0.6472582169121742
Position 9237: 0.5114628775223882
Position 3612: 0.39155074307652443
Position 3065: 0.22652357295000844
Position 22009: 0.2155187051763144
Position 12037: 0.19632083915300771
Position 13456: 0.14850346156962405
Position 21959: 0.12851662938050123
Position 6897: 0.11597764555362439
Position 8318: 0.11447026177281053
Position 7070: 0.1134285304457782
Position 856: 0.10804040991711401
Position 5600: 0.10123743087919646
Position 12864: 0.09051390398544987
Position 11366: 0.07659257404003918
Position 8172: 0.07258817071125524
Position 3151: 0.059450155966596946
Position 22031: 0.054373836269735916
Position 8842: 0.05292498175380957
Position 13225: 0.052633598359542746
Position 9742: 0.052396531771289924
Position 16674: 0.051656048179285284
Position 1931: 0.046895707167786585
Position 3891: 0.045458432864804464
Position 3075: 0.0450102701853246
Position 24484: 0.04435044002150695
Position 22125: 0.042678157498292395
Position 8150: 0.04174890591063783
Position 7708: 0.03825458415668661
Position 6854: 0.03400911276449338
Position 4020: 0.03058091875713779
Position 11082: 0.026432780506010556
Position 252: 0.025972289168368544
Position 22221: 0.025199790233132742
Position 24604: 0.025148038660467678
Position 756: 0.023713678870233654
Position 15681: 0.023605117772794143
Position 14265: 0.02232192601913562
Position 544: 0.020721738243561858
Position 21893: 0.019458184492369725
Position 16378: 0.019435804999779878
Position 14279: 0.01826846273116215
Position 18610: 0.017789066431175032
Position 12362: 0.01735753145861913
Position 2985: 0.016897038196893605
Position 21906: 0.01655816531758624
Position 21313: 0.015615718454841969
Position 10650: 0.01476012063716529
Position 19106: 0.014643439980209146
Position 24404: 0.014612903138814104
Position 1141: 0.012856566762279167
Position 3817: 0.011424762915710648
Position 8825: 0.011060983551176979
Position 19121: 0.010859198582443668
Position 6122: 0.01080718113015279
Position 17580: 0.009831563633086973
Position 68: 0.008894503821914718
Position 3789: 0.008766204717557253
Position 2693: 0.008028834575020929
Position 5902: 0.00799419314967103
Position 8228: 0.007774669514547847
Position 8216: 0.007763132966360544
Position 24990: 0.007401429282742629
Position 80: 0.007196547279726668
Position 3358: 0.006883464790675537
Position 7682: 0.006740249737552944
Position 8476: 0.006629310474377349
Position 6007: 0.006268797165049732
Position 7793: 0.005987759102744328
Position 16646: 0.005339170936790771
Position 299: 0.004908378897279546
Position 7842: 0.004541691740669722
Position 2542: 0.004197935503685085
Position 18849: 0.00365728436188308
Position 16958: 0.0036393911340171937
Position 8159: 0.003606127939675246
Position 19232: 0.003400538208689241
Position 7809: 0.002835447908091543
Position 20140: 0.0027347787409605414
Position 17258: 0.002601185013806244
Position 19401: 0.0025435174914529408
Position 4685: 0.0023590692189907
Position 23916: 0.002197256543844392
Position 52: 0.002172875782906409
Position 16950: 0.0020511178149875612
Position 20704: 0.00204809686775689
Position 18679: 0.0019423014360247395
Position 10246: 0.0017804992567110362
Position 2331: 0.001739189814942214
Position 1910: 0.0016483000295083178
Position 2954: 0.0016011111386227178
Position 45: 0.001541423685967068
Position 3593: 0.001200554336557801
Position 8812: 0.0010734179206270287
Position 19395: 0.000996885163595751
Position 1283: 0.0009405237813051389
Position 17315: 0.00084665281566458
Position 584: 0.0008462710990265795
Position 1224: 0.0008170180024734338
Position 24452: 0.0007910224293215816
Position 6441: 0.0007427639682482835
Position 505: 0.0006166835917527434
Position 8060: 0.0006164506006885648
Position 7882: 0.0005328711516479252
Position 18708: 0.00043895340096841647
Position 20009: 0.00043219625128986086
Position 672: 0.00038678532589348695
Position 1935: 0.0003664989002088758
Position 10498: 0.00033652360139648836
Position 7802: 0.00030241953761352353
Position 10843: 0.00030098067137079246
Position 18951: 0.0002771086654493728
Position 22021: 0.0002627810702893075
Position 1215: 0.0002588773666692883
Position 20398: 0.00024809897772922753
Position 1523: 0.00024055050037611342
Position 19123: 0.0002286770218073634
Position 313: 0.0001857288440678621
Position 7410: 0.0001716278849840516
Position 18149: 0.00012704468909560137
Position 7804: 0.00011385818933824283
Position 7908: 8.282417004709074e-05
Position 607: 8.235865502358558e-05
Position 7765: 7.767599555558944e-05
Position 413: 6.98001442600493e-05
Position 7860: 6.823117270251355e-05
Position 319: 4.809368899596097e-05
