Gene = ANLN
index = 86
Annotated 5SS: [  239  6614  9588 16761 18151 20899 21361 26079 27385 29674 30509 30939
 32187 33004 34138 34788 34937 35935 36231 37223 49485 54057 60032]
Annotated 3SS: [ 6459  9272 16374 17927 20707 21252 25951 27273 29437 30362 30790 32050
 32826 34010 34738 34879 35895 36208 37109 49397 53948 59858 62670]
SMsplice 5SS: [  239  6614  9588 16761 20899 21361 26079 29662 30509 30939 32187 33004
 34788 34937 37223 49485 54057 59507 60032]
SMsplice 3SS: [ 6459  9412 16675 20707 21252 25951 29437 30362 30805 32050 32826 34738
 34879 37109 49397 53948 59335 59858 62670]
top_k =  500
Partition function (log Z): 11.794215637397038

Sorted 5' Splice Sites (High to Low Probability):
Position 20899: 1.0000000000000027
Position 30509: 0.9997514050386744
Position 32187: 0.9974607098723219
Position 9588: 0.9014514841686367
Position 21361: 0.8981236761486464
Position 33004: 0.8900671505160642
Position 37223: 0.8436832437985956
Position 26079: 0.8353505933537848
Position 34937: 0.7973801783361837
Position 29662: 0.7800874129281031
Position 6614: 0.7758160432176026
Position 239: 0.7585861510743331
Position 30939: 0.7291625358863395
Position 34788: 0.5852040912024028
Position 34138: 0.47157990241589937
Position 21825: 0.38524276923044043
Position 35632: 0.3078578280914377
Position 5963: 0.29410756599711413
Position 35935: 0.2933042577223139
Position 39740: 0.26773939447797757
Position 18151: 0.23943639718024606
Position 243: 0.23789466000916853
Position 16761: 0.20609648444202813
Position 29674: 0.20336321006782038
Position 26103: 0.15186751637733484
Position 27369: 0.1429965384468988
Position 36269: 0.13958541143330147
Position 28455: 0.1247717469553694
Position 28477: 0.11545691257561466
Position 9606: 0.0798760113347927
Position 23082: 0.06157046140970516
Position 27385: 0.060795599167567736
Position 10697: 0.05616837287731108
Position 9959: 0.04967936315877645
Position 30849: 0.047528641039467
Position 10146: 0.045130584993291874
Position 6584: 0.045056588232529164
Position 31109: 0.0447251912291651
Position 1200: 0.04213012473901463
Position 623: 0.041752060599856755
Position 28489: 0.03950098251433579
Position 36231: 0.03860282517805897
Position 22156: 0.03738767129267449
Position 18039: 0.03542712000814909
Position 20144: 0.03443100999794588
Position 3666: 0.03378452636621539
Position 37365: 0.0320473993815766
Position 35105: 0.03015976228789279
Position 23222: 0.029092992084345248
Position 29942: 0.02740815876180365
Position 5984: 0.022555551762104286
Position 37041: 0.0211805839816518
Position 1219: 0.01908611651897655
Position 10430: 0.01883985755906505
Position 28484: 0.018749748232391273
Position 8676: 0.01871952068122799
Position 34978: 0.01509096405905355
Position 35083: 0.014428072072678095
Position 29988: 0.014309657489285177
Position 26928: 0.014266755328507309
Position 34104: 0.014118390259446528
Position 31972: 0.013538006379059745
Position 37917: 0.012959580300382545
Position 33480: 0.012346375588719278
Position 26528: 0.01209058846332368
Position 1751: 0.0096226426362008
Position 26107: 0.00945285260740765
Position 34542: 0.008956775519517679
Position 6175: 0.008956744836435772
Position 2236: 0.008593990742074214
Position 4544: 0.008318508991751013
Position 33565: 0.008101176860486017
Position 32376: 0.007985401628225716
Position 4040: 0.007347195538718594
Position 32653: 0.00726949239890478
Position 26841: 0.007009759910670333
Position 28434: 0.006541795398739462
Position 37193: 0.006429283120669076
Position 736: 0.006313375377448558
Position 30046: 0.0054242724636070164
Position 34142: 0.005332636906236204
Position 32466: 0.005283960007710154
Position 34348: 0.0052610782085535995
Position 9644: 0.0047884062322780035
Position 32555: 0.0036365591698536534
Position 8466: 0.0034538953391869674
Position 22975: 0.0033586314915036203
Position 406: 0.003354042386739247
Position 29531: 0.0033171348036479037
Position 38555: 0.003307898139318057
Position 21861: 0.002575506900942242
Position 31740: 0.0025327076063795403
Position 32991: 0.002431644099963373
Position 34352: 0.002398045422530238
Position 34083: 0.002392069417242593
Position 9534: 0.002122813967603777
Position 32670: 0.0017493756910984413
Position 39917: 0.0016326385521295153
