Gene = GKAP1
index = 593
Annotated 5SS: [  226   747 11441 18558 29142 33028 37361 48925 64485 69434 75213 75791]
Annotated 3SS: [  614 11181 18413 29063 32903 37337 48771 64382 69369 75141 75712 77997]
SMsplice 5SS: [  226   747 11441 18558 28395 33028 51118 57723 64485 69434 75213 75791]
SMsplice 3SS: [  614 11181 18413 28292 32903 51014 57642 64382 69369 75141 75712 77997]
top_k =  500
Partition function (log Z): -23.674430873333108

Sorted 5' Splice Sites (High to Low Probability):
Position 18558: 0.996510269459681
Position 28395: 0.9692087659127951
Position 33028: 0.9345542988924324
Position 226: 0.9329229414540026
Position 747: 0.8641738216937841
Position 24792: 0.5662358739003879
Position 11441: 0.496888639857681
Position 29142: 0.4468315455780235
Position 33292: 0.42440903578928807
Position 11325: 0.4240630255283695
Position 8920: 0.40830979136911777
Position 19731: 0.388410082733371
Position 25533: 0.3617239287437929
Position 37430: 0.30339799929126676
Position 6152: 0.2780565338250992
Position 1478: 0.27430662074508233
Position 20048: 0.20996864137636034
Position 32135: 0.20484284776685424
Position 37361: 0.12044331014164948
Position 33328: 0.10552190480029923
Position 8491: 0.09115704887772211
Position 20526: 0.08186311586750791
Position 11026: 0.07206539405684938
Position 5356: 0.0564195555132978
Position 11544: 0.053502673774584356
Position 3247: 0.0516315234814306
Position 25503: 0.049708684166840045
Position 11922: 0.043570780595054065
Position 17903: 0.029794243322527128
Position 511: 0.026014500223957154
Position 874: 0.023249496371912707
Position 32130: 0.019695450398020422
Position 25265: 0.012892119536255492
Position 33757: 0.009209832095980437
Position 5360: 0.008311882214111797
Position 282: 0.008285957323996208
Position 46: 0.007951696881038386
Position 24918: 0.00748211473553519
Position 1331: 0.007377545208270067
Position 3903: 0.005659145517525685
Position 230: 0.004384267105295645
Position 142: 0.004365196245901994
Position 5154: 0.004146756723244157
Position 18568: 0.003489730243948322
Position 20249: 0.0031655764008797047
Position 19457: 0.002605208158472223
Position 18831: 0.0021598522608141046
Position 33377: 0.0021221103824934115
Position 3303: 0.0019728840884476405
Position 19737: 0.0018336744418735941
Position 1087: 0.0016617628751401418
Position 5352: 0.0015142510430324813
Position 895: 0.0013737220481210533
Position 22969: 0.0013327903596879178
Position 4247: 0.0010789552725669613
Position 703: 0.0008387013587065499
Position 3141: 0.0008102425244058413
Position 3147: 0.0008056597815453945
Position 5319: 0.0006844895042638362
Position 718: 0.0005781515726355924
Position 327: 0.0005541654506169154
Position 22: 0.000489915156260369
Position 615: 0.00033350255165539444
Position 752: 0.00026612840616910364
Position 1303: 0.00024213668572898713
Position 1252: 0.0002412801752270625
Position 4853: 0.000211754429577495
Position 640: 0.0001724549012989362
Position 645: 0.0001654159181095363
Position 1817: 0.00011098822116499204
Position 257: 8.254960756484621e-05
Position 807: 6.339597603964376e-05
Position 1084: 5.47341907824426e-05
Position 259: 4.769202533572251e-05
Position 61: 3.665897288832037e-05
Position 1105: 2.233882860129325e-05
Position 489: 2.2270625977290946e-05
Position 1093: 2.1416572544233937e-05
Position 1075: 1.557283804212659e-05
Position 689: 1.4678838108367237e-05
Position 504: 1.2688378673562553e-05
Position 993: 6.964867964181899e-06
Position 3726: 4.766741011052698e-06
Position 2098: 3.373588913318828e-06
Position 1024: 2.7831179190984404e-06
Position 674: 2.6053132688646713e-06
Position 50: 4.786821508114127e-07
Position 519: 3.300945037127512e-07
Position 1079: 3.2483449018633334e-07
Position 1128: 2.4390472710023047e-07
Position 129: 1.3431768485529622e-07
Position 854: 4.949403823173741e-08
