Gene = P4HTM
index = 994
Annotated 5SS: [  722  1026 11740 12708 14372 15282 15979 16299]
Annotated 3SS: [  943 11548 12610 14208 14971 15828 16174 16797]
SMsplice 5SS: [  503  1026 11674 12708 15979 16299]
SMsplice 3SS: [  943 11548 12610 15828 16174 16797]
top_k =  500
Partition function (log Z): 5.150860576438999

Sorted 5' Splice Sites (High to Low Probability):
Position 1026: 0.9994202250855152
Position 12708: 0.9887441362726697
Position 16299: 0.9665336913097945
Position 503: 0.8113175989059243
Position 15979: 0.7373587283010562
Position 11674: 0.676801742403457
Position 14372: 0.639906287349287
Position 6928: 0.5729183181279054
Position 15043: 0.34393816696888435
Position 14130: 0.22907966149276898
Position 9769: 0.22643213484504193
Position 15702: 0.21953326956378674
Position 4680: 0.2062326442541709
Position 14068: 0.20542849421369683
Position 15829: 0.20355842164255133
Position 722: 0.2030405158574684
Position 14866: 0.1681145549346064
Position 7668: 0.158279168084882
Position 14332: 0.12529206077672467
Position 6528: 0.12487935218168346
Position 13677: 0.10202947213552091
Position 8784: 0.10175742612174989
Position 11735: 0.08950809588799102
Position 14105: 0.08465882698896539
Position 11740: 0.06235236899854751
Position 6357: 0.0581596721264372
Position 1530: 0.05021970225573053
Position 5623: 0.047836490874272684
Position 6178: 0.04763993276155927
Position 13595: 0.04593062083394713
Position 13685: 0.03442529957585593
Position 14134: 0.032886728699663914
Position 15282: 0.028616928770597155
Position 4464: 0.027215304795421006
Position 15543: 0.02502043043020105
Position 2381: 0.023951154295831775
Position 13525: 0.023912043256921863
Position 10267: 0.02353144646157392
Position 4500: 0.023420297387515134
Position 1336: 0.019034508942819297
Position 585: 0.015551313333487207
Position 9378: 0.015275825202671012
Position 14298: 0.015044159120341525
Position 16273: 0.014190615734821563
Position 6374: 0.013762745158664035
Position 13950: 0.013180471500323494
Position 825: 0.012478877662138023
Position 60: 0.012323866724597088
Position 15926: 0.011926254070339336
Position 13194: 0.0104725564232058
Position 14870: 0.010258198452209254
Position 829: 0.008164751313603768
Position 16677: 0.006367984205045918
Position 13614: 0.005736371994628588
Position 13711: 0.004659496878028518
Position 12846: 0.004565538140858741
Position 15381: 0.004442016162542468
Position 15030: 0.004054817968101168
Position 12740: 0.0035832008456992805
Position 12880: 0.0034376331537496097
Position 1451: 0.0033519348662453545
Position 1248: 0.0030046234097065843
Position 12763: 0.0027507548979569343
Position 4171: 0.0024557930531718857
Position 7199: 0.0020624422709603477
Position 13383: 0.0018898385328994596
Position 693: 0.0018660878592170603
Position 13458: 0.0016622882172328674
Position 73: 0.0016516566422047252
Position 12702: 0.001415697382149422
Position 175: 0.0013463083785275143
Position 15162: 0.0012668186341211285
Position 4195: 0.001173689406257414
Position 13135: 0.0010018624422872585
Position 4219: 0.0008140452737717919
Position 127: 0.0007540724815665299
Position 16092: 0.0007341851193054406
Position 565: 0.0007321868530028422
Position 12913: 0.0006650169294883221
Position 12987: 0.000659622743152293
Position 554: 0.0005922003413498466
Position 14290: 0.0005590831543093257
Position 6338: 0.000528759906451508
Position 13538: 0.00035983745038894305
Position 1188: 0.0003409320835081715
Position 383: 0.0003245697713305635
Position 4698: 0.0002876340050724874
Position 795: 0.00025753417560665055
Position 16973: 0.0001766213202156263
Position 258: 0.0001641250981019262
Position 16803: 0.00015514011447261648
Position 577: 0.0001462695788763121
Position 16621: 0.00011368260185855113
Position 84: 9.251861556790757e-05
Position 266: 6.944726608050657e-05
Position 1067: 5.6014018984472315e-05
Position 563: 5.5235723393132365e-05
Position 436: 5.440809976871748e-05
Position 507: 4.319849789776694e-05
Position 363: 2.089880998354018e-05
Position 299: 1.864938916088102e-05
Position 17026: 1.6935964441367114e-05
Position 90: 1.5973892034356372e-05
Position 590: 1.3509621754865348e-05
Position 1030: 9.952684897368558e-06
Position 1571: 9.336287721491135e-06
Position 957: 8.552653485458963e-06
Position 1158: 5.6047903633554125e-06
Position 1439: 4.990434946473648e-06
Position 3093: 4.7270380502253146e-06
Position 660: 4.583737443883622e-06
Position 859: 3.969352885468392e-06
Position 2348: 3.888614309147069e-06
Position 3056: 2.826545112890033e-06
Position 2360: 1.934042566623008e-06
Position 2742: 1.927392077772307e-06
Position 514: 1.7078857017775435e-06
Position 3014: 1.3344184188140063e-06
Position 3760: 1.284320545028003e-06
Position 125: 1.2627064192374999e-06
Position 904: 1.1970383394955327e-06
Position 1101: 1.1858320503734606e-06
Position 58: 1.1140156576599107e-06
Position 944: 3.010159579524072e-07
Position 962: 2.4187946095874203e-07
Position 1093: 2.2313899922752956e-07
Position 1400: 2.0336149666467963e-07
Position 927: 2.0061193890065885e-07
Position 3202: 1.9424973477650607e-07
Position 1072: 6.336370702007572e-08
Position 16735: 2.6429558567312867e-08
Position 1877: 1.2552834227229959e-08
Position 16470: 8.008821404519796e-09
Position 569: 5.695788599849929e-10
Position 296: 6.852518882098063e-11
Position 26: 5.4109289020629864e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 16174: 0.983127987396934
Position 943: 0.9755626500231125
Position 12610: 0.9690960051636421
Position 16797: 0.8668402696305039
Position 11548: 0.8057565343623803
Position 14208: 0.765184481937885
Position 6837: 0.572643034526552
Position 15828: 0.45498386362712745
Position 13843: 0.3349016533078157
Position 14971: 0.2892644946958047
Position 15466: 0.25764247497411674
Position 13969: 0.21337003927620116
Position 13499: 0.20456741800935174
Position 9599: 0.19395676896866904
Position 4609: 0.18269305321515708
Position 15887: 0.16573115578098166
Position 15777: 0.16108375218226134
Position 7455: 0.1529018271769274
Position 14735: 0.10570417129543448
Position 8681: 0.10175742612174987
Position 6404: 0.09489046216537608
Position 6268: 0.08123344797019884
Position 16565: 0.07311280128344663
Position 621: 0.0617060735177473
Position 14697: 0.05987447348598506
Position 15542: 0.059510242823409776
Position 15800: 0.05744450029261039
Position 1322: 0.03389010638530769
Position 9707: 0.032475365876372946
Position 6072: 0.03231648523425386
Position 5430: 0.02922320729011759
Position 16405: 0.02867281693718749
Position 15955: 0.02800949718756561
Position 14828: 0.025583286894141688
Position 14949: 0.025545241451644937
Position 10012: 0.023531446461573922
Position 11604: 0.022905672927615552
Position 6243: 0.02148190283901477
Position 2236: 0.020807482773840494
Position 752: 0.019645419600456696
Position 4110: 0.01938103398806838
Position 14023: 0.01817303863558821
Position 4416: 0.01769680182078567
Position 14760: 0.015003312533063317
Position 1371: 0.014889834626819125
Position 15952: 0.014010922900249315
Position 12354: 0.013587835666262323
Position 14763: 0.012666392725775445
Position 4517: 0.012610382668177739
Position 9243: 0.01230615307392353
Position 12440: 0.012161815843750132
Position 6115: 0.012112069511239536
Position 13281: 0.011682010677525534
Position 15116: 0.010860748995758918
Position 17101: 0.009641288071948442
Position 12799: 0.009199884086782026
Position 4316: 0.00880662947312544
Position 14133: 0.008792732669844849
Position 899: 0.007949836942105257
Position 1219: 0.007485401620527703
Position 1237: 0.007405635873581561
Position 5479: 0.007232832147448143
Position 5564: 0.007142387083163314
Position 16925: 0.006449282465330252
Position 14922: 0.006096064504377415
Position 4364: 0.005542963928041866
Position 7398: 0.005377340907954544
Position 15311: 0.004810311729516627
Position 13091: 0.004718160064098145
Position 4422: 0.00464787267750625
Position 1186: 0.004621069970795809
Position 12828: 0.004619664122627983
Position 16431: 0.004564101890057115
Position 16176: 0.0035941012525506095
Position 15196: 0.0034653472931605363
Position 5881: 0.0032113780160658877
Position 13946: 0.003110710273181055
Position 4499: 0.003066758275822067
Position 9026: 0.0029696721287474806
Position 917: 0.002890158520512188
Position 1442: 0.002758763078535252
Position 13582: 0.002520636298366482
