Gene = NPPA
index = 956
Annotated 5SS: [222 671]
Annotated 3SS: [ 343 1768]
SMsplice 5SS: [222 671]
SMsplice 3SS: [ 343 1768]
top_k =  500
Partition function (log Z): -6.144591437464868

Sorted 5' Splice Sites (High to Low Probability):
Position 222: 0.933868324319662
Position 671: 0.7959489502171507
Position 458: 0.2906084280331833
Position 504: 0.0543105644768082
Position 411: 0.04334893972226446
Position 123: 0.020081161882914943
Position 160: 0.01281460717846212
Position 479: 0.007787410371087691
Position 1668: 0.006377859738234782
Position 240: 0.0020542259310078813
Position 1654: 0.0018952858107308909
Position 969: 0.0013076109177374172
Position 1665: 0.0010573700230411427
Position 389: 0.000950722343621624
Position 1322: 0.0007063654923468405
Position 1009: 0.0005596103700817251
Position 404: 0.0004133189777452218
Position 1644: 0.00034264540732091233
Position 300: 0.00030520053223170136
Position 182: 0.0002567274103589078
Position 1680: 0.00012762239926439437
Position 1733: 0.00011733420422678781
Position 1672: 9.61608164878363e-05
Position 15: 8.434199001824178e-05
Position 304: 6.623367794391763e-05
Position 1597: 4.962665225893932e-05
Position 1092: 3.4632635968261075e-05
Position 309: 2.976575680379898e-05
Position 192: 6.778305120933316e-06
Position 194: 4.023367595195044e-06
Position 245: 2.8087236579653178e-06
Position 273: 3.5955609577429155e-07
Position 657: 1.0611085598520786e-07
Position 73: 3.068072605660528e-08
Position 802: 2.054708768754967e-08
Position 325: 1.6728277998772992e-09
Position 392: 5.743976028975604e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 343: 0.7590844568073712
Position 1768: 0.5628463851513513
Position 558: 0.3482379093956301
Position 1552: 0.11553545445121793
Position 2004: 0.08772888583442257
Position 562: 0.05082522680299735
Position 1723: 0.04571146278302678
Position 591: 0.04406697239200891
Position 903: 0.03565690506693188
Position 621: 0.031188520968406172
Position 300: 0.013772577333565308
Position 1728: 0.01197403068170543
Position 1664: 0.0071813313884591294
Position 606: 0.005692023250482282
Position 829: 0.005640418205929772
Position 365: 0.005435003743642326
Position 787: 0.005348551369974328
Position 2008: 0.004054090283283627
Position 768: 0.0038711556540051706
Position 1197: 0.0027437152359250207
Position 1503: 0.0024970147344344014
Position 2029: 0.0024712794841533978
Position 1532: 0.002174220643728136
Position 404: 0.001955006364406914
Position 1946: 0.0018700398417507182
Position 1535: 0.0015710592180461567
Position 1901: 0.0015324990016470676
Position 1621: 0.0013177129592257346
Position 1710: 0.0012397117180316553
Position 1036: 0.0011253908581935308
Position 304: 0.001068805253664887
Position 920: 0.0008253545000757595
Position 457: 0.0007263779910448667
Position 1881: 0.0006931028647469098
Position 1661: 0.0006837034590063283
Position 881: 0.0006106245664808193
Position 204: 0.0005649209735799315
Position 600: 0.0005621899247998267
Position 1907: 0.0005609103529210571
Position 806: 0.0004908447256622415
Position 1214: 0.000490153789998783
Position 370: 0.0004879063698738697
Position 862: 0.00040192269406862146
Position 411: 0.000353154925956414
Position 444: 0.0003116056043578036
Position 479: 0.00022212145839433598
Position 383: 0.00020835347871160485
Position 630: 0.00019509048698820565
Position 663: 0.00018437133514246273
Position 2066: 0.00017761381066253137
Position 2054: 0.0001449160178030729
Position 567: 0.00012605922986894637
Position 2069: 0.00010564630813049666
Position 1776: 0.00010016703266153452
Position 924: 8.489510979042699e-05
Position 749: 7.749818023712134e-05
Position 1085: 7.205171013219318e-05
Position 643: 7.168033270396956e-05
Position 483: 7.047882141635351e-05
Position 1076: 5.960313453436781e-05
Position 2040: 5.9433625012161755e-05
Position 1952: 5.197862908956734e-05
Position 503: 4.996156966642279e-05
Position 1732: 4.630532495575345e-05
Position 833: 4.300304110754439e-05
Position 1353: 3.8288575150757726e-05
Position 1299: 3.164819920878776e-05
Position 1164: 3.1046803182411354e-05
Position 1315: 2.962351147783443e-05
Position 428: 2.4243444261048974e-05
Position 1079: 2.2468520351229575e-05
Position 914: 2.0261449972223217e-05
Position 980: 1.88573071665214e-05
Position 152: 1.7901383830166642e-05
Position 380: 1.658385936119427e-05
Position 97: 1.5018869823064113e-05
Position 221: 6.19316797719907e-06
Position 425: 5.405011364174043e-06
Position 488: 3.12623441583767e-06
Position 388: 7.161776114450782e-07
Position 308: 6.9300364906154e-07
Position 225: 3.6183534639862897e-07
Position 127: 2.3294485395738275e-07
Position 415: 1.6390507432520574e-07
Position 159: 1.567665146302376e-07
Position 493: 9.693034536737607e-08
Position 645: 9.687454145366373e-08
Position 256: 6.909186729926352e-08
Position 497: 5.9285071144771355e-08
Position 103: 1.568932550336236e-08
Position 164: 1.3796022529453857e-08
Position 245: 1.2281195559266346e-08
Position 231: 2.667798360948265e-09
Position 169: 3.6760460128625414e-10
Position 171: 2.2815500340347103e-11
Position 236: 1.860859464229892e-11
