Gene = PMVK
index = 1045
Annotated 5SS: [  401  4640  7968 10638]
Annotated 3SS: [ 4575  7814 10507 11725]
SMsplice 5SS: [  401  4640 10638]
SMsplice 3SS: [ 4575 10507 11725]
top_k =  500
Partition function (log Z): -3.8113486377325687

Sorted 5' Splice Sites (High to Low Probability):
Position 10638: 0.9888800867805623
Position 4640: 0.8347323670511335
Position 7726: 0.4256240818300642
Position 7968: 0.3975690749690998
Position 401: 0.2579606397135793
Position 31: 0.24023812985315623
Position 407: 0.19436627689667843
Position 421: 0.08408011353144847
Position 11113: 0.08092922400664569
Position 4776: 0.08009377275264472
Position 7347: 0.058584994039035256
Position 597: 0.048122952805608875
Position 1341: 0.047321401339052306
Position 11576: 0.04159233277099555
Position 260: 0.03225853734495746
Position 11221: 0.02922289712775272
Position 11595: 0.028969665039401488
Position 7732: 0.028943052492075225
Position 403: 0.027768289281568347
Position 9273: 0.026344935251874844
Position 7060: 0.02484049423360579
Position 5473: 0.024247118457617466
Position 4664: 0.023294685302722634
Position 11584: 0.018935259861755923
Position 1101: 0.018844715528008656
Position 5431: 0.0187334005897649
Position 9331: 0.01864465734240981
Position 5862: 0.01779178790900763
Position 931: 0.017136031941019925
Position 4913: 0.017086371463577745
Position 11952: 0.0166999869408642
Position 7108: 0.0163011354288699
Position 7537: 0.016099835158773605
Position 2055: 0.013167606311751552
Position 158: 0.012642691115503486
Position 9326: 0.010966431024687313
Position 4: 0.010672414577980282
Position 7141: 0.009970742617453055
Position 10368: 0.009783247192780564
Position 8938: 0.009179946791250025
Position 796: 0.006847237260343781
Position 629: 0.006349323538407619
Position 479: 0.006153368537586253
Position 41: 0.006062066569659245
Position 336: 0.005847471974336204
Position 5058: 0.005815512674584963
Position 10580: 0.005628656154849409
Position 1050: 0.0051987119676633565
Position 491: 0.004993747438687236
Position 4842: 0.00413768246891245
Position 11870: 0.004107140632995051
Position 1685: 0.003914895003839017
Position 9069: 0.0037715426766376115
Position 1188: 0.003205981652834422
Position 2794: 0.003179321068826386
Position 4630: 0.0031085728811559477
Position 11899: 0.0030548769878990167
Position 11879: 0.0028463410598629467
Position 967: 0.0025683684068857574
Position 4856: 0.002336787074106924
Position 3642: 0.002304422529365774
Position 11534: 0.002251769983900268
Position 834: 0.0022345553285548097
Position 11273: 0.0021807524679377465
Position 3819: 0.0019149909137363517
Position 539: 0.0014830745812755889
Position 3776: 0.0014083808549381419
Position 10511: 0.001219926378165464
Position 3502: 0.0011145613229422678
Position 10973: 0.0010841468556758872
Position 4151: 0.0009446391074536048
Position 2516: 0.000895468797132148
Position 11599: 0.0007636122908575855
Position 10901: 0.0004851053013067439
Position 10654: 0.00025893200742432127
Position 11617: 0.0002305724749608956
Position 148: 0.00012291083451903176
Position 10690: 4.9928605809910646e-05
Position 756: 3.5285523551952516e-05
Position 11989: 2.5699819822337542e-05
Position 243: 2.2750135015325313e-05
Position 4644: 1.4535860799027294e-05
Position 35: 1.4388582858294593e-05
Position 500: 1.1622787320445452e-05
Position 497: 6.1350971156733545e-06
Position 344: 5.903691293737655e-06
Position 167: 4.653410278564181e-06
Position 743: 4.018315985916539e-06
Position 72: 2.5468046582194684e-06
Position 229: 1.54157811291251e-06
Position 97: 1.3145624374907144e-06
Position 4647: 1.1096557453723544e-06
Position 272: 7.621095185053914e-07
Position 124: 7.154202978322645e-07
Position 24: 5.237524576299457e-07
Position 245: 3.9749656437400214e-07
Position 99: 3.0534317622850094e-07
Position 270: 5.280686765319774e-08
Position 205: 5.12243633485733e-08
Position 198: 3.108047785874264e-08
Position 469: 2.2090306644674903e-08
Position 459: 1.9125522383444154e-08
Position 447: 1.77378837995755e-08
Position 221: 1.762865384060771e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10507: 0.9970726619501296
Position 11725: 0.9676553779121092
Position 4575: 0.8989283700426607
Position 7814: 0.2823320702651744
Position 7629: 0.20967859291735033
Position 7609: 0.1661195653789185
Position 11483: 0.06835147009201466
Position 7759: 0.06704141396641157
Position 7670: 0.06176818644261603
Position 9142: 0.05595602361897198
Position 11075: 0.05132727553220186
Position 7047: 0.04471981962310683
Position 10896: 0.038935081660853355
Position 5360: 0.034116113307952674
Position 7449: 0.032290037978239254
Position 7154: 0.03132058225931977
Position 7835: 0.029267538354701604
