Gene = AMT
index = 77
Annotated 5SS: [ 393  650 1262 2543 3044 3494 3783 4936]
Annotated 3SS: [ 481 1180 2410 2964 3347 3601 4779 5034]
SMsplice 5SS: [ 315  650 1262 3044 3494 3783 4936 5139]
SMsplice 3SS: [ 495 1180 2964 3347 3601 4779 5034 5523]
top_k =  500
Partition function (log Z): -0.29954287537484925

Sorted 5' Splice Sites (High to Low Probability):
Position 3044: 0.8323653610646782
Position 315: 0.7909746512395528
Position 650: 0.7775946097825698
Position 3494: 0.7269584442651753
Position 1262: 0.6958973194327198
Position 3783: 0.5780741040435122
Position 4936: 0.5354322269188428
Position 5139: 0.5207374983459109
Position 2543: 0.2975693438453587
Position 393: 0.12805764006834477
Position 1062: 0.09712532828500826
Position 4016: 0.08412447521422929
Position 3139: 0.08174341721816883
Position 3662: 0.07643089814589953
Position 2098: 0.05263816527768755
Position 5265: 0.04948323497947171
Position 3365: 0.041371617539214214
Position 2707: 0.03626488988818327
Position 3820: 0.034271065821536044
Position 4821: 0.017147539138452537
Position 3245: 0.016021593801650077
Position 5133: 0.01559095555813743
Position 5226: 0.015412439626111349
Position 3486: 0.014468635911437886
Position 4924: 0.013989934114644482
Position 2715: 0.011989605011525458
Position 2092: 0.011333816042461947
Position 1012: 0.011069170441751822
Position 3721: 0.01101006230697056
Position 4587: 0.010438468741876698
Position 2491: 0.007952161529567495
Position 2208: 0.006010007639042756
Position 4048: 0.005996328403852071
Position 2971: 0.00584373863951604
Position 5210: 0.0049533352529263055
Position 794: 0.00487372016308214
Position 3554: 0.004700822166900597
Position 1028: 0.004328976809211367
Position 4940: 0.003870741793835333
Position 2926: 0.0038608719984417404
Position 2817: 0.0032870539469137287
Position 90: 0.0029098153230030133
Position 956: 0.0026278800823370196
Position 5312: 0.002542530621553107
Position 1076: 0.0023620179651117797
Position 121: 0.0019371664554192316
Position 3509: 0.0019357500486756449
Position 4983: 0.0018680743075810248
Position 124: 0.0018462939794173616
Position 131: 0.0017972521506115263
Position 4876: 0.001703382291403049
Position 772: 0.001642307970289469
Position 2102: 0.0013841185998817427
Position 3431: 0.001326267512553606
Position 2593: 0.0011991344550623068
Position 10: 0.001182725547315723
Position 865: 0.0009847474227270166
Position 2114: 0.0008866317689127409
Position 2712: 0.0008784405344079117
Position 3540: 0.000851845091833836
Position 273: 0.0006686287022147515
Position 1925: 0.0006382944873907956
Position 4848: 0.0005873188786739466
Position 3910: 0.0005280242501463133
Position 2465: 0.0005097503750852542
Position 2061: 0.0004815018466283205
Position 552: 0.0003549697363911413
Position 1205: 0.00033579229626458124
Position 2758: 0.000289938707490168
Position 405: 0.00023841674681893664
Position 421: 0.00020458704533512693
Position 3520: 0.00020409568852872118
Position 963: 0.00011674535772792948
Position 571: 8.241043016484353e-05
Position 382: 7.638904121612322e-05
Position 825: 4.402409879039169e-05
Position 3013: 3.097761756069312e-05
Position 781: 2.620463334250087e-05
Position 319: 2.6137735590594086e-05
Position 485: 2.4383061281480104e-05
Position 1045: 2.178589766048122e-05
Position 25: 2.0304097068831753e-05
Position 632: 1.8702078183663277e-05
Position 368: 1.732339767360464e-05
Position 926: 1.4311311187830823e-05
Position 324: 1.2733741105687305e-05
Position 321: 1.0887529062541692e-05
Position 261: 7.854447063967065e-06
Position 264: 7.736196528629679e-06
Position 216: 6.376054938963174e-06
Position 259: 4.225484210412613e-06
Position 370: 3.809166825720204e-06
Position 539: 3.703251087902284e-06
Position 280: 1.6140890521231305e-06
Position 42: 1.5891444375403254e-06
Position 1618: 4.771417070552741e-07
Position 331: 3.3837582888278456e-07
Position 558: 6.641067393779665e-08
Position 634: 4.132109466764302e-08
Position 566: 2.328750509709927e-08
Position 544: 2.2514202352267795e-08
Position 249: 1.2473550185474926e-09
Position 290: 2.463275043382559e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2964: 0.9324571917136247
Position 3601: 0.7099164582200772
Position 1180: 0.6005709649168044
Position 5034: 0.5921512864123675
Position 4779: 0.5863590230931841
Position 495: 0.5764090343721995
Position 5523: 0.5074035480666053
Position 3347: 0.49527284699361585
Position 2410: 0.30227823460297937
Position 5072: 0.266187934986376
Position 3243: 0.1653487948795937
Position 481: 0.10687519661382912
Position 5385: 0.10573028987607035
Position 892: 0.08556184337895423
Position 1142: 0.07069077988943546
Position 5075: 0.061672041097337774
Position 3417: 0.05817127797298347
Position 1969: 0.05718459584029004
Position 3934: 0.053229749294312546
Position 3909: 0.03523246416550675
Position 3359: 0.030917540673009194
Position 2588: 0.026014450383395803
Position 5244: 0.0174092984903988
Position 2614: 0.016019559762976407
Position 951: 0.015298794424139145
Position 3283: 0.014992463539961549
Position 2564: 0.013473879914955035
Position 847: 0.01283938021605509
Position 1127: 0.012791839802585341
Position 1952: 0.012615206112297727
Position 3386: 0.011929006006077575
Position 5443: 0.01191976868267118
Position 484: 0.011183318722814906
Position 3364: 0.011114509967983091
Position 4524: 0.010438468741876697
Position 191: 0.007351725299069159
Position 703: 0.007273397760177018
Position 5395: 0.0063392508465331485
Position 3617: 0.006153637611070386
Position 466: 0.005107546873868877
Position 3867: 0.005073957991257686
Position 4978: 0.004611120288286844
Position 2385: 0.0028666642719012655
Position 3167: 0.002432221417073256
Position 1048: 0.0023212996781949214
Position 3430: 0.0017883136470301189
Position 1924: 0.0017220981982574025
Position 649: 0.0016780336480898903
Position 997: 0.0015718262065059073
Position 3476: 0.001515255136569282
Position 2305: 0.001487241984178337
Position 2893: 0.0014817950167583783
Position 984: 0.001454912247310756
Position 939: 0.0013900011213437585
Position 1186: 0.0012106999645247513
Position 3659: 0.0011585369399827565
Position 1103: 0.0011383635161430958
Position 448: 0.0008283532306339127
Position 2437: 0.0007484108599440035
Position 1839: 0.0007154798299755609
Position 4735: 0.0006702881821655297
Position 2610: 0.0006515082398862544
Position 793: 0.0006472043835827142
Position 225: 0.0006157014520988318
Position 973: 0.0005650080894453744
Position 382: 0.0005582070815364076
Position 3201: 0.0005466466739424272
Position 3373: 0.000524487843432529
Position 613: 0.00042125247924196995
Position 5609: 0.0004177822511807368
Position 259: 0.0003886415702526094
Position 1124: 0.00037198146699161765
