Gene = C4BPB
index = 211
Annotated 5SS: [ 105  748 1640 2979 7774 9423]
Annotated 3SS: [  639  1465  2801  7679  9307 10946]
SMsplice 5SS: [ 105  748 1640 9423]
SMsplice 3SS: [  639  1465  9307 10958]
top_k =  500
Partition function (log Z): -5.425270062686939

Sorted 5' Splice Sites (High to Low Probability):
Position 748: 0.8739296660511442
Position 105: 0.7844204805915541
Position 1640: 0.7293274705429191
Position 2979: 0.4360863501055865
Position 9423: 0.4203362976846641
Position 2864: 0.33555228549301896
Position 1573: 0.22145758966603665
Position 7774: 0.17472540913189585
Position 110: 0.14928850477382158
Position 520: 0.1259616441350755
Position 554: 0.10109779560622797
Position 2428: 0.0804131586378003
Position 2083: 0.07779241563936541
Position 6632: 0.037785170168591835
Position 317: 0.018330161076062862
Position 10582: 0.01680301496767653
Position 752: 0.01466173998809981
Position 190: 0.009858001617025514
Position 6970: 0.009571461595670305
Position 382: 0.003388708173315806
Position 10588: 0.0028911515687216503
Position 3414: 0.002425101959056641
Position 703: 0.0023265329987509995
Position 1199: 0.001854687222564935
Position 7154: 0.0018288127858337908
Position 53: 0.0017921004198321886
Position 1719: 0.0012554721720311648
Position 2657: 0.0012544751421632548
Position 342: 0.0012355956666207997
Position 2736: 0.0011079889981049855
Position 168: 0.000986221164079438
Position 49: 0.0009283105993908832
Position 1522: 0.0007321431250034647
Position 1825: 0.0006880690956239538
Position 285: 0.0005621608528201453
Position 3401: 0.0005549265885271186
Position 945: 0.0004847010741712799
Position 701: 0.0004036592635679727
Position 595: 0.0003357479616894749
Position 1215: 0.0002489500612450977
Position 800: 0.00015368524836658257
Position 720: 0.00014056454748200917
Position 1057: 0.0001257940536741909
Position 311: 0.00011628378763475483
Position 640: 0.00010278948906236054
Position 1300: 7.470286973529255e-05
Position 1021: 6.557369128054613e-05
Position 7082: 4.6154495157512126e-05
Position 6949: 3.878562174924199e-05
Position 1657: 3.8662095049132224e-05
Position 653: 3.8250285056953236e-05
Position 6765: 3.704805721292865e-05
Position 1644: 3.4083772665913705e-05
Position 2213: 3.302580759700083e-05
Position 277: 2.7288237627570013e-05
Position 787: 2.672658920425059e-05
Position 346: 2.480535159018529e-05
Position 587: 2.3493761009365378e-05
Position 504: 2.3129639103381984e-05
Position 463: 2.2084148674354695e-05
Position 1553: 1.971578007826112e-05
Position 429: 1.7003250898333844e-05
Position 915: 1.3799467437618454e-05
Position 141: 6.26020120802883e-06
Position 13: 3.86032715853333e-06
Position 256: 2.912933042198567e-06
Position 2976: 2.416148126000143e-06
Position 2828: 1.2720958623625075e-06
Position 2983: 7.981038651359968e-07
Position 114: 2.9294902726947946e-07
Position 207: 1.0833878576005038e-07
Position 63: 2.5291874299692068e-08
Position 1549: 2.5124433195324404e-08
Position 268: 1.623289223567692e-08
Position 205: 8.769527756433994e-09
Position 1611: 6.4554694945419965e-09
