Gene = RGP1
index = 1135
Annotated 5SS: [ 122  585 1093 1455 1703 2126 2468 2859]
Annotated 3SS: [ 449  955 1370 1552 1978 2339 2668 3363]
SMsplice 5SS: [ 122 1093 1455 1703 2468 3516]
SMsplice 3SS: [ 955 1370 1552 2339 3363 3894]
top_k =  500
Partition function (log Z): -3.7013949786150095

Sorted 5' Splice Sites (High to Low Probability):
Position 2468: 0.98728917478322
Position 1455: 0.7951327478441691
Position 1093: 0.7073082066041698
Position 3516: 0.6435738218094081
Position 122: 0.47577898652468487
Position 1703: 0.44263665974483135
Position 585: 0.4417825875127225
Position 2126: 0.31488504536262196
Position 2051: 0.2682369822134647
Position 2859: 0.25762718351847747
Position 1614: 0.19458470670998984
Position 61: 0.13594128513461587
Position 416: 0.10213631719927171
Position 5078: 0.10137498293905432
Position 4451: 0.06951117346524904
Position 1135: 0.06732589241437206
Position 1126: 0.06611063517443416
Position 6563: 0.06378742479561518
Position 606: 0.0579982922346694
Position 350: 0.04105648128544416
Position 751: 0.03155897519962495
Position 1371: 0.023772563412850847
Position 386: 0.020812575263810775
Position 135: 0.020235414610500598
Position 662: 0.01747513192672069
Position 3159: 0.01648912818869146
Position 1601: 0.010015290906821746
Position 4409: 0.007467742118404108
Position 3477: 0.00559067923006457
Position 205: 0.0051795560733315
Position 881: 0.003516839957048324
Position 1006: 0.0033450872538784075
Position 4251: 0.0031670740899446396
Position 4646: 0.002913787510197367
Position 3690: 0.0028921442993033323
Position 93: 0.0027249644051378225
Position 914: 0.002427958344163522
Position 868: 0.002043158886397491
Position 531: 0.001936590860446205
Position 481: 0.0016829511582660572
Position 1163: 0.0014239884127075029
Position 3151: 0.00136851826262312
Position 2847: 0.0012079876675195505
Position 1137: 0.0011461323064087259
Position 242: 0.0010879205169401411
Position 815: 0.000951865267056091
Position 709: 0.000919800632346846
Position 2699: 0.0008967166592487782
Position 670: 0.0008277607333163422
Position 186: 0.0007304615419293467
Position 1605: 0.000713685451854735
Position 872: 0.0006771193306957903
Position 2300: 0.0005434383808051896
Position 2756: 0.0005404011217754526
Position 1459: 0.0004399420080543689
Position 535: 0.0004044512261820524
Position 2724: 0.0003881337300043327
Position 277: 0.0003205771727298405
Position 49: 0.0002982917309160563
Position 2899: 0.000287770313207342
Position 1042: 0.00023742844913480213
Position 500: 0.0001727070453513175
Position 505: 0.0001461750211955469
Position 2423: 0.00013204218326399035
Position 1386: 0.00013162106188531123
Position 1241: 0.0001117253647005133
Position 1687: 9.209164721170305e-05
Position 698: 9.136702739447602e-05
Position 609: 8.003084193112847e-05
Position 478: 7.782320384282568e-05
Position 538: 6.189683420721937e-05
Position 955: 5.5203367380493655e-05
Position 2420: 4.634031247463267e-05
Position 1516: 4.1937397544472204e-05
Position 793: 3.9445969406987144e-05
Position 106: 2.2989571906441282e-05
Position 736: 1.387301014778796e-05
Position 883: 1.3702082236865357e-05
Position 438: 1.3257937196234754e-05
Position 1325: 1.2205566184173009e-05
Position 108: 8.957467387487087e-06
Position 261: 5.573287186336832e-06
Position 284: 5.523501926720478e-06
Position 3806: 3.4254742578670638e-06
Position 153: 3.1277009870759988e-06
Position 291: 1.684135831758557e-06
Position 2736: 1.3895215474184484e-06
Position 3194: 5.591367171412315e-07
Position 365: 2.650296359529669e-07
Position 225: 4.57241968535739e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2339: 0.9677926004528028
Position 955: 0.8275283662276549
Position 1370: 0.788138195895658
Position 3363: 0.623563374399752
Position 1978: 0.5409411221459589
Position 1552: 0.4863368441793176
Position 449: 0.3085659346173695
Position 5000: 0.1762130522362321
Position 4608: 0.16317945252605323
Position 2627: 0.15201907991571537
Position 2668: 0.14773570572246256
Position 3894: 0.13849946363415888
Position 6678: 0.11775429607903823
Position 7108: 0.09937799410440594
Position 6481: 0.07814681007239244
Position 7186: 0.060576425146423384
Position 4165: 0.05506080342472316
Position 6653: 0.05064531853907004
Position 1265: 0.04801705490402147
Position 1193: 0.042374071841766406
Position 3443: 0.03865614329219091
Position 3414: 0.037792398321642134
Position 1605: 0.030363969878617135
Position 329: 0.024734919963243902
Position 1562: 0.023711092899303572
Position 2004: 0.0230712841067461
Position 3024: 0.021031096753071958
Position 1268: 0.019827153905008287
Position 712: 0.01976827611309116
Position 1949: 0.01914663856478109
Position 4326: 0.018920616022870144
Position 5778: 0.017939618736880908
Position 4296: 0.01772750206025317
Position 4250: 0.017116017269717995
Position 7059: 0.016265963774352087
Position 6950: 0.014396857831861143
Position 277: 0.011284316552150469
Position 1491: 0.00950670011581332
Position 6562: 0.008980430330660132
Position 5307: 0.008545314503783078
Position 584: 0.008237104730945804
Position 415: 0.008103414915507106
Position 5549: 0.007375914215258701
Position 3733: 0.007360919365017175
Position 372: 0.006534324224075201
Position 3609: 0.006485161483296742
Position 4074: 0.006284657359443668
Position 3326: 0.0056798342370612456
Position 2406: 0.005656841938611313
Position 1579: 0.005481215591590154
Position 2185: 0.005368157055354147
Position 4210: 0.005335899588433213
Position 4182: 0.0050230444608097904
Position 2957: 0.004896616262509579
Position 2644: 0.004805613428867432
Position 1238: 0.004798061082089212
Position 4088: 0.0047496262073220075
Position 995: 0.004706089121296491
Position 1986: 0.003857757743669702
Position 6616: 0.003636826239489406
Position 3374: 0.0034997368938167236
Position 4235: 0.0032523162908133486
Position 2283: 0.003010934500971651
Position 6203: 0.0028243397488804953
Position 6817: 0.0026727918697128745
Position 1673: 0.0024922804161173527
Position 3051: 0.0023697456773527008
Position 3899: 0.0021757523847260526
Position 2597: 0.0020683932929775007
Position 2675: 0.0019726755236800435
Position 2251: 0.001911224882544212
Position 3150: 0.0018638372240546031
Position 3270: 0.0018215520036162288
Position 2829: 0.001722215531106398
Position 4339: 0.0014281717741289552
Position 2776: 0.0013392080813228546
Position 5380: 0.0011944137620941131
Position 2631: 0.0010842636524597735
Position 3558: 0.0010447933236043666
Position 3465: 0.0009423686555941806
Position 4384: 0.0008910888670348271
Position 4381: 0.0008816252613507297
Position 3408: 0.0007234228645226714
Position 1891: 0.0006615697283628502
Position 1567: 0.0006402613355827424
Position 1315: 0.0006258177092707539
Position 1644: 0.0005329949290010023
Position 793: 0.0004579041761202767
Position 1006: 0.0004476521729850104
Position 1042: 0.00028685986203776456
Position 3967: 0.00028566251523612916
Position 379: 0.00027598405913551696
Position 976: 0.00027195234605085274
Position 3086: 0.00023778653995004835
Position 959: 0.00022033551132112799
Position 385: 0.0002115776149544966
Position 247: 0.00019610797125507024
Position 212: 0.00018588403700820456
Position 2990: 0.0001629934126712217
Position 2289: 0.00015916358341104195
Position 850: 0.0001527275615980546
Position 673: 0.0001371777602443499
Position 4397: 0.0001206542715407115
Position 2679: 0.00010530570757233149
Position 877: 0.000101113763467245
Position 1581: 8.994067031353444e-05
Position 654: 8.004906310072974e-05
Position 3379: 7.367571816899459e-05
Position 284: 7.31068531079303e-05
