Gene = SPRR2F
index = 1322
Annotated 5SS: [42]
Annotated 3SS: [762]
SMsplice 5SS: [42]
SMsplice 3SS: [762]
top_k =  500
Partition function (log Z): -7.562334915607816

Sorted 5' Splice Sites (High to Low Probability):
Position 42: 0.9688512613406353
Position 612: 0.09807269872879731
Position 446: 0.05519448103047289
Position 349: 0.025354366217878555
Position 461: 0.018943021539505726
Position 690: 0.014520685190964153
Position 593: 0.008426169940145754
Position 243: 0.0021490832137705156
Position 9: 0.0014139424258214851
Position 333: 0.0008083072854324588
Position 112: 0.0006426936569604455
Position 351: 0.0003176613011112319
Position 648: 0.0002469576632409557
Position 289: 0.00021544591340073665
Position 87: 0.00015664278486724866
Position 997: 0.0001514604623749252
Position 473: 0.00013315402253255172
Position 117: 0.00012867594250150078
Position 901: 8.910381564920987e-05
Position 218: 8.517156870446704e-05
Position 137: 7.551627898959517e-05
Position 874: 7.365011253705535e-05
Position 223: 7.013733862064565e-05
Position 388: 4.90667568616767e-05
Position 247: 4.7340145874474905e-05
Position 211: 3.575100634097068e-05
Position 521: 3.221120522067213e-05
Position 75: 3.1582322904094614e-05
Position 494: 3.1232902852263846e-05
Position 847: 3.026521407297825e-05
Position 46: 8.869522093345806e-06
Position 318: 8.846617379574487e-06
Position 606: 7.58598559498325e-06
Position 830: 7.143380227965171e-06
Position 156: 9.070847222390521e-07
Position 225: 7.928016158299713e-07
Position 68: 5.905559373319591e-07
Position 390: 3.6020972495544234e-07
Position 339: 3.277637146080245e-07
Position 378: 2.1392478152815422e-07
Position 398: 1.5528458061608242e-07
Position 60: 1.2870301025970564e-07
Position 320: 1.0835315988588964e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 762: 0.8141503192785002
Position 332: 0.17163516996765743
Position 534: 0.11618393101473135
Position 722: 0.02005405998861727
Position 378: 0.01352593181577646
Position 506: 0.008049882497639004
Position 796: 0.007258103382021265
Position 491: 0.006930022382692632
Position 973: 0.005745503731543106
Position 348: 0.004871438145890686
Position 799: 0.003985348886607964
Position 423: 0.003805110940052993
Position 1062: 0.0027038478333700107
Position 1198: 0.0023972131576453525
Position 200: 0.002380902984977315
Position 1124: 0.0018537696204867474
Position 211: 0.0016887272817551775
Position 345: 0.001257177260867124
Position 1175: 0.0009068209013811001
Position 216: 0.0006255366150748557
Position 847: 0.0006247916602044402
Position 108: 0.0005426830185267983
Position 667: 0.0004934001124314495
Position 910: 0.00040572105739806053
Position 802: 0.00040255819295262747
Position 925: 0.00036860614911842285
Position 874: 0.00033103060931249863
Position 928: 0.00029670133452065365
Position 156: 0.0002893139275189488
Position 171: 0.0002848729249184488
Position 1155: 0.00027912470411265317
Position 1087: 0.00024052211727371145
Position 901: 0.00022854102105212144
Position 536: 0.00016525964093250432
Position 1349: 0.00015077289111883798
Position 1380: 0.00014289154857331947
Position 275: 0.0001392119111618515
Position 701: 0.00010781783495992283
Position 1284: 0.00010620115389032668
Position 238: 9.059859504809817e-05
Position 780: 7.721023393001714e-05
Position 582: 7.103627812277858e-05
Position 563: 7.045208585195372e-05
Position 1161: 4.88891854978535e-05
Position 606: 4.778583529022285e-05
Position 1204: 3.552987065719018e-05
Position 991: 3.332625307954731e-05
Position 1019: 3.2211238822438104e-05
Position 770: 3.055645384761314e-05
Position 979: 2.520820713507567e-05
Position 854: 2.4488936217975876e-05
Position 993: 2.4351682862994487e-05
Position 1235: 2.2256286805540815e-05
Position 777: 2.2196077578003567e-05
Position 436: 2.003657412250865e-05
Position 820: 1.6219235254861448e-05
Position 243: 1.6141315735400085e-05
Position 637: 1.387372684979265e-05
Position 272: 1.2496009052563405e-05
Position 1095: 1.2258173934863916e-05
Position 646: 9.391361031870995e-06
Position 937: 8.914922863879936e-06
Position 593: 6.865697355595741e-06
Position 112: 6.6467899874585885e-06
Position 1036: 5.803635336207875e-06
Position 1105: 5.750202354862336e-06
Position 1242: 4.363159748660922e-06
Position 218: 2.661317721875095e-06
Position 1331: 2.4886897808873e-06
Position 454: 1.8521570884418429e-06
Position 442: 1.612600664049291e-06
Position 177: 9.673065104708543e-07
Position 240: 1.7641073837504544e-07
Position 289: 7.651483865392905e-08
Position 259: 6.558236766669914e-08
Position 222: 4.7287001753099834e-08
Position 355: 1.2172508564050299e-08
Position 247: 1.0042400935928485e-09
Position 179: 4.05715463737698e-10
Position 252: 2.9995749972612515e-10
