Gene = WDR91
index = 1571
Annotated 5SS: [  155  1959  2744  4415  5607  7267 13542 15391 16601 17957 18304 22191
 23102 24563]
Annotated 3SS: [ 1778  2535  4331  5475  7100 13382 15196 16449 17861 18134 22081 22988
 24364 25218]
SMsplice 5SS: [  155  5607  7267 13172 13542 16601 17957 18304 22191 23102 24563]
SMsplice 3SS: [ 5475  7179 13099 13382 16449 17861 18155 22081 22988 24364 25218]
top_k =  500
Partition function (log Z): 14.322485734022694

Sorted 5' Splice Sites (High to Low Probability):
Position 18304: 0.9998016347547214
Position 13542: 0.998416732915211
Position 155: 0.9881259223560495
Position 17957: 0.9752050609212161
Position 22191: 0.926390671524924
Position 7267: 0.9171372259995983
Position 5607: 0.8697699905629692
Position 16601: 0.8525387331203409
Position 23102: 0.8488776279142594
Position 24563: 0.8091439950017957
Position 4415: 0.6836882098256714
Position 25886: 0.5304421837750001
Position 13172: 0.5165729470678911
Position 12286: 0.5129849799745472
Position 15391: 0.46008918988433234
Position 1137: 0.37245651437868676
Position 1959: 0.35159052172985933
Position 16965: 0.3429805987624868
Position 14158: 0.23671028174278097
Position 1039: 0.17974595010055827
Position 13192: 0.1724654537675091
Position 2616: 0.16560622570091063
Position 14491: 0.1535836055534345
Position 25525: 0.14506577922625208
Position 25142: 0.13285567873654003
Position 17274: 0.11020221491182874
Position 1491: 0.10445396398733005
Position 25427: 0.10204681333252494
Position 25106: 0.08094033215014845
Position 24905: 0.07444628417425656
Position 26189: 0.07249494222931015
Position 17078: 0.0663170701449749
Position 12264: 0.0608398267243912
Position 17484: 0.058627542188589246
Position 26181: 0.05120516297381881
Position 20055: 0.04999952165735471
Position 11199: 0.04846305652290659
Position 17615: 0.043081399594626264
Position 16138: 0.032004187826432814
Position 973: 0.031194742836097945
Position 6450: 0.028774622966699283
Position 25919: 0.028636728663541087
Position 26256: 0.028231820156698024
Position 24941: 0.02691943813618409
Position 24401: 0.026705557799861328
Position 25565: 0.025354609688434157
Position 24288: 0.018386876038679074
Position 3128: 0.017746392823177456
Position 21197: 0.017293740708663397
Position 25313: 0.016457939213042068
