Gene = SUSD5
index = 1360
Annotated 5SS: [  530  5288 11408 44330]
Annotated 3SS: [ 5109 11288 44140 65181]
SMsplice 5SS: [  530  5288 11408 12559 20533 44037 44330]
SMsplice 3SS: [ 5109 11288 12432 20414 43971 44140 65181]
top_k =  500
Partition function (log Z): -28.200117501386618

Sorted 5' Splice Sites (High to Low Probability):
Position 5288: 0.9723724358336068
Position 11408: 0.9536046106357526
Position 530: 0.8660118058999057
Position 12559: 0.7301238304314703
Position 16832: 0.5657338533676454
Position 20533: 0.5398996753855575
Position 16146: 0.38338681209881875
Position 11895: 0.19377019834424034
Position 767: 0.12362023346877858
Position 1382: 0.10705160864616649
Position 517: 0.09428644505720098
Position 14325: 0.08929343518195186
Position 4406: 0.07836136990465892
Position 9970: 0.07822891582742633
Position 24571: 0.07056725140128133
Position 9979: 0.06356759054458533
Position 7640: 0.05134902101597576
Position 22288: 0.03812883444154166
Position 9929: 0.038024557391327
Position 12553: 0.03663129124039414
Position 16156: 0.03045627020168379
Position 837: 0.030187447210493202
Position 10195: 0.028522481179412945
Position 4638: 0.027494697242911953
Position 5975: 0.023505233988025724
Position 11432: 0.02348122678494071
Position 6529: 0.022787817914524975
Position 1126: 0.021404365643230637
Position 6070: 0.02045776859246765
Position 7695: 0.0184544561411888
Position 2188: 0.016931592955503606
Position 141: 0.015866560834087343
Position 16669: 0.014501110033126794
Position 11901: 0.014403539726136443
Position 2804: 0.013784992769217665
Position 11626: 0.0122596600228636
Position 5278: 0.008313386309997037
Position 15822: 0.007265327205367987
Position 2576: 0.006815061021819372
Position 7958: 0.006479630963171642
Position 11631: 0.006165493114097911
Position 11863: 0.005648968675493482
Position 8895: 0.005646503523196152
Position 11469: 0.005058656275251779
Position 10095: 0.004967221257340604
Position 7339: 0.004936586841614096
Position 6341: 0.004765190026003704
Position 12100: 0.004441992630183471
Position 802: 0.004303975056370642
Position 6945: 0.004249925272765685
Position 13626: 0.0040081574429582534
Position 7942: 0.003611410612493017
Position 4476: 0.003335925368769927
Position 6286: 0.003226710833593363
Position 2298: 0.003045385354204322
Position 5706: 0.0022556122963057882
Position 3083: 0.002236981950529947
Position 12059: 0.0022201646691939136
Position 5229: 0.002010146845515345
Position 2483: 0.001944829211776113
Position 771: 0.001738557630984662
Position 7557: 0.0015996807094853238
Position 6375: 0.0015214281180908088
Position 5250: 0.001504370323331589
Position 304: 0.0011427419494083513
Position 11679: 0.0005207883475507256
Position 500: 0.00040495244977707093
Position 1159: 0.0002866654223064002
Position 536: 0.00022585480289991845
Position 133: 0.0001901623460254672
Position 929: 0.00012858782587899534
Position 5689: 0.00011110067038462393
Position 5372: 6.164578708143044e-05
Position 12571: 4.281451071345936e-05
Position 391: 4.253946190758209e-05
Position 1134: 4.2093442720745445e-05
Position 737: 3.70813447862155e-05
Position 716: 3.261001537553231e-05
Position 534: 3.089174374679633e-05
Position 6105: 2.488491637461829e-05
Position 208: 2.2474093793635587e-05
Position 702: 2.2001826356853152e-05
