Gene = PSMC2
index = 1088
Annotated 5SS: [  223  2868  9045 10036 10880 17175 17845 18526 19394 21250 22702 22896]
Annotated 3SS: [ 2609  9006  9953 10779 17042 17771 18429 19228 21161 22498 22798 22982]
SMsplice 5SS: [  223  2868 10036 10880 17175 17845 18526 19389 21250 22702 22896]
SMsplice 3SS: [ 2771  9953 10779 17042 17771 18429 19193 21161 22498 22798 22982]
top_k =  500
Partition function (log Z): 21.124622682028683

Sorted 5' Splice Sites (High to Low Probability):
Position 22702: 0.9983264164043754
Position 22896: 0.9964306307062287
Position 10880: 0.9960858016627128
Position 223: 0.993763945951058
Position 18526: 0.9930016936524602
Position 21250: 0.9660453116343521
Position 10036: 0.9483818331291645
Position 17175: 0.890752447195122
Position 2868: 0.8209891465940127
Position 17845: 0.7479887410527211
Position 19389: 0.6109657572196067
Position 9045: 0.4859216148213899
Position 17434: 0.48002181757732626
Position 19394: 0.33813217684218067
Position 822: 0.27502418792105476
Position 23084: 0.2178159098304774
Position 10622: 0.21312882485643436
Position 15756: 0.20406285934886048
Position 6490: 0.19860604868324336
Position 19623: 0.14331056007290485
Position 2125: 0.08965658640698278
Position 18868: 0.08757476067419818
Position 19075: 0.06330991672697958
Position 19947: 0.04775716428454351
Position 2336: 0.04497070671164783
Position 19199: 0.036126800994927835
Position 2610: 0.028477958437231513
Position 12791: 0.01910635272512778
Position 17137: 0.018900220644749825
Position 10369: 0.016481519214011833
Position 2686: 0.016079726302025647
Position 18719: 0.01366543172730421
Position 17442: 0.013110020345022011
Position 23075: 0.0122072600600426
Position 1497: 0.012061438999005233
Position 19399: 0.012055850859191775
Position 13185: 0.011394425093434959
Position 13814: 0.011259495582846767
Position 18676: 0.010493320185120293
Position 13173: 0.010376566764099954
Position 17685: 0.009830410783160838
Position 14788: 0.009444914157999414
Position 23016: 0.009415426848194774
Position 20169: 0.00878786157936258
Position 22526: 0.007979153874208679
Position 632: 0.007570961427820414
Position 1362: 0.007461244674552512
Position 1008: 0.0070279241620335555
Position 13698: 0.00688720456817613
Position 4445: 0.006663107649764565
Position 11579: 0.006525234135770615
Position 20159: 0.006275991052132353
Position 1014: 0.006186151753763317
Position 7760: 0.006180005130922999
Position 18331: 0.005832725202082699
Position 1773: 0.005687756286877454
Position 6254: 0.005639833161632449
Position 8026: 0.0054746916755509765
Position 22427: 0.004984032890380862
Position 13832: 0.004370137896495601
Position 19293: 0.0037047368665617153
Position 578: 0.0031116591336908883
Position 21936: 0.0030819822378182382
Position 10713: 0.0028792929796939656
Position 18349: 0.0026727907103587956
Position 2429: 0.0023288226772972165
Position 21571: 0.00227132743459728
Position 23280: 0.002094275025900748
Position 5098: 0.0020753592871873014
Position 19763: 0.001710713113686957
Position 10073: 0.0016571539611884888
Position 10230: 0.0013092102433288873
Position 23442: 0.0010784868278836202
Position 15623: 0.0009471715736294638
Position 861: 0.0009406198287632777
Position 2251: 0.0008811815606159037
Position 14705: 0.0008341018744652242
Position 10297: 0.0007802579817743308
Position 2470: 0.0006660970559670412
Position 2712: 0.000628037818595047
Position 14362: 0.0006176748295676983
Position 23158: 0.0006038260768400763
Position 186: 0.0005752123084338893
Position 542: 0.0005105273695103404
Position 2117: 0.0004960947243185636
Position 21549: 0.0004093140004788358
Position 229: 0.0003681381723868841
Position 2454: 0.00035828949313269914
Position 15497: 0.00024172811220981498
Position 21301: 0.00022564484063804019
Position 14202: 0.0001993678674006263
Position 973: 0.00016334034179812698
Position 18473: 0.00013953175407028476
Position 1116: 0.0001366874319928407
Position 19385: 0.00011761202370054058
Position 22603: 0.00011128377050765025
Position 538: 8.969206012266286e-05
Position 199: 8.355693391721895e-05
Position 227: 7.926520970447871e-05
Position 1123: 7.029302018465134e-05
Position 1850: 5.733878381562747e-05
Position 176: 4.825276234494626e-05
Position 936: 4.20145814273702e-05
Position 22577: 4.112822325431185e-05
Position 565: 4.0053988801270136e-05
Position 1514: 3.797614332289328e-05
Position 1507: 3.425903404927545e-05
Position 18502: 3.3265938908917866e-05
Position 19237: 2.5153366870666616e-05
Position 19118: 1.961781535587546e-05
Position 235: 1.8920732745041436e-05
Position 351: 1.7799922150297183e-05
Position 9: 1.7763232601530453e-05
Position 18663: 1.616556263440648e-05
Position 157: 1.2659562057308729e-05
Position 22900: 1.1400309306192776e-05
