Gene = THPO
index = 1399
Annotated 5SS: [  70 1898 2257 2630 4730]
Annotated 3SS: [1739 2128 2542 4561 4965]
SMsplice 5SS: [  70 1898 2297 2630 4730 5047]
SMsplice 3SS: [1739 2043 2509 4561 4965 5877]
top_k =  500
Partition function (log Z): 2.134825740291378

Sorted 5' Splice Sites (High to Low Probability):
Position 70: 0.978113383517229
Position 5047: 0.9666164799646605
Position 2630: 0.8996734384206732
Position 1898: 0.7850475221212668
Position 4730: 0.7635197779060257
Position 2297: 0.705474963705169
Position 4685: 0.17617971296989257
Position 2257: 0.1468748076276836
Position 5628: 0.09604367018000236
Position 1190: 0.07035558756099704
Position 5749: 0.05400215454552839
Position 699: 0.04922164325784297
Position 1377: 0.04500757967294256
Position 4878: 0.044521014718707
Position 1644: 0.017301251591137684
Position 5999: 0.012779501478229028
Position 234: 0.011969415589296987
Position 3030: 0.011163933597650014
Position 655: 0.009326176926670737
Position 2809: 0.008568790032898682
Position 494: 0.007370560018519695
Position 1121: 0.007290157854740918
Position 5283: 0.006716295817908099
Position 4042: 0.004901001765240848
Position 3873: 0.004170736965459133
Position 1609: 0.0037773848484078695
Position 712: 0.0036353510774686823
Position 555: 0.001988326986107552
Position 4307: 0.0018765795547914647
Position 4435: 0.0016096380775566898
Position 730: 0.001424429479062386
Position 4275: 0.0011999536045730593
Position 1518: 0.0006822516484339188
Position 5633: 0.0006755371641949519
Position 2216: 0.0006585331454619718
Position 2818: 0.0004916623864416261
Position 3686: 0.0004878832899978578
Position 3018: 0.0004855086084118832
Position 2290: 0.0003886597525399366
Position 860: 0.00034521529023716683
Position 1341: 0.00033560687576574704
Position 195: 0.00031839552449427566
Position 86: 0.0003148377475569914
Position 657: 0.0002474162103624074
Position 2044: 0.0002463507721084417
Position 881: 0.00021938193511739616
Position 98: 0.0002088528447452196
Position 1152: 0.0001930943224871556
Position 5261: 0.00019169478650026613
Position 241: 0.00018460584691462988
Position 104: 0.0001774249979908739
Position 380: 8.031147834337451e-05
Position 3202: 8.01080764251688e-05
Position 1194: 7.299046551284224e-05
Position 4343: 7.1499972414779e-05
Position 1409: 6.303960355879274e-05
Position 1484: 5.800860065693552e-05
Position 599: 4.681488310469625e-05
Position 1210: 4.6422205136035786e-05
Position 4689: 3.0825606838283986e-05
Position 5478: 1.3399911360439032e-05
Position 438: 9.554618073591968e-06
Position 5065: 4.759727139473294e-06
Position 450: 2.9290149152421394e-06
Position 2143: 2.1969947717323443e-06
Position 677: 2.1188235366769002e-06
Position 2893: 1.9886870884828137e-06
Position 246: 1.3351763025305456e-06
Position 417: 8.364870528292932e-07
Position 3060: 8.020376200608894e-07
Position 93: 7.3654594945332e-07
Position 47: 5.321282894402483e-07
Position 2964: 2.9215157218123235e-07
Position 427: 2.4469409944864555e-07
Position 629: 2.1998250236936792e-07
Position 3274: 1.8849125103412214e-07
Position 252: 6.439879361850708e-08
Position 88: 3.832330427888016e-08
Position 377: 2.8227043967520058e-08
Position 183: 2.6840993646727873e-08
Position 193: 4.868888004306449e-09
Position 74: 4.39211086276321e-09
Position 279: 3.227339437811789e-09
Position 37: 3.799563586569256e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4561: 0.8681986396095015
Position 1739: 0.6923387598512182
Position 2509: 0.6491931503929795
Position 2043: 0.554228927331782
Position 4965: 0.3425377664425626
Position 5877: 0.2984718692837318
Position 4977: 0.281637247091967
Position 2542: 0.23929491925471283
Position 4905: 0.17595247280525111
Position 4946: 0.17145692760561537
Position 5688: 0.137948357405738
Position 5526: 0.12570297219117085
Position 2249: 0.1155037939299515
Position 5123: 0.09961288588120111
Position 5282: 0.09522977193608102
Position 2165: 0.06833260699584255
Position 1789: 0.059638511627015715
Position 2252: 0.05691394545989871
Position 5162: 0.05276381772638964
Position 4778: 0.04865449705778206
Position 5110: 0.04735573395316684
Position 2128: 0.04652545787828646
Position 5576: 0.04503049236319731
Position 1056: 0.040753523914889886
Position 5673: 0.03332462791885874
Position 5369: 0.03220427267944364
Position 6091: 0.03159553145134153
Position 554: 0.030843684266244866
Position 6150: 0.029804206063832387
Position 1301: 0.029152025933905736
Position 1824: 0.027034186983653757
Position 5610: 0.026535752147093163
Position 5398: 0.025689150820225926
Position 1096: 0.023653626569167134
Position 4515: 0.020414665865307397
Position 6024: 0.01739597745332442
Position 525: 0.015931983516687336
Position 5315: 0.0159289324451206
Position 4672: 0.013917604248246309
Position 4711: 0.013899773628037812
Position 1184: 0.012343269112311924
Position 4532: 0.011347280327235261
Position 2740: 0.011154594713525697
Position 413: 0.010749696126973443
Position 1187: 0.01024867250874456
Position 1466: 0.009681031032445844
Position 976: 0.009289701149791156
Position 2945: 0.00790823382936385
Position 3552: 0.006415370846261728
Position 5436: 0.005758214388745099
Position 2424: 0.0056342713424445265
Position 4496: 0.005592228512785266
Position 5478: 0.0053364867656587435
Position 1792: 0.005187064728334891
Position 2012: 0.004935430368690066
Position 5120: 0.004887595549952842
Position 5134: 0.004145738058376988
Position 4567: 0.00413774827520607
Position 6063: 0.00376746698428448
Position 4982: 0.003449142730865607
Position 3919: 0.0031668909710727594
Position 5810: 0.002625748183944558
Position 4564: 0.0024175971328485716
Position 4684: 0.001955943089178532
Position 533: 0.001886512151725935
Position 1326: 0.001839579855353562
Position 4341: 0.001835968256414498
Position 3943: 0.0017760245549309462
Position 1744: 0.0016458494255781452
Position 2209: 0.0016437928719504015
Position 2180: 0.001538887406692086
Position 431: 0.0014171347652352933
Position 2404: 0.0014011064464993647
Position 1686: 0.0013682016608051557
Position 5229: 0.0013560827910957742
Position 2898: 0.0013546100299914787
Position 5743: 0.0013511673497067598
Position 5200: 0.0012708986069893185
Position 1011: 0.001266725374541596
Position 920: 0.0012469588652894677
Position 4787: 0.0012398604199895772
Position 4595: 0.0012396726461584994
Position 958: 0.0012336265923879933
Position 1545: 0.0012330176780303655
Position 2216: 0.001126247037820766
Position 584: 0.0010577261346630088
Position 3798: 0.001054252218099643
Position 2604: 0.0010201196740266113
Position 1559: 0.0009454686843183513
Position 4134: 0.0008483655137734762
Position 2548: 0.0008265125884840167
Position 2078: 0.0008165498699385922
Position 5622: 0.0008147004239177204
Position 1517: 0.0007827473552563818
Position 5826: 0.0007674622466959281
Position 616: 0.0006430629062220289
Position 2544: 0.0006387617106704406
Position 5377: 0.0006238225328861428
Position 4083: 0.0006157589955283791
Position 4456: 0.0005854432007279753
Position 2438: 0.0005793110090467135
Position 590: 0.0005583366821855396
Position 4242: 0.00046397476367239293
Position 5952: 0.00044010179690972043
Position 289: 0.0003860841443670885
Position 747: 0.0003653836327194933
Position 4790: 0.00035973468693191354
Position 5151: 0.00034460749418161265
Position 311: 0.0003331948546924391
Position 4816: 0.00032336776680766616
Position 6128: 0.00031517124122014883
Position 152: 0.0003139395933640542
Position 2449: 0.00030398111318833716
Position 5068: 0.00027605894750847053
Position 979: 0.00027079682629708833
Position 5181: 0.00026997170396995566
Position 1023: 0.0002696523800597777
Position 4207: 0.00026032349324905984
Position 2808: 0.00024852127839687725
Position 1603: 0.00024101826219662562
Position 137: 0.00021427444269371212
Position 437: 0.0002082704511460611
Position 2484: 0.00019964833348348152
Position 1120: 0.00019752224388003715
Position 798: 0.00017192306190802744
Position 4864: 0.00015529593533817742
Position 5235: 0.00015324984270001765
Position 1488: 0.00014386816908391927
Position 1828: 0.0001435257386355778
Position 587: 0.00013399706886923338
Position 1853: 0.0001322174498920533
Position 5204: 0.00012180629342607979
Position 1376: 0.00011806453936824462
Position 170: 0.00011445901527612856
Position 191: 0.00010592353182237471
Position 1468: 9.372863674908328e-05
Position 2782: 9.216142475592786e-05
Position 2825: 8.818007978710004e-05
Position 1701: 8.729227528043474e-05
Position 5656: 6.547557342087263e-05
Position 461: 5.85968736517815e-05
Position 4729: 5.2654283962240624e-05
Position 1227: 4.9199877904097245e-05
Position 5632: 3.961102146062191e-05
Position 5626: 3.4199881713751695e-05
Position 1307: 2.9976680560014263e-05
Position 935: 2.5911596695064344e-05
Position 5407: 2.4899564727788827e-05
Position 729: 2.4572218130996038e-05
Position 672: 2.4346120099910425e-05
Position 639: 2.002678774162991e-05
Position 561: 1.931686439755093e-05
Position 361: 1.3292705350022367e-05
Position 5041: 1.0956730247352432e-05
Position 2494: 2.5956995614478106e-06
Position 594: 2.429742308887744e-06
Position 260: 2.175575290946326e-06
Position 470: 2.1122802286861466e-06
Position 929: 1.8747489170418135e-06
Position 2317: 1.8165600083786956e-06
Position 193: 1.628818771865838e-06
Position 626: 1.1627259615070404e-06
Position 757: 1.07926607100046e-06
Position 2715: 1.032268241329045e-06
Position 294: 1.0182929673791994e-06
Position 726: 9.88074411117736e-07
Position 492: 8.342832708192208e-07
Position 3090: 5.549541468303934e-07
Position 646: 5.385730990002273e-07
Position 188: 2.786282435072012e-07
Position 2664: 2.700675968095982e-07
Position 693: 2.3699808674372943e-07
Position 316: 2.088124092883428e-07
Position 2919: 1.8340285741379315e-07
Position 221: 1.367996174206708e-07
Position 368: 9.013661111276137e-08
Position 207: 2.4478545221249748e-08
Position 331: 2.008962127486429e-08
Position 654: 1.4218001726032473e-08
Position 377: 1.1750951008310521e-08
Position 394: 1.1244678879009593e-08
Position 146: 3.2041878767058735e-09
Position 198: 2.969355376767576e-09
Position 226: 1.1133608674357657e-09
Position 326: 1.0269374428881927e-09
Position 380: 6.927991399214382e-10
Position 215: 6.34427960827271e-10
Position 218: 1.9882823625123607e-10
Position 343: 1.7212273442869828e-10
Position 231: 1.5958185653219363e-10
Position 228: 1.4124682555706357e-10
Position 384: 1.3573701745989884e-10
Position 479: 5.969502938618646e-11
Position 335: 4.891118754695098e-11
Position 351: 2.0758710652751502e-11
Position 650: 3.694525590420378e-13
Position 506: 2.703364822986821e-13
