Gene = SUSD3
index = 1359
Annotated 5SS: [  124 17266 19287 20896]
Annotated 3SS: [17076 19138 20763 25829]
SMsplice 5SS: [  124  3755 17266 19287 20896]
SMsplice 3SS: [ 3654 17076 19138 20763 25829]
top_k =  500
Partition function (log Z): -7.000309206004227

Sorted 5' Splice Sites (High to Low Probability):
Position 17266: 0.9952413376886449
Position 124: 0.9930144523689983
Position 19287: 0.8660034902692122
Position 20896: 0.5505417647332722
Position 10442: 0.4878299617317489
Position 7059: 0.46428939881288356
Position 3755: 0.43837085353975175
Position 5903: 0.35144450068147653
Position 3687: 0.264448850277967
Position 20912: 0.191277084056303
Position 4962: 0.1908431753447043
Position 11989: 0.1514712615890693
Position 9445: 0.11351073987400058
Position 20852: 0.04268592458789321
Position 3531: 0.03938786913991533
Position 2456: 0.03643963742182274
Position 3759: 0.034853695745285136
Position 22452: 0.03226284914272418
Position 3518: 0.030916769839790848
Position 15582: 0.028602132635171734
Position 25945: 0.027793412005776733
Position 3869: 0.02448119937902361
Position 23340: 0.02426732164144916
Position 24301: 0.021306846636739967
Position 1370: 0.017458886883800616
Position 22790: 0.016137439730833793
Position 22817: 0.012477361783191275
Position 22735: 0.012125951754587503
Position 20906: 0.011763380994436572
Position 24942: 0.011750170101656935
Position 2452: 0.007957743029375746
Position 2393: 0.00661009497782363
Position 4709: 0.004649422986934539
Position 17190: 0.004626604994877333
Position 1587: 0.004004072763905962
Position 4237: 0.003527409563473586
Position 1893: 0.0030850963231810143
Position 3338: 0.0028236977305578074
Position 2703: 0.002202028734176058
Position 5484: 0.0018576275072347012
Position 3136: 0.0017636717101939393
Position 1122: 0.0017057437184306707
Position 4835: 0.0015596843748937532
Position 4971: 0.001412519124246089
Position 3153: 0.0014026155450127117
Position 3991: 0.001186860879997427
Position 3399: 0.0011288240539895358
Position 2342: 0.0009748353769494791
Position 149: 0.0009533469431172266
Position 1787: 0.0007142104263879263
Position 1691: 0.0006147714894274399
Position 1139: 0.0004968214290206226
Position 2509: 0.0004900545111601619
Position 495: 0.0004219597017143059
Position 3849: 0.000402168897405069
Position 4143: 0.00039306430080584317
Position 22092: 0.000336739696915894
Position 2913: 0.00025353298676574675
Position 3458: 0.00023848081852632477
Position 548: 0.00021685034001519868
Position 2072: 0.00019232278874520162
Position 997: 0.0001821046371993473
Position 2716: 0.00016739600677998117
Position 217: 0.0001645562356843782
Position 2623: 0.00015197045568256522
Position 2532: 0.00014338423787021315
Position 3249: 0.00014054786371683547
Position 2731: 0.00013977615348460657
Position 1011: 0.00012686545840624082
Position 1935: 0.00011409523091649061
Position 4339: 0.00010751485053567615
Position 221: 0.00010297174668180454
Position 793: 9.161260325467574e-05
Position 1749: 7.152173034765862e-05
Position 4779: 6.988206300630566e-05
Position 637: 6.1353532023152e-05
Position 1329: 6.089932899532596e-05
Position 2747: 6.0694471384313485e-05
Position 1777: 5.880995080367016e-05
Position 20764: 3.045630988136619e-05
Position 5294: 5.130037420937014e-06
Position 645: 2.7744988060383393e-07
Position 917: 3.433518098292224e-08
Position 198: 1.7621160799148918e-08
Position 384: 9.56401006885308e-09
Position 630: 9.142500787675041e-09
Position 93: 6.448196995693067e-09
Position 141: 6.0357576059314705e-09
Position 570: 4.4449023761952646e-09
Position 752: 3.923900541363021e-09
Position 319: 2.6932411123722844e-09
Position 467: 9.417551920623074e-10
Position 672: 8.41290817905555e-10
Position 393: 4.4342132375837576e-10
Position 367: 3.9130548805992525e-10
Position 4931: 4.568740922583941e-12
Position 61: 2.1954601269337612e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 17076: 0.9999836985970487
Position 25829: 0.9232367080652878
Position 19138: 0.8011705627242233
Position 20763: 0.788225199733118
Position 3654: 0.7616270435741513
Position 10327: 0.4878329068580221
Position 6933: 0.46105464463414747
Position 5779: 0.3234314713835429
Position 4866: 0.19218068916927064
Position 11871: 0.10233204349129649
Position 19045: 0.06483026176283718
Position 3374: 0.06322205292512219
Position 22630: 0.05039710531521402
Position 11927: 0.049139218097772865
Position 9311: 0.048387725603416705
Position 22194: 0.04304966518687529
Position 9255: 0.037088639965699215
Position 24040: 0.03318682149121517
Position 2392: 0.030839145661323775
Position 15446: 0.028602132635171734
Position 9394: 0.028034374304884705
Position 23219: 0.02541094406550152
Position 2218: 0.021431290944410913
Position 24892: 0.020633803216645503
Position 5814: 0.02045156601461991
Position 26418: 0.016996026771039462
Position 21091: 0.013503503775082129
Position 23393: 0.00944961060891111
Position 26035: 0.00873336911719696
Position 1267: 0.00850573977958679
Position 20716: 0.006189450130054479
Position 20672: 0.00539220654933742
Position 5853: 0.005280127061381067
Position 3197: 0.0036529226807000235
Position 1079: 0.003487589787197267
Position 6680: 0.0032358707569601973
Position 1708: 0.003018850904655608
Position 3426: 0.0026175854664921756
Position 3281: 0.0024644799304863268
Position 4653: 0.0024145166134450302
Position 26139: 0.002064016117540278
Position 5366: 0.0020203002184982755
Position 2992: 0.0018522327977957887
Position 2592: 0.0018132217510305221
Position 21869: 0.0017345529594843274
Position 22016: 0.0016999779447208728
Position 4046: 0.0016809974239311444
Position 1534: 0.001645381334246811
Position 5811: 0.0015856623178915794
Position 3354: 0.0015249775737564905
Position 3243: 0.001484400099235162
Position 20113: 0.001337342579928495
Position 4408: 0.0012851765570547871
Position 4142: 0.0011932362689693627
Position 3017: 0.001170981520981461
Position 1319: 0.0011082893192401425
Position 4590: 0.0009251726945691568
Position 22809: 0.0008641088843433166
Position 3240: 0.0008542359966755922
Position 1263: 0.0007710623042029123
Position 19391: 0.0007175756180801996
Position 2568: 0.0006075732941808152
Position 4633: 0.0005971201012049438
Position 3866: 0.000591872902050519
Position 1631: 0.0005834809742229007
Position 2223: 0.0004966033248648394
Position 18675: 0.00048716525115814443
Position 3969: 0.00048070019055988897
Position 4660: 0.00044999146308055893
Position 5602: 0.00042898291068450763
Position 1613: 0.00040983855966115205
Position 4475: 0.00038929612793339534
Position 1353: 0.00036260424551867526
Position 1277: 0.000355754726085938
Position 1369: 0.0003499101562537333
Position 3403: 0.0003497578365342776
Position 19570: 0.0003414765967940927
Position 1186: 0.00030412687957607045
Position 1200: 0.0003023274246328277
Position 21844: 0.00030083578493525856
Position 4610: 0.000293522688600097
Position 2742: 0.00028988869967755203
Position 784: 0.00028050606425883006
Position 17412: 0.0002789956930623949
Position 284: 0.0002722849714882557
Position 21142: 0.0002630107812891139
Position 4068: 0.00022237926394393472
Position 1658: 0.00019568213950180982
Position 1758: 0.000195374555718375
Position 844: 0.00017843267039527875
Position 1566: 0.00016198253619064367
Position 3071: 0.0001609966844446125
Position 876: 0.00015890481665930417
Position 3135: 0.0001455651030549384
Position 2397: 0.0001267808306799313
Position 20137: 0.00012281267667651425
Position 595: 0.00012105799307376717
Position 1423: 0.00011518048094894689
Position 734: 0.00011096284735100556
Position 5293: 0.00010559244107073659
Position 1457: 9.379366261611687e-05
Position 1669: 9.159784825177565e-05
Position 1099: 7.884488321096608e-05
Position 3035: 6.888841341332012e-05
Position 250: 6.48995384226689e-05
Position 1848: 6.440357724840187e-05
Position 281: 6.351217035047973e-05
