Gene = MPL
index = 857
Annotated 5SS: [  121   425   914  1763  2320  2707  8823  9128 11196 11553 14497]
Annotated 3SS: [  291   734  1463  2156  2579  8637  8984 11035 11455 14408 14710]
SMsplice 5SS: [  121   914  2320  2707  8823  9128 11196 11553 14497]
SMsplice 3SS: [  734  2231  2579  8637  8984 11035 11455 14408 14710]
top_k =  500
Partition function (log Z): 4.936317769265546

Sorted 5' Splice Sites (High to Low Probability):
Position 2707: 0.9997214551073259
Position 11553: 0.9808852797976011
Position 14497: 0.903640288699244
Position 2320: 0.8913389668298328
Position 121: 0.8124058935061761
Position 914: 0.8024906896495262
Position 9128: 0.7973882774337181
Position 11196: 0.6494210644122681
Position 8823: 0.5488133359580716
Position 1570: 0.5307863713609975
Position 425: 0.4747341483089172
Position 10055: 0.34417036501351445
Position 14134: 0.24360201449569727
Position 1763: 0.21427768798794392
Position 10720: 0.179164548565779
Position 11257: 0.07441919790980661
Position 12808: 0.05268033959501746
Position 177: 0.04682058255162147
Position 10649: 0.042203038788116994
Position 10795: 0.04146738991027827
Position 9496: 0.04046537072148615
Position 13856: 0.03951925746372403
Position 12618: 0.029647874304737483
Position 8759: 0.026372103406403762
Position 14095: 0.025701012959608877
Position 1856: 0.025420380512551757
Position 910: 0.024512713975404245
Position 207: 0.022708023240779616
Position 11851: 0.021559235716590484
Position 8775: 0.021473051893750768
Position 1755: 0.021266744119080895
Position 568: 0.021205708577491406
Position 12719: 0.017855371217750972
Position 13709: 0.017513995052410195
Position 12926: 0.015948887195258662
Position 12704: 0.015914730335208464
Position 202: 0.01590219738009436
Position 823: 0.014785693206206115
Position 12161: 0.01267355004718862
Position 12987: 0.009685974555689538
Position 12971: 0.00954415102082687
Position 126: 0.007353983334875544
Position 11345: 0.0064662861105282835
Position 1196: 0.005902214255255834
Position 429: 0.0039538877304267535
Position 14541: 0.0028591609232230556
Position 11592: 0.002185730319197222
Position 12156: 0.002096214830113452
Position 14579: 0.0018166068762744086
Position 13469: 0.001788530633046618
Position 10727: 0.0017847810250872878
Position 853: 0.0015880979757528066
Position 11142: 0.0015232566378297911
Position 674: 0.0014035438876703018
Position 108: 0.0010314519876771066
Position 410: 0.0010051578927248244
Position 624: 0.0009521151578049911
Position 10725: 0.0008617005536047071
Position 12915: 0.0008590497290181313
Position 10481: 0.0008110223395975135
Position 455: 0.0004675791784068537
Position 2027: 0.000400994599714152
Position 6437: 0.0003197225429528703
Position 2731: 0.0002785448926731597
Position 1871: 0.00026193186137521017
Position 1500: 0.00010848234597162717
Position 1175: 7.632260347520997e-05
Position 1557: 6.729825561771907e-05
Position 557: 4.2579799417570105e-05
Position 657: 4.1989737957004167e-05
Position 572: 2.921225600452511e-05
Position 536: 2.1355493352308318e-05
Position 137: 1.8096410534371368e-05
Position 11529: 1.5778796988249858e-05
Position 226: 4.552610039370437e-06
Position 66: 2.6819279445999867e-06
Position 391: 1.108601313444575e-06
Position 642: 6.200646383931817e-07
Position 439: 2.107136211517802e-07
Position 294: 1.9837531530601588e-07
Position 30: 2.9309498509564765e-08
Position 329: 1.4341745666932708e-08
Position 331: 4.077647878664508e-09
Position 283: 3.9016401130961334e-10
Position 505: 1.685637088571123e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2579: 0.9774005936254632
Position 11455: 0.9610091446758889
Position 14408: 0.9537129660242393
Position 734: 0.7261139433110421
Position 11035: 0.662339926889174
Position 8637: 0.5923324399724782
Position 1463: 0.5241943590796707
Position 14710: 0.4026457910898187
Position 2231: 0.3661645893427213
Position 8984: 0.34089810068993365
Position 14671: 0.2376262847696157
Position 10513: 0.23142085633668097
Position 2156: 0.22700188639036023
Position 9845: 0.21852285746699776
Position 1666: 0.21039115894276322
Position 14009: 0.18951641850937448
Position 291: 0.17714260171734572
Position 312: 0.16399589868762024
Position 8889: 0.14523349195979826
Position 2199: 0.1386574510815304
Position 8855: 0.13028166789355716
Position 9071: 0.10112062384822047
Position 14815: 0.0978020821657908
Position 12557: 0.09480740884552807
Position 14651: 0.07868023247990671
Position 9984: 0.07436255048942456
Position 14064: 0.07385577286148245
Position 2163: 0.07188391039118
Position 11107: 0.0694898781812585
Position 2175: 0.060077890236333045
Position 10008: 0.05128495705709213
Position 14608: 0.043963708359624154
Position 768: 0.041799543421053686
Position 12807: 0.0373540980246584
Position 14594: 0.03686717730349805
Position 11643: 0.03134531615137735
Position 8951: 0.031154709446774766
Position 266: 0.0299199995864923
Position 8948: 0.028125062732317054
Position 13611: 0.026725405832269303
Position 11488: 0.023162134578712898
Position 9344: 0.02167403049871989
Position 280: 0.021261903896754294
Position 9104: 0.01999210493906341
Position 13780: 0.017531539038333252
Position 12029: 0.01743124641316521
Position 761: 0.016702096287399715
Position 1593: 0.016363803835948675
Position 9415: 0.016335835202389442
Position 1482: 0.016230372340274413
Position 10626: 0.014500683421877563
Position 14089: 0.013079914085852844
Position 2048: 0.012729672307383118
Position 14688: 0.012671106747700651
Position 10596: 0.01260225360289624
Position 2073: 0.011867041814478401
Position 474: 0.011856958862572733
Position 804: 0.009678641544666227
Position 12695: 0.009442485984763833
Position 620: 0.009202376711887042
Position 811: 0.0077711809509623956
Position 12584: 0.0075990884046877654
Position 13632: 0.007553531955397323
Position 2638: 0.00728008129682256
Position 1401: 0.006968923976809987
Position 10476: 0.006957665481411611
Position 687: 0.0065443213194807184
Position 1696: 0.005895597371168973
Position 14578: 0.005138714578045577
Position 2617: 0.005057691268210311
Position 1000: 0.004983975728278894
Position 858: 0.004959478920829373
Position 554: 0.004923298372675714
Position 2535: 0.004866600087524003
Position 350: 0.0037360675643527855
Position 710: 0.003696253402173269
Position 2644: 0.0036576225424145643
Position 8818: 0.0033596672046334367
Position 13814: 0.003356720568263619
Position 14443: 0.002760478717811941
Position 13713: 0.00268521497943666
Position 816: 0.002524865840291732
Position 1331: 0.0024967791610736906
Position 9253: 0.0024555050203768107
Position 908: 0.002435138416175356
Position 14776: 0.0023863869468585593
Position 13358: 0.0023837424891848978
Position 14716: 0.0022539591068727184
Position 1630: 0.002069074649296029
Position 876: 0.0020539133492163157
Position 1711: 0.0019096605350372216
Position 12399: 0.0018670150832862113
Position 14411: 0.0018447323833254733
Position 14631: 0.0018394914548214188
Position 12467: 0.0018223298057691887
Position 1643: 0.0017670424251533209
Position 1818: 0.0016921016650908874
Position 8384: 0.0015489000051677356
Position 2538: 0.0014691226704303402
Position 1668: 0.0014656796547859962
Position 12617: 0.0014107268191724262
Position 14821: 0.0013043089257673366
Position 428: 0.0012955358256919647
Position 2020: 0.0010036040248591349
Position 741: 0.0009757683817662185
Position 10358: 0.0008110223395975133
Position 1068: 0.0008004307179648978
Position 582: 0.0007956080241720943
Position 378: 0.0007806465141696289
Position 1362: 0.0007172957926154597
Position 14620: 0.0006995951524501172
Position 318: 0.0006398783843441671
Position 1849: 0.0005508693295528474
Position 11896: 0.0005297188423640441
Position 14783: 0.0004990919479346964
Position 511: 0.0004334207895571103
Position 14897: 0.00041827496641816284
Position 1406: 0.0004098029218414655
Position 1492: 0.0004047351176655978
Position 624: 0.0003512519398599465
Position 493: 0.00031999517474742205
Position 6320: 0.00031972254295287053
Position 259: 0.0002935492648522699
Position 205: 0.0002887320505116997
Position 1081: 0.0002861541963424765
Position 490: 0.0002616473107637688
Position 962: 0.00024205709109622836
Position 1379: 0.00020454359537900224
Position 14946: 0.00016303525317665446
Position 770: 0.00015867621150205286
Position 374: 0.00014662198342491498
Position 2679: 0.00013615617818941888
Position 2682: 0.00013213225436215298
Position 1365: 0.00011235527810025309
Position 1943: 0.0001003832115210042
Position 1296: 9.306027747239995e-05
Position 673: 8.930056534713753e-05
Position 404: 8.367117882645083e-05
Position 11850: 6.850965210282052e-05
Position 1026: 6.12252009797263e-05
Position 329: 5.147764228609093e-05
Position 738: 4.811031901703453e-05
Position 13407: 4.585506839585724e-05
Position 12421: 4.265850180002104e-05
Position 11951: 3.9431035573031414e-05
Position 185: 3.904899926480677e-05
Position 1386: 3.8537375055152897e-05
Position 12036: 3.844444953630491e-05
Position 1434: 3.5971845336880544e-05
Position 380: 3.584783780532865e-05
Position 1005: 2.4381515655499744e-05
Position 588: 2.1199552566862917e-05
Position 384: 1.7822395522776613e-05
Position 201: 1.5357330618254507e-05
Position 529: 1.1621941997492653e-05
Position 1100: 1.0957749780859871e-05
Position 12404: 7.4588693208372865e-06
Position 207: 3.987750063443295e-06
Position 320: 2.427762044460823e-06
Position 4110: 2.383811514249362e-06
Position 3905: 1.9008535263191138e-06
Position 479: 1.7133401857440343e-06
Position 391: 1.3422862588684641e-06
Position 536: 9.506312791807709e-07
Position 196: 3.3677168246861376e-07
Position 888: 8.90944307435338e-08
Position 1679: 5.8561259787305396e-08
Position 211: 2.3938949018578156e-09
Position 2700: 7.658289068944448e-11
Position 213: 6.9041433681467004e-12
Position 157: 6.960417363179251e-13
Position 163: 1.6848948759344397e-13
Position 108: 4.1257729253055166e-14
Position 161: 4.0326322871240744e-14
Position 176: 1.696578730354856e-14
