Gene = SAXO1
index = 1226
Annotated 5SS: [  318 82431 91552]
Annotated 3SS: [ 82250  91348 104132]
SMsplice 5SS: [  318  6081  7652 22962 82431 84538 91552 92501]
SMsplice 3SS: [  6008   7460  22813  82250  84326  91348  92398 104132]
top_k =  500
Partition function (log Z): -52.09338441931188

Sorted 5' Splice Sites (High to Low Probability):
Position 318: 0.9908629895443697
Position 6081: 0.6915718691546152
Position 7652: 0.5083176394235488
Position 3809: 0.37804141157047855
Position 4610: 0.2769161673641872
Position 7578: 0.11559964787799658
Position 1186: 0.06550711206605886
Position 4605: 0.04265000817789619
Position 2608: 0.03488150865975917
Position 10755: 0.024720224390744585
Position 5942: 0.018516196156176633
Position 11774: 0.01753468223405357
Position 8865: 0.01330549552964819
Position 7553: 0.011162190650767154
Position 1182: 0.010888654642909135
Position 1165: 0.00822749323162075
Position 12089: 0.007846626785624963
Position 3339: 0.007308391931185103
Position 6418: 0.006773643687631133
Position 4180: 0.006203786770298403
Position 2361: 0.005746899657986644
Position 8914: 0.00402888090427767
Position 2406: 0.0036277309512513637
Position 7672: 0.00350625208194785
Position 1196: 0.003449816409367699
Position 323: 0.0030481397637723427
Position 417: 0.002856117261419499
Position 8347: 0.002599093115086913
Position 38: 0.002293750991997157
Position 1101: 0.001765643568217532
Position 884: 0.0015652076799550667
Position 751: 0.0010655063656114028
Position 3185: 0.0010422426496127326
Position 6662: 0.0007922048424522494
Position 935: 0.0007771414294388202
Position 2744: 0.0007644758571531989
Position 3058: 0.0007064736373514626
Position 1460: 0.0005372162072141277
Position 7025: 0.0005186917451140344
Position 4107: 0.0004041166848819546
Position 5802: 0.00033655769301180487
Position 208: 0.00021742268101361225
Position 421: 0.0001387927954092792
Position 157: 8.842320855039515e-05
Position 2379: 3.4449975053968415e-05
Position 43: 2.2433923859676257e-05
Position 7550: 1.4615607238948274e-05
Position 2018: 1.0594516996945113e-05
Position 1515: 7.426342809732473e-06
Position 1171: 7.171802464643252e-06
Position 878: 7.019111969153611e-06
Position 1273: 6.465996491803044e-06
Position 669: 4.882587291697584e-06
Position 834: 3.2506943871871876e-06
Position 6211: 3.0819239052079227e-06
Position 610: 8.419101941977022e-07
Position 257: 7.465722891725549e-07
Position 640: 6.480561621628175e-07
Position 26: 4.1026304674119036e-07
Position 291: 4.0872611128224573e-07
Position 2045: 3.4679063842920433e-07
Position 1116: 3.0987817474828777e-07
Position 554: 2.9771851451948796e-07
Position 1218: 2.881611258581646e-07
Position 1846: 2.432566734574664e-07
Position 492: 1.274294944830645e-07
Position 62: 1.1562292955427145e-07
Position 211: 9.327190200801382e-08
Position 1058: 8.766590852927556e-08
Position 744: 6.384852497592523e-08
Position 299: 5.578718213044867e-08
Position 217: 5.573447291105238e-08
Position 694: 3.6612397520050365e-08
Position 757: 3.6479276915579155e-08
Position 567: 1.2491806293788416e-08
Position 306: 1.0108847462384743e-08
Position 31: 1.4234092317644848e-09
Position 194: 6.870179040814588e-10
Position 358: 4.016770068984682e-10
Position 225: 1.5635482053281854e-11
Position 697: 3.035722065430028e-12
Position 504: 5.475889426987972e-13
Position 471: 1.1651042174377446e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 7460: 0.7077407421916367
Position 6008: 0.6199271115124737
Position 3705: 0.36876353122731087
Position 4502: 0.26430314622996565
Position 13467: 0.262095852632622
Position 8949: 0.1416368720050315
Position 18072: 0.08190729689570556
Position 11658: 0.059770831549366056
Position 11956: 0.0561752709318839
Position 986: 0.054693506159831554
Position 8172: 0.049323791697927756
Position 5897: 0.044291555225150964
Position 7501: 0.043337174929638365
Position 16554: 0.04034859845330796
Position 15023: 0.03500518716400344
Position 11071: 0.03389596325879964
Position 4406: 0.03248434173304872
Position 2497: 0.02983918832720811
Position 10628: 0.02914011036824297
Position 8804: 0.028945259016136968
Position 5677: 0.02518768318060592
Position 854: 0.01844578735300415
Position 9420: 0.0146975132297082
Position 4456: 0.013469510068970536
Position 6170: 0.013063638618719096
Position 11355: 0.01102444548725592
Position 14081: 0.010929177056752611
Position 2277: 0.010904467199405542
Position 5941: 0.010708349127438102
Position 13463: 0.010401172544435785
Position 9242: 0.010193680484832742
Position 6003: 0.010178078390109974
Position 7908: 0.010157397470715847
Position 4066: 0.008920527571744944
Position 1096: 0.006584327274863318
Position 7787: 0.006379524214589539
Position 4535: 0.006081514207063221
Position 8208: 0.0057257170939584105
Position 6203: 0.005234934777415027
Position 3676: 0.005178038580635228
Position 3260: 0.004586500940632112
Position 7967: 0.004498658106074338
Position 7482: 0.004342239437148504
Position 11331: 0.004230487984217671
Position 8346: 0.0040565900617933965
Position 11996: 0.003874696664041567
Position 1115: 0.002916361165345212
Position 3664: 0.002905205478389631
Position 6584: 0.0028819363130652012
Position 1016: 0.0028441952726290937
Position 6767: 0.0026838545706595806
Position 1157: 0.0024690491952057496
Position 10335: 0.002240945930104297
Position 6308: 0.002117619083556462
Position 5638: 0.0021147037576110124
Position 991: 0.0020917134093791524
Position 2444: 0.002081040101711478
Position 7772: 0.001973531564858013
Position 4568: 0.0018437822514714753
Position 2521: 0.0015873390113484253
Position 9216: 0.0013451693098784445
Position 3309: 0.00114702385391813
Position 8954: 0.0011226211899293495
Position 3631: 0.001065270630371062
Position 817: 0.001014182221795715
Position 2246: 0.0009750738163606441
Position 2299: 0.0009645483961769268
Position 4599: 0.0009536532360518672
Position 3505: 0.0009394182166656709
Position 7964: 0.0009370107597923129
Position 2902: 0.0008765014760533197
Position 3118: 0.000732142824221037
Position 4756: 0.0006837091845929593
Position 781: 0.0006506586568052902
Position 4815: 0.0006485212332765003
Position 3236: 0.0006413471298936406
Position 3081: 0.0006257917680030142
Position 6206: 0.0006116551808026641
Position 8098: 0.0005911304370552418
Position 833: 0.0005153475473349252
Position 962: 0.0004918046497280757
Position 3944: 0.0004239980156090552
Position 3995: 0.0003993159842944665
Position 599: 0.00035385879251118827
Position 4327: 0.00033967617164286113
Position 2956: 0.0002859202890221211
Position 222: 0.00026532142306943024
Position 3097: 0.00026406146422254295
Position 4379: 0.0002537275381608661
Position 4250: 0.0002483599934207377
Position 164: 0.00024163449663821591
Position 1375: 0.00022830955187732205
Position 405: 0.000225626376140695
Position 3156: 0.0002157863701876407
Position 719: 0.0001877920085561099
Position 447: 0.00017469384688694877
Position 3062: 0.00017109086924219959
Position 1654: 0.00016014705669734893
Position 2649: 0.0001468717743944938
Position 2646: 0.00011009615120665206
Position 5175: 0.00010947363677223915
Position 1434: 9.65523034430574e-05
Position 2503: 8.237440043216314e-05
Position 2385: 7.641267620274904e-05
Position 1960: 7.158425205617453e-05
Position 492: 6.238277958643868e-05
Position 1630: 5.4187559114668614e-05
Position 2150: 4.983188677713688e-05
Position 2088: 4.939910758048e-05
Position 1634: 4.922560706078839e-05
Position 207: 4.8185147811429824e-05
Position 466: 4.664609451605772e-05
Position 1222: 4.397426862229453e-05
Position 549: 3.977075405031733e-05
Position 1319: 3.537215879550083e-05
Position 604: 3.400123039601521e-05
Position 578: 2.896729981385027e-05
Position 1480: 2.8825297212302274e-05
Position 1243: 2.7895034343750845e-05
Position 1282: 2.6568263858620066e-05
Position 1459: 1.9816141146259263e-05
