Gene = DEC1
index = 439
Annotated 5SS: [    51  91519 150119 164179 234898 258615 259493]
Annotated 3SS: [ 91357 149963 164087 234823 258540 259374 260299]
SMsplice 5SS: [    51   8570  15898  25740  36151  91519  97271 110939 120045 126493
 142552 149120 149837 150119 164179 170501 199029 234898 241543]
SMsplice 3SS: [  8469  15776  25640  36034  91357  97155 110799 119886 126372 142453
 149004 149625 149963 164087 170393 198896 234823 241413 260302]
top_k =  500
Partition function (log Z): -122.92111068385202

Sorted 5' Splice Sites (High to Low Probability):
Position 15898: 0.9886167326503648
Position 8570: 0.9848879404129203
Position 51: 0.8239182570285465
Position 8368: 0.4982528399848065
Position 25740: 0.4265904000305948
Position 11726: 0.2517367774203944
Position 5018: 0.2443732341309436
Position 195: 0.13149399076677085
Position 1821: 0.12457166529026632
Position 25756: 0.07806617956840778
Position 8356: 0.07056132315324114
Position 13800: 0.06597441235268943
Position 1873: 0.05328259668669951
Position 2787: 0.052829539096181745
Position 4946: 0.04948075698676315
Position 6837: 0.04343117760747703
Position 179: 0.0364919979365504
Position 583: 0.029574184847391924
Position 23078: 0.01446579748924198
Position 20323: 0.010224106254563523
Position 5802: 0.010024298350156011
Position 4878: 0.008073035069258884
Position 10839: 0.007586437624955046
Position 11416: 0.007159878403400589
Position 11436: 0.006937421111933982
Position 8639: 0.006766670258864145
Position 8603: 0.004569381074058919
Position 69: 0.0016522577328452457
Position 17638: 0.0012755075708157121
Position 9855: 0.0012016878996691355
Position 576: 0.0010493194584683821
Position 618: 0.0008943827687094651
Position 1491: 0.0005023574519413575
Position 1255: 0.00044864512895583127
Position 219: 0.0004145096187679676
Position 1592: 0.00011920810432406555
Position 91: 7.329923652635372e-05
Position 11678: 4.924477820775929e-05
Position 3146: 3.0223598345462778e-05
Position 645: 2.4529504864598144e-05
Position 1830: 1.7355745630525573e-05
Position 4106: 1.2258805547119306e-05
Position 244: 1.06404167761798e-05
Position 435: 1.038857541787084e-05
Position 1557: 1.0138580879773756e-05
Position 476: 5.883701478593367e-06
Position 403: 5.497627653858154e-06
Position 973: 4.691470040191643e-06
Position 1670: 3.831445533705067e-06
Position 548: 3.4488651539924057e-06
Position 1677: 3.2510148356096185e-06
Position 363: 1.4646214302832046e-06
Position 232: 1.1778553166817998e-06
Position 1881: 8.629083633862444e-07
Position 2019: 8.3660243266341e-07
Position 255: 7.170775362558256e-07
Position 9770: 6.702133471276451e-07
Position 155: 6.326044500354852e-07
Position 368: 5.648769605278676e-07
Position 1936: 3.5739306913424515e-07
Position 421: 1.0492777709134627e-07
Position 331: 6.753104303799555e-08
Position 142: 4.9443600897403833e-08
Position 134: 4.862035648318177e-08
Position 5: 2.186377848657431e-08
Position 388: 7.485246480941217e-09
Position 333: 3.5859696824640056e-09
Position 817: 6.116071344975715e-11
Position 483: 4.901276287210185e-12
Position 487: 3.477241116071508e-12
Position 497: 2.6345840130008556e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8469: 0.8958994315755213
Position 15776: 0.6729860124209822
Position 28322: 0.5832559752808358
Position 25640: 0.5307345014629292
Position 8187: 0.5055729045268765
Position 15801: 0.317377723889429
Position 11584: 0.21480067468968586
Position 4855: 0.213670634092538
Position 23552: 0.13112003166636788
Position 1727: 0.09922881610922754
Position 1616: 0.06872441862228894
Position 8494: 0.06814339362502358
Position 13711: 0.06602840910955078
Position 8225: 0.06533961441700181
Position 4974: 0.05796059010125859
Position 2761: 0.05285268485937878
Position 26715: 0.051215576864822795
Position 21821: 0.030739637282929368
