Gene = NANS
index = 910
Annotated 5SS: [  202  4259 20279 21609 24344]
Annotated 3SS: [ 4042 20178 21453 24076 26106]
SMsplice 5SS: [  202  4210 20279 21609 24265]
SMsplice 3SS: [ 4042 20178 21322 24110 26106]
top_k =  500
Partition function (log Z): -6.6933438454222625

Sorted 5' Splice Sites (High to Low Probability):
Position 202: 0.9999999827242207
Position 4210: 0.9999112069099422
Position 20279: 0.9997542056391914
Position 21609: 0.9575027227425369
Position 24265: 0.4197092280165589
Position 24344: 0.15431536975359106
Position 24260: 0.10669110065506587
Position 24269: 0.08887153185548816
Position 23977: 0.07549484760025482
Position 24702: 0.06602312980748175
Position 20749: 0.06396557117201301
Position 20883: 0.027875482145380902
Position 26004: 0.026193029021883606
Position 22995: 0.017419615163900875
Position 25407: 0.016454904828108588
Position 25540: 0.012497718377073717
Position 24321: 0.010232877545027112
Position 25193: 0.0062963512402156715
Position 24741: 0.0027125900498981208
Position 26182: 0.0023400462001976303
Position 25545: 0.002079862518430245
Position 24797: 0.0015313522410960523
Position 7354: 2.9631323973233814e-05
Position 4259: 2.6476239154326204e-05
Position 524: 1.7348623725465255e-05
Position 8219: 9.848555473350383e-06
Position 3717: 8.00208948751743e-06
Position 439: 3.085953750738593e-06
Position 6325: 1.8211564058673443e-06
Position 909: 1.608419765904199e-06
Position 2111: 1.3814896447399052e-06
Position 1911: 1.1050089376222343e-06
Position 1456: 8.531917321812863e-07
Position 3798: 6.468805021463684e-07
Position 4150: 5.410507657418345e-07
Position 4223: 4.91740980960094e-07
Position 462: 4.659316413011823e-07
Position 367: 4.0297788723557186e-07
Position 380: 3.1088751397413297e-07
Position 2562: 1.8284021340497928e-07
Position 1725: 1.819741323919476e-07
Position 3608: 1.8019399129900626e-07
Position 422: 1.7048680712341238e-07
Position 2634: 1.6524945192539736e-07
Position 106: 8.237929970943142e-09
Position 39: 3.6018961301440565e-09
Position 1699: 2.122717778008159e-09
Position 1584: 1.7662797657112175e-09
Position 365: 1.1846161211191202e-09
Position 5660: 1.170707541146191e-09
Position 2428: 1.145709909621322e-09
Position 3262: 1.0524533494038892e-09
Position 2821: 8.293973041249408e-10
Position 5653: 3.2419322429946114e-10
Position 90: 3.0095076171930835e-10
Position 42: 2.1219712633679104e-10
Position 683: 2.054272970520383e-10
Position 1458: 1.7469362637921685e-10
Position 660: 1.4723715990725397e-10
Position 172: 1.0149506973005057e-10
Position 722: 7.954095755896246e-11
Position 295: 6.751001874027802e-11
Position 702: 2.036495929876538e-11
Position 303: 1.7923282129357725e-11
Position 699: 1.3436197457413538e-11
Position 92: 9.505901273079747e-12
Position 503: 5.266451900535545e-12
Position 782: 4.841996745093692e-12
Position 651: 3.140280028439585e-12
Position 905: 3.136928687910544e-12
Position 529: 2.904827288737413e-12
Position 3: 2.2555176380751873e-12
Position 326: 2.075585290024054e-13
Position 123: 2.1545504977093314e-14
Position 331: 3.191782741924272e-18
Position 433: 2.979536535418003e-25

Sorted 3' Splice Sites (High to Low Probability):
Position 20178: 0.9997542056391914
Position 4042: 0.9189412704479816
Position 26106: 0.8877993974620072
Position 21322: 0.7187769066337302
Position 24110: 0.6088779658851977
Position 21554: 0.20542016024953663
Position 24076: 0.15677767753395178
Position 23894: 0.06672340709062449
Position 20655: 0.06168335648590955
Position 24581: 0.05944966907304556
Position 24131: 0.0403036242615786
Position 3999: 0.035606457854901435
Position 21223: 0.03481501135958751
Position 20681: 0.030680533773406536
Position 24155: 0.030637963619259773
Position 22917: 0.020107570941238877
Position 25237: 0.019589305953838655
Position 4106: 0.016023521430278565
Position 25835: 0.015302778427137951
Position 23926: 0.014041533470605647
Position 25076: 0.01368631401471195
Position 25774: 0.013612519232105696
Position 25483: 0.01357207711825195
Position 24482: 0.010808557059155056
Position 4147: 0.010428676258575261
Position 24850: 0.009488254787651577
Position 22823: 0.009094679195618424
Position 4072: 0.0075431984142270364
Position 4132: 0.004585167506277372
Position 22972: 0.0031502906631646265
Position 26257: 0.0023400462001976303
Position 24701: 0.002325544441476999
Position 4066: 0.0021929869994459323
Position 21728: 0.0021615443444019393
Position 22372: 0.0019907959643516103
Position 22994: 0.0018201751434824222
Position 3979: 0.0010144539770626877
Position 4011: 0.0009583204349850993
Position 4182: 0.0009412908677436623
Position 3903: 0.0009049766066232557
Position 3564: 0.0008072586227790394
Position 22383: 0.0005957792190796445
Position 23973: 0.000483415541384198
Position 22131: 0.00047898146222507073
Position 22667: 0.0004630475052809511
Position 23033: 0.0004374803985540172
Position 21820: 0.0002473138196137495
Position 21026: 0.00014299608125042858
Position 20408: 7.486216078170673e-05
Position 13313: 5.82401971714479e-05
Position 13405: 3.85338553234524e-05
Position 7254: 3.445733480051831e-05
Position 326: 3.001096018928898e-05
Position 11420: 1.956154403475916e-05
Position 6065: 1.5991827737252174e-05
Position 9436: 1.5746527365738486e-05
Position 14090: 1.1112979517645754e-05
Position 6122: 1.0344513015257875e-05
Position 7907: 8.459934653722947e-06
Position 6218: 8.224994361639699e-06
Position 8597: 7.296585371467294e-06
Position 7892: 6.7015607924843965e-06
Position 11731: 4.095771323969794e-06
Position 6529: 3.627301064158103e-06
Position 612: 3.514062665785918e-06
Position 8017: 2.6994693353951184e-06
Position 7295: 2.4684732547900208e-06
Position 8618: 2.426746157379765e-06
Position 1823: 1.8279332465136376e-06
Position 4294: 1.8131407087810018e-06
Position 8046: 1.786867835713094e-06
Position 3636: 1.7553122748821668e-06
Position 11025: 1.571544973538588e-06
Position 4374: 1.1890646286444313e-06
Position 6823: 1.1818916188116085e-06
Position 6061: 1.0250786131904585e-06
Position 5751: 9.7817476159845e-07
Position 5803: 9.757316221242961e-07
Position 10333: 9.030433569011312e-07
Position 1796: 9.011972044834212e-07
Position 9936: 8.857341360033709e-07
Position 10418: 8.460503093767348e-07
Position 10583: 8.119191234452306e-07
Position 3598: 7.25732531030666e-07
Position 10489: 7.212927342054782e-07
Position 1210: 6.855378078628476e-07
Position 5906: 6.803295312472692e-07
Position 8927: 6.586825279648679e-07
Position 7460: 6.375890079843779e-07
Position 9716: 5.976751907951307e-07
Position 6242: 5.791524283165209e-07
Position 9675: 5.528180008679034e-07
Position 1583: 4.833659102269768e-07
Position 7535: 4.610587035636107e-07
Position 4297: 3.606961265143199e-07
Position 399: 3.4854271705946656e-07
Position 2200: 3.3652812320029563e-07
Position 6597: 3.152351025069851e-07
Position 4336: 3.087694240836108e-07
Position 581: 2.936145080423309e-07
Position 8329: 2.8797059972936255e-07
Position 445: 2.405574665416292e-07
Position 7268: 1.9234699802637437e-07
Position 7171: 1.7000270160719355e-07
Position 1362: 1.6467466601601196e-07
Position 6370: 1.382020170851993e-07
Position 2467: 1.3694252282599897e-07
Position 5832: 1.3427987379972007e-07
Position 3681: 1.3115227579581856e-07
Position 5949: 1.2709405717110588e-07
Position 1278: 1.2631721029710578e-07
Position 6738: 1.1331782852688064e-07
Position 6292: 1.1295370973309804e-07
Position 2305: 1.0672669779739277e-07
Position 2545: 9.131107878828844e-08
Position 2470: 9.12734409191547e-08
Position 1910: 9.06717948055488e-08
Position 3404: 9.035793405093302e-08
Position 402: 8.057741630698522e-08
Position 5532: 7.539831083013166e-08
Position 2720: 7.536086227481273e-08
Position 4794: 7.53262785976926e-08
Position 5806: 6.647568510519885e-08
Position 3008: 6.590792460386722e-08
Position 1388: 5.9529603073182e-08
Position 1206: 5.122807842548872e-08
Position 776: 5.0358626162327956e-08
Position 5234: 4.9710558086879646e-08
Position 825: 4.71420271125781e-08
Position 2860: 4.4223825339674664e-08
Position 1142: 3.798428086957381e-08
Position 1829: 3.517118721737296e-08
Position 632: 2.259236529753979e-08
Position 548: 2.1119613752416613e-08
Position 2701: 2.0878448775276816e-08
Position 2680: 1.9400636395285298e-08
Position 749: 1.766330427919728e-08
Position 2006: 1.5868751591479727e-08
Position 1856: 1.3735779948791355e-08
Position 2239: 1.2543572379495985e-08
Position 2244: 1.246982542279448e-08
Position 2033: 1.0831355850436045e-08
Position 527: 1.0771334912728732e-08
Position 1302: 1.0377299809252897e-08
Position 2561: 1.0348499975766738e-08
Position 1078: 9.063071776914347e-09
Position 2044: 8.12581684855517e-09
Position 734: 7.568283799210279e-09
Position 964: 7.275323438907066e-09
Position 1008: 6.413960940235145e-09
Position 1761: 6.105351348600219e-09
Position 462: 5.109573580920296e-09
Position 841: 3.861132036181092e-09
Position 3116: 5.18865585867318e-10
Position 1455: 4.4294002891423156e-10
Position 5572: 3.2383650437913584e-10
Position 1441: 1.3328024145591174e-10
Position 466: 1.287435451152657e-10
Position 1862: 1.1412255828320116e-10
Position 3182: 1.1132817831879061e-10
Position 1978: 1.0819149365714651e-10
Position 271: 1.0813571757609731e-10
Position 1916: 1.0804869245308713e-10
Position 2329: 1.0571740090377809e-10
Position 1826: 1.0135484906873082e-10
Position 3135: 9.11201140252201e-11
Position 1949: 7.432258742675191e-11
Position 1755: 7.430892414637753e-11
Position 5575: 6.056287397643512e-11
Position 1568: 6.035715503056479e-11
Position 1228: 5.936178707273609e-11
Position 1669: 4.8975637489263106e-11
Position 2447: 4.711731897462054e-11
Position 2492: 4.7003151875222774e-11
Position 1122: 4.321456323221188e-11
Position 620: 4.1449049389909033e-11
Position 1955: 2.574584964977467e-11
Position 1116: 1.1501440877776076e-11
Position 1364: 1.0633134559851923e-11
Position 1327: 8.457789231389432e-12
Position 699: 3.720092823960821e-12
Position 641: 3.715952500072624e-12
Position 1414: 3.524847033428698e-12
Position 870: 3.3748037109618777e-12
Position 141: 2.3312379813231783e-12
Position 476: 2.0858025912608463e-12
Position 159: 1.918395075668754e-12
Position 150: 7.166430164523172e-13
Position 1314: 6.792056705457609e-13
Position 267: 6.343309530712537e-13
Position 556: 5.312629822965911e-13
Position 709: 5.110303292148879e-13
Position 874: 4.670067287678168e-13
Position 905: 3.1476856762369657e-13
Position 175: 3.130748300283035e-13
Position 722: 2.4392334455603893e-13
Position 651: 1.0076020019262288e-13
Position 888: 1.0015051078462042e-13
Position 529: 7.657168883509739e-14
Position 622: 6.680082729492951e-14
Position 862: 6.300178640170601e-14
Position 201: 2.04770040817299e-14
Position 81: 7.92883476062758e-15
Position 180: 5.945858536170656e-15
Position 876: 2.0395266486732453e-15
Position 87: 1.5386927531806113e-15
