Gene = Pth
index = 873
Annotated 5SS: [ 120 2376]
Annotated 3SS: [2284 2491]
SMsplice 5SS: [ 120 2376]
SMsplice 3SS: [2284 2491]
Partition function (log Z): -1.234894764743532

Sorted 5' Splice Sites (High to Low Probability):
Position 2376: 0.9818054590291191
Position 120: 0.8518946119773146
Position 2701: 0.37870781464301634
Position 1326: 0.2038178821715446
Position 1801: 0.14274882298179675
Position 277: 0.12290358100814348
Position 1128: 0.034897365668090215
Position 910: 0.02078749275571604
Position 713: 0.01100156992615913
Position 247: 0.009512955869090936
Position 915: 0.007795495604492965
Position 293: 0.0057585518692752245
Position 2371: 0.004757400601226333
Position 768: 0.004237942052335156
Position 1913: 0.0038736144557855266
Position 1511: 0.0028318845171184464
Position 154: 0.002583992823927544
Position 115: 0.0018985146031124214
Position 1564: 0.0018800148124587096
Position 2601: 0.0016517396353578563
Position 901: 0.0016092186567106942
Position 1398: 0.001455195691953262
Position 2695: 0.0014026820344213453
Position 1383: 0.0010686903546363628
Position 2844: 0.0010351888546552663
Position 159: 0.000977559196462372
Position 2891: 0.0008525356916289767
Position 1135: 0.0008481961776651764
Position 524: 0.0007495490728061834
Position 1998: 0.0006308083982509565
Position 2193: 0.0005504765722171012
Position 1408: 0.0005322365131847538
Position 470: 0.0004252044829522191
Position 2727: 0.0003728036464826991
Position 2221: 0.00036247513093128146
Position 2089: 0.0003607831954250422
Position 2676: 0.00031224590672588806
Position 271: 0.0002421592272832602
Position 327: 0.0002362615176717899
Position 1394: 0.00022266894184353792
Position 2670: 0.0002197307544773594
Position 1114: 0.0002178479843734187
Position 2605: 0.00020676162334686937
Position 1119: 0.00019246261168696222
Position 1095: 0.0001875298772607706
Position 807: 0.00017931227949333545
Position 1425: 0.00017676076132165465
Position 2721: 0.00017184897232798524
Position 2380: 0.0001649066838831413
Position 2827: 0.00016147182372815207
Position 1310: 0.0001475099275104755
Position 370: 0.00014085461928281236
Position 519: 0.0001353078821409203
Position 1641: 0.0001264913622343441
Position 1328: 0.00012464786369041338
Position 2164: 0.00012104727548214042
Position 1402: 0.00010269450631394108
Position 1767: 9.875067261929327e-05
Position 501: 9.615016118970303e-05
Position 1781: 9.254892630082533e-05
Position 2428: 9.034146784933589e-05
Position 858: 8.522937818314949e-05
Position 77: 8.436399959498418e-05
Position 1994: 7.930690984035019e-05
Position 109: 7.341873601822959e-05
Position 2750: 7.231451903730502e-05
Position 496: 7.033138642761811e-05
Position 2154: 5.523963419071165e-05
Position 2407: 5.342863080901951e-05
Position 1890: 5.1637742087798424e-05
Position 1660: 4.648528883229916e-05
Position 1543: 4.4909260974856505e-05
Position 2638: 3.990600204399949e-05
Position 477: 3.6979644457851064e-05
Position 1157: 3.465429526696168e-05
Position 2060: 3.107849960630281e-05
Position 2101: 3.065060190261037e-05
Position 304: 2.9643112687238993e-05
Position 538: 2.9570465259768988e-05
Position 51: 2.917343970722589e-05
Position 2733: 2.794251603877841e-05
Position 1404: 2.671018302074495e-05
Position 1296: 2.612331841176705e-05
Position 1412: 2.4240660980095894e-05
Position 81: 2.3155479229586046e-05
Position 2613: 2.1339821335154297e-05
Position 2268: 2.121856779494862e-05
Position 2395: 1.9991093685027915e-05
Position 821: 1.832232046988918e-05
Position 827: 1.5984465030772687e-05
Position 2425: 1.3220405459172644e-05
Position 35: 1.2948410336210554e-05
Position 2082: 1.2113685016088042e-05
Position 2502: 1.1477839702828462e-05
Position 641: 1.032180374566311e-05
Position 2248: 9.848605583757709e-06
Position 881: 8.88223611000188e-06
Position 2317: 7.65753662977051e-06
Position 2115: 6.2905060435195685e-06
Position 1874: 6.1333272645012224e-06
Position 720: 6.016060984752068e-06
Position 760: 5.562811178517684e-06
Position 2028: 5.299441799757764e-06
Position 1655: 4.982430112273399e-06
Position 402: 4.462486172727628e-06
Position 236: 4.4191305398610815e-06
Position 2409: 3.6770890805150618e-06
Position 605: 3.598061213843356e-06
Position 1943: 3.505670282035077e-06
Position 995: 3.353459785533153e-06
Position 30: 3.160380695478422e-06
Position 1523: 3.1157621868230676e-06
Position 1628: 2.946737395686515e-06
Position 2018: 2.60354991750762e-06
Position 2087: 2.5873629977644895e-06
Position 1431: 2.5817962946400366e-06
Position 1396: 2.4686247356791163e-06
Position 1145: 2.41762976536681e-06
Position 1243: 2.349845797819326e-06
Position 1026: 2.083026413514867e-06
Position 1233: 1.962521673282453e-06
Position 1200: 1.8696108579004404e-06
Position 639: 1.8323411406462027e-06
Position 1917: 1.7207491142142417e-06
Position 2338: 1.5263988723153007e-06
Position 1721: 1.319725769612089e-06
Position 1381: 1.2908383822570282e-06
Position 973: 1.2628755519554866e-06
Position 565: 1.2615051314161227e-06
Position 1896: 1.0806573554490802e-06
Position 1203: 1.0782165332856352e-06
Position 1872: 1.028443254722149e-06
Position 1406: 9.948907894999973e-07
Position 46: 9.821162104085505e-07
Position 1687: 8.250787997836305e-07
Position 1598: 7.905404555574929e-07
Position 2342: 7.391071963357577e-07
Position 1439: 6.950218448300162e-07
Position 177: 6.650581963290437e-07
Position 2002: 6.266572938488392e-07
Position 2468: 6.248470438830627e-07
Position 1625: 6.220712222999706e-07
Position 2774: 6.075669028459603e-07
Position 1206: 5.973187117379679e-07
Position 2506: 4.5581658800680234e-07
Position 1209: 4.349017367871106e-07
Position 1218: 3.9898852732581017e-07
Position 603: 3.6848941822525956e-07
Position 2284: 3.146745178981585e-07
Position 1570: 3.1256393368741744e-07
Position 1643: 3.0165617139823153e-07
Position 1631: 2.887123409443784e-07
Position 1568: 2.6685170638023513e-07
Position 971: 2.5751254412089023e-07
Position 997: 2.359540502170936e-07
Position 1986: 2.0001718085310824e-07
Position 2440: 1.1542773576151827e-07
Position 1271: 9.963638973092417e-08
Position 1241: 8.105276374218672e-08
Position 2308: 6.007845208164183e-08
Position 976: 4.85871685018489e-08
Position 2271: 4.476353952050454e-08
Position 2432: 3.890436419729441e-08
Position 1212: 3.114160893647202e-08
Position 2295: 1.4685344473852845e-08
Position 2443: 2.5648808502863734e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2491: 0.994178631190086
Position 2284: 0.6307261844560959
Position 2770: 0.22131557612049615
Position 1231: 0.18713860231030174
Position 2289: 0.15619053417114878
Position 2267: 0.145693215096703
Position 1687: 0.10780163071818424
Position 2809: 0.07765533221059631
Position 2934: 0.04036828041544651
Position 2237: 0.029371378859409197
Position 2774: 0.026545507164676754
Position 984: 0.024063642168291828
Position 2890: 0.01697378233674071
Position 2101: 0.016246520076168672
Position 1246: 0.012650360798769158
Position 603: 0.012111120649499029
Position 1640: 0.010949085874018558
Position 697: 0.010411966256966535
Position 1039: 0.007040527256883304
Position 562: 0.00595914118543645
Position 1266: 0.005180069932858994
Position 1540: 0.004901076747349131
Position 2974: 0.004866982992142844
Position 2125: 0.004670211053177002
Position 873: 0.004204821351435553
Position 1655: 0.004056946539110901
Position 1227: 0.0035612727079822435
Position 1727: 0.003519759304323593
Position 1660: 0.0025399507042645425
Position 954: 0.002523395781249388
Position 677: 0.0023530346366006515
Position 1610: 0.00225530727363204
Position 1637: 0.0022504922151722383
Position 1502: 0.0018592133333369199
Position 2495: 0.0017744534004310618
Position 242: 0.0017349539559082113
Position 1310: 0.0016181888427917331
Position 737: 0.0015807426146360935
Position 713: 0.0015559469014723554
Position 1691: 0.001547196574008517
Position 1579: 0.0014251357564770064
Position 522: 0.0014080360368835406
Position 2317: 0.0012508810455515898
Position 1994: 0.0012503358066327042
Position 767: 0.0009365146662953543
Position 2338: 0.0008940858111539113
Position 1510: 0.0008911848930874368
Position 1800: 0.0008721794738252192
Position 423: 0.0008452177016530606
Position 720: 0.0007413449188884754
Position 264: 0.000724005898997528
Position 2248: 0.0006880925766875921
Position 1026: 0.0006198426600478135
Position 2082: 0.0005929939715258415
Position 1287: 0.0004915054281649029
Position 1910: 0.0004646202751332962
Position 717: 0.00045026846590297986
Position 2779: 0.00041900539457037937
Position 991: 0.0004098808192764501
Position 839: 0.0004056786798152281
Position 1417: 0.00038712031224043947
Position 739: 0.0003839199721617931
Position 2516: 0.00032970982481052524
Position 811: 0.0003228991022444163
Position 246: 0.0002881240716459537
Position 988: 0.0002835032206157185
Position 2149: 0.00025596283788268775
Position 1776: 0.0002545222186609595
Position 1155: 0.00025258012641852487
Position 1735: 0.000252151437371044
Position 639: 0.0002024816411303131
Position 2134: 0.0001980707011145337
Position 821: 0.00018944537190716533
Position 2010: 0.00018316953658375216
Position 370: 0.00016798440621807346
Position 786: 0.00016433046163972668
Position 1739: 0.00015077288436380915
Position 2605: 0.00014893202709317395
Position 743: 0.00014222292539780071
Position 537: 0.0001319227530418203
Position 375: 0.00012757605985147036
Position 2145: 0.00010986439271310688
Position 1998: 0.00010472362853957552
Position 815: 8.899181181918366e-05
Position 2818: 8.293099674612063e-05
Position 2034: 7.030572965158291e-05
Position 1665: 6.87729751379752e-05
Position 1841: 6.801740374770563e-05
Position 881: 5.7096129274772795e-05
Position 1616: 5.6396188135615424e-05
Position 1912: 4.865920809387176e-05
Position 1757: 3.942044635754018e-05
Position 931: 3.872595901218395e-05
Position 1086: 3.788755097967077e-05
Position 2497: 3.743797211595082e-05
Position 1583: 3.613076776861544e-05
Position 751: 3.2507208757041634e-05
Position 2827: 3.239258818791233e-05
Position 1563: 3.197170786740986e-05
Position 757: 3.1545425242173916e-05
Position 1742: 2.741372590321582e-05
Position 1083: 2.6984135907616054e-05
Position 777: 2.516101494749826e-05
Position 1041: 2.4656820058087228e-05
Position 1762: 2.4082657552632665e-05
Position 1549: 2.3726597336502347e-05
Position 2217: 2.3381359161435685e-05
Position 995: 2.280708365640686e-05
Position 274: 2.1193351280431588e-05
Position 782: 1.629270853738064e-05
Position 1424: 1.5879878265672114e-05
Position 1125: 1.535110387097952e-05
Position 1422: 1.5183581852467041e-05
Position 847: 1.4043885301827411e-05
Position 565: 1.2845702253091285e-05
Position 2629: 1.2607587113702293e-05
Position 1053: 1.2522476855546132e-05
Position 304: 1.2390787308895067e-05
Position 1119: 1.1655203340947607e-05
Position 2579: 1.0754487166025376e-05
Position 2499: 1.0309212693339997e-05
Position 443: 9.108245986966868e-06
Position 2043: 9.050592063385279e-06
Position 1855: 8.84532054550441e-06
Position 583: 8.25402208722455e-06
Position 1079: 7.968653027419997e-06
Position 2613: 6.9604486995424755e-06
Position 570: 6.9033117976855545e-06
Position 1939: 6.712546289292277e-06
Position 2555: 6.445592463245102e-06
Position 1183: 6.060998787438545e-06
Position 1946: 5.642335984380477e-06
Position 2750: 4.72850606699361e-06
Position 2154: 4.677753342343491e-06
Position 2557: 3.472116027796631e-06
Position 2575: 3.4492721624101357e-06
Position 1928: 3.3289650686575218e-06
Position 796: 2.8766834805533985e-06
Position 1781: 2.8745331385712656e-06
Position 1163: 2.8231363899149395e-06
Position 906: 2.7285645905010006e-06
Position 2733: 2.7206931069521407e-06
Position 1952: 2.2667603318521853e-06
Position 755: 2.250087702468886e-06
Position 1961: 2.238677437473091e-06
Position 1917: 2.232564567926808e-06
Position 2631: 2.194659275755656e-06
Position 1598: 2.1203587674331495e-06
Position 312: 2.015534166848175e-06
Position 2012: 1.9272354237754377e-06
Position 2056: 1.9068284926056446e-06
Position 2402: 1.7857585160789617e-06
Position 2663: 1.4716880587615389e-06
Position 2506: 1.3256035680962266e-06
Position 2695: 1.2479889649867169e-06
Position 893: 1.2022744431421368e-06
Position 2638: 1.1999619465753657e-06
Position 792: 1.1791391563675736e-06
Position 2660: 1.1658660425153245e-06
Position 1872: 1.0867291757657512e-06
Position 2586: 9.734774935255889e-07
Position 158: 9.417935054946434e-07
Position 1860: 9.034978745348809e-07
Position 1138: 8.790124918567971e-07
Position 1092: 6.716443946682476e-07
Position 1325: 6.349911506277028e-07
Position 276: 4.2747656818487956e-07
Position 164: 4.230365997187889e-07
Position 2648: 3.7941889198850295e-07
Position 1132: 3.700595135948891e-07
Position 2047: 3.029823075721207e-07
Position 1970: 2.965696936409344e-07
Position 2428: 2.789074004067525e-07
Position 2060: 2.7554391129466486e-07
Position 2645: 2.379085401249736e-07
Position 1968: 2.249479411445734e-07
Position 2715: 2.105138508294215e-07
Position 914: 1.911926258418809e-07
Position 2572: 1.6153141629599637e-07
Position 2657: 1.1439878761736778e-07
Position 1095: 1.1285519033651812e-07
Position 477: 1.0721918131637813e-07
Position 177: 1.0424157848513716e-07
Position 2456: 9.19340228291199e-08
Position 2709: 7.871991624076626e-08
Position 895: 6.235291877984327e-08
Position 1170: 5.613697415809496e-08
Position 501: 5.300512615155579e-08
Position 2375: 4.021477466457057e-08
Position 2705: 3.6747111999769985e-08
Position 2407: 2.791547864961416e-08
Position 94: 2.6289981790383357e-08
Position 2388: 9.956871200300607e-09
Position 124: 3.334138566538247e-09
Position 2380: 3.2334326924851987e-09
Position 2419: 3.031097286549743e-09
Position 173: 1.0138041986895578e-09
Position 107: 1.3309235417649385e-10
Position 109: 8.285187901845963e-11
