Gene = Gm10961
index = 444
Annotated 5SS: [  54 1679]
Annotated 3SS: [1617 1739]
SMsplice 5SS: [681]
SMsplice 3SS: [1453]
Partition function (log Z): -11.195713043739966

Sorted 5' Splice Sites (High to Low Probability):
Position 681: 0.517654260997267
Position 49: 0.32133387847628864
Position 149: 0.06059493189264111
Position 505: 0.05688480151277326
Position 295: 0.032846261603441125
Position 1059: 0.025954131180309314
Position 118: 0.015795164213677017
Position 837: 0.015085711588406497
Position 851: 0.009562075641079314
Position 419: 0.006775136801681038
Position 1571: 0.004722252662799842
Position 403: 0.0046089691144712095
Position 468: 0.0028497108128325782
Position 934: 0.0021722276032917712
Position 567: 0.001942604142416584
Position 203: 0.0010586686140773688
Position 528: 0.0010269332015763726
Position 841: 0.0007579616856451598
Position 197: 0.0007235825014101713
Position 54: 0.0006253455403461966
Position 137: 0.0005247259554214146
Position 69: 0.0004818099054714115
Position 1548: 0.0004496773251050624
Position 185: 0.0004341139025602828
Position 472: 0.00042016177908154266
Position 975: 0.00029678621305768114
Position 42: 0.00025698193089439237
Position 314: 0.00023673221123406973
Position 1521: 0.00022044499636293097
Position 470: 0.00021665138157796584
Position 1399: 0.00021602890233276016
Position 979: 0.00019511699345205237
Position 634: 0.00017471477576344474
Position 83: 0.00017391575178358576
Position 458: 0.0001381411782540748
Position 796: 0.00011522227423949647
Position 1554: 0.0001076363160799531
Position 276: 9.76247351072132e-05
Position 1641: 9.527032944780506e-05
Position 317: 9.152156149925927e-05
Position 674: 8.973284168144087e-05
Position 460: 8.179640999789119e-05
Position 1112: 7.570936209317649e-05
Position 758: 6.782609925734403e-05
Position 1227: 6.731019392851491e-05
Position 599: 6.097513834610744e-05
Position 745: 5.4928463989892914e-05
Position 1583: 4.047022652824555e-05
Position 520: 2.976743229238485e-05
Position 886: 2.6483637587312083e-05
Position 780: 2.4765554601651886e-05
Position 750: 2.1323132059656683e-05
Position 1237: 1.8607734775615555e-05
Position 75: 1.742918794064113e-05
Position 1543: 1.673570728739865e-05
Position 1604: 1.672542202309705e-05
Position 1011: 1.642370514184237e-05
Position 1063: 1.4302127572194224e-05
Position 865: 1.3198116223323662e-05
Position 1489: 1.3186016622623271e-05
Position 12: 1.0519045267709674e-05
Position 1034: 1.0308854894399156e-05
Position 1050: 8.302408971492388e-06
Position 1591: 8.274160886147262e-06
Position 1234: 7.401492261917906e-06
Position 637: 4.9556651126042e-06
Position 1303: 4.7384017388833855e-06
Position 1606: 2.975878972674898e-06
Position 656: 2.7468956271239546e-06
Position 799: 2.6474025887505003e-06
Position 1314: 2.598536867179778e-06
Position 548: 2.3867242855908426e-06
Position 1243: 2.148595839276695e-06
Position 1098: 1.4524613474216606e-06
Position 1456: 1.3013542860166289e-06
Position 1422: 1.1096704928002412e-06
Position 1450: 9.904290346205615e-07
Position 1309: 6.932475774088949e-07
Position 1403: 3.019102541889121e-07
Position 1655: 2.9184957928465465e-07
Position 1461: 1.0542870698973352e-07
Position 1401: 7.456157120118731e-08
Position 1686: 8.524938761213723e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1453: 0.4876869622412234
Position 821: 0.17750223366900086
Position 899: 0.1111852347393212
Position 232: 0.07280509968527936
Position 1604: 0.04536058382541071
Position 1676: 0.04149023991021358
Position 432: 0.03456568667076338
Position 663: 0.0167391673692861
Position 767: 0.010192784216900546
Position 959: 0.009672491095749343
Position 171: 0.008639947065045141
Position 528: 0.007914968682566054
Position 1617: 0.007535212952929764
Position 584: 0.005100919605811761
Position 504: 0.004540524763257545
Position 1640: 0.004325236768844433
Position 407: 0.004191404985525473
Position 261: 0.004183177195400312
Position 1637: 0.003993009786762382
Position 1419: 0.003586732307106399
Position 750: 0.0034287300970770518
Position 155: 0.0031248074592358788
Position 235: 0.0027717290784769477
Position 1001: 0.0025793142992944903
Position 328: 0.0016042900197568647
Position 680: 0.0015944526706835264
Position 1502: 0.0014144011684917288
Position 1295: 0.0013247068200310495
Position 1634: 0.0010375302561778275
Position 558: 0.0009923433419498193
Position 1272: 0.0008759523090042787
Position 1683: 0.0007999925721037332
Position 772: 0.0007486776231469935
Position 596: 0.0005959027064323905
Position 1729: 0.0004029113082813136
Position 1303: 0.00032530569942891183
Position 1422: 0.00031499348780620045
Position 616: 0.00027633488976913737
Position 665: 0.0002623060028776531
Position 282: 0.0002600062231191703
Position 267: 0.0002541219855279642
Position 264: 0.00023683667706399505
Position 458: 0.00019225622865814585
Position 1568: 0.00017901806824742678
Position 1251: 0.0001681793319000695
Position 1377: 0.00015795142654812655
Position 185: 0.00014792110984604025
Position 917: 0.0001262934564390368
Position 837: 0.0001237471860340527
Position 1015: 0.00010401696589095254
Position 1504: 8.753980459717814e-05
Position 968: 7.68038567306024e-05
Position 1112: 7.610695031101431e-05
Position 1045: 7.566725920567012e-05
Position 564: 7.281835525221922e-05
Position 1554: 5.383161912963924e-05
Position 1709: 5.3316315030232385e-05
Position 707: 5.1874801602857434e-05
Position 1059: 4.9809906889083304e-05
Position 479: 4.9070809638180524e-05
Position 685: 4.633258518903847e-05
Position 841: 4.5250939288492216e-05
Position 1040: 4.3611548572096026e-05
