Gene = Cabs1
index = 198
Annotated 5SS: [1356]
Annotated 3SS: [1956]
SMsplice 5SS: [225]
SMsplice 3SS: [1956]
Partition function (log Z): -10.935774133283118

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.4481150451718207
Position 997: 0.17905691339968044
Position 951: 0.17497120479827888
Position 656: 0.14337611986474158
Position 1854: 0.1372846185319729
Position 203: 0.05235351320759555
Position 429: 0.03774511248326717
Position 105: 0.03466853271446393
Position 1514: 0.01411264293031266
Position 1360: 0.013431334918529936
Position 373: 0.0068562202274726125
Position 1225: 0.0064977736680155145
Position 25: 0.005969137647347734
Position 1755: 0.004160290006573781
Position 425: 0.0034702990615374445
Position 752: 0.003281812103158298
Position 1631: 0.0031939125659773485
Position 1234: 0.0025304448776701186
Position 710: 0.00232915942730467
Position 194: 0.001617207599523713
Position 242: 0.0015426974258674908
Position 1090: 0.0012115415644325814
Position 515: 0.0009121934385053002
Position 563: 0.0008550620061019966
Position 1281: 0.0006499959205051116
Position 512: 0.0005805207656541979
Position 529: 0.00047199930242846846
Position 1052: 0.000432310484901239
Position 650: 0.00040552647237861286
Position 456: 0.00040361574037340247
Position 1288: 0.0004006557670246279
Position 398: 0.00039388206107239103
Position 672: 0.0003472245357123152
Position 1124: 0.0003387311061048241
Position 810: 0.00030176656326702544
Position 1182: 0.0002440275816210589
Position 38: 0.00022693218980379483
Position 552: 0.00021847899608164537
Position 686: 0.0001976274450140596
Position 300: 0.0001774529014044428
Position 797: 0.00013746220381140033
Position 1270: 0.0001225547775377919
Position 961: 0.00012072592580968465
Position 31: 0.00010556933191373642
Position 1136: 0.00010321868656989341
Position 1774: 9.918522331948738e-05
Position 1532: 9.652765030307778e-05
Position 1712: 9.487181074042607e-05
Position 773: 8.658590078606695e-05
Position 608: 7.906169900320018e-05
Position 434: 6.955044760722133e-05
Position 1398: 4.104308366598989e-05
Position 1841: 4.008220915332487e-05
Position 1638: 3.2264908724341253e-05
Position 881: 3.106100750273801e-05
Position 1653: 2.625756188604112e-05
Position 971: 2.1425502607592876e-05
Position 1094: 1.95123290899468e-05
Position 1749: 1.7371438543263858e-05
Position 1343: 1.5609184197202557e-05
Position 1034: 1.5583687001813547e-05
Position 1302: 1.442098868165164e-05
Position 1795: 1.3695117939694703e-05
Position 1858: 1.3646662196349556e-05
Position 1996: 1.24679207961488e-05
Position 1364: 1.1463415130010805e-05
Position 1486: 9.311314404815358e-06
Position 1293: 9.039511661616916e-06
Position 1767: 8.8936863540198e-06
Position 1285: 7.770534425261335e-06
Position 1568: 6.2497562669974705e-06
Position 839: 5.913252526460313e-06
Position 1636: 5.7378358090349225e-06
Position 1103: 5.305973739835662e-06
Position 1973: 4.510642020861266e-06
Position 1992: 2.7377218597265817e-06
Position 986: 2.2311159610824323e-06
Position 1010: 2.2043401895217924e-06
Position 1747: 2.1931251795465507e-06
Position 1466: 1.1226474326222314e-06
Position 1976: 9.11628658528571e-07
Position 1966: 5.278077989620388e-07
Position 1939: 1.2625788397226128e-07
Position 1908: 6.150834676592093e-08
Position 1484: 3.261767500013761e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1956: 0.5974932825043757
Position 446: 0.14944459473195504
Position 1735: 0.1138646262227726
Position 1709: 0.054907029133814615
Position 1988: 0.05275518654373507
Position 1022: 0.05107117383744147
Position 587: 0.03457135841027205
Position 500: 0.02920250675841232
Position 2039: 0.026597309526921537
Position 629: 0.026147731273549378
Position 323: 0.01862830162081413
Position 1504: 0.017977169054050224
Position 398: 0.01777443213124588
Position 779: 0.010783717521384757
Position 1109: 0.010067224340718002
Position 1064: 0.00811372483455875
Position 1459: 0.006671557413069155
Position 743: 0.0051892384563772395
Position 869: 0.004900394842739951
Position 1613: 0.004856166092398204
Position 672: 0.0033237873226353624
Position 1136: 0.0032113315305011578
Position 1788: 0.002975091070202655
Position 782: 0.0024823000470180355
Position 1992: 0.002380705688239265
Position 706: 0.002235557359332561
Position 456: 0.002027720615363069
Position 425: 0.0018704340215336347
Position 725: 0.0018683851879196462
Position 875: 0.0018549451664732304
Position 2098: 0.001719670103372472
Position 1139: 0.0012724706526930825
Position 242: 0.0010791302513633266
Position 1397: 0.001071225245562214
Position 1511: 0.0010444964010940287
Position 1355: 0.0010400096032987867
Position 824: 0.0009715333451978281
Position 545: 0.0009384924202877414
Position 503: 0.0008566135842646741
Position 1156: 0.0007149613473227507
Position 1447: 0.0007098503844615858
Position 810: 0.0005741217771062098
Position 185: 0.0005203553443247903
Position 1124: 0.0005102706621406524
Position 1484: 0.00045598981167475894
Position 709: 0.00042565906196463915
Position 904: 0.000423419401452405
Position 996: 0.00040571993904799683
Position 1759: 0.0003967266949352362
Position 1919: 0.00038263395012081135
Position 1841: 0.00037571276881576127
Position 1088: 0.00036741139529274195
Position 512: 0.0003603557308571993
Position 1653: 0.00030498946471400537
Position 1336: 0.0002479336362901583
Position 1329: 0.00022011324839972654
Position 568: 0.0001877393545501991
Position 887: 0.00018312597682892343
Position 325: 0.00017853793630400562
Position 188: 0.00017211784247495984
Position 655: 0.00016547980736773493
Position 1421: 0.00015752096308747037
Position 547: 0.00015614280922505804
Position 821: 0.0001555714656630886
Position 1466: 0.00014220497480421225
Position 679: 0.00013491680809042566
Position 1150: 0.00013378781553631574
Position 509: 0.0001282609838405957
Position 329: 0.00012011723379442282
Position 370: 0.00011993033435994675
Position 1202: 0.00011087844327817051
Position 748: 0.00010520047200358129
Position 1159: 9.960282795003763e-05
Position 1281: 9.889192375394907e-05
Position 746: 9.449348597181451e-05
Position 1234: 9.254569733807242e-05
Position 1042: 8.646448656615933e-05
Position 164: 8.590721684883e-05
Position 552: 7.108481891588072e-05
Position 529: 6.8546707020311e-05
Position 941: 6.659898675154877e-05
Position 1205: 6.046603010272984e-05
Position 1114: 6.0352277144220815e-05
Position 203: 5.86991734843794e-05
Position 1111: 5.4430430837361297e-05
Position 786: 5.321133848290977e-05
Position 951: 5.217983991239365e-05
Position 96: 4.642678361377334e-05
Position 1302: 4.155329716527562e-05
Position 686: 3.886671362273125e-05
Position 920: 3.685036784774452e-05
Position 296: 3.6313537066467765e-05
Position 1631: 3.273427200869926e-05
Position 1767: 3.160072354529398e-05
Position 1090: 3.150980826033467e-05
Position 961: 3.064585762702211e-05
Position 1081: 3.0583484696388936e-05
Position 473: 3.004481300358826e-05
Position 1243: 2.350713218735242e-05
Position 955: 2.331963968063437e-05
Position 1858: 2.2145705453712145e-05
Position 959: 2.197660217947282e-05
Position 1211: 1.980054895382568e-05
Position 2000: 1.952921156369057e-05
Position 470: 1.840649763168341e-05
Position 1804: 1.812680835668511e-05
Position 281: 1.7447625256131674e-05
Position 265: 1.7266212202101418e-05
Position 1360: 1.6995886426944544e-05
Position 284: 1.5170281713767603e-05
Position 1299: 1.430633031257009e-05
Position 1406: 1.3001399425256884e-05
Position 1811: 1.2518042226092702e-05
Position 2009: 1.1469148042807703e-05
Position 1513: 1.113754920281528e-05
Position 2049: 7.109827788050271e-06
Position 98: 7.0896617607084095e-06
Position 125: 6.919073036219964e-06
Position 647: 6.758319198886775e-06
Position 1368: 6.441618460977833e-06
Position 594: 6.28184127004073e-06
Position 1622: 5.338065185316686e-06
Position 1285: 4.932035885616411e-06
Position 1310: 4.533225736342872e-06
Position 760: 4.3547878041658055e-06
Position 105: 3.327885479018085e-06
Position 1374: 3.0025010225041677e-06
Position 1314: 2.1306809117694105e-06
Position 1256: 1.7740556914081267e-06
Position 122: 1.0903340808188085e-06
Position 1248: 9.367283987631342e-07
Position 1532: 6.966929242481064e-07
Position 1624: 5.573431598569096e-07
Position 1529: 5.1134652237731e-07
Position 250: 2.6546306559224067e-07
Position 1267: 1.3088572416433556e-07
Position 1521: 1.2536074864415214e-07
Position 1537: 9.242596549338646e-08
Position 1541: 7.597928158842923e-08
Position 1523: 4.905966319037229e-08
