Gene = Dusp23
index = 351
Annotated 5SS: [347]
Annotated 3SS: [1135]
SMsplice 5SS: [347]
SMsplice 3SS: [2036]
Partition function (log Z): -9.853667633314563

Sorted 5' Splice Sites (High to Low Probability):
Position 347: 0.6329980455607132
Position 359: 0.19084925535072017
Position 860: 0.1694133647311066
Position 1493: 0.0847367785383233
Position 1074: 0.058680920120623675
Position 183: 0.04235379494082265
Position 1273: 0.035546048332823175
Position 740: 0.031544477353143946
Position 458: 0.003206939935294433
Position 970: 0.003041081319090723
Position 637: 0.002796052706321255
Position 1943: 0.0023459858649380327
Position 1909: 0.002142941949465939
Position 1390: 0.002074732027919832
Position 197: 0.0018874513730438287
Position 185: 0.0018786403659776464
Position 1406: 0.0017656568748978814
Position 39: 0.0016174635767166245
Position 541: 0.0015411999987080338
Position 445: 0.001537600438997498
Position 398: 0.0014112493072898334
Position 1766: 0.001119951465373704
Position 18: 0.00101855620526042
Position 2063: 0.0009990113059912343
Position 430: 0.0009641860022439756
Position 64: 0.0008857224580213572
Position 228: 0.0006262868119359551
Position 1300: 0.0006119349226187952
Position 615: 0.0005920685082112223
Position 987: 0.0005182525686268891
Position 419: 0.0004952419071136148
Position 1062: 0.0004797229680979345
Position 110: 0.000426060760465447
Position 286: 0.00037737477062756473
Position 662: 0.0003578508551218533
Position 139: 0.0003235816796670597
Position 1067: 0.0002620644501435155
Position 745: 0.0002575461007312345
Position 531: 0.00024807410031437463
Position 199: 0.00024655323921016117
Position 476: 0.0002229779444012051
Position 237: 0.00019333724932500454
Position 311: 0.0001884116531281201
Position 1866: 0.00018339271997559723
Position 320: 0.00017772295254666384
Position 922: 0.0001743226814383313
Position 1292: 0.00016033910530414424
Position 166: 0.00015914572767782115
Position 567: 0.0001527020903283152
Position 932: 0.0001481090087219246
Position 1432: 0.00013652461158936822
Position 1380: 0.00012861815529904253
Position 1199: 0.00011910679545143262
Position 1024: 0.00011663939606124568
Position 864: 0.00011518369886182282
Position 1017: 0.00011239227747518626
Position 1531: 0.00010056895722782068
Position 601: 8.635544598169374e-05
Position 1088: 8.125888168214128e-05
Position 645: 6.343323123225099e-05
Position 1069: 6.127843956897839e-05
Position 754: 6.080261893309619e-05
Position 557: 5.649268163546917e-05
Position 1121: 5.258012444663388e-05
Position 1878: 4.8736058870250175e-05
Position 1953: 4.857972262790327e-05
Position 471: 4.121812012065368e-05
Position 1929: 3.0068266992248593e-05
Position 769: 2.4161295928271123e-05
Position 1974: 2.2470573122342018e-05
Position 1871: 2.24001471696085e-05
Position 1456: 1.8459916699364157e-05
Position 1841: 1.767110188964387e-05
Position 1043: 1.5672181041744477e-05
Position 584: 1.1797081078071668e-05
Position 825: 8.082950845803122e-06
Position 1627: 7.131725432378589e-06
Position 1732: 5.784012312990696e-06
Position 86: 4.9399193159311634e-06
Position 1962: 4.754977547559731e-06
Position 1749: 4.633054434515667e-06
Position 1557: 4.000125874324957e-06
Position 509: 3.9068524316455794e-06
Position 1152: 3.4259967007698867e-06
Position 534: 2.836326020338696e-06
Position 562: 2.773906949439553e-06
Position 1770: 2.534479964934335e-06
Position 1560: 2.3180459902052863e-06
Position 884: 2.1526423757867903e-06
Position 1435: 1.9849033215293925e-06
Position 1898: 1.221972687321242e-06
Position 689: 1.107096926042194e-06
Position 1145: 1.0030943315186762e-06
Position 1653: 9.448347810243434e-07
Position 1139: 8.946094553326454e-07
Position 1636: 5.995060708217593e-07
Position 1659: 5.793643941856523e-07
Position 1785: 4.107292068633305e-07
Position 830: 2.9683096563690694e-07
Position 1737: 2.1327107242617505e-07
Position 1705: 1.0256951348417795e-07
Position 2079: 7.001270065718914e-08
Position 1613: 2.993545527687822e-08
Position 1629: 2.254225666321821e-08
Position 2100: 2.386999707685471e-10
Position 2097: 5.861031139069427e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2036: 0.4303808262405656
Position 1135: 0.2106744176212139
Position 853: 0.14904500547338762
Position 1160: 0.07694862869426604
Position 1405: 0.0501839995197885
Position 1907: 0.03666707686036796
Position 904: 0.03311423111517616
Position 1223: 0.02886678737155071
Position 298: 0.023562027897416606
Position 2107: 0.01975826694665064
Position 525: 0.01932610371548971
Position 1869: 0.016480337403900088
Position 879: 0.01627643028540962
Position 792: 0.013885642865979658
Position 1259: 0.01374095989885598
Position 1448: 0.013440446597390915
Position 681: 0.012366652231276084
Position 1187: 0.012146731384135
Position 1035: 0.010246030167714826
Position 2150: 0.009486667836519172
Position 1755: 0.009474763565170855
Position 2056: 0.008089929833663101
Position 1121: 0.007722408424714138
Position 2062: 0.007538737273231096
Position 684: 0.006415402339665602
Position 1466: 0.006058518831130845
Position 1226: 0.004766047293389599
Position 581: 0.0032580758844272945
Position 724: 0.0031422490078250776
Position 1367: 0.0029330962339935577
Position 1811: 0.0028991451748286556
Position 1204: 0.00214129932412455
Position 509: 0.0020411058235954766
Position 1626: 0.002032137236237654
Position 1841: 0.0018138553038626057
Position 1207: 0.001724907163105593
Position 830: 0.001475249365071693
Position 1937: 0.0014358459061155125
Position 1282: 0.0013480875677108312
Position 530: 0.0011237510772391318
Position 1838: 0.001076831189754534
Position 884: 0.0009537312792541475
Position 769: 0.0007833374766725124
Position 1435: 0.0007367378204108745
Position 1432: 0.0007361031291086575
Position 1300: 0.0005948836171364444
Position 1715: 0.0005633759753863135
Position 1659: 0.0005181682993093266
Position 228: 0.0005150998423715074
Position 1808: 0.00041758888758562754
Position 820: 0.0004167379419973118
Position 943: 0.00037896053270161146
Position 1672: 0.00035116258440099756
Position 1006: 0.00028430923717823956
Position 2113: 0.00025163111332217206
Position 181: 0.0002380948687179878
Position 913: 0.00022089232485518302
Position 1757: 0.00021304428191479605
Position 1309: 0.0001964906648128517
Position 1817: 0.0001963854323971341
Position 528: 0.00019458151420653834
Position 1914: 0.00018373915988822875
Position 1675: 0.00018293267324078673
Position 464: 0.0001590050187404086
Position 1634: 0.00015658356352860636
Position 2071: 0.00015098165112406155
Position 557: 0.0001344923634511148
Position 736: 0.0001323137098791344
Position 166: 0.00012957818621803918
Position 1056: 0.00012933845107727493
Position 486: 0.0001282916971492364
Position 739: 0.0001281277727814193
Position 973: 0.00012307726895436215
Position 544: 0.00010805226047153791
Position 234: 0.0001068022984194048
Position 1285: 0.00010256791416942637
Position 952: 0.00010217315680914557
Position 733: 9.583588932718119e-05
Position 1760: 8.938193396771135e-05
Position 947: 8.908216007049726e-05
Position 1083: 8.885937342525752e-05
Position 634: 7.19069909784521e-05
Position 1527: 6.96081537491242e-05
Position 922: 6.0541831597768656e-05
Position 1288: 5.562485567666382e-05
Position 589: 5.483278415356586e-05
Position 745: 5.388859290896371e-05
Position 1371: 5.300798769121317e-05
Position 1078: 5.168131120888858e-05
Position 1333: 4.914271000693771e-05
Position 584: 4.829895555393378e-05
Position 1775: 4.723743315233351e-05
Position 551: 4.2447822370602065e-05
Position 1492: 3.342465236262827e-05
Position 1017: 3.284054761071846e-05
Position 316: 3.206265908567528e-05
Position 1145: 2.8922578099528516e-05
Position 651: 2.8613542091283255e-05
Position 1889: 2.6530869974957097e-05
Position 211: 2.324943994431415e-05
Position 1732: 2.1550685362147065e-05
Position 1641: 1.9756130955572543e-05
Position 1058: 1.9706557476146928e-05
Position 1375: 1.8339555924320516e-05
Position 1680: 1.8313270261943015e-05
Position 636: 1.73681092357111e-05
Position 1538: 1.6845538755859663e-05
Position 864: 1.60491399052002e-05
Position 1778: 1.388861524458048e-05
Position 1270: 1.3804192391330317e-05
Position 1240: 1.2854139811286168e-05
Position 959: 1.1254511004972057e-05
Position 605: 1.0667896711537644e-05
Position 1693: 8.863841780707976e-06
Position 997: 8.155782680014326e-06
Position 1568: 7.9004711621546e-06
Position 567: 7.387974443531171e-06
Position 615: 7.327734186391802e-06
Position 1770: 6.8104220339417675e-06
Position 964: 6.758098619733167e-06
Position 2152: 6.567324205813894e-06
Position 1685: 5.6508091176486994e-06
Position 1322: 5.31631386630602e-06
Position 413: 4.596490324190291e-06
Position 1507: 4.490807039333391e-06
Position 987: 4.412199900561473e-06
Position 346: 4.241175830104274e-06
Position 1636: 3.418026294381896e-06
Position 541: 3.385258850829408e-06
Position 653: 3.3357859866443927e-06
Position 593: 3.3186739523454934e-06
Position 1942: 3.016600103926537e-06
Position 1917: 2.926277533562782e-06
Position 1645: 2.360342621049944e-06
Position 1390: 2.2763534202474932e-06
Position 1008: 2.037471462083573e-06
Position 351: 1.9241329086734067e-06
Position 1476: 1.7202116745818232e-06
Position 957: 1.62259165988821e-06
Position 555: 1.6125066232630495e-06
Position 471: 1.6094480239519903e-06
Position 1098: 1.4233486373905721e-06
Position 367: 1.4096858262923319e-06
Position 622: 1.248848542940259e-06
Position 981: 1.0505306083590276e-06
Position 436: 9.72489408798399e-07
Position 344: 9.57534992326553e-07
Position 2163: 9.355352446476577e-07
Position 428: 9.234342128240572e-07
Position 1380: 8.642195786030248e-07
Position 979: 8.257928954986544e-07
Position 328: 7.434221034007136e-07
Position 419: 4.4028322730125206e-07
Position 369: 3.583599874629285e-07
Position 553: 3.2276671531037444e-07
Position 482: 1.2873434211087051e-07
Position 438: 8.341422981466968e-08
Position 1088: 4.3258446633824424e-08
Position 373: 4.2596803115708976e-08
Position 430: 3.968506302609423e-08
Position 390: 2.4218527711591222e-08
Position 363: 1.0225135952178522e-08
Position 375: 5.287834123182856e-09
Position 398: 3.1149155219738843e-09
