Gene = Gm9903
index = 511
Annotated 5SS: [370]
Annotated 3SS: [790]
SMsplice 5SS: [370]
SMsplice 3SS: [790]
Partition function (log Z): -9.136792172409528

Sorted 5' Splice Sites (High to Low Probability):
Position 251: 0.5049833280186279
Position 370: 0.42114972721601807
Position 26: 0.19803595536769353
Position 676: 0.17522413691588629
Position 32: 0.07189009120692541
Position 1256: 0.04016487648212242
Position 1224: 0.00992667041826949
Position 962: 0.007633248923967461
Position 337: 0.005942022800006284
Position 1031: 0.0045135631876001
Position 542: 0.0028851820784350423
Position 972: 0.002396035647255648
Position 622: 0.0022598687238698277
Position 514: 0.0018844950657549238
Position 1068: 0.0018021791485397375
Position 1208: 0.0015130952971720232
Position 65: 0.0013414614375309541
Position 671: 0.0012850840860480614
Position 127: 0.0012560099325411701
Position 940: 0.0009430689693125819
Position 343: 0.0009416077869805144
Position 1023: 0.0009318362976502286
Position 374: 0.0007160917000826137
Position 256: 0.0006404741520054404
Position 791: 0.0005788764452303705
Position 477: 0.0005031878622811705
Position 1051: 0.00046170929288236087
Position 664: 0.00043604114101679267
Position 58: 0.0003407511779460503
Position 998: 0.00023234085016228033
Position 287: 0.00023203864768877713
Position 537: 0.00020501161876544424
Position 4: 0.00017434954700351615
Position 1230: 0.00017007297134527131
Position 402: 0.00011123398900291956
Position 1832: 0.00010996091692497956
Position 690: 0.00010989360079056834
Position 309: 0.00010810139364816547
Position 1053: 0.00010705942856218505
Position 240: 0.00010388228770822867
Position 29: 9.961906232029265e-05
Position 900: 9.876017345213344e-05
Position 376: 7.333027817921908e-05
Position 1299: 6.417784290995647e-05
Position 187: 5.022284559291261e-05
Position 1476: 4.785548913854082e-05
Position 348: 4.557597697716357e-05
Position 307: 4.123123351056154e-05
Position 685: 4.0111417140317665e-05
Position 385: 3.603280684718191e-05
Position 644: 3.270576047566344e-05
Position 1743: 2.809598185052078e-05
Position 328: 2.7904348496351245e-05
Position 1800: 2.5599450681282597e-05
Position 970: 2.0300282334366036e-05
Position 1532: 1.8239517515465604e-05
Position 1516: 1.7988913062767007e-05
Position 1180: 1.686289192066553e-05
Position 872: 1.5952450297551267e-05
Position 1055: 1.4512937308999968e-05
