Gene = Gm17651
index = 463
Annotated 5SS: [27]
Annotated 3SS: [1654]
SMsplice 5SS: [340]
SMsplice 3SS: [956]
Partition function (log Z): -10.874251106548197

Sorted 5' Splice Sites (High to Low Probability):
Position 340: 0.6140520032941224
Position 866: 0.2540906524772892
Position 153: 0.11999121710500218
Position 977: 0.03690659273559357
Position 170: 0.03189675358913075
Position 1323: 0.028411635920867782
Position 113: 0.024483966214877178
Position 819: 0.02027816395819385
Position 166: 0.01649065503077338
Position 1023: 0.010067837203339317
Position 1052: 0.009786826737297806
Position 1069: 0.009080246225427878
Position 435: 0.008655381208189704
Position 385: 0.008186836882145011
Position 706: 0.004839221379997917
Position 27: 0.001975589990882463
Position 870: 0.0011711614134796073
Position 722: 0.0010284796672265018
Position 1565: 0.0009893670027661858
Position 1327: 0.0007345371964925139
Position 731: 0.0006971609909384402
Position 453: 0.0004230555053648525
Position 1056: 0.00029778868390354654
Position 253: 0.00025900127592395195
Position 473: 0.00025631207918169746
Position 361: 0.0002465524424221363
Position 1342: 0.00024159242735253894
Position 646: 0.0002363311527619075
Position 442: 0.00018198285360057206
Position 391: 0.00016572319327371154
Position 117: 0.00016316793979891944
Position 9: 0.0001516355225357206
Position 407: 0.00014552013684683912
Position 1162: 0.00011155270425244765
Position 483: 0.00010384475761556079
Position 780: 9.861152357651135e-05
Position 56: 8.199758794388495e-05
Position 786: 8.16562981859084e-05
Position 613: 8.018213411287051e-05
Position 53: 7.560776363853066e-05
Position 1006: 6.791901491894086e-05
Position 495: 6.718943285662879e-05
Position 836: 5.532869966270418e-05
Position 717: 5.5233734044708424e-05
Position 492: 4.708183030363082e-05
Position 1361: 4.436114863841354e-05
Position 376: 4.315455016804341e-05
Position 534: 4.078058485480063e-05
Position 1143: 3.857427083492792e-05
Position 974: 3.714834385129437e-05
Position 1018: 3.464846115930386e-05
Position 509: 2.90503767769908e-05
Position 465: 2.863717659790434e-05
Position 1152: 2.8566217171894777e-05
Position 544: 2.781173064624901e-05
Position 364: 2.775244331284029e-05
Position 1526: 2.6466601724935006e-05
Position 1374: 2.6329391538578226e-05
Position 1489: 2.5343702054938802e-05
Position 223: 2.525424805100055e-05
Position 1545: 2.430993478930837e-05
Position 72: 2.409603801976265e-05
Position 393: 2.3220055286461472e-05
Position 988: 2.152251923994398e-05
Position 468: 2.1438160661798522e-05
Position 1016: 2.1009690603682546e-05
Position 180: 1.6562461395955e-05
Position 1329: 1.4793040335380776e-05
Position 397: 1.4180204616918622e-05
Position 1401: 1.358316146426382e-05
Position 172: 1.1111780691814017e-05
Position 771: 1.0325215113256235e-05
Position 1027: 9.98466115424764e-06
Position 969: 9.72802643271491e-06
Position 542: 7.466065033809591e-06
Position 213: 7.43864823528346e-06
Position 981: 6.3868493379183295e-06
Position 1340: 6.118092835305527e-06
Position 1447: 5.12599056926132e-06
Position 1191: 3.8584815765937875e-06
Position 1248: 3.550055110235188e-06
Position 711: 1.7445926665883e-06
Position 579: 1.595343794022174e-06
Position 1240: 7.925152888175619e-07
Position 956: 6.489454964112002e-07
Position 1160: 6.362374640022141e-07
Position 914: 6.241976319444713e-07
Position 174: 4.261803001355432e-07
Position 1406: 3.4133107799456834e-07
Position 943: 9.19978300577055e-08
Position 912: 9.066144643662077e-08
Position 941: 7.793228029881015e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 956: 0.24108895724383486
Position 1474: 0.15284683336375543
Position 818: 0.142607948630335
Position 912: 0.13466861344108078
Position 1201: 0.10399396455381296
Position 1654: 0.08773993238254456
Position 963: 0.07849328076160854
Position 1118: 0.06191398639039186
Position 1489: 0.03208324797017242
Position 404: 0.024300482600337084
Position 735: 0.016456883209609238
Position 846: 0.014678424859334772
Position 1326: 0.012521525228663436
Position 579: 0.011743139397468834
Position 210: 0.01147108942423042
Position 1222: 0.009017836130088839
Position 1374: 0.00831094041640436
Position 967: 0.007248562136049386
Position 1258: 0.006647249716302207
Position 234: 0.006467339698462376
Position 237: 0.006217164377862074
Position 780: 0.005171843623889108
Position 407: 0.003600248264481097
Position 221: 0.00317812810339768
Position 1447: 0.002680194063951163
Position 750: 0.0019805575456799816
Position 665: 0.0018750335706842526
Position 468: 0.0017631243732750194
Position 998: 0.0017496593411712484
Position 1401: 0.0011861190687934128
Position 1040: 0.0011186886625033027
Position 562: 0.0010828285535730991
Position 265: 0.0008904896089801484
Position 755: 0.0007763639365103209
Position 771: 0.000698246959814886
Position 244: 0.0006806124481554867
Position 446: 0.0006719885648162859
Position 1043: 0.0006604074709527466
Position 1056: 0.0006147115482980087
Position 534: 0.0005772641273915645
Position 672: 0.00047225214289024525
Position 453: 0.0004264760338593161
Position 585: 0.0004091844875027755
Position 1152: 0.00038451539008044943
Position 612: 0.00033976492985511673
Position 717: 0.0002736439917146404
Position 1281: 0.0002620249788504085
Position 606: 0.0002576872691774084
Position 223: 0.0002501397781574281
Position 374: 0.0002375388487966818
Position 1160: 0.00021619909854526877
Position 1210: 0.00021494273113330662
Position 473: 0.0001977183346110256
Position 866: 0.00019761863689062657
Position 1079: 0.00019033340200075164
Position 1090: 0.00018887482579460108
Position 969: 0.00017671032884691374
Position 250: 0.00017026735828552905
Position 592: 0.00013645832174599278
Position 256: 0.00013105243902351415
Position 1060: 0.0001307854960281632
Position 432: 0.00012981803063890856
Position 1539: 0.0001250512817528828
Position 681: 0.00012088023081402857
Position 589: 0.00010268401360582576
Position 1275: 9.401581468036257e-05
Position 502: 7.825945172153202e-05
Position 1006: 7.142082941336662e-05
Position 993: 6.0896159458182926e-05
Position 1092: 5.781653318707048e-05
Position 1068: 5.305805660724008e-05
Position 133: 5.215007299931632e-05
Position 628: 4.902199620219845e-05
Position 639: 4.863926025448499e-05
Position 1502: 4.629636044201288e-05
Position 419: 4.3741775107293243e-05
Position 689: 4.332494892681918e-05
Position 344: 3.111862169762935e-05
Position 706: 3.03619790025557e-05
Position 434: 2.969872051146097e-05
Position 630: 2.9687480307881774e-05
Position 348: 2.7306756992657105e-05
Position 180: 2.4800541821332368e-05
Position 1511: 2.2989615994584215e-05
Position 1520: 1.972251406488968e-05
Position 1294: 1.9627378156447332e-05
Position 487: 1.924820199802481e-05
Position 758: 1.6696238446924207e-05
Position 169: 1.517560467665357e-05
Position 384: 1.4885647183847055e-05
Position 1263: 7.213475157706216e-06
Position 981: 6.821733737384981e-06
Position 1499: 6.751745919432719e-06
Position 870: 5.8280676082492805e-06
Position 643: 5.758419851416654e-06
Position 1526: 4.320689208198165e-06
Position 376: 3.9384756019879415e-06
Position 480: 3.3763296942419593e-06
Position 995: 2.7633028263444245e-06
Position 649: 2.3135074780716062e-06
Position 1541: 1.7526556631324715e-06
Position 1545: 1.5605412040689683e-06
Position 483: 1.5055973508200723e-06
Position 185: 1.0335271724809904e-06
Position 1558: 8.437842480821027e-07
Position 478: 8.232535418981351e-07
Position 1283: 7.881958518719672e-07
Position 596: 5.841564268376193e-07
Position 109: 5.213669077573635e-07
Position 492: 4.078461602877593e-07
Position 1516: 1.9750532193513895e-07
Position 150: 1.5946635671334254e-07
Position 1560: 1.1867604156113892e-07
Position 152: 2.7463203397133615e-08
Position 166: 8.741614135436446e-09
