Gene = Tmem89
index = 1125
Annotated 5SS: [339]
Annotated 3SS: [745]
SMsplice 5SS: [339]
SMsplice 3SS: [500]
Partition function (log Z): -9.334741617656604

Sorted 5' Splice Sites (High to Low Probability):
Position 339: 0.9700895409407106
Position 324: 0.010000055753150017
Position 105: 0.006684397775521911
Position 98: 0.0043277320117190215
Position 218: 0.00264940507921926
Position 334: 0.002510196683572198
Position 57: 0.002326500944834239
Position 627: 0.0009214667721736495
Position 285: 0.00048802277706358943
Position 53: 0.0004402393067822308
Position 642: 0.00026839310396739336
Position 297: 0.0002637556518590358
Position 258: 0.0002477718242257938
Position 83: 0.0001525524736855516
Position 554: 0.00010382985992422181
Position 443: 6.622249994527882e-05
Position 202: 5.769439327988982e-05
Position 278: 5.266388348835588e-05
Position 196: 3.424866674969577e-05
Position 5: 3.35527072062395e-05
Position 20: 3.155540659536205e-05
Position 249: 3.0415988194415565e-05
Position 288: 2.7443549341180287e-05
Position 358: 2.7371282123338898e-05
Position 303: 2.7143011887775833e-05
Position 546: 2.1093489324300225e-05
Position 476: 2.0228080112739867e-05
Position 12: 1.8768297085421483e-05
Position 562: 1.7472360879959787e-05
Position 3: 1.3307444042386877e-05
Position 66: 1.0464542616684649e-05
Position 368: 1.0313454179439157e-05
Position 703: 8.716519661830981e-06
Position 824: 8.476847201737092e-06
Position 464: 7.467753822470906e-06
Position 295: 7.222678890144663e-06
Position 508: 6.28053394759894e-06
Position 36: 5.256345528682164e-06
Position 755: 3.5966154186246993e-06
Position 454: 3.3627025767133013e-06
Position 815: 3.1530915330916685e-06
Position 732: 1.826102745876487e-06
Position 483: 1.7129306656345483e-06
Position 47: 1.47799411509824e-06
Position 797: 1.4089630408282874e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 500: 0.3347147267221704
Position 745: 0.2607078150118298
Position 540: 0.1614487392744837
Position 686: 0.10780377829467641
Position 437: 0.06028782051538097
Position 586: 0.034037597156177844
Position 822: 0.025709534943680886
Position 602: 0.0058894786791342125
Position 368: 0.004823700998400179
Position 765: 0.0024609967715999346
Position 922: 0.0009788414741829874
Position 803: 0.0008206357820472432
Position 292: 0.0006006971943097285
Position 755: 0.0003879254978505276
Position 752: 0.00022300150366990482
Position 874: 0.0002032643916076292
Position 546: 0.00016811792457777802
Position 908: 0.00013636402958363587
Position 612: 0.00012637986359326437
Position 231: 0.00011775736307648934
Position 167: 8.266965320700033e-05
Position 862: 6.269820822234827e-05
Position 790: 4.67259102026895e-05
Position 122: 3.848132288145346e-05
Position 627: 3.2594307478313854e-05
Position 785: 2.887550994301026e-05
Position 137: 2.609815918440379e-05
Position 175: 1.7254014664076093e-05
Position 323: 7.472650002910171e-06
Position 145: 5.957929307220127e-06
Position 108: 5.449434285498013e-06
Position 184: 5.230357679785294e-06
Position 303: 5.096056695166584e-06
Position 338: 4.4278034668018106e-06
Position 787: 3.966964653409932e-06
Position 196: 3.3785954924221107e-06
Position 621: 2.693282442910153e-06
Position 191: 2.4100287382454063e-06
Position 73: 2.056691164813037e-06
Position 150: 2.003431551967683e-06
Position 105: 2.801056179203801e-07
Position 348: 2.6971518567511725e-07
Position 78: 2.557197160280795e-07
Position 332: 1.7044112226578933e-07
Position 88: 6.131172167022688e-08
Position 318: 2.1775040872009558e-08
Position 343: 6.322906709093718e-09
