Gene = Tmem160
index = 1100
Annotated 5SS: [ 392 1435]
Annotated 3SS: [1341 2381]
SMsplice 5SS: [ 392 1435]
SMsplice 3SS: [1341 2381]
Partition function (log Z): -4.055664860998327

Sorted 5' Splice Sites (High to Low Probability):
Position 1435: 0.9872204242322625
Position 392: 0.9328189814663933
Position 57: 0.048305562460786475
Position 876: 0.040111278084134214
Position 989: 0.022517074453836113
Position 1202: 0.015286740431525274
Position 2435: 0.01527986856313413
Position 2059: 0.012189230743847609
Position 139: 0.011308104302841316
Position 853: 0.011017807116296317
Position 2216: 0.005795560698348533
Position 1279: 0.005672495417096287
Position 1616: 0.005332695188397623
Position 844: 0.005253659520639399
Position 468: 0.0047947487824995865
Position 685: 0.004693216256638809
Position 1037: 0.0038356500333879113
Position 610: 0.0031504733620291814
Position 525: 0.0028890423308305536
Position 201: 0.0024070570037390145
Position 1690: 0.0019998694610408726
Position 122: 0.0014822680101102268
Position 648: 0.0014513969546483894
Position 1721: 0.0014167532277499062
Position 834: 0.0013642846782072721
Position 2083: 0.0010942040571622353
Position 1589: 0.0009355019127679184
Position 2404: 0.0009018353041823809
Position 2071: 0.00080971240265483
Position 77: 0.0006127701135757521
Position 98: 0.0006110087607835529
Position 117: 0.0005724680631452891
Position 1608: 0.0005202050990061463
Position 1714: 0.000483206606564164
Position 1092: 0.00047977323495868024
Position 1439: 0.00044924000994579983
Position 1008: 0.00043636872258900786
Position 163: 0.0003875325158148432
Position 103: 0.0003219246060775451
Position 595: 0.0003080254575852909
Position 147: 0.0002895972749316254
Position 937: 0.0002476366911074658
Position 198: 0.00017690936107365944
Position 2127: 0.0001764022652055682
Position 738: 0.00016449626657719988
Position 1729: 0.00015741632843724695
Position 161: 0.00015084199401257825
Position 2537: 0.00014485939141626803
Position 2493: 0.00013890336099328128
Position 919: 0.00013184060518857697
Position 631: 0.00011459405089713215
Position 2481: 0.00011071605820065925
Position 455: 0.00010909826274120377
Position 211: 0.00010586172292686514
Position 2439: 0.00010336314872541075
Position 551: 9.962502329469616e-05
Position 449: 9.607028576334913e-05
Position 1861: 9.484426037595481e-05
Position 814: 9.028391684764064e-05
Position 2291: 8.404751343241357e-05
Position 2470: 7.36250493003331e-05
Position 2068: 5.933280657467077e-05
Position 288: 5.8986652915221584e-05
Position 339: 5.4960445565683256e-05
Position 958: 5.430412075996908e-05
Position 1631: 5.3208658004717075e-05
Position 411: 4.924682365961771e-05
Position 443: 4.735016722696891e-05
Position 1643: 4.366403482562734e-05
Position 243: 4.2629757772123744e-05
Position 435: 4.0064294016329866e-05
Position 2411: 3.148590587671092e-05
Position 1596: 2.933732151296414e-05
Position 542: 2.820052519545179e-05
Position 659: 2.7495286406884296e-05
Position 1000: 2.6571583589744973e-05
Position 1767: 2.1504696939059692e-05
Position 29: 2.150092286205702e-05
Position 64: 2.142297445932771e-05
Position 722: 2.0753500140671793e-05
Position 2013: 1.822679971247815e-05
Position 414: 1.7838806108439444e-05
Position 101: 1.7115383958262402e-05
Position 337: 1.7028045654003815e-05
Position 2263: 1.6088954818544534e-05
Position 1389: 1.5145868782192203e-05
Position 942: 1.4525813821992305e-05
Position 1408: 1.3750210309044563e-05
Position 1801: 1.3550849410234487e-05
Position 396: 1.3152119339874238e-05
Position 1079: 1.2856222213954457e-05
Position 2087: 1.2307393810213686e-05
Position 1187: 1.1599574566735275e-05
Position 1261: 1.0251128401324475e-05
Position 1749: 9.944820419418267e-06
Position 2227: 9.664891851405894e-06
Position 1493: 9.588068918775948e-06
Position 744: 7.066497830273128e-06
Position 2207: 6.892304169787707e-06
Position 324: 6.726784734208463e-06
Position 1266: 6.655568338909957e-06
Position 1486: 5.140173337822214e-06
Position 1806: 5.04803466910018e-06
Position 1753: 5.040397952263639e-06
Position 2350: 4.967976323078114e-06
Position 1888: 4.908935430323547e-06
Position 1735: 4.7513656032394475e-06
Position 459: 4.456954270233716e-06
Position 1169: 4.401456603621465e-06
Position 944: 3.7865844529582414e-06
Position 1757: 3.294426463383121e-06
Position 2397: 3.1938376401016753e-06
Position 1046: 3.1836958547461934e-06
Position 2541: 2.5719900228618337e-06
Position 2275: 2.3512752006871687e-06
Position 2285: 2.1852666300087697e-06
Position 2002: 2.0879975915545288e-06
Position 2408: 1.899772720546744e-06
Position 1979: 1.8298914494471826e-06
Position 499: 1.8015754283198602e-06
Position 625: 1.5509626166706038e-06
Position 2187: 1.0810176006491118e-06
Position 997: 1.0563486428378105e-06
Position 1987: 1.0442604216119478e-06
Position 961: 1.022716690393035e-06
Position 2314: 9.82265714506244e-07
Position 787: 9.339344932032678e-07
Position 2322: 8.950407392126534e-07
Position 2579: 8.563324051067631e-07
Position 2495: 8.155637120439109e-07
Position 832: 7.648407721445978e-07
Position 2413: 7.26678512974631e-07
Position 2506: 5.166180965169513e-07
Position 544: 4.608229013922873e-07
Position 662: 4.5902889941206705e-07
Position 1510: 4.19204157123919e-07
Position 1761: 3.835292231275974e-07
Position 1373: 2.801200063826163e-07
Position 1977: 2.625489429757433e-07
Position 2517: 2.495400500946989e-07
Position 789: 2.3123508961250003e-07
Position 1949: 2.3097130607868664e-07
Position 2532: 2.083606760515095e-07
Position 695: 1.3882585236814643e-07
Position 1985: 1.3719095995426574e-07
Position 2201: 1.1808924855880823e-07
Position 1355: 1.1366891806615067e-07
Position 1083: 9.21220441955533e-08
Position 1554: 8.63256531736315e-08
Position 1010: 8.212963968156945e-08
Position 1811: 7.430690882030645e-08
Position 2185: 6.688664152597125e-08
Position 2557: 3.747261154376147e-08
Position 2504: 3.3418502936923905e-08
Position 1813: 3.3406885330066964e-08
Position 2570: 7.988492635915064e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1341: 0.9713917255552125
Position 2381: 0.6820415582639338
Position 1554: 0.26383361685024936
Position 252: 0.023007506416416943
Position 756: 0.02158079337248498
Position 802: 0.020214958794244803
Position 272: 0.01789278401815821
Position 1856: 0.015462933261002535
Position 2540: 0.014681380858028803
Position 2537: 0.013584765123414534
Position 1177: 0.011331909000697924
Position 1316: 0.00891892973011245
Position 1510: 0.007696167123366335
Position 2326: 0.006616977280228623
Position 748: 0.006491641770214427
Position 1277: 0.006191730106039183
Position 1959: 0.0056469286816213105
Position 1655: 0.005083512934743014
Position 534: 0.004093232336303185
Position 2197: 0.00392880974631846
Position 1057: 0.0033152597357215523
Position 2447: 0.0027837192386029976
Position 493: 0.002737309311408651
Position 735: 0.0025577660208837526
Position 2557: 0.002479685136907479
Position 805: 0.00233517918567816
Position 2257: 0.0022389963815462734
Position 1909: 0.0022109103703183627
Position 2156: 0.002113421778556992
Position 1406: 0.0017483272780479868
Position 2201: 0.0016750659434701398
Position 1996: 0.0016531969312207776
Position 785: 0.0016503923117629205
Position 2504: 0.0016134324604544907
Position 261: 0.0012757141972951198
Position 684: 0.0011111741600611836
Position 1089: 0.0010463183490917014
Position 2106: 0.0009361834698048019
Position 1785: 0.000880725235918025
Position 515: 0.0007197597025352444
Position 2144: 0.0007038733052743472
Position 830: 0.0006188588274928271
Position 1069: 0.0006152017259253502
Position 2024: 0.0006058990921809824
Position 2064: 0.000521367761617389
Position 847: 0.0005187017663985285
Position 1690: 0.000516756117246747
Position 1197: 0.0004305901583111948
Position 1486: 0.00041237264759099335
Position 2654: 0.000398828085862742
Position 988: 0.00035450683131117537
Position 1861: 0.0003379247837696258
Position 132: 0.00032886466673022615
Position 506: 0.0003094426382213658
Position 875: 0.0002874492425201106
Position 981: 0.0002855246150945452
Position 2058: 0.0002815493092999952
Position 1098: 0.0002555650612374982
Position 1714: 0.0002528249776918058
Position 760: 0.00022572489673996119
Position 1888: 0.0002199023179674488
Position 1036: 0.00020809042737050912
Position 1063: 0.00019885378022821033
Position 1941: 0.00018698695024397112
Position 2423: 0.00018473307014426444
Position 1793: 0.000148780236300281
Position 579: 0.0001465050507172474
Position 607: 0.0001442719493011881
Position 337: 0.00013893233082225555
Position 787: 0.0001343822360722964
Position 1118: 0.0001332625202253777
Position 2267: 0.0001266152574023675
Position 1593: 0.00012616580670271818
Position 852: 0.0001226112473255487
Position 2517: 0.00011647456911004732
Position 1619: 0.00010851111362564224
Position 557: 0.00010576534369050005
Position 1237: 0.00010536463300205103
Position 1294: 0.00010439328243965463
Position 139: 0.00010232145185716677
Position 566: 9.820064661092889e-05
Position 2028: 9.804605825370362e-05
Position 1091: 9.760455364290117e-05
Position 1806: 9.043193422124369e-05
Position 1790: 8.560987488329274e-05
Position 1876: 8.167548254215843e-05
Position 1251: 8.044940624512122e-05
Position 157: 7.792372925201525e-05
Position 2270: 7.475728653796609e-05
Position 1519: 7.059285002146186e-05
Position 1200: 6.440658866755976e-05
Position 1111: 6.291050494837157e-05
Position 1301: 6.110989649172976e-05
Position 1913: 5.5493465957162413e-05
Position 1660: 5.418049463355169e-05
Position 2231: 5.360002385924107e-05
Position 1604: 5.234868247867701e-05
Position 378: 4.616530113931422e-05
Position 1318: 4.58093531727565e-05
Position 2609: 4.4667422447836753e-05
Position 701: 4.231267453425327e-05
Position 1133: 4.1252122207573404e-05
Position 762: 3.9835706419484175e-05
Position 958: 3.9203316434344436e-05
Position 1801: 3.8124054196266144e-05
Position 1821: 3.769060220302767e-05
Position 1040: 3.766154999959199e-05
Position 2031: 3.724277417597308e-05
Position 2235: 3.702229043803264e-05
Position 2587: 3.602352853709148e-05
Position 2600: 3.3555585637452744e-05
Position 1522: 3.1342387993822054e-05
Position 2618: 2.790281034597856e-05
Position 1104: 2.557490817278367e-05
Position 873: 2.408399379464905e-05
Position 529: 2.346845186117033e-05
Position 707: 2.2913219825111706e-05
Position 1298: 2.2611638929924194e-05
Position 691: 2.2498775151554673e-05
Position 1128: 2.2355858393261198e-05
Position 897: 2.0944749745254038e-05
Position 1020: 1.965249974239198e-05
Position 1408: 1.953471567979769e-05
Position 1102: 1.8484540170590594e-05
Position 869: 1.8237486207549257e-05
Position 1596: 1.813843496383134e-05
Position 926: 1.8091652695761056e-05
Position 722: 1.788691417131556e-05
Position 2041: 1.7425094678613484e-05
Position 884: 1.7375315279261427e-05
Position 2631: 1.669423700086197e-05
Position 891: 1.6264975139911492e-05
Position 2246: 1.591185937511555e-05
Position 849: 1.4364320706628084e-05
Position 814: 1.3739587183721132e-05
Position 142: 1.335926766617807e-05
Position 466: 1.3189016041862468e-05
Position 2127: 1.239492480628454e-05
Position 1043: 1.2173914472595081e-05
Position 1729: 1.0788284587882271e-05
Position 181: 1.027848978377882e-05
Position 1026: 7.717304963323069e-06
Position 1106: 7.214685478091629e-06
Position 1608: 7.195145168932262e-06
Position 919: 7.1829414469295256e-06
Position 641: 6.769459914155263e-06
