Gene = Atp5k
index = 151
Annotated 5SS: [123 423 718]
Annotated 3SS: [ 367  618 1110]
SMsplice 5SS: [123 423 718]
SMsplice 3SS: [ 367  618 1110]
Partition function (log Z): -2.844955164758252

Sorted 5' Splice Sites (High to Low Probability):
Position 718: 0.9104772656782485
Position 123: 0.8760593369962962
Position 423: 0.7212604763319524
Position 456: 0.13216505005292825
Position 532: 0.12993341124865918
Position 105: 0.04710219514481179
Position 75: 0.010905566090708677
Position 150: 0.010863500215390348
Position 99: 0.010355624909318616
Position 1006: 0.008590199202036203
Position 998: 0.008035188957876778
Position 902: 0.0025960754579873037
Position 142: 0.002255088006535982
Position 90: 0.0016986144378818224
Position 277: 0.001167987274390249
Position 292: 0.0010169023353716771
Position 1012: 0.0010095906347442494
Position 139: 0.0008412938693348714
Position 376: 0.0007020756462771484
Position 956: 0.0006340835345711627
Position 191: 0.0006008261387840743
Position 304: 0.0005706707769574846
Position 846: 0.0005498500701338614
Position 55: 0.0005064763919487266
Position 489: 0.0003738105187874503
Position 761: 0.0002898154504348055
Position 992: 0.0002769834670361538
Position 874: 0.0002750908407567399
Position 466: 0.00026324550557163133
Position 1057: 0.00016853429433847205
Position 468: 0.00016198361435953846
Position 973: 0.00013963836520173664
Position 230: 9.545552302347287e-05
Position 335: 7.091924928226332e-05
Position 427: 5.688762944778791e-05
Position 1062: 3.7331255367811585e-05
Position 946: 2.959171083708544e-05
Position 935: 2.1719048916504954e-05
Position 750: 2.1150144639330785e-05
Position 619: 1.5587674403121698e-05
Position 812: 1.2142770089422354e-05
Position 42: 1.0956756971260381e-05
Position 227: 6.628102555636564e-06
Position 933: 5.719190083415396e-06
Position 686: 4.54058500354621e-06
Position 1038: 3.356867849801007e-06
Position 822: 2.9709163770359153e-06
Position 844: 2.5979791916235593e-06
Position 807: 1.9572512019109024e-06
Position 594: 1.922945351161623e-06
Position 1071: 1.6168369171097923e-06
Position 367: 1.1142315681430436e-06
Position 817: 1.1036701068899846e-06
Position 829: 9.869194473499306e-07
Position 775: 8.883875496881937e-07
Position 839: 8.036890543685485e-07
Position 1092: 5.2533455418185e-07
Position 560: 5.070840590488736e-07
Position 354: 3.787190427446017e-07
Position 1051: 3.326672447064612e-07
Position 1075: 2.6464229000651634e-07
Position 326: 1.2768030462119451e-07
Position 1082: 1.253275484734593e-07
Position 337: 6.869755430167336e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 367: 0.9403122215797363
Position 618: 0.9351208081208606
Position 1110: 0.7680765435368402
Position 877: 0.0926288216730905
Position 817: 0.07209239074853731
Position 1163: 0.013521794829065261
Position 292: 0.012468366888966204
Position 580: 0.011562557939983677
Position 639: 0.007347764185124396
Position 956: 0.006521896844480621
Position 1045: 0.003244523383504082
Position 589: 0.003024964187402407
Position 199: 0.0024955369184176943
Position 839: 0.00207708115947634
Position 1027: 0.002028272003801775
Position 1116: 0.001294730659331637
Position 644: 0.0010403951145938474
Position 577: 0.0008289380265763085
Position 901: 0.000711977750671481
Position 1061: 0.0006819846398926711
Position 641: 0.0006701775207237234
Position 916: 0.0005202895433535073
Position 834: 0.00045985066862044935
Position 489: 0.0004126942062859952
Position 647: 0.000410084568303181
Position 531: 0.00035075488108837755
Position 1071: 0.0003121717238299971
Position 783: 0.0003066848713038882
Position 1051: 0.00029906164352902894
Position 899: 0.0002837201242422686
Position 594: 0.00020258105404524247
Position 1137: 0.00017276603769658184
Position 960: 0.00011320713442151575
Position 504: 8.98593572122086e-05
Position 514: 8.148429018465648e-05
Position 237: 6.605835556712648e-05
Position 521: 6.315976403351307e-05
Position 998: 3.822342970418932e-05
Position 1123: 3.074220124973336e-05
Position 750: 2.8897283820433343e-05
Position 560: 2.6508726612712972e-05
Position 1182: 2.2510655027511286e-05
Position 652: 2.197401857260045e-05
Position 551: 2.0619631676746487e-05
Position 591: 1.2914806798095956e-05
Position 1133: 1.2409165253421588e-05
Position 1144: 1.212239697770023e-05
Position 1010: 1.1890105047258708e-05
Position 649: 1.122565751584172e-05
Position 764: 1.0920780631957197e-05
Position 415: 1.0238199377837613e-05
Position 541: 8.811296683674819e-06
Position 674: 8.400452078642017e-06
Position 423: 8.236493697290588e-06
Position 660: 7.854994076863123e-06
Position 671: 6.7049117166043865e-06
Position 913: 5.860774814690954e-06
Position 730: 5.847248749318662e-06
Position 761: 5.581480863610284e-06
Position 657: 4.387331945981732e-06
Position 500: 4.300576355259913e-06
Position 523: 2.962860374679838e-06
Position 987: 2.6057625799442876e-06
Position 1171: 1.8071582124682187e-06
Position 844: 1.6826035224912542e-06
Position 681: 1.5269239461278912e-06
Position 775: 1.3686724434615163e-06
Position 462: 1.3588596143572807e-06
Position 159: 1.2810825264000882e-06
Position 850: 1.1252529804867436e-06
Position 1006: 1.0598794576069602e-06
Position 705: 9.840766251582053e-07
Position 701: 8.118814880095566e-07
Position 969: 7.917018722208593e-07
Position 665: 7.010230524429005e-07
Position 852: 6.574827369434408e-07
Position 966: 6.07592498608406e-07
Position 442: 4.466471649924822e-07
Position 482: 3.9783844880967186e-07
Position 973: 3.62371947904476e-07
Position 717: 3.4611097743518876e-07
Position 1148: 1.5042716584942255e-07
Position 427: 1.24489105830587e-07
Position 676: 8.062247213524794e-08
Position 703: 7.004888189365389e-08
Position 122: 3.630456836515291e-08
Position 686: 1.5900723340972003e-08
Position 104: 8.818030814075355e-09
