Gene = Prr19
index = 861
Annotated 5SS: [  64 2087]
Annotated 3SS: [1461 2170]
SMsplice 5SS: [  64 1567]
SMsplice 3SS: [1461 2135]
Partition function (log Z): -3.6103806398991876

Sorted 5' Splice Sites (High to Low Probability):
Position 1567: 0.9472595537772307
Position 64: 0.7856549154740791
Position 1864: 0.5294072140224345
Position 593: 0.2831929864987131
Position 2087: 0.1100359863976585
Position 44: 0.04229493970648101
Position 941: 0.017742029116178525
Position 2216: 0.0061845544421198235
Position 1726: 0.0061753701651066735
Position 1763: 0.004500548481770179
Position 1689: 0.004334014579590858
Position 2280: 0.0030429309372531272
Position 173: 0.0030042106630579495
Position 2341: 0.0023554896867914233
Position 1592: 0.002218288455074609
Position 398: 0.0015629069740377547
Position 690: 0.0007742908686013979
Position 2354: 0.0006871613463526777
Position 2066: 0.0006645961440527855
Position 901: 0.000662255634478671
Position 48: 0.000658849519498898
Position 1351: 0.0006326557666457191
Position 2224: 0.0005762683982699513
Position 608: 0.0005129753788183532
Position 208: 0.0004548486057774743
Position 2282: 0.00043124084531832385
Position 405: 0.00027112530790812406
Position 182: 0.0002627006970934394
Position 762: 0.0002539569957607623
Position 920: 0.0002505299287711187
Position 711: 0.0002462414637865766
Position 885: 0.00019204214282517726
Position 828: 0.00018501757035045393
Position 696: 0.000179163190661016
Position 2056: 0.000165994482728582
Position 1625: 0.00015819423884771215
Position 434: 0.0001562529628789534
Position 1941: 0.00011454399958446296
Position 98: 0.00011055916180003418
Position 262: 0.00010154832665957454
Position 2408: 0.00010099114345027469
Position 237: 9.232385463265892e-05
Position 1056: 9.20068625199599e-05
Position 31: 9.182963728888787e-05
Position 149: 8.625979082632613e-05
Position 2185: 8.221245003739718e-05
Position 1627: 7.918173896934036e-05
Position 945: 7.463069059767038e-05
Position 462: 6.245864481629798e-05
Position 444: 5.396980749249708e-05
Position 320: 5.3337524601965256e-05
Position 1741: 5.186244274268808e-05
Position 1709: 4.7090816820171124e-05
Position 26: 4.623424885890668e-05
Position 658: 4.4847176367707656e-05
Position 1669: 3.9452572116082395e-05
Position 646: 3.5458099642470475e-05
Position 965: 3.2430298710393625e-05
Position 2596: 3.165903315368429e-05
Position 1613: 3.1091026345145606e-05
Position 1935: 3.0423699890309062e-05
Position 1121: 3.033546649083889e-05
Position 2036: 3.029656315903012e-05
Position 985: 2.738604077345058e-05
Position 873: 2.3725594201919735e-05
Position 612: 2.366126451950922e-05
Position 770: 2.2114504026037085e-05
Position 1341: 2.1621731068855937e-05
Position 2091: 1.912428973744526e-05
Position 1532: 1.8627537681139026e-05
Position 1842: 1.6772685002379822e-05
Position 1822: 1.6771829116014203e-05
Position 1323: 1.4942849339550387e-05
Position 1645: 1.4049250561664563e-05
Position 497: 1.2944968506592921e-05
Position 1672: 1.2559258299532953e-05
Position 820: 1.2422538386836104e-05
Position 265: 9.016451680569621e-06
Position 1170: 8.088280174590606e-06
Position 1992: 7.889653849528913e-06
Position 2373: 7.868223330838736e-06
Position 111: 7.817548785207557e-06
Position 824: 7.5982173268211865e-06
Position 1321: 7.447672731515905e-06
Position 1237: 7.121740481709184e-06
Position 822: 6.905385971984573e-06
Position 1816: 5.497753595366829e-06
Position 1112: 4.690156245749758e-06
Position 1914: 4.534460047516247e-06
Position 2599: 4.312345942244499e-06
Position 2129: 4.298698032609816e-06
Position 477: 4.262740614204168e-06
Position 1954: 4.149522975327689e-06
Position 702: 4.01762646561734e-06
Position 1315: 3.9889039789535514e-06
Position 947: 3.86640116255316e-06
Position 309: 3.83090394151542e-06
Position 1912: 3.82022609892417e-06
Position 1811: 3.783875791393511e-06
Position 2038: 3.768658100019368e-06
Position 1258: 3.6309771634166147e-06
Position 564: 3.3379764209053716e-06
Position 753: 3.209982336526134e-06
Position 832: 2.8336235984283354e-06
Position 1250: 2.750792543708835e-06
Position 1984: 2.5764826089429406e-06
Position 516: 2.275391319703941e-06
Position 1091: 1.271774692051913e-06
Position 2106: 1.171360377753507e-06
Position 1089: 7.91674207603884e-07
Position 738: 6.813396619963142e-07
Position 2488: 6.046230745611315e-07
Position 2152: 5.999340758498757e-07
Position 1216: 5.539921738923137e-07
Position 505: 5.338134789376784e-07
Position 2132: 4.7061525485261e-07
Position 2150: 3.9086716871118496e-07
Position 500: 3.846212308052305e-07
Position 826: 3.6172940585006846e-07
Position 2585: 3.288866190283446e-07
Position 1486: 2.9793941995908174e-07
Position 2135: 2.432510852154297e-07
Position 2625: 7.444801715982551e-08
Position 2612: 6.851828894523877e-08
Position 2529: 2.7904781319061023e-08
Position 1420: 9.392880932630363e-09
Position 1453: 5.438861250151588e-09
Position 1437: 2.3548000311733082e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1461: 0.9864992930402521
Position 2135: 0.5273090457197842
Position 1760: 0.18070289591972333
Position 2380: 0.14396632421905167
Position 2170: 0.1339742102651513
Position 1657: 0.09639486965185724
Position 1811: 0.08865012493126626
Position 1638: 0.0769641149855508
Position 1788: 0.07257774989583211
Position 444: 0.060741309509596345
Position 1684: 0.0392634296961968
Position 2330: 0.0373016287021081
Position 1941: 0.0322954867439659
Position 1963: 0.02981117610737468
Position 2478: 0.028501686764362082
Position 805: 0.01783623705378536
Position 1688: 0.016394087343774164
Position 532: 0.014599545265748711
Position 516: 0.01383502595392309
Position 1973: 0.011829312926609518
Position 2172: 0.011611333640250302
Position 416: 0.011500901821771999
Position 2312: 0.010945088984275568
Position 1984: 0.009874207458387352
Position 1414: 0.00865369326316527
Position 2353: 0.008305826071149209
Position 1903: 0.0077690522065188795
Position 1725: 0.006968072197549198
Position 564: 0.006394936663194625
Position 2419: 0.0054334840067649425
Position 2022: 0.005345342292157898
Position 2502: 0.005307612499284203
Position 347: 0.005237666616759672
Position 2537: 0.004651069781887293
Position 1976: 0.0045990127122409775
Position 2514: 0.004215253351512802
Position 146: 0.0037232904110584557
Position 303: 0.0036340663371875106
Position 1800: 0.003133330106608617
Position 1762: 0.0025400866109450107
Position 1816: 0.0022276076147388453
Position 2401: 0.00208658371762544
Position 2065: 0.0014748436016492569
Position 2224: 0.0013199348256964151
Position 2336: 0.0011762001160666219
Position 835: 0.0010899467458627854
Position 2452: 0.0008653675134412883
Position 1665: 0.0007401884085625815
Position 1935: 0.0006142574156741106
Position 1165: 0.00060749456191208
Position 1932: 0.0005866997654294072
Position 1694: 0.00048206562092281046
Position 1486: 0.0004805973111080844
Position 2695: 0.0004556030875535207
Position 260: 0.0004497741934411116
Position 1849: 0.0004451022807333447
Position 452: 0.00037066312231670383
Position 1506: 0.0003518013219873903
Position 2340: 0.0003130998622434157
Position 1989: 0.000308619904309294
Position 265: 0.0002863968366376062
Position 2585: 0.0002459384247898855
Position 2199: 0.00023824734637442212
Position 1842: 0.00019062876522735143
Position 128: 0.00016257036342958697
Position 2253: 0.00015815082567605516
Position 2438: 0.00015394057120265848
Position 2678: 0.0001510227000126194
Position 194: 0.00013959575207113522
Position 2247: 0.0001381697290376572
Position 1701: 0.00013282290997879354
Position 2073: 0.0001236850066294042
Position 1503: 9.895034781925723e-05
Position 2193: 8.153149126770557e-05
Position 738: 7.239479042587345e-05
Position 2642: 7.097990234403165e-05
Position 2195: 6.74237908347958e-05
Position 1997: 6.46536939830055e-05
Position 2558: 6.302162657049009e-05
Position 2012: 6.28214489740022e-05
Position 1494: 6.07668170818817e-05
Position 1822: 6.03907597126827e-05
Position 1885: 5.5617913614108974e-05
Position 1999: 5.559574321301873e-05
Position 1854: 5.188784328779221e-05
Position 462: 4.765235489925538e-05
Position 279: 4.273168457012354e-05
Position 1879: 3.46959732680156e-05
Position 262: 3.1226433400811755e-05
Position 1863: 3.0697971356089484e-05
Position 2599: 3.0490085304311288e-05
Position 856: 2.7833627433817927e-05
Position 753: 2.4757408994904473e-05
Position 1178: 2.3513042617268645e-05
Position 707: 2.117381603000097e-05
Position 1330: 2.060372180411596e-05
Position 198: 2.027145336608413e-05
Position 1512: 1.7954078888138292e-05
Position 1834: 1.6719517029248266e-05
Position 149: 1.605975601462317e-05
Position 1079: 1.5994739634329992e-05
Position 1870: 1.5849559183097748e-05
Position 2398: 1.563338981659175e-05
Position 2201: 1.4453659190134524e-05
Position 574: 1.3439403253854963e-05
Position 1828: 1.3129505314398886e-05
Position 2091: 1.2916637778131749e-05
Position 2258: 1.2039251019257834e-05
Position 1539: 1.1001757772531317e-05
Position 166: 1.0773945773685398e-05
Position 711: 9.687726737574669e-06
Position 273: 9.600127940608528e-06
Position 218: 9.459252157501489e-06
Position 1992: 8.506859366236442e-06
Position 157: 7.804795556454783e-06
Position 1596: 7.696165371911693e-06
Position 2183: 7.320202860634008e-06
Position 1544: 5.9550950282345935e-06
Position 1124: 5.452671158201213e-06
Position 1341: 5.4512090993689105e-06
Position 681: 4.7618389977731e-06
Position 2607: 4.434925970731154e-06
Position 2268: 3.9377362149890345e-06
Position 676: 3.7960646504639045e-06
Position 849: 3.7358224489233866e-06
Position 976: 3.668271753700331e-06
Position 871: 3.3950025740288113e-06
Position 1315: 3.1350435417186832e-06
Position 1857: 2.4674169034139766e-06
Position 2277: 2.2898199438498295e-06
Position 608: 2.164531966826775e-06
Position 588: 2.069491008769581e-06
Position 981: 1.9398036337182153e-06
Position 454: 1.9166956770581066e-06
Position 689: 1.5769983530465118e-06
Position 2665: 1.1916594931438055e-06
Position 1613: 1.1856882547082586e-06
Position 2232: 9.992950735638916e-07
Position 760: 8.978677105566463e-07
Position 896: 8.003323313506423e-07
Position 2656: 7.792108420557335e-07
Position 2653: 7.414535535981703e-07
Position 1133: 6.888244319410017e-07
Position 117: 6.330378722840534e-07
Position 1580: 6.074050074119931e-07
Position 782: 6.01425476027489e-07
Position 1204: 5.199385246620382e-07
Position 2662: 4.963936283040368e-07
Position 578: 4.934893538681011e-07
Position 1129: 4.837487389109519e-07
Position 1873: 4.691839247329852e-07
Position 2265: 4.6450586110117876e-07
Position 853: 4.4722286345689615e-07
Position 1574: 4.4077843927692176e-07
Position 1029: 2.9765455610119024e-07
Position 1037: 2.900344074755437e-07
Position 873: 2.8526130310313734e-07
Position 2619: 2.2220765638464465e-07
Position 2612: 2.1615251534676748e-07
Position 1551: 1.728383231569169e-07
Position 915: 1.7171030943451192e-07
Position 576: 1.581399570476018e-07
Position 933: 1.2451273189405193e-07
Position 776: 1.159186107598346e-07
Position 2609: 8.933941708232651e-08
Position 920: 8.651816376848937e-08
Position 1112: 8.39227728819905e-08
Position 1175: 6.918637173665708e-08
Position 2617: 5.7736650906094567e-08
Position 1560: 5.5479475731859786e-08
Position 1003: 5.025362840304893e-08
Position 592: 4.53539633150722e-08
Position 1025: 4.08576526315131e-08
Position 1188: 4.0621219481656415e-08
Position 1061: 3.250867168225428e-08
Position 867: 2.6984807030487278e-08
Position 1046: 2.0184466253339568e-08
Position 1190: 1.897514437150659e-08
Position 985: 1.3725234521348209e-08
Position 1547: 1.183578817915742e-08
Position 1052: 1.0251519528454507e-08
Position 1571: 1.3492864209050812e-09
