Gene = Tmem147
index = 1096
Annotated 5SS: [ 197  339  884 1109 1336 1554]
Annotated 3SS: [ 268  823  971 1250 1431 1636]
SMsplice 5SS: [ 197  339 1336 1554]
SMsplice 3SS: [ 268 1250 1431 1636]
Partition function (log Z): 0.652464763104809

Sorted 5' Splice Sites (High to Low Probability):
Position 1336: 0.9569534579575406
Position 197: 0.7977333644673822
Position 339: 0.7440840590980186
Position 884: 0.5796164397003147
Position 1554: 0.515872077016945
Position 1568: 0.2599403191462571
Position 1180: 0.23051840508784593
Position 1109: 0.17454775405585451
Position 1730: 0.06930747168899572
Position 1563: 0.04492622211113933
Position 742: 0.03045334232919557
Position 1459: 0.029078499748528476
Position 1167: 0.013019768675754216
Position 269: 0.006168407758445448
Position 179: 0.005764837825805475
Position 1531: 0.005100144763962265
Position 29: 0.004661981113787552
Position 1156: 0.0022666495563710047
Position 861: 0.0018517538171727694
Position 228: 0.001153242111203114
Position 1521: 0.001103568531065555
Position 518: 0.0010559189806652843
Position 1546: 0.0009194859249954379
Position 1529: 0.0009016854029677751
Position 1065: 0.0007956976278501088
Position 922: 0.0007081928499030134
Position 1592: 0.000706057225200627
Position 1507: 0.0005961620237527123
Position 1485: 0.0005806353810248802
Position 573: 0.0005799686670509703
Position 542: 0.0005245195845485845
Position 665: 0.0004988812988381698
Position 361: 0.0004307327813709894
Position 1695: 0.0004170778714179116
Position 1028: 0.00037076044298077753
Position 1052: 0.0003426984077623719
Position 87: 0.0003383935517862991
Position 926: 0.00030318703849629237
Position 521: 0.0002392247841934723
Position 1692: 0.00023520367943510702
Position 117: 0.00022933654189661982
Position 1343: 0.00020535571576863555
Position 1663: 0.0001878716012747766
Position 943: 0.00017090756637572454
Position 563: 0.0001557376912451665
Position 128: 0.00013649060620232278
Position 309: 0.00012011051585732417
Position 1331: 0.00011830545541562895
Position 935: 0.00010647842207020263
Position 1195: 9.82271605108335e-05
Position 990: 9.595669239842156e-05
Position 297: 8.928309013615384e-05
Position 201: 8.679366133094939e-05
Position 1204: 7.544462485182739e-05
Position 1113: 7.407242222718315e-05
Position 1369: 7.38289404850054e-05
Position 1734: 7.295219250670342e-05
Position 565: 6.920461722706103e-05
Position 988: 6.871766750568582e-05
Position 1218: 6.487089868896598e-05
Position 46: 5.618063743085467e-05
